case,cores,no_l2,fixed_l2,selected_l2,hardware_ratio,combined_ratio,search_ratio,no_l2_added,fixed_l2_added,selected_l2_added,fixed_hit_rate,selected_hit_rate,fixed_hit_bytes,fixed_miss_bytes,selected_hit_bytes,selected_miss_bytes,search_seconds,total_seconds,input_sha256,seed_sha256
33,1,1774196,1774080,1774080,1.000065386002886,1.000065386002886,1.0,4592640,4592640,4592640,0.09627692445862406,0.09627692445862406,720384,6762032,720384,6762032,1.2464028652757406,4.835986752063036,e14316f8ccbe3bf16bcee2bad80efc3a527cdc2488d9e3f616518b6e3aa9657b,0461256ec7a6fe061d3a7e2175171d1040703f624033a8efa72bc3be0f2267e1
33,2,889132,887756,887756,1.001549975443703,1.001549975443703,1.0,6452256,6452256,6452256,0.1705476068739005,0.1705476068739005,1574400,7657040,1574400,7657040,6.89437579549849,11.363221971318126,e14316f8ccbe3bf16bcee2bad80efc3a527cdc2488d9e3f616518b6e3aa9657b,352360722bd09caea2be87e6e23dd89c442898241624d9b5fbf88d6fe08ba8b5
33,3,596821,593725,593725,1.0052145353488569,1.0052145353488569,1.0,7053888,7053888,7053888,0.30330852997775604,0.30330852997775604,3008544,6910544,3008544,6910544,4.593278981745243,7.6687801238149405,e14316f8ccbe3bf16bcee2bad80efc3a527cdc2488d9e3f616518b6e3aa9657b,bc277b84dc9750616ab4ceef3013cb48d98b5d30d2663b2e1010ba08569a737f
33,4,443447,442667,442667,1.0017620468659285,1.0017620468659285,1.0,7214688,7214688,7214688,0.4267072454313262,0.4267072454313262,4311648,5792816,4311648,5792816,6.17008326202631,9.900080556049943,e14316f8ccbe3bf16bcee2bad80efc3a527cdc2488d9e3f616518b6e3aa9657b,82fc21a53cf643e35a805fae569826f1b5eea885ac898a1b4c8e5f05f7c07fbf
33,5,361176,360597,360597,1.0016056705962613,1.0016056705962613,1.0,7894656,7894656,7894656,0.31099769925095694,0.31099769925095694,3350112,7422032,3350112,7422032,6.943593272939324,10.122724749147892,e14316f8ccbe3bf16bcee2bad80efc3a527cdc2488d9e3f616518b6e3aa9657b,694ea89c2c25c8e28383ce7667d12d251451e68fa9f55bf0ac8da60c6156a179
34,1,842996,842733,842733,1.0003120798639664,1.0003120798639664,1.0,1079832,1079832,1079832,0.309046599146855,0.309046599146855,1038336,2321468,1038336,2321468,1.4445162955671549,5.872957140207291,c4128788442a023c2224d582f7114181ca9e9439a5978deaec6a1c52c0d729d6,19cc9b471b4253917b1c1297fdd194752c0b66e79fb6ba807872ddea5abcb489
34,2,415251,415212,415212,1.0000939279211583,1.0000939279211583,1.0,943616,943616,943616,0.292721181288001,0.292721181288001,943616,2279984,943616,2279984,6.037444790825248,9.776693249121308,c4128788442a023c2224d582f7114181ca9e9439a5978deaec6a1c52c0d729d6,ae767444cc99f752833962c0b13e0df2bc44586c03a87e67ffd61a5e162dc14f
34,3,270947,270017,266836,1.0034442275856705,1.0154064668935225,1.0119211800506678,2288640,2288640,2288640,0.4821197804853278,0.4915335558365057,2202624,2366000,2245632,2322992,4.8784073404967785,9.404884243384004,c4128788442a023c2224d582f7114181ca9e9439a5978deaec6a1c52c0d729d6,99ee486d9bd86173a79691da687940ca99b75c731d45087658c114cf7acc8256
34,4,206454,203915,202625,1.012451266459064,1.0188969771745835,1.0063664404688464,3059200,3059200,3083776,0.568368499755768,0.5625188300744254,3034624,2304560,3017216,2346544,7.235994400456548,11.23469166085124,c4128788442a023c2224d582f7114181ca9e9439a5978deaec6a1c52c0d729d6,4db3312d297a4a11cde8bd24c9b3a7e68bca7ebcf4a422ea71c8096519e7faed
34,5,167389,165377,162156,1.0121661416037298,1.0322713929796,1.019863588149683,3463168,3463168,3487744,0.5878528027814691,0.5832175164986976,3376128,2367024,3363840,2403888,6.893593395128846,10.444874815642834,c4128788442a023c2224d582f7114181ca9e9439a5978deaec6a1c52c0d729d6,3f3a68ecc2448ae40e44fa0c296cf5cf9330dc202d266d9e9160ce209527965c
35,1,169571,169571,169571,1.0,1.0,1.0,0,0,0,0.0,0.0,0,396878,0,396878,1.2509669438004494,4.688363656401634,ab4d5e39b4d3ad430a992d6d87d7510a869b6cb03a5d9a7ba124b039ba4486e2,43201822fd833e40039e2a07a60c49325d3a15aa5f121c0c1082f55e586f5f29
35,2,93692,93692,93692,1.0,1.0,1.0,801138,801138,801138,0.15466212494966933,0.15466212494966933,133672,730612,133672,730612,7.525109717622399,11.766405938193202,ab4d5e39b4d3ad430a992d6d87d7510a869b6cb03a5d9a7ba124b039ba4486e2,d48116d8bcf5b66fd05c57f66bd3a924ad63fdda67f27b003da4f9bb84a883d1
35,3,75717,75628,75176,1.0011768128206484,1.0071964456741513,1.006012557199106,1276568,1276568,1254808,0.19480003934573661,0.196225384484422,221804,916820,221292,906452,4.702295940369368,8.932205628603697,ab4d5e39b4d3ad430a992d6d87d7510a869b6cb03a5d9a7ba124b039ba4486e2,32288a12c6829a9b9c53da8658fe69886b680d0d18929a8c15733dad32b12691
35,4,63767,63250,63250,1.0081739130434784,1.0081739130434784,1.0,1505978,1505978,1505978,0.28723880845499317,0.28723880845499317,379570,941874,379570,941874,5.609566528350115,9.724399911239743,ab4d5e39b4d3ad430a992d6d87d7510a869b6cb03a5d9a7ba124b039ba4486e2,53004d3154a6696e9409325f6a3db0c95a75054f19b9c87a60d9f0e072e2164f
35,5,58308,57848,57848,1.0079518738763658,1.0079518738763658,1.0,1058710,1058710,1058710,0.2729764849369094,0.2729764849369094,287382,765390,287382,765390,4.546326890587807,8.219745699316263,ab4d5e39b4d3ad430a992d6d87d7510a869b6cb03a5d9a7ba124b039ba4486e2,e256ed7cc177d9415f9c73a3c400267b610f9623f8a2a51776e3efa9fd847e91
36,1,931510,931510,931510,1.0,1.0,1.0,0,0,0,0.0,0.0,0,3277952,0,3277952,1.1710553411394358,4.496933305636048,3924c8904db3f85eb38d4e4b345e55f689c9d908f329dbb8caf16a3774759d21,8c131ad0dfb252dc26f956f6fa867096f91862e58a5cb371718e576432bc8999
36,2,466068,466068,466068,1.0,1.0,1.0,1152,1152,1152,0.0,0.0,0,3279104,0,3279104,5.170201336964965,7.733029527589679,3924c8904db3f85eb38d4e4b345e55f689c9d908f329dbb8caf16a3774759d21,dd7ae7b455235ad623c4429d8370e13ad548162d913959e57fd2bf3e583c35cf
36,3,311345,311345,311345,1.0,1.0,1.0,2304,2304,2304,0.0,0.0,0,3280256,0,3280256,4.759037794545293,7.618887100368738,3924c8904db3f85eb38d4e4b345e55f689c9d908f329dbb8caf16a3774759d21,a3558ccae74e93902681f85c93b27b4947fee563d9401fd79cd91014208f555a
36,4,233584,233584,233584,1.0,1.0,1.0,3456,3456,3456,0.0,0.0,0,3281408,0,3281408,4.578110286965966,6.660716520622373,3924c8904db3f85eb38d4e4b345e55f689c9d908f329dbb8caf16a3774759d21,038414e14156f408efe4003277cc28c939201fd7620049f41e7b43967126873f
36,5,187182,187182,187182,1.0,1.0,1.0,4608,4608,4608,0.0,0.0,0,3282560,0,3282560,2.9595205187797546,4.5498226583004,3924c8904db3f85eb38d4e4b345e55f689c9d908f329dbb8caf16a3774759d21,b7f744513cf6209837e2139077ee2d2c0f158cfc916283fd4913f0abc020e551
37,1,210001,210001,210001,1.0,1.0,1.0,0,0,0,0.0,0.0,0,532480,0,532480,0.20378738082945347,0.8427560813724995,c5ce3776f9b28b17c7e1d23c9a47395ddfaeecf2533228ab0a5cf444e3f112e3,63d46275baf2c0ca59542635cd8214bd79425c5056d8f109b3090fcd1ad93847
37,2,105374,105374,105374,1.0,1.0,1.0,204800,204800,204800,0.0,0.0,0,737280,0,737280,0.49679837189614773,0.8692696522921324,c5ce3776f9b28b17c7e1d23c9a47395ddfaeecf2533228ab0a5cf444e3f112e3,9d008aab2db8335b6681495cec24f532db4728cec744f600e0adb4d416dfce78
37,3,74038,74038,74038,1.0,1.0,1.0,573440,573440,573440,0.3537037037037037,0.3537037037037037,391168,714752,391168,714752,0.7176202423870564,1.3151162657886744,c5ce3776f9b28b17c7e1d23c9a47395ddfaeecf2533228ab0a5cf444e3f112e3,8f0da85bcb7bc5a59e4c1efe132bdf0c7c8badcc5adc2b135a90d4415fb27c8f
37,4,53320,53320,53320,1.0,1.0,1.0,614400,614400,614400,0.0,0.0,0,1146880,0,1146880,0.9604980200529099,1.5967141538858414,c5ce3776f9b28b17c7e1d23c9a47395ddfaeecf2533228ab0a5cf444e3f112e3,56df4c7101b66830cc2dd02593ac18272261ed453b685fc61df87287cc81dd32
37,5,43013,43013,43013,1.0,1.0,1.0,942080,942080,942080,0.4222222222222222,0.4222222222222222,622592,851968,622592,851968,1.079027734696865,1.8634902760386467,c5ce3776f9b28b17c7e1d23c9a47395ddfaeecf2533228ab0a5cf444e3f112e3,aa63e1c3628d1cb750812560b5eace3fbb35839c9da70f3f37a74ae508d28ef4
38,1,1364555,1363312,1363312,1.0009117502083162,1.0009117502083162,1.0,5627904,5627904,5627904,0.1736168151396097,0.1736168151396097,1462272,6960138,1462272,6960138,2.550062593072653,10.16962505504489,69575019d0670552c74f386508042357a94419ed2f49d18a382a71a8cf39e5ac,8f5c3e3c84763a2a5e2ebb7436efdc0d8ec7a8cc8d35564e8f26bb776d9f4e48
38,2,674500,674382,674382,1.000174975014161,1.000174975014161,1.0,6790656,6790656,6790656,0.2788309681150929,0.2788309681150929,2672640,6912522,2672640,6912522,13.042533291503787,21.020504616200924,69575019d0670552c74f386508042357a94419ed2f49d18a382a71a8cf39e5ac,ea59dcd7e19f8e660eb25925686e09771b2022fdced47df537d27d185057a828
38,3,449590,449048,449048,1.0012069979155904,1.0012069979155904,1.0,8107008,8107008,8107008,0.3442319004855426,0.3442319004855426,3746304,7136778,3746304,7136778,10.165202418342233,17.856943871825933,69575019d0670552c74f386508042357a94419ed2f49d18a382a71a8cf39e5ac,6def89326aa4ee4be8c098ae810bcef9ad7f2a05a3b95be80cd2e3973ada8c96
38,4,338182,337550,337550,1.001872315212561,1.001872315212561,1.0,8954880,8954880,8954880,0.33240341239959265,0.33240341239959265,3905536,7843850,3905536,7843850,13.982182631269097,22.575147815048695,69575019d0670552c74f386508042357a94419ed2f49d18a382a71a8cf39e5ac,df6c8aab73b6aec511e4373ba580364185b311d4351edd64f97e7960fea9212c
38,5,275278,272573,272573,1.0099239469793413,1.0099239469793413,1.0,9592320,9592320,9592320,0.4060456596707019,0.4060456596707019,4999680,7313418,4999680,7313418,14.374670997262001,21.1773843113333,69575019d0670552c74f386508042357a94419ed2f49d18a382a71a8cf39e5ac,eeb43a9e7ee76d39a203ad8208378e9efa879e6cd29a752db7cc72dbf957cbea
39,1,1435262,1435262,1435262,1.0,1.0,1.0,7929856,7929856,7929856,0.0,0.0,0,12132352,0,12132352,1.7105001155287027,7.219151450321078,8e999d9db7fe3b1060baef4bff52304267c4034700290fe0a7520f777cbc78ed,dac9aa0dddfc1796efda0c933d0a650fee6dbc3977c653a543b26b2ae2e70179
39,2,708430,706188,706188,1.0031747919817386,1.0031747919817386,1.0,9166848,9166848,9166848,0.41360294117647056,0.41360294117647056,5529600,7839744,5529600,7839744,10.032221565023065,17.24078826792538,8e999d9db7fe3b1060baef4bff52304267c4034700290fe0a7520f777cbc78ed,416edd4aa8a967e1bb0c0c4f962c10a37c6368577054102d3ff0fc5f29eb39cf
39,3,478013,477811,477811,1.0004227613010166,1.0004227613010166,1.0,11911168,11911168,11911168,0.48373157092018304,0.48373157092018304,7794688,8318976,7794688,8318976,7.151821861043572,11.942753233015537,8e999d9db7fe3b1060baef4bff52304267c4034700290fe0a7520f777cbc78ed,c9089280cb7f59693cd8e06b28ac919824c6d67e3347319e6aa74d8f9d546c87
39,4,368961,367059,355737,1.0051817282780153,1.0371735298830316,1.0318268833435937,14536704,14536704,14848000,0.5318032786885246,0.5736400774027091,9965568,8773632,10928128,8122368,12.583523461595178,20.23604918271303,8e999d9db7fe3b1060baef4bff52304267c4034700290fe0a7520f777cbc78ed,5904bf402f367c7a705616c8bd7f3bcc1efa5255e3873a5c6b0da25e4b22bd78
39,5,338925,317103,317103,1.0688167567005042,1.0688167567005042,1.0,14536704,14536704,14536704,0.4644808743169399,0.4644808743169399,8704000,10035200,8704000,10035200,11.868539256975055,19.36248381063342,8e999d9db7fe3b1060baef4bff52304267c4034700290fe0a7520f777cbc78ed,090300e316972fdb15c15bf31994735684ea16e1fba2f4decb8ed92040a648d4
40,1,253454,253454,253454,1.0,1.0,1.0,0,0,0,0.0,0.0,0,911174,0,911174,0.8124565407633781,3.2782263420522213,7d595de282221534f949ab7ffae0ff026d5c7652b9110c18c0031aa78400cc57,2f3989071fd3e245c82304c86e2c391712466180edb5a6cf8553661950ff9992
40,2,134642,134149,134149,1.0036750180769145,1.0036750180769145,1.0,1227916,1227916,1227916,0.1273465999855112,0.1273465999855112,207428,1421418,207428,1421418,5.559388440102339,9.101852245628834,7d595de282221534f949ab7ffae0ff026d5c7652b9110c18c0031aa78400cc57,f930c08b5c5c613deef86ff3e28d37cf5d5f1d7505c10b8eede749e18e4f460c
40,3,105492,105156,105156,1.0031952527673171,1.0031952527673171,1.0,1985768,1985768,1985768,0.21786525106837606,0.21786525106837606,469836,1686708,469836,1686708,4.136375965550542,7.778382819145918,7d595de282221534f949ab7ffae0ff026d5c7652b9110c18c0031aa78400cc57,33f9aa2861db80fb01f2b35238d31658ccffdcde1f8abf3bd8254106a31fa151
40,4,89539,87558,87558,1.0226250028552502,1.0226250028552502,1.0,1836692,1836692,1836692,0.26946834948098186,0.26946834948098186,573392,1554472,573392,1554472,3.4437420293688774,5.70899792201817,7d595de282221534f949ab7ffae0ff026d5c7652b9110c18c0031aa78400cc57,a3b122cb93d314420d5ffbd18a0ca365a909f23957935fc6a6394f8c22954329
40,5,78938,77963,77963,1.0125059323012198,1.0125059323012198,1.0,1915296,1915296,1915296,0.32039241431196375,0.32039241431196375,708626,1503118,708626,1503118,5.30562586709857,8.66772705130279,7d595de282221534f949ab7ffae0ff026d5c7652b9110c18c0031aa78400cc57,715eac46bd6f27bee87dba2889a96c979b40875ec1f1fddde718433ddcc6915d
41,1,6003957,6001575,6001575,1.0003968958148486,1.0003968958148486,1.0,30898176,30898176,30898176,0.10163681549404405,0.10163681549404405,3643392,32203776,3643392,32203776,11.128250822424889,45.12215485051274,97d875b7e79ef0257342689d0c348f86ab591d74dfa9a9c28a72f47abb531491,ab5c67b7b2f8e6bf5fc8e0b879f66cfc4fd5c823fa6c1a4930e6b7dec827e636
41,2,2990398,2988290,2988290,1.0007054201566783,1.0007054201566783,1.0,33669120,33669120,33669120,0.2224962214620953,0.2224962214620953,8592384,30025728,8592384,30025728,45.489905362948775,75.9694214425981,97d875b7e79ef0257342689d0c348f86ab591d74dfa9a9c28a72f47abb531491,d5ccec06bbe93241db270fe6d34400f73c302db708dc8a05c4c4880b585c72e9
41,3,1991911,1989953,1989953,1.0009839428368408,1.0009839428368408,1.0,34851840,34851840,34851840,0.2604970669959864,0.2604970669959864,10368000,29432832,10368000,29432832,43.682663541287184,68.559775384143,97d875b7e79ef0257342689d0c348f86ab591d74dfa9a9c28a72f47abb531491,8cb5fe7fa6c138a1b1e16cb735de3bf29ea3008764bfdd285a5824d44b100a95
41,4,1490603,1487676,1487676,1.001967498299361,1.001967498299361,1.0,39164928,39164928,39164928,0.34380222841225627,0.34380222841225627,15166464,28947456,15166464,28947456,45.720756370574236,74.17051655240357,97d875b7e79ef0257342689d0c348f86ab591d74dfa9a9c28a72f47abb531491,0b6114b4971e293e2634fd3439b1ac16590aab4c0ec1714fd81ae4688af83412
41,5,1196379,1193054,1193054,1.0027869652169976,1.0027869652169976,1.0,40630272,40630272,40630272,0.31771921547482646,0.31771921547482646,14481408,31097856,14481408,31097856,45.40185499750078,74.30766145512462,97d875b7e79ef0257342689d0c348f86ab591d74dfa9a9c28a72f47abb531491,0f1a8aa4503495702299869b328e7a5759930a1c6b80de0bc6230597551bd9e9
42,1,1686740,1675633,1675633,1.0066285397816825,1.0066285397816825,1.0,6629376,6629376,6629376,0.3186917583766532,0.3186917583766532,2866176,6127392,2866176,6127392,1.2537662833929062,5.661897936835885,c098a559bbb2f888a39d47b81fee2e93ae04365d4ce377982758cd3373ac33c5,d2081ece83d9033de97343585d9baf2b53075a3d221e902604363fffe703b529
42,2,840111,839453,839453,1.000783843764928,1.000783843764928,1.0,7262496,7262496,7262496,0.412961965735256,0.412961965735256,3975456,5651232,3975456,5651232,7.756930390372872,14.490609923377633,c098a559bbb2f888a39d47b81fee2e93ae04365d4ce377982758cd3373ac33c5,53c4850b710e8be71fad1fee0184ad2e6ee822a24b921c97c87ad9abde98dbbf
42,3,570685,567481,567481,1.0056460040071826,1.0056460040071826,1.0,8474176,8474176,8474176,0.3818798659570742,0.3818798659570742,4117056,6663968,4117056,6663968,9.546339707449079,15.341216709464788,c098a559bbb2f888a39d47b81fee2e93ae04365d4ce377982758cd3373ac33c5,280b8206d8c7cf44bd04ef0e3803ce6794b93414d3d11f8a31e15f5545becd4f
42,4,430510,425563,425563,1.01162460082291,1.01162460082291,1.0,8605536,8605536,8605536,0.40431273954780406,0.40431273954780406,4415328,6505248,4415328,6505248,10.379185983911157,16.712901515886188,c098a559bbb2f888a39d47b81fee2e93ae04365d4ce377982758cd3373ac33c5,2a39ea95aa7c1c4562542eb223b49078ed4ec892568958b634c9c5c23364e4e1
42,5,350713,348878,348878,1.0052597182969405,1.0052597182969405,1.0,9936736,9936736,9936736,0.5568556910357466,0.5568556910357466,6845280,5447456,6845280,5447456,9.378000115975738,13.974694611504674,c098a559bbb2f888a39d47b81fee2e93ae04365d4ce377982758cd3373ac33c5,569d1a1256cc62fe3551a6410ee7cf4633e302e85f3bb8ab7a3684f2667340c4
43,1,677656,677656,677656,1.0,1.0,1.0,49160,49160,49160,0.03320740032104811,0.03320740032104811,49152,1431000,49152,1431000,2.733115542680025,11.992930868640542,23270b8e711405157c6b29fd36a4a182bdccf090b2beb69f63d9580aa22e780c,206834cfb1ea06a7ceafe7103b66b688311a31506fa5a9031848087f753ccc84
43,2,349881,349668,349668,1.0006091492501459,1.0006091492501459,1.0,3210754,3210754,3210754,0.23064363211931316,0.23064363211931316,791610,2640568,791610,2640568,24.82020909525454,39.115853833034635,23270b8e711405157c6b29fd36a4a182bdccf090b2beb69f63d9580aa22e780c,e02b4c002dac3ea3e0624d816fa1fe14c5c4aa1a1a9c95d55d2a3bb79bee426d
43,3,250900,250731,250728,1.000674029138798,1.0006860023611244,1.0000119651574615,4852554,4852554,4852554,0.31097254970858906,0.3164276438985485,1430164,3168840,1455252,3143752,18.86144481599331,32.56925536133349,23270b8e711405157c6b29fd36a4a182bdccf090b2beb69f63d9580aa22e780c,1b812399d579d8a245b8f09f6da3c8853cc2ccb2d3006af10dca52b7e308baf0
43,4,207895,204194,204135,1.0181249204188174,1.0184191833835452,1.0002890244201141,5894554,5894554,5894554,0.3500032716807475,0.36936859587405124,1850748,3437054,1953148,3334654,25.901558009907603,40.71351803839207,23270b8e711405157c6b29fd36a4a182bdccf090b2beb69f63d9580aa22e780c,53864999b0fd6aa3bfe84206a9a280af3019e2b42dba55848438bae0fab39215
43,5,199041,184463,182238,1.0790293988496338,1.0922036018832515,1.0122093087061974,6609206,6609206,6592822,0.3748375680736656,0.38197205158077785,2181892,3639008,2220292,3592416,18.868217568844557,34.8294669277966,23270b8e711405157c6b29fd36a4a182bdccf090b2beb69f63d9580aa22e780c,92c46fa1ca5923d4fef8edad4b6111436ab85369f98807df12548c5a0bd0cd79
44,1,154407,107814,107814,1.4321609438477378,1.4321609438477378,1.0,4438112,4438112,4438112,0.8199885718367201,0.8199885718367201,4408416,967776,4408416,967776,0.40256681479513645,1.670789461582899,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,b3a3d432d31479494edec684578b81a56b8d294b44a2049ede0aaefb991fe351
44,2,54510,52355,51266,1.0411613026454016,1.0632778059532633,1.021242148792572,886880,886880,885856,0.14508406636232046,0.18789678856506403,250176,1474176,323904,1399936,2.207723645493388,3.7308019269257784,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,3007ba7b228a827bbc3dce98d75d60b31b63734842f6dd6307e2a95e8edcebb7
44,3,44484,42915,40954,1.0365606431317722,1.0861942667382918,1.0478829906724618,891584,891584,1149632,0.21312456740931965,0.37244193039775036,364576,1346048,733216,1235456,1.9670608844608068,3.204748010262847,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,4b494970c44bdbff9d0f452749ab2ba6f78606948c9e02cb40c60abc3d98bb10
44,4,49989,44212,41362,1.1306658825658191,1.208573086407814,1.068903824766694,1389344,1389344,1468192,0.289287977418054,0.505470794587672,642784,1579168,1161952,1136800,1.9049661122262478,3.1801605615764856,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,bd8217fae64052a249b467b850961be9a09be00c26dfb21fadc4b9a1fa004c91
44,5,43028,39788,39677,1.0814315874132905,1.0844569901958314,1.00279759054364,655488,655488,655488,0.21115042350166185,0.21115042350166185,315104,1177216,315104,1177216,0.9993596412241459,1.6906823348253965,9abd4468a4be365e384de47431ac914ee44fd6e7b6221dffc584561f388cd57e,2d3a5b1e1183ce3fe6ce74a23eb5e84da0a2d4f3103b79f9b784907e4e212771
45,1,125614,125614,125614,1.0,1.0,1.0,0,0,0,0.0,0.0,0,278528,0,278528,0.33529109694063663,1.234870681539178,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,76de6b75aa4cb0989adacd898da2af6cc98a843c5ec4f1d68a15b1d0bba7448c
45,2,63059,63059,63059,1.0,1.0,1.0,0,0,0,0.0,0.0,0,278528,0,278528,1.5446087419986725,2.554036593064666,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,e67154587cdc0f9be2faa8f93a78d9171af089c4d999fad09c5e9b5d65eecfb0
45,3,42601,42601,42601,1.0,1.0,1.0,0,0,0,0.0,0.0,0,278528,0,278528,1.5891519896686077,2.655398428440094,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,10e53d1c7f81d8230f0697fab058da575556a3de7fb1f74d27bae3c53f7ba6d4
45,4,31878,31878,31878,1.0,1.0,1.0,0,0,0,0.0,0.0,0,278528,0,278528,0.906069815158844,1.4928651694208384,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,e7065e94b7806aaecd0e60c5c12d0cb294797b3d13bfb1569961a4f13ba14b8b
45,5,26164,26164,26164,1.0,1.0,1.0,0,0,0,0.0,0.0,0,278528,0,278528,1.4472477603703737,2.3954562842845917,64dff8e23ba176573a054ef2dc00a23a3487484bad65cb719acc4f087d611793,d3982367cc66cc4413fa5e6dc97c9b7abaffc72ea00bd5191f108e85f05be435
46,1,276455,244994,244994,1.1284153897646474,1.1284153897646474,1.0,3176288,3176288,3176288,0.7530304668077024,0.7530304668077024,3120992,1023584,3120992,1023584,0.15836059488356113,0.6667086686939001,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,d1b4a409de9ead0c25c6c667f834ab2bb78ce217c637479ee300c71065e42062
46,2,112410,112410,112410,1.0,1.0,1.0,942688,942688,942688,0.07550919026328863,0.07550919026328863,145920,1786560,145920,1786560,1.1856796331703663,1.9300593193620443,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,53f57427b0830d4160486e8d2667d81e1206a0f7d6f449dc9a26daaf7c78e878
46,3,96500,93498,92335,1.0321076386660677,1.045107489034494,1.0125954405155142,2958528,2958528,2958528,0.15432464176650224,0.4851491660793986,525568,2880032,1652224,1753376,0.9008430149406195,1.510314742103219,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,31eac5eae7809a51055ef6c8bc3fd434a37d96e4feae723ecd37f510e35f7244
46,4,71871,69926,66914,1.0278151188399165,1.074080162596766,1.0450130017634576,2098976,2098976,2316064,0.19659193402911995,0.2580216043208642,585888,2394336,825504,2373856,1.2620579861104488,2.101079074665904,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,67c8eae6b0cb744bd75a3dadace77ee6bbac15272ae449f88fe5046bb9f66950
46,5,77698,71867,69923,1.0811359873098918,1.1111937416872846,1.0278020107832901,2660736,2660736,2920832,0.21712365949339862,0.46230385804950486,678336,2445856,1564096,1819168,0.9848350845277309,1.662462618201971,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,dae5a6e86f9c0e3ab7cc8dfe2dd3039b8a3e3270ba0411593dc00e6480af6fbd
47,1,326508,326508,326508,1.0,1.0,1.0,0,0,0,0.0,0.0,0,457286,0,457286,6.0326034761965275,31.375609455630183,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,f7e1451d3131a66cc5afa7e72d3c97a91aed2d8c45f1d862e42f266e9478e13c
47,2,197413,197408,197408,1.000025328254174,1.000025328254174,1.0,1264006,1264006,1264006,0.10642081584830353,0.10642081584830353,122438,1028070,122438,1028070,34.4611851722002,57.92642034962773,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,8ee59c175c22fb04531fe94f4cfd7fb27346cbdf34da2f373834ba1259e5e466
47,3,156690,156593,156593,1.0006194402048623,1.0006194402048623,1.0,1857324,1857324,1857324,0.20922761149997415,0.20922761149997415,315596,1192790,315596,1192790,34.168582713231444,56.293586095795035,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,9bd8478b72b4a57dc5449fa587fb4099b142d81f75a3791eeee4bccf56d031bb
47,4,143256,142699,142699,1.0039033209763208,1.0039033209763208,1.0,2256146,2256146,2256146,0.281988738687396,0.281988738687396,494800,1259880,494800,1259880,34.58031677827239,56.757688427343965,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,2e495a43ab0b50f4e639cacdb18813386faf037e0e505f475f93bd5c47be41fe
47,5,135565,134070,134070,1.011150891325427,1.011150891325427,1.0,2575320,2575320,2575320,0.3311661851349157,0.3311661851349157,648534,1309800,648534,1309800,32.446217531338334,54.84860856644809,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,6da9b4e4b35ae8ea14b57cb19e7c34789d8b32cf17e5246c41ce1158a5a00c32
48,1,222220,222220,222220,1.0,1.0,1.0,0,0,0,0.0,0.0,0,410182,0,410182,0.2879131641238928,1.2011639922857285,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a
48,2,150049,150049,150049,1.0,1.0,1.0,467846,467846,467846,0.14522036592318724,0.14522036592318724,100866,593706,100866,593706,2.2719603590667248,3.464782977476716,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,d606c3cced82fcc7019510a067d6818cd1f87faa622dd0086d0f3b201ac0db49
48,3,114626,114531,114531,1.000829469750548,1.000829469750548,1.0,1177612,1177612,1177612,0.15764447627640477,0.15764447627640477,169482,905608,169482,905608,2.57465922832489,4.307182852178812,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,6556f82eeabed47004655c34f4921fd6d2ca8d08873127ec7164e2fd93ed52bf
