case,cores,no_l2,fixed_l2,selected_l2,hardware_ratio,combined_ratio,search_ratio,no_l2_added,fixed_l2_added,selected_l2_added,fixed_hit_rate,selected_hit_rate,fixed_hit_bytes,fixed_miss_bytes,selected_hit_bytes,selected_miss_bytes,search_seconds,total_seconds,input_sha256,seed_sha256
16,5,2088965,2086755,2086755,1.0010590605988725,1.0010590605988725,1.0,444880,444880,444880,0.5162722893194698,0.5162722893194698,427808,400840,427808,400840,56.19658433459699,90.01786539889872,76537aa7163cf0748adcff2ecbd84fbc9a02a2d129ffcecd2bfebb89685e71ef,f63d5ed3280681bcaec15f590a224e6f8d4f04cec4f7c56a2eec24a49ffe4dea
17,1,162810,162810,162810,1.0,1.0,1.0,22528,22528,22528,0.040398388942088706,0.040398388942088706,22528,535118,22528,535118,0.18730071932077408,0.842550702393055,282c5840d8e8581fb7827a6d4c996f90384bdfe566ffa665574721568b9dc85c,11a9cba3896d9529e81ee2fbba62f805bc189c615225dbff3efd738ec6cdd340
17,2,76658,76501,76501,1.0020522607547613,1.0020522607547613,1.0,87552,87552,87552,0.06166990540735863,0.06166990540735863,38400,584270,38400,584270,0.9290728829801083,1.5868445970118046,282c5840d8e8581fb7827a6d4c996f90384bdfe566ffa665574721568b9dc85c,cf45a47f472e9d08c9ddd85b05f71215a8466395a393cb71c1b01ac2af95e64e
17,3,49850,49801,49801,1.0009839159856229,1.0009839159856229,1.0,175104,175104,175104,0.07353193790110697,0.07353193790110697,52224,657998,52224,657998,0.984540119767189,1.645527532324195,282c5840d8e8581fb7827a6d4c996f90384bdfe566ffa665574721568b9dc85c,18716960046cd36427a2b9bd81290be6520a0e8c0b4dcb1f806ce59a8052f0a2
17,4,39668,39668,39668,1.0,1.0,1.0,259200,259200,259200,0.04640962435699556,0.04640962435699556,36864,757454,36864,757454,1.6255500558763742,2.6648975759744644,282c5840d8e8581fb7827a6d4c996f90384bdfe566ffa665574721568b9dc85c,3ddfd8554734ab1aa75d4eaba66605593f84e66f5e51e1cfe35c622304a21f56
17,5,33081,33081,33081,1.0,1.0,1.0,331776,331776,331776,0.11827051519562945,0.11827051519562945,102528,764366,102528,764366,1.2305070031434298,2.1466158237308264,282c5840d8e8581fb7827a6d4c996f90384bdfe566ffa665574721568b9dc85c,4cd1f0a79390f110331b2a4d1f6a5ab840e9920a2e7b2b976a2ed9e235f5a170
18,1,1004367,1003110,1003110,1.0012531028501361,1.0012531028501361,1.0,1970176,1970176,1970176,0.34375031576536474,0.34375031576536474,1224704,2338068,1224704,2338068,0.8429503943771124,2.8907713256776333,70cf2a124573fe0ccad84b16d902efe7e28938761db791d2f4321ab2e98f0c0a,890ceb0b49b4b6001da4358bccb39342fc92672fd85ec2418c40c0c47eea5675
18,2,502491,500447,500447,1.0040843485923585,1.0040843485923585,1.0,2638848,2638848,2638848,0.4835141644948062,0.4835141644948062,2016256,2153748,2016256,2153748,3.0143959037959576,5.317433599382639,70cf2a124573fe0ccad84b16d902efe7e28938761db791d2f4321ab2e98f0c0a,5080926ca1ac8719c01e922198f2963c1cdde43368165d9555f860f621876fee
18,3,337417,335889,335889,1.0045491218825267,1.0045491218825267,1.0,3971072,3971072,3971072,0.535747014131558,0.535747014131558,2967552,2571540,2967552,2571540,4.3935353476554155,7.1526793874800205,70cf2a124573fe0ccad84b16d902efe7e28938761db791d2f4321ab2e98f0c0a,654a5e7aede4fbf52f4c10a39c1192f2b121818f89220909c78eda4ba9d30a29
18,4,253676,253384,253384,1.0011524010987276,1.0011524010987276,1.0,4938752,4938752,4938752,0.5623782410614164,0.5623782410614164,3673088,2858260,3673088,2858260,4.5717609487473965,7.284279406070709,70cf2a124573fe0ccad84b16d902efe7e28938761db791d2f4321ab2e98f0c0a,dafe526ff06b3b248689f6bf74ac9af0717a04adb4ef1c33e7520cd369c4071f
18,5,205917,203609,203609,1.0113354517727606,1.0113354517727606,1.0,5320704,5320704,5320704,0.571151837761995,0.571151837761995,3948544,2964756,3948544,2964756,3.900342259556055,6.7729783076792955,70cf2a124573fe0ccad84b16d902efe7e28938761db791d2f4321ab2e98f0c0a,1fd374e835e378aed96d18382b7aaa3eab48cebf7afd9abeee09ea57c5b6842e
19,1,81144,81144,81144,1.0,1.0,1.0,0,0,0,0.0,0.0,0,179252,0,179252,0.14300775341689587,0.5729853417724371,199ccf5f40c65b63ef88efcf05a0ccbf6b9368963d7a62cabd240d7b98847429,6edfe829f9c086542ff575000b32c8fd979560192429da428b1387bc6d93cca7
19,2,38506,38506,37982,1.0,1.0137960086356694,1.0137960086356694,354360,354360,370744,0.1208772669759595,0.11832218644207745,45856,333504,45856,341696,0.7751797493547201,1.336544031277299,199ccf5f40c65b63ef88efcf05a0ccbf6b9368963d7a62cabd240d7b98847429,f29c95d3690332041f76d0a77809804ad7478910d4dc74fee2c3629ec78d6216
19,3,27716,27716,27716,1.0,1.0,1.0,54336,54336,54336,0.23261468911074198,0.23261468911074198,54336,179252,54336,179252,0.6513922177255154,1.0718411561101675,199ccf5f40c65b63ef88efcf05a0ccbf6b9368963d7a62cabd240d7b98847429,3c68d01322597a46c75f2548e80e326a54ca00d69c4436594ae6127d1021e5ed
19,4,22276,21470,21470,1.0375407545412203,1.0375407545412203,1.0,762456,762456,762456,0.19342298802269384,0.19342298802269384,117824,491328,117824,491328,0.9098438378423452,1.5674207359552383,199ccf5f40c65b63ef88efcf05a0ccbf6b9368963d7a62cabd240d7b98847429,a54b34c6ccd603b2c5ce3ce2c99d2ad711be5e31ca9a3b55d62b050fa6c011a1
19,5,18267,18126,18009,1.007778881165177,1.0143261702482091,1.0064967516241878,255068,255068,279644,0.07841317449987267,0.3117152487129153,27712,325698,117824,260162,0.7768858205527067,1.2826197035610676,199ccf5f40c65b63ef88efcf05a0ccbf6b9368963d7a62cabd240d7b98847429,184b18e1ea48622f975f9f4f0d12de477f81395fc742cc4c6fa5ab96f4e1eb38
20,1,532746,532746,532746,1.0,1.0,1.0,0,0,0,0.0,0.0,0,1179648,0,1179648,2.024496227502823,8.471459362655878,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,bbd6b9684fa70e119fd0e3f4f7d4a94282385196530028c52aa36ef7ca17c648
20,2,266580,266580,266580,1.0,1.0,1.0,0,0,0,0.0,0.0,0,1179648,0,1179648,9.47047339938581,15.050165304914117,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7beacb6743576781368a080da44cd438b916dcc136a99604e88f6c6138d03ec6
20,3,177950,177950,177950,1.0,1.0,1.0,0,0,0,0.0,0.0,0,1179648,0,1179648,9.11301638931036,13.636926908046007,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,c43ba3a622d73c478f1ae0357b6d57320c2c825e6619e920d9a48dc182dace2e
20,4,133704,133704,133704,1.0,1.0,1.0,0,0,0,0.0,0.0,0,1179648,0,1179648,8.715824753046036,13.350020820274949,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,3139451dffdb6ac2114595295407961517249df398ce0caaa6b502fd5f57fada
20,5,107650,107650,107650,1.0,1.0,1.0,0,0,0,0.0,0.0,0,1179648,0,1179648,8.211072539910674,12.964984258636832,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,fc7abc812efb1d2acfda6e0d090e318fc9b6d9bcb333b8ebddbbad6f44150df0
21,1,6567937,6558837,6558837,1.0013874410966457,1.0013874410966457,1.0,4501504,4501504,4501504,0.5005973715651135,0.5005973715651135,3432448,3424256,3432448,3424256,1.1028986014425755,4.791412184014916,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,f348d8199a95196945fe11a61f21e5764ab4819e1e2976958b4ced376a8e9830
21,2,3174339,3174060,3174060,1.0000879000396967,1.0000879000396967,1.0,33017856,33017856,33017856,0.015014397367338544,0.015014397367338544,299008,19615744,299008,19615744,8.116937637329102,13.755079984664917,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,0e9a3a7bbc68706ed89a50a7ae90c7a06c5a529d8ac3f3e68573bafef29c51b0
21,3,2090922,2090922,2090922,1.0,1.0,1.0,34854912,34854912,34854912,0.01654612107401169,0.01654612107401169,342016,20328448,342016,20328448,9.398828884586692,14.695824896916747,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,31451a9748692af407a67c6d4b1326a293fc891d2ce8fc30551145298e19659a
21,4,1550324,1550324,1550324,1.0,1.0,1.0,4608000,4608000,4608000,0.0,0.0,0,6963200,0,6963200,4.762474421411753,7.512646486982703,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,8c4ea95a8e02fde840ef35267e9b04b6d7cd59135c429739162e27b861cfe8af
21,5,1250168,1249380,1249380,1.0006307128335654,1.0006307128335654,1.0,11431936,11431936,11431936,0.5699643493761141,0.5699643493761141,7858176,5928960,7858176,5928960,8.715029979124665,12.752876106649637,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,f0cc44a555b97b76c4e61dd995145f6de885cba0f7ab7a6e09eb12b74fa24d61
22,1,56780,56780,56780,1.0,1.0,1.0,0,0,0,0.0,0.0,0,213540,0,213540,0.36843884363770485,1.3542639054358006,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,bdc9c153727b9f7ea40409a9ffa15959f9bc5fe680e565eb6da09692918d3411
22,2,27860,27860,27860,1.0,1.0,1.0,145236,145236,145236,0.07491573997457063,0.07491573997457063,22272,275022,22272,275022,1.9066986069083214,3.0459110643714666,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,7994020474d4240905db901957284fcc0df2a2fb3eaeb24de8533318af1b78f0
22,3,18978,18978,18978,1.0,1.0,1.0,13824,13824,13824,0.060801182245210326,0.060801182245210326,13824,213540,13824,213540,0.8923784028738737,1.7727626599371433,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,28645d8916f4e5a3ada9d471126f6c3c3fc2048953ec6f77cc913ba1af0ae43c
22,4,14336,14336,14336,1.0,1.0,1.0,20736,20736,20736,0.08851098704092608,0.08851098704092608,20736,213540,20736,213540,1.0312875844538212,1.849471451714635,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,c3eadd26ec5bf91f0ada14028de2653676de9d8601beb8ee3d8217ee2fde4cd6
22,5,11479,11479,11479,1.0,1.0,1.0,20736,20736,20736,0.08851098704092608,0.08851098704092608,20736,213540,20736,213540,0.8358534071594477,1.4045805167406797,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,b7e724e652daf5e21f98ef2afccf492e9d8891963d32488b611346051ef97217
23,1,122614,122614,122614,1.0,1.0,1.0,0,0,0,0.0,0.0,0,434122,0,434122,0.14701693877577782,0.6943148244172335,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,aa6e813822e96d6a1e60ea550fc498a806911951f3abc724b7d89438f2f8be11
23,2,60965,60965,60965,1.0,1.0,1.0,74016,74016,74016,0.0005667751673757917,0.0005667751673757917,288,507850,288,507850,0.763156846165657,1.3656466975808144,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,6878ea34709c74ec4c45c10e7ddf5bc1ffe269cd78a17648577959a7ef2930f7
23,3,40682,40682,40682,1.0,1.0,1.0,207264,207264,207264,0.323150177895994,0.323150177895994,207264,434122,207264,434122,1.1676660645753145,1.9347342681139708,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,383cfec1eefce0968228c3f68ab913da8e6893521eb5acc151459656f424ef3c
23,4,30516,30516,30516,1.0,1.0,1.0,281280,281280,281280,0.39317754213714806,0.39317754213714806,281280,434122,281280,434122,0.6791238635778427,1.1414371971040964,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,de14178d52cafca22aed5f1bb44e30e2896b3eeda5f4da71d978dd16608ab720
23,5,24940,24940,24940,1.0,1.0,1.0,280992,280992,280992,0.2554669605125896,0.2554669605125896,182688,532426,182688,532426,1.1504852697253227,1.861932035535574,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,f6179713e913f60db2e0cb3c763956245cd901bd2afd0d87e8e1520273e7bd4d
24,1,2555343,2555343,2555343,1.0,1.0,1.0,0,0,0,0.0,0.0,0,393216,0,393216,1.5972450729459524,7.278718460351229,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,3f6ba4b0f374750256c442f6bff12ee90e8c8c76c00655298e84b9a94fbfee98
24,2,1335245,1334413,1334413,1.0006234951248227,1.0006234951248227,1.0,396856,396856,396856,0.4988455468555741,0.4988455468555741,393216,395036,393216,395036,11.740631118416786,18.744765125215054,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,9965d82d344ddc29b76e88884ef1dd1dcf274248276a8d2abddaa7fa36091dcd
24,3,954537,953897,953897,1.0006709319769325,1.0006709319769325,1.0,332124,332124,332124,0.45342530541350096,0.45342530541350096,327880,395238,327880,395238,11.555217526853085,18.032413367182016,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,fcc45b612c810616f0d74c27455d1a53644664d006a935b50082eac38fe7a1f6
24,4,748435,744432,744432,1.0053772540675308,1.0053772540675308,1.0,595068,595068,595068,0.5988097339655988,0.5988097339655988,590224,395438,590224,395438,10.084319384768605,19.039934935048223,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,17189f75d77289ba248bcc0b054030cbcc553b4a3f72b5fdfcef84a3a72262b9
24,5,695849,693639,693639,1.0031860953608434,1.0031860953608434,1.0,432232,432232,432232,0.518754165024978,0.518754165024978,426584,395740,426584,395740,10.132474517449737,18.63668666034937,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,315212c909c1f5c2122baa85ca8fdd657618e0d3e113b5455051ee9b54d0b9b5
25,1,4863026,4863026,4863026,1.0,1.0,1.0,0,0,0,0.0,0.0,0,4122624,0,4122624,18.25374786928296,60.75808411464095,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,866297d2cabe14158ebe6e57cc86e522d8f888041f24e5804988ac43e71152bd
25,2,2431840,2431840,2431840,1.0,1.0,1.0,27648,27648,27648,0.0,0.0,0,4150272,0,4150272,68.58590678498149,104.25230524502695,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,6f0d2c9160eae1d04773458121133076f3a256a4d403e1a12c58082ee55f2d13
25,3,1622164,1622164,1622164,1.0,1.0,1.0,55296,55296,55296,0.0,0.0,0,4177920,0,4177920,52.863379223272204,84.20112084038556,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,a8799121b74d3094c4e0b5f200a7321be03d2fc2de4a212d825cf30d34eaed26
25,4,1217444,1217444,1217444,1.0,1.0,1.0,82944,82944,82944,0.0,0.0,0,4205568,0,4205568,50.41749320551753,83.50643390789628,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,36a0e86567664f0f7a7975377d9a864cb1d02ad961dc39f675dfc2f69f8d577b
25,5,975282,975282,975282,1.0,1.0,1.0,110592,110592,110592,0.0,0.0,0,4233216,0,4233216,50.69924508780241,78.65316726639867,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,06bed46bad51810f1fb73a0ef7e5fafa06f9cdb324efb2ff651925115ef8c2a4
26,1,99203,99203,99203,1.0,1.0,1.0,0,0,0,0.0,0.0,0,488886,0,488886,0.13940546102821827,0.569365544244647,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,72df6606789136b3baf9eec24a43a369cf39c1f1f97d61801ffdf8d829ab4062
26,2,51429,51429,51429,1.0,1.0,1.0,21936,21936,21936,0.04294255141712769,0.04294255141712769,21936,488886,21936,488886,0.697088211774826,1.1707491837441921,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,3d082f0b147238def277a622fdd3302bc5d198eec31de79fa09faffd3e0b92f6
26,3,41688,41688,41688,1.0,1.0,1.0,95664,95664,95664,0.16365409289196817,0.16365409289196817,95664,488886,95664,488886,0.6630271039903164,1.1079552005976439,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,bb158b8136ee922210721f4d6a5f5d9ce6a24a053c449bb1dc8ec6e835896170
26,4,42226,42208,42208,1.000426459438969,1.000426459438969,1.0,172128,172128,172128,0.2232206882153782,0.2232206882153782,147552,513462,147552,513462,0.6796130426228046,1.12365716509521,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,e3aac57c75fa854567fba91a60bf87f5127faa17b15e5431184a1b35b9168360
26,5,38198,37332,36689,1.0231972570448944,1.0411294938537436,1.01752568889858,835212,835212,835212,0.18687781944153645,0.23365628033576336,196360,854380,245512,805228,0.8751803934574127,1.4719173312187195,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,613992b2e293b62f5f847b523703c3d55dc754b1f7d3a8ee01df1ddd5c34c216
27,1,2363952,2359515,2359515,1.0018804711985303,1.0018804711985303,1.0,1400832,1400832,1400832,0.2689393939393939,0.2689393939393939,872448,2371584,872448,2371584,0.5429830476641655,2.2503739465028048,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,795174b3004f23842aeac7961da65580892080295f6415d4f180741be99b0bec
27,2,1120962,1120962,1120962,1.0,1.0,1.0,1744896,1744896,1744896,0.08904109589041095,0.08904109589041095,319488,3268608,319488,3268608,1.3892040997743607,2.3447653613984585,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,ceb7a88d92ec02dbe06a3150853de8ffa43ae0776ee55d33fabc973ab1c42676
27,3,744579,744579,744579,1.0,1.0,1.0,18481152,18481152,18481152,0.059944559944559946,0.059944559944559946,708608,11112448,708608,11112448,3.153010554611683,5.580151133239269,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,c256f3cc436a9a6171a5b03ec5d43ee17df10cf9c730aab6f78d41447c3cce7e
27,4,559196,559196,559196,1.0,1.0,1.0,3317760,3317760,3317760,0.0,0.0,0,5160960,0,5160960,1.8602614030241966,3.0131722036749125,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,d5eb52e4808230557fc7b2cf6a50b55371fc8895473d5579b069a5c0b7a6c718
27,5,499622,494470,494412,1.0104192367585496,1.0105377701188483,1.0001173110685015,21954560,21954560,21948416,0.19431078403622984,0.19694180942942094,2811904,11659264,2848768,11616256,3.9493679832667112,6.9118698462843895,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,fb52f051edbfde7f5b476574a76d13411adb1e259c6d244f263eeab6ec13c1f4
28,1,43836040,43836040,43836040,1.0,1.0,1.0,277412256,277412256,277412256,0.0,0.0,0,278067744,0,278067744,19.003485459834337,77.43438861519098,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,d987ac1dfa4f0a2dfb2368b3f01660689355e74c99c9b7c2c84696b3fdadeb73
28,2,20517451,20505375,20505375,1.000588918759106,1.000588918759106,1.0,75738432,75738432,75738432,0.03827809052207227,0.03827809052207227,1724616,43330296,1724616,43330296,77.20551887340844,120.7319580949843,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,c9b7b9609eaa982cd7245374587ca1e1fef332bf4b30c8f74109e00b55eceac9
28,3,13687852,13687122,13686058,1.0000533348062508,1.0001310823028808,1.0000777433502035,44350128,44350128,44353200,0.1475266198375336,0.14889987047593906,4291488,24798096,4331664,24759456,56.222502728924155,94.24714013561606,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,0a4a7acefb64081ff2081208018bec0d30470b3ecdee2402789267cbb0b7b72b
28,4,10347838,10168619,10168619,1.0176247138377394,1.0176247138377394,1.0,74883456,74883456,74883456,0.5881318771900335,0.5881318771900335,34932888,24463464,34932888,24463464,54.91268514841795,91.40220135822892,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,55fc444e6eab38500d259cca733143e9be7741cc0fd0c3f747a3fa172bd149ca
28,5,8286707,8179833,8179833,1.0130655479152202,1.0130655479152202,1.0,73953792,73953792,73953792,0.6104093014750701,0.6104093014750701,36532440,23316648,36532440,23316648,56.791737128049135,89.79084527678788,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,7806dd3c36bf1cb4069f9e2634f63c9336d5567a43791e2e5514e7f800d2cc0a
29,1,37555,37555,37555,1.0,1.0,1.0,0,0,0,0.0,0.0,0,258132,0,258132,0.12355571426451206,0.5333006586879492,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,1eea4b77c66f467cece1e811b06292dc0f6cb97aa26070c30fb25bafdc46c74e
29,2,18880,18880,18880,1.0,1.0,1.0,16388,16388,16388,0.0,0.0,0,266326,0,266326,0.6479759458452463,1.079137871041894,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,71d48c5a9f6e2aa6b9e07e5f01dc9d28bef5aeb6e133d3ff884f1895a4140fab
29,3,12743,12743,12743,1.0,1.0,1.0,0,0,0,0.0,0.0,0,258132,0,258132,1.050134927034378,1.5017412640154362,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,d4c3e33ca1e064246a40be99c12a2184a4c812ee98c34a3a6e7d6e541b8bac3e
29,4,10168,10168,10168,1.0,1.0,1.0,49164,49164,49164,0.0,0.0,0,282714,0,282714,1.0741757489740849,1.746636062860489,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,6e6701a4426c6434b4ec37c11edb575c31075bb5b5356166e95c66c4df80a3b5
29,5,8787,8787,8787,1.0,1.0,1.0,65552,65552,65552,0.0,0.0,0,290908,0,290908,0.6298707872629166,1.081303546205163,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,4fe9da5f48ac55d14b093148f7b0aa311c83f544ce276d9ff58b13d42e3d07b4
30,1,2808034,2807891,2807891,1.0000509279028282,1.0000509279028282,1.0,5519360,5519360,5519360,0.259867995341012,0.259867995341012,2056192,5856256,2056192,5856256,5.190684720873833,19.078464480116963,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,bed511cb0f432bf02c1b67f94a49cfadb6964d628e4100e6b9c991961e17474e
30,2,1390496,1390292,1390292,1.0001467317657011,1.0001467317657011,1.0,1292288,1292288,1292288,0.3450958599611003,0.3450958599611003,1271808,2413568,1271808,2413568,21.584687458351254,30.699651835486293,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,5b90b1c792c850dfc021b034e9a1781cc6748a4fe41a516b7aa72b6d3e475f16
30,3,933720,933018,933018,1.0007523970598637,1.0007523970598637,1.0,8985600,8985600,8985600,0.5365016263100831,0.5365016263100831,6080512,5253120,6080512,5253120,25.557997783645988,40.950607627630234,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,4c8fd932a187e07b814e5874eed9853952d461efdcbe1f4e351b77c518d10982
30,4,697351,697321,697321,1.0000430217934064,1.0000430217934064,1.0,6002688,6002688,6002688,0.7013660202463715,0.7013660202463715,5888512,2507264,5888512,2507264,24.189149932935834,38.66168042272329,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,c5abacdf6645c85ed218ce8fd7f941d77634b9d5f0fa8612ad0ab8868211a55e
30,5,559882,559862,559862,1.000035723088904,1.000035723088904,1.0,7484416,7484416,7484416,0.7449201741654572,0.7449201741654572,7357952,2519552,7357952,2519552,24.870729487389326,39.575160685926676,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,024acba90b647beaec62e00aef3b4a7eccca1616cfba25aba88feca65d30be2a
31,1,1414369,1414159,1414159,1.0001484981533193,1.0001484981533193,1.0,3491328,3491328,3491328,0.26059362793218216,0.26059362793218216,1479168,4196980,1479168,4196980,2.3432520776987076,9.73930437490344,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,126e96eff01b3c1db5de662ecd8bd02dcd72d548ac3255120608e40d19b693e1
31,2,712262,711649,711649,1.0008613796970136,1.0008613796970136,1.0,5250048,5250048,5250048,0.43054214277913205,0.43054214277913205,3201024,4233844,3201024,4233844,12.052509173750877,19.049517564475536,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,71f438b8d76ae54e750ee8520bcb075fc044a7b5c873cbe344d5f021eda398b6
31,3,473822,473052,473052,1.0016277280298995,1.0016277280298995,1.0,7544832,7544832,7544832,0.4998098595921005,0.4998098595921005,4862976,4866676,4862976,4866676,8.237002689391375,14.260345801711082,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,f4969bbcc2dbfe64b27e9bd9d9c9322ed0450f06f8cac1b68c5b2aaba12734bd
31,4,360134,359705,359705,1.001192643972144,1.001192643972144,1.0,7808000,7808000,7808000,0.43485816089465423,0.43485816089465423,4322304,5617268,4322304,5617268,11.076343463733792,16.679855942726135,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,6183e7141d66e514b75b570fc4d2888e956aef0bc2d78a0d3bef46232d4ec228
31,5,284848,284820,284820,1.0000983077031107,1.0000983077031107,1.0,7931904,7931904,7931904,0.5327637681921539,0.5327637681921539,5389824,4726900,5389824,4726900,12.733108799904585,20.34664592333138,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,411429c7109d33291db8f3326994ac522679b73733be8fa157e39491c4930b34
32,1,41443,41443,41443,1.0,1.0,1.0,0,0,0,0.0,0.0,0,279156,0,279156,0.1190294474363327,0.4847209192812443,7b325807b10636edbb8ada6fe9086e639ece5d42d4aad151b0fc7cd8f6277385,83348b05eee2296608cd724ec5b2cadb54c269a971f8e8b65a9a7a8855313104
32,2,17566,17566,17495,1.0,1.0040583023721064,1.0040583023721064,6216,6216,6216,0.0217820949497498,0.0217820949497498,6216,279156,6216,279156,0.5804468523710966,0.9772270172834396,7b325807b10636edbb8ada6fe9086e639ece5d42d4aad151b0fc7cd8f6277385,1948095e259d5d4b752946664159beebacf16903c3bf962f7354ec2e1ff4a72a
32,3,11910,11910,11910,1.0,1.0,1.0,12360,12360,12360,0.04239904499238464,0.04239904499238464,12360,279156,12360,279156,0.5320306103676558,0.9892519973218441,7b325807b10636edbb8ada6fe9086e639ece5d42d4aad151b0fc7cd8f6277385,9299c786fd1b9ab22a616eb6bdf3d900adea5a2afedcf9342be34fc0a688e380
32,4,10728,10728,10728,1.0,1.0,1.0,74980,74980,74980,0.03850561540224616,0.03850561540224616,12432,310430,12432,310430,1.0305713638663292,1.7303074356168509,7b325807b10636edbb8ada6fe9086e639ece5d42d4aad151b0fc7cd8f6277385,28ecd48fc1cd70caeb9859b8abdc048aa50902c27eba482f6482b65ac692a32a
32,5,10414,10384,10384,1.0028890600924498,1.0028890600924498,1.0,12360,12360,12360,0.04239904499238464,0.04239904499238464,12360,279156,12360,279156,0.8772336561232805,1.3141431584954262,7b325807b10636edbb8ada6fe9086e639ece5d42d4aad151b0fc7cd8f6277385,c9e1dfb8fe27cb4da7254e02f2ed81ccd2b6fc3b4527675a49f89d4ac11b4b07
