case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
41,1,6003957,30898176,1.0,0.0,prescribed_reference
41,2,2990398,33669120,2.0077451228899967,110.55892491899431,routed
41,3,1991911,34851840,3.0141693077652567,96.72822814621031,routed
41,4,1490603,39164928,4.027871270888358,98.71552172861993,routed
41,5,1196379,40630272,5.018440644645217,99.62558392807841,routed
42,1,1686740,6629376,1.0,0.0,prescribed_reference
42,2,840111,7262496,2.007758498579354,14.79783877916634,routed
42,3,570685,8474176,2.9556410278875385,22.80752708017826,routed
42,4,430510,8605536,3.918004227544076,17.849402975291014,routed
42,5,350713,9936736,4.809459586613555,19.74243078380823,routed
43,1,677656,49160,1.0,0.0,prescribed_reference
43,2,349881,3210754,1.9368185182962208,43.68323393538594,routed
43,3,250900,4852554,2.700900757273814,60.36974147707224,routed
43,4,207895,5894554,3.2596070131556796,54.01761256530881,routed
43,5,199041,6609206,3.404605081365146,65.89598337933421,routed
44,1,154407,4438112,1.0,0.0,prescribed_reference
44,2,54510,886880,2.8326362135388004,3.056321308016777,routed
44,3,44484,891584,3.47106824925816,3.1845171246677637,routed
44,4,49989,1389344,3.0888195402988656,4.535769458860159,routed
44,5,43028,655488,3.588523751975458,4.112948354333639,routed
45,1,125614,0,1.0,0.0,prescribed_reference
45,2,63059,0,1.99200748505368,2.557723306119442,routed
45,3,42601,0,2.94861622966597,3.2118928600102663,routed
45,4,31878,0,3.940460505677897,1.999247144907713,routed
45,5,26164,0,4.801024308209754,2.118388194590807,routed
46,1,276455,3176288,1.0,0.0,prescribed_reference
46,2,112410,942688,2.4593452539809624,1.7041423451155424,routed
46,3,96500,2958528,2.864818652849741,3.223614512011409,routed
46,4,71871,2098976,3.8465445033462733,3.354000186547637,routed
46,5,77698,2660736,3.558070992818348,2.722705414518714,routed
47,1,326508,0,1.0,0.0,prescribed_reference
47,2,197413,1264006,1.6539336315237598,74.00834806449711,routed
47,3,156690,1857324,2.0837832663220373,82.35234816372395,routed
47,4,143256,2256146,2.279192494555202,91.93114669620991,routed
47,5,135565,2575320,2.4084977685980893,89.40641037933528,routed
48,1,222220,0,1.0,0.0,prescribed_reference
48,2,150049,467846,1.4809828789262174,3.8887487929314375,routed
48,3,114626,1177612,1.9386526616997888,7.9570827186107635,routed
48,4,114384,1270930,1.9427542313610295,7.3743528965860605,routed
48,5,101641,1273560,2.1863224486181756,9.700651301071048,routed
