case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
94,4,24668,318528,3.846765039727582,0.9860689230263233,routed
94,5,21804,424800,4.3520454962392225,1.0440949574112892,routed
95,1,2084853,0,1.0,0.0,prescribed_reference
95,2,1042890,0,1.9991111238960964,13.460434762760997,routed
95,3,695775,0,2.9964471273040854,12.970225995406508,routed
95,4,524422,0,3.9755254356224565,13.47062449529767,routed
95,5,420852,0,4.953886401870491,11.89843307994306,routed
96,1,84194,0,1.0,0.0,prescribed_reference
96,2,42443,346520,1.9836957802228872,2.489608347415924,routed
96,3,30876,123264,2.726842855292136,2.38942801207304,routed
96,4,24217,234168,3.476648635256225,3.5329813957214355,routed
96,5,22137,448896,3.803315715769978,3.6496991384774446,routed
97,1,11491509,10584064,1.0,0.0,prescribed_reference
97,2,5153667,2490368,2.22977328570123,33.12587960995734,routed
97,3,3444086,82444288,3.336591769195078,44.92286940291524,routed
97,4,2622394,14221312,4.382068064524248,31.25395542755723,routed
97,5,2102348,21311488,5.466035594487687,38.82172277569771,routed
98,1,177430,0,1.0,0.0,prescribed_reference
98,2,89620,0,1.9798036152644498,3.7229891382157803,routed
98,3,65476,784240,2.709847883193842,5.045952029526234,routed
98,4,53735,961274,3.301944728761515,4.868607761338353,routed
98,5,47355,1166870,3.746806039488966,8.622224785387516,routed
99,1,1622999,5484544,1.0,0.0,prescribed_reference
99,2,807983,5906432,2.0087043910577327,29.726283691823483,routed
99,3,540063,6479872,3.0052030966757584,26.14265334792435,routed
99,4,405336,9838592,4.004083032348471,24.693341867998242,routed
99,5,332266,7084052,4.884637609626022,34.42004751972854,routed
100,1,151223,0,1.0,0.0,prescribed_reference
100,2,76850,621700,1.9677683799609629,5.104147279635072,routed
100,3,57811,72192,2.6158170590372074,2.324270125478506,routed
100,4,49623,1207894,3.0474376801080143,7.218106705695391,routed
100,5,53383,1599352,2.8327932113219565,7.101335687562823,routed
