case,cores,our_makespan,external_makespan,makespan_reduction_cycles,makespan_reduction_pct,our_speedup,external_speedup,our_added_bytes,external_added_bytes,external_partition_added_bytes,external_spill_added_bytes,external_method,external_tasks,external_candidate_count,external_search_seconds,external_final_seconds
case_007,4,289431,254398,35033,12.104093894572454,3.4984573179790694,3.980227831979811,3821568,82944,82944,0,component_round_robin,4,3,2.1245449370035203,1.0262197789998027
case_007,5,240492,203834,36658,15.242918683365767,4.210377060359596,4.967581463347626,4365312,110592,110592,0,component_round_robin,5,3,2.0871106139966287,0.9775176880029903
case_008,1,487605,487605,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,0.289581385000929,0.0
case_008,2,253697,244266,9431,3.717426694048412,1.9219975009558647,1.9962049568912579,73728,0,0,0,component_round_robin,2,3,0.4021841770008905,0.0
case_008,3,171575,163359,8216,4.78857642430424,2.841935013842343,2.984867684057811,0,0,0,0,component_round_robin,3,3,0.3871683649995248,0.0
case_008,4,135279,123060,12219,9.032444060053667,3.604439713481028,3.962335446123842,0,0,0,0,component_round_robin,4,2,0.14053055600015796,0.0
case_008,5,116950,100603,16347,13.97776827704147,4.169345874305258,4.846823653370178,0,0,0,0,component_round_robin,5,2,0.21152406600231188,0.0
case_009,1,153261,153261,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,6.339272732999234,0.0
case_009,2,132262,92198,40064,30.291391329331177,1.1587682025071449,1.66230286991041,1481610,0,0,0,component_lpt,2,7,30.042246764001902,5.468899479998072
case_009,3,117616,91440,26176,22.255475445517618,1.3030625085022447,1.6760826771653543,1951934,809214,809214,0,window16_heft,177,8,31.94119686799968,0.0
case_009,4,117873,83225,34648,29.394348154369535,1.3002214247537605,1.8415259837789126,1951422,809214,809214,0,window16_heft,177,8,31.78375558900734,0.0
case_009,5,120100,75973,44127,36.74188176519567,1.2761115736885928,2.017308780751056,1948354,809214,809214,0,window16_heft,177,8,32.719902529006504,0.0
case_010,1,86969,86969,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,0.09939231899988954,0.0
case_010,2,48487,45626,2861,5.900550663064327,1.7936560315136016,1.9061280848638933,586384,48384,48384,0,component_pipe_balance,2,5,0.4565400879982917,0.0
case_010,3,39104,30856,8248,21.092471358428806,2.224043576104746,2.8185442053409386,586384,48384,48384,0,component_pipe_balance,3,5,0.4438715790056449,0.0
case_010,4,33256,29856,3400,10.223719028145297,2.6151371181140246,2.9129488210075025,590172,96768,96768,0,component_pipe_balance,4,5,0.43229248800344067,0.0
case_010,5,28842,30234,-1392,-4.826294986478053,3.0153595451078288,2.876529734735728,958646,710360,710360,0,window8_heft,87,8,0.9250920759986911,0.0
case_011,1,184697,184697,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,0.11520347199984826,0.0
case_011,2,102580,92646,9934,9.68414895691168,1.800516669916163,1.9935777043801135,2957312,180224,180224,0,component_round_robin,2,3,0.29665903800196247,0.0
case_011,3,77052,69625,7427,9.63894512796553,2.397043555001817,2.6527396768402154,3284992,1081344,1081344,0,component_round_robin,3,3,0.2986103970069962,0.0
case_011,4,69067,46880,22187,32.12387971100526,2.6741714567014636,3.9397824232081913,3276800,540672,540672,0,component_round_robin,4,2,0.15347728700362495,0.0
case_011,5,69067,47287,21780,31.534596840748836,2.6741714567014636,3.905872649988369,3276800,1622016,1622016,0,component_round_robin,5,2,0.169734052997228,0.0
case_012,1,59088,59088,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,0.21751482499894337,0.0
case_012,2,31452,30094,1358,4.317690448938064,1.8786722624952308,1.9634478633614674,231542,28800,28800,0,component_pipe_balance,2,5,0.9829267620043538,0.0
case_012,3,24032,20637,3395,14.126997336884154,2.458721704394141,2.8632068614624218,308780,39168,39168,0,component_lpt,3,5,1.1415597169980174,0.0
case_012,4,19733,16168,3565,18.06618355039781,2.994374904981503,3.6546264225630876,308780,49536,49536,0,component_lpt,4,5,1.01233145399965,0.0
case_012,5,17653,13406,4247,24.058233727978248,3.3471931116524103,4.407578696106221,308780,53568,53568,0,component_lpt,5,4,0.7853059240042057,0.0
case_013,1,263949,263949,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,1.437049828000454,0.0
case_013,2,150293,132198,18095,12.039815560272269,1.7562294983798314,1.9966187083011846,2646016,8192,8192,0,component_round_robin,2,3,1.4602962160024617,0.0
case_013,3,113875,88351,25524,22.41405049396268,2.3178836443468716,2.98750438591527,3037184,16384,16384,0,component_round_robin,3,3,0.9675908609970065,0.0
case_013,4,88543,66982,21561,24.350880363213353,2.9810261680765278,3.9405959810098237,2646016,24576,24576,0,component_round_robin,4,3,0.9034203449991765,0.0
case_013,5,88581,54363,34218,38.629051376706066,2.9797473498831577,4.855305998565201,2648064,32768,32768,0,component_round_robin,5,3,0.7718268169955991,0.0
case_014,1,17698626,17698626,0,0.0,1.0,1.0,71010720,71010720,0,71010720,official_singlecore,1,1,987.1031562520002,0.0
case_014,2,9789960,8809441,980519,10.015556754062326,1.807834352745057,2.0090521067114246,192577700,100009368,96850440,3158928,component_batches,150,4,88.63729929399778,0.0
case_014,3,6951364,5934863,1016501,14.623043765223631,2.546065203893797,2.982145670422384,193506212,98997144,95838216,3158928,component_batches,150,4,88.20356369699584,0.0
case_014,4,5547598,4513468,1034130,18.64104068102988,3.190322370150108,3.921292008717022,192767396,101075352,97916424,3158928,component_batches,152,4,2030.676986897004,0.0
case_014,5,4697656,3678253,1019403,21.70024795344742,3.7675440687866457,4.811693486010886,193966244,104708616,99970224,4738392,component_batches,152,4,2009.407384392005,0.0
case_015,1,177362,177362,0,0.0,1.0,1.0,180256,180256,0,180256,official_singlecore,1,1,0.21146789400154375,0.0
case_015,2,93955,90480,3475,3.698579107019318,1.8877334894364324,1.960234305923961,1044220,199944,109824,90120,component_lpt,2,5,1.0587849149960675,0.0
case_015,3,87939,60815,27124,30.844107847485187,2.0168753340383674,2.9164186467154485,1038332,212736,212736,0,component_batches,5,5,1.1654282650051755,0.0
