case,cores,q2_no_l2,q2_plan_l2,q3_plan_no_l2,q3_plan_l2,q3_plan_added,q3_plan_cache_ratio,graph_sha256,plan_sha256,evaluation_seconds
69,4,15620,15156,15620,15156,361896,1.0306149379783585,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,810eeae3db74f0ffbff01f316a2da84190e849036c1da16126909cb5464996e4,0.11652709997724742
69,5,13147,12656,13537,12584,437616,1.0757310870947234,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,0b7dea6050eeefb97c0693c5ebd2e5d079fcf50517ff5b7daa3a3c9ad8358e25,0.13626709999516606
70,1,117300,117300,117300,117300,0,1.0,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,35503e8a606ef5a291c9918249aab3d458cd03475cbbc72620b0ae2c93d4de5d,0.14060570008587092
70,2,54493,54493,53981,53981,129536,1.0,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,4283e68cb671f341d2951239d42ecc7ff3bf9d4c6ff3f4bb72161d2b95701d21,0.16463070001918823
70,3,39333,39333,39333,39333,259072,1.0,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,c0291f60da25aea7fb51ce030e0bb8a455a042025ba173bc2971f1e225bcaf75,0.15293270000256598
70,4,30080,30080,30080,30080,333312,1.0,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,52b4b29e2040f66ac107df4ba24f5ad22c6e8a5e5b3f7e315b43909eff5220f6,0.12350500002503395
70,5,25374,25264,25374,25264,449024,1.0043540215326157,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,452af54e5ec25ce2c16fa792605b2a2663b257f9b3cc6c7161a974f2b28c2bcb,0.15958460001274943
71,1,18919,18919,18919,18919,0,1.0,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,f82d04a4b9d570fa5e42fc7121974485d556bb64fcf661523a3561120b3e4572,0.07614390004891902
71,2,12313,12271,12313,12271,171622,1.0034227039361094,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,427309539d8fc846e2b3e198adebda4fd6cf21afab75cf9852076c14befe23be,0.10380619997158647
71,3,9867,9692,9892,9534,246088,1.0375498216907908,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,130353ca951045a7f5cf589a1f21b9a6a0675bf75b51db4363fe1156aabf1c24,0.11697460000868887
71,4,10732,10334,10711,10214,223406,1.0486587037399648,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,ef8212a3a462c9faeb6f18050121163868bfe37b3411cfc255b890f298935b83,0.09348300006240606
71,5,10542,10249,10542,10249,307214,1.0285881549419456,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,5a10d27beb60ba4000b0038529a6149475fa8116f96e8647884a80af09c56111,0.1225428000325337
72,1,23897828,23890756,23897828,23890756,108613680,1.000296014073393,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,0fd024830f492dc03333049ae974ba60fec3388291f09ed82ca798f152e15c07,13.048865800024942
72,2,11836023,11826643,11836023,11826643,113724192,1.0007931244732762,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,352301c1912e5f04ac41d55f794f5d306cbed2493fdfb66ba644a2a9eebaecf0,11.606566600035876
72,3,7941294,7929713,7941294,7929713,120851232,1.0014604563872613,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,5d97981d8b8fbde1d4cf5bac9a260085c19f967323d2215883288d19b39e8d0a,10.953890400007367
72,4,5965868,5953384,5965868,5953384,123071264,1.002096958637306,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,db443a3eccb9cc65d153148c6abc4a988824d8d78c89c53d874d0640ba018859,9.923943600035273
72,5,4826156,4803888,4826156,4803888,77245216,1.0046354119829604,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,a04d0d5a3c3708e9d8bcb53aad93b61048b750a3be723fb0f37a543f49799ea8,9.213673299993388
73,1,10081626,10081626,10081626,10081626,141570432,1.0,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,7116f5343d2950424bff808dabe9fc6e571b40be367cff74ab106678902556dd,1.3812925999518484
73,2,5294770,5154759,5294770,5154759,86179712,1.0271615026037104,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,6d8d2fc2af206915ac6a04e0f7fe240aef6c957e95eae6826a9ee694e2f7ee21,0.8616104000248015
73,3,3805931,3497998,3805931,3497998,134138624,1.0880312109955466,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,fe6d776fcd948f9f4f2ae23b3fc12ba9afc763a678f712f780a54dd6b24cfb8a,0.8908630000660196
73,4,3295138,2862419,3295138,2862419,137012864,1.151172487326279,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,d0466a989eb8c1c7a7a8c421fb4a3990676dfb8184f48d50af4727ef0bfd2a81,0.8234110999619588
73,5,2848898,2661730,2913810,2578536,96247040,1.1300249443870476,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,480843b14c3fb6fdeab84bb3566353b9866df2679b6fa4f3a5088d3364b7c073,0.8505637000780553
74,1,1682239,1678120,1682239,1678120,6070280,1.002454532452983,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,50162acfddc34ebe39d098811889ed0570e5908c33bafc78408aecfd4cd049d5,0.5274079999653623
74,2,814840,813116,814840,813116,3776512,1.002120238686731,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,a9044f9bf047716827baa16cd3445b6335feeefe2cd692fe303cd5cf98fdac03,0.584242400014773
74,3,542996,542102,542996,542102,5619712,1.0016491361404312,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,dddf37761dbbae3c99afc8ea321a9e82c6114b881e88bc61807ae0dfa9ae1d92,0.5392884999746457
74,4,408908,408908,408908,408908,6623232,1.0,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,dfe30f5747bd088d7828c83016eb6a65f230f2ad2ca63722b43c4d6d480230be,0.6788884000852704
74,5,328499,328279,328499,328279,7151616,1.0006701616612699,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,3069e09dbc53b838e10113696319f92d7cf2b850f3301a6b6280d075b434ab2b,0.6616079000523314
75,1,1441809,1441809,1441809,1441809,0,1.0,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,ed02a53377dab05accf5e971d7e7d48b35e69d472a4f2ad4c4ff128b3c91a4fc,2.0412171999923885
75,2,754663,754663,754663,754663,4745798,1.0,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,d323ca4e41a1a7c1754c5966cedca79422392f4ac276bbb7a7e34996fabe4784,2.9229949000291526
75,3,557783,554461,557783,554461,12507404,1.0059914042646823,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,65118fcaca2b18a4a77c2d27e4a91fe2347921cfd8ab76dc7dc9caa3e29906d8,3.84043920005206
75,4,462730,457083,462730,457083,11096688,1.0123544301581988,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,151b2832116bbc1f649fc8fda4703de416f2f5c8cce25107f906eab1781ab79c,3.492738400003873
75,5,378054,364732,378054,364732,12427608,1.0365254488226971,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,cb00ade2213439394312c78220ee37a8b88ff17e8044b0ff46d6d298408f461e,3.4609176000813022
76,1,6185113,6183098,6185113,6183098,28280832,1.0003258884138664,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,42404e20f9ca22bd1c4f6e9e730238514cfe0cca06eedc8cf026a94f7359be29,9.251356299966574
76,2,3065214,3063843,3065214,3063843,31095808,1.0004474772369212,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,2ea5d642735551ecfa9d4802ab7234e5c73dcee6f03f43e26b635916f9c45d8d,10.199480699957348
76,3,2046322,2045754,2046296,2045044,17794048,1.0006122117665928,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,c9113e3b6b0a4aa24aa86a30f57499bd9bea4217569cb04a5c4b8b034bd39b20,15.492832700023428
76,4,1527039,1526713,1527039,1526713,19563520,1.000213530637389,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,daebd3e346e7c50c280a2b2b15c13ab98585ead4edc067fdd6300e1e383c30c7,14.909995900001377
76,5,1227673,1226487,1227673,1226487,22311936,1.0009669894585103,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,e1e7352afd12cafe257d151a08272f2ed30bd751ab1a46b60e9658ee081a613c,13.219314799993299
77,1,495320,495320,495320,495320,0,1.0,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,954c5ccc3c2558a22a3b7ade097361d59c996622f923a3e2857ebf856764000f,0.7525232000043616
77,2,248734,248734,248734,248734,57344,1.0,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,98fcfd74ca8f49595fc311d3404c7b47809a265739608d7895c969a50b7cdd5b,0.5247016000794247
77,3,168976,168976,168976,168976,114688,1.0,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,dd49b43192ca68cdc4eb055aa8cd0c1b54c1172ab4071d7091d0f404bd465b43,0.5691190999932587
77,4,127832,127591,127832,127591,114688,1.0018888479594956,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,b6b8b95816e37b71b397bc18ebdd1c310083d80b5ceaea8acdaa8a9974bd0c6c,0.5890033000614494
77,5,114837,114837,114837,114837,172032,1.0,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,e2f5a0fc57a6af178256c7c0cd5474b4aead5d1f71e674c1dba3848e96899a47,0.6206903000129387
78,1,2296143,2296143,2296143,2296143,12644568,1.0,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,7395af0f84e8df20ccc8d47ee4ad7a012b77bbb4c064bbe6f87ba64d9ae77700,0.1342746999580413
78,2,1050081,1049840,1050081,1049840,2782080,1.0002295587899108,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,e9c48bc96013a0182bf10695605438613f43199adcd2c858ddb821a8554b947d,0.12287259998265654
78,3,718909,715241,723556,711932,6965760,1.0163274020552524,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,1444491ef740b74e19bdcd903386ac8c23f6c23318b91b5ff1c7edaf35b467e8,0.15260570007376373
78,4,540759,532165,540759,532165,6950784,1.0161491266806348,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,53bb397d1b6072d1378fc607961c5267e28fcbcfd94e4dd0dd7c9daf4d0f8704,0.11341690004337579
78,5,470359,435870,470359,435870,10766304,1.0791268038635373,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,208a29ea5f99d21581a457773e6f4802879fb1c77184153aeda84fdef850a105,0.14877899992279708
79,1,31052251,31052251,31052251,31052251,32448512,1.0,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,6bcfd48508248d8c3fa3b67dbd85d671359da77cd2ea2a932edeebf9ef77d31a,12.681867699953727
79,2,15118882,15118882,15116703,15116703,193798144,1.0,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,1836b36ecbd63deb69cd6c2af90981c5be4e50af03b65066eca2572e13d20f3b,7.408615699969232
79,3,10181692,10175315,10181692,10175315,39960576,1.000626712784813,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,b8370c925f3fbf41cf8eac317ebb0c271d1d4d3d75b8d461dc275933fc42c1b6,7.692406799993478
79,4,7620379,7612680,7620379,7612680,31801344,1.0010113389765496,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,f89405012398335a6a7d70a5bf04376a83ae177a5b5b25a8b6b048fcd824bbd3,5.51058570004534
79,5,6063012,6062122,6063015,6062082,34283520,1.0001539075189019,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,6461551802cff8e4b38c97d9863bbaa6fab43a60d0711a46583b6091bf9ae93a,6.45725079998374
80,1,292138,291826,292138,291826,548864,1.0010691302351402,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,c5c67eb6e7810bb4f0652235585b7066576e77f2cb7aab78ce3b23bfd347f0d9,0.1406800999538973
80,2,145825,145636,145825,145636,1675264,1.0012977560493284,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,6e895d5873b72071afb7ca7d657f0dc891da86f8afb50cda49bca6c1029ddf71,0.1320847999304533
80,3,100325,100325,100325,100325,3047424,1.0,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,d1538f5b1ff719f8474207fcc373c03e585b178a140b8563d710d5863e3ef4d4,0.15374700003303587
80,4,90584,89925,90584,89925,2666496,1.0073283291631916,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,74a2cfe374793ea42bd82ca0ac2088a5a4cf3d5af26e85f5322ddede122ef855,0.15939439996145666
80,5,89345,85328,89345,78076,3047424,1.144333726113018,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,2ab91a8183edc79aa05edc56bb12d09de9274cd500c8edb3baaf844aa0f0d816,0.17480659997090697
81,1,151795,151795,151795,151795,0,1.0,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,60f6a58b2ad79a0387989c34d0acd20d3cf083d5f7ec0a8ddf4c665b1c48b61e,0.7518136999569833
81,2,76860,76860,76860,76860,0,1.0,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,b29bfdb6b94f1ab53f8eb8b26d4339615f498a9e9e5740cba5c598d2fbc2e412,0.5677761000115424
81,3,51943,51943,51943,51943,0,1.0,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,088e938472b8692ba11727fb7a1206456ed7fea5858fdadcebb5619d2a2b3392,0.512419700040482
81,4,39588,39588,39588,39588,0,1.0,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,40493bfece136582b721f934a3138cbe92d30e5f9c4e1f0ad7576d9dc6e79efa,0.4570067999884486
81,5,30943,30943,30943,30943,0,1.0,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,84eb89e9c9d9dbb3c261be1dc24c522456d3fcd7953a5db1b8a356e2831188fc,0.41487610002513975
82,1,721041,721041,721041,721041,0,1.0,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,211f957dba459390e4ce523f4c2fef4afd01dd3b8380d80aabdd3d6e313d3a13,0.6287544000661001
82,2,407535,407535,407542,407508,3389668,1.000083433944855,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,fc585df79c491b0152a45d7a9349c0303d0f221e71399d758ac9206c851e0bce,1.2205835999920964
82,3,288553,287410,288553,287410,5338828,1.0039768971156189,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,45296e063a7894f327942214b9c1042eed592c1f1c23ba5e021993db6d287881,1.3877705000340939
82,4,235778,232569,235778,232569,6420240,1.013798055630802,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,dafcc12ae5cc92aecfb8251de3e1a19c8cfa4f15767e8b89e8bd5383b7ad9102,1.480147200054489
82,5,206503,200705,206503,200705,7708408,1.0288881692035574,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,294944eff44f2868c726658e36f0a9a4ffd595d7c7db3bd85f894333295a2c3c,1.406818800023757
83,1,1057993,946145,1057993,946145,13934688,1.1182144385902795,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,2e3f9f587077b06c39a9fa8e44a2a5fb3986913711e0c2eb20bb2e9e32e4bd56,0.8328460999764502
83,2,442847,434269,442847,434269,5589600,1.0197527339045616,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,ff934ce0b001b16f0239d16e4775d8ac4be06f90a252dfccd352617cdb609d3a,0.899875900009647
83,3,290664,290640,290664,290640,5739712,1.0000825763831545,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,e5c033bc6574d9f60813f7fc1cc35b50d617d32303290451a02d0f03bdf11698,0.8281166999367997
83,4,220741,220741,220741,220741,6471456,1.0,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,f56a433c8f2db90cbb7109d8103edfddd5ffe33de65c866216967b08cdc77b67,0.7864052000222728
83,5,201107,194079,201107,194079,7741824,1.0362120579763912,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,e55a76ac23c4a58316eb0cc0329410744999b5febe6ce573c906c9bbc76fc8b5,0.9723968000616878
84,1,2507412,2507412,2507412,2507412,0,1.0,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,1f8ee2c4cb58dffd7f353047816d76ac7024f988f6d3512479e3b6418d5f0e20,4.273569000069983
84,2,1175864,1176757,1175837,1176657,32000640,0.9993031104221536,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,af684b5c4f480ae21434fc9aabbeb9158b099767a35505ebd65dbbcea651fd4c,5.009497899911366
84,3,836220,836220,836220,836220,0,1.0,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,e3ba04c6a378a7499e741e33a44131f15bcb37e8b49db3f824465b6361be7e21,2.9363163000671193
84,4,629028,629028,629028,629028,0,1.0,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,4abbed18fa5c8ac24d99cabe5dc339f9ad5f87ad578c2de35ea07549da796a2e,2.689975199988112
84,5,503472,503472,503472,503472,0,1.0,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,72fea9b09e6a13766651cd2ff3b9985bb3b47772cc220eb52a682cded582756e,2.451191100059077
85,1,3187899,3187899,3187899,3187899,0,1.0,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,a0023ff55bf1c1cd9c262b3209d319923d8fa7556249ad0f1e7288e7d44c2d64,8.91707890003454
85,2,1843091,1842465,1843091,1842465,17607566,1.0003397622207206,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,28e34e86aa98ee3e5761339c0ea78677ce0af93cab021f65ffeabb99f63257fe,12.63852100004442
85,3,1276351,1264859,1276066,1264508,31680716,1.0091403138612014,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,bab6096613f1d134ad27bb9a53e3dbaf3d12d37241d76729d02b3b4f2248509f,14.234630199964158
85,4,995687,989911,995687,989911,27902578,1.0058348679830813,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,423290d618a6c67aecb2237bdf046711935e7ba7040d43ee760741737b91d371,12.918555499985814
85,5,890475,846640,890475,846640,38398484,1.0517752527638666,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,9df247b3bbe3f279ac25658d59809c596f65fb67c2f72420800547c53a93c37a,13.547407199977897
86,1,118403,118403,118403,118403,0,1.0,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,ca06a209093f4c06dc42dce2de0f1de94249bc05d4d0e32764fc6a929fe5a42b,0.7944253000896424
86,2,74609,74274,74609,74274,1019206,1.0045103266284299,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,10a0536c689a381c607e2d47562b111bc60defc87cfbd044d25a023e47d8cc4d,0.9762313000392169
86,3,63229,61856,63096,61671,2183372,1.0231064844092037,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,c42a2ad0be31eeefdf3a8351f12fa3be1948a6a7cd13a3a96493c89176bce924,1.185809800052084
86,4,62299,59945,62299,59945,2353614,1.0392693302193678,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,f9e1d2a5f77e13d7fe27e03a45071b371937c09f18ce007ada1101d14bbb8870,1.175214400049299
86,5,60402,57399,60259,57355,2265748,1.0506320285938453,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,5739f152e9136176d9362758ced74eb25d242471dce37ce18291d6acbb64a29e,0.971183400019072
87,1,3974071,3969779,3974071,3969779,7902720,1.0010811684982968,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,795f398b72807e931429c714134052cd499ee676c3f5439284a9270f9e93a1a9,12.925330099998973
87,2,1987606,1984150,1987606,1984150,10142208,1.001741803795076,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,6dae0213aaa0668cb65de8467ce43b4bfd2d2814dbc6b2a539339d5f9e6817cb,7.91156460007187
87,3,1374901,1372451,1374901,1372451,11036160,1.001785127483604,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,db2cdb714cfe0c7e85198960b2c6b7f9ceb3df4e5fbfc93dc688c8f19ac27a85,7.989667500020005
87,4,1046846,1043492,1046846,1043492,12607488,1.003214207679599,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,67742036e12969a6e1562dc4f2cfed77a68fda2ac02c1617fdaa98d989d25235,7.509341500001028
87,5,833349,829669,833349,829669,12487680,1.0044355037972974,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,fff203a29cdbd6cffd613a82cfc55a85fe52e212558893b88123030dbb3b3eb9,7.595233800006099
88,1,243623,243623,243623,243623,0,1.0,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,e4a76454d8084136fa297dd748542420e09ee0df4ab8bbf2eb2aa505357853f5,0.32264010002836585
88,2,132639,132093,132639,132093,1032234,1.0041334514319458,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,f6d9c72621806e2a77414715921b888f5830c8fa5e0513ea6c1112b463077837,0.5909867000300437
88,3,122079,119274,122079,119274,1572244,1.0235172795412244,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,16fa8f873af349fc933eeefb77968504d85e96d68df8e5c44c845e634bff0f46,0.5983602000633255
88,4,112565,111170,110887,109290,1954436,1.014612498856254,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,3f78fa4fb3f8f0e4575392b8d386a8bcf179e3e1517bb19d36de53f15b1f24ef,0.6059399999212474
88,5,112833,109702,112833,109702,2034888,1.0285409564091812,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,e9b901bd0079a3962d3b73bfaa360b284ac874ff87c09dbdb4260f67d1124f9a,0.6666294001042843
89,1,693092,693092,693092,693092,0,1.0,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,137963c26643e06da4dac2fdc3998fececcc67d6a8201593698ea4c92d8b37f4,1.0524518999736756
89,2,329513,329513,329513,329513,1467520,1.0,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,38f4ac3bd06ba45b80e02532597181f246d0d7b2667b346d90c69da46c0191fb,1.01549060002435
89,3,225452,225450,225452,225450,2429184,1.0000088711465958,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,e95675e0d9ff2ad04dee360ab2c87271d3c0d5b1e451821c6a6737bcb7c3032c,1.1426385999657214
89,4,165365,165365,165365,165365,1827200,1.0,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,cac1980e231c3fa08c77f2d0eff7e602083a927cef45334ac0349e0004dee2f8,0.913920099963434
89,5,133148,133139,133148,133139,2186320,1.00006759852485,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,bac1f34bb67aec6452ed57ea3aa1207e80ebb808067553951271f41f66c7c785,0.9098805000539869
90,1,1178363,1178363,1178363,1178363,21233592,1.0,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,52828aaeac47b2ef8da5b3993a2c969b3366f0cf3a44bf11f2fe6f166b7128e9,0.29741399991326034
90,2,470442,462677,465442,456438,3196848,1.0197266660532207,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,64cb2a736cbf51c7004dd6b0f9af3129dc862bc2b2aa162f923d748057dd75af,0.3086861000629142
90,3,342250,322129,336769,309173,5524224,1.0892574707364486,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,68b84a45cb14ffa032020f7f1a2870746757eeaa0e6754582fb339a4f3d01756,0.49859689990989864
90,4,294798,259575,298789,258592,7550112,1.1554456441034526,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,564f3dbe9a42b1ea4f9c3e9e2e9076ec9490006000be51831541d671e6eecbf5,0.39812449994497
90,5,267434,239128,272983,227333,8312448,1.2008067460509473,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,327a2481ab1a679851f01f8f67befd3f1bb4091691db542ac9a3ae80f14cb57f,0.4291854000184685
91,1,9186769,9168820,9186769,9168820,53947008,1.001957612866214,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,83059801f17b3e1453a3883bd33063fd1742348321deba9e6d65bcaa13888b7b,19.547740599955432
91,2,4532609,4531465,4532609,4531465,52032556,1.0002524569868685,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,4ed5dc57ae7ad1c0f907169aef2f8f99b57cda49dfda335df0fb61856a393560,10.671757999924012
91,3,3042680,3029129,3042680,3029129,60113508,1.0044735631925876,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,3f0ee47e2bba08954e515770d74788936552b66825e99b156d6d1bc93c61ab4b,10.779689899994992
91,4,2314443,2289607,2314443,2289607,67112896,1.0108472764103185,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,1eca3b603f17847068c1d24bf1581436d42463ca21618051b35a927a6eb5cf09,11.302139799925499
91,5,1872567,1837577,1872567,1837577,71035764,1.0190413789462973,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,0d380bdf8cd214aa2168c9d862a0aa97c69021506963725ed725d6a2ac4adf6d,11.491319899912924
92,1,4815554,4333631,4815554,4333631,66000096,1.111205361047122,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,10.287163000088185
