case,cores,arm,makespan,bytes,reference,speedup,slots,official_calls,cache_hits,solve_seconds,replay_seconds,replay_equal,base_makespan
32,2,legacy,17566,6216,41443,2.3592735967209384,12,11,1,1.3729429244995117,0.09275303222239017,True,17571
32,2,routed,17566,6216,41443,2.3592735967209384,12,11,1,1.4275628682225943,0.09305758215487003,True,17571
32,3,legacy,11910,12360,41443,3.47968094038623,12,11,1,1.4335353318601847,0.09142396040260792,True,11910
32,3,routed,11910,12360,41443,3.47968094038623,12,11,1,1.6781724318861961,0.17058630660176277,True,11910
32,4,legacy,10728,74980,41443,3.86306860551827,12,11,1,3.2679917868226767,0.18921100348234177,True,10756
32,4,routed,10728,74980,41443,3.86306860551827,12,11,1,3.3779252152889967,0.17212208546698093,True,10756
32,5,legacy,10414,12360,41443,3.9795467639715767,12,12,0,3.2428030483424664,0.16553505323827267,True,10414
32,5,routed,10414,12360,41443,3.9795467639715767,12,12,0,3.220997640863061,0.1652347631752491,True,10414
33,2,legacy,889132,6452256,1774196,1.995424751330511,12,11,1,13.000148152932525,1.1419750303030014,True,889132
33,2,routed,889132,6452256,1774196,1.995424751330511,12,11,1,9.457462383434176,0.729311503469944,True,889132
33,3,legacy,596821,7053888,1774196,2.9727439215443154,12,11,1,12.595191752538085,1.2614267524331808,True,596821
33,3,routed,596821,7053888,1774196,2.9727439215443154,12,11,1,14.108230074867606,0.8328664321452379,True,596821
33,4,legacy,443447,7214688,1774196,4.000920064855552,12,11,1,13.726439148187637,0.9834796544164419,True,443447
33,4,routed,443447,7214688,1774196,4.000920064855552,12,11,1,9.69254401139915,0.7128770742565393,True,443447
33,5,legacy,361176,7894656,1774196,4.912275455733493,12,11,1,12.57547746412456,0.7250147238373756,True,361176
33,5,routed,361176,7894656,1774196,4.912275455733493,12,11,1,9.684368589892983,0.6717758607119322,True,361176
34,2,legacy,415251,943616,842996,2.0300878263989732,12,11,1,13.85469344817102,0.6824076436460018,True,415251
34,2,routed,415251,943616,842996,2.0300878263989732,12,11,1,12.664906622841954,0.6434316653758287,True,415251
34,3,legacy,270947,2288640,842996,3.1112948288779725,12,11,1,13.618892190977931,0.7480910252779722,True,276862
34,3,routed,270947,2288640,842996,3.1112948288779725,12,11,1,11.876233721151948,1.2474879790097475,True,276862
34,4,legacy,206454,3059200,842996,4.083214662830461,12,11,1,16.164583303034306,0.8087657019495964,True,208285
34,4,routed,206454,3059200,842996,4.083214662830461,12,11,1,16.208561522886157,0.8154365569353104,True,208285
34,5,legacy,167389,3463168,842996,5.036149328808942,12,11,1,15.914419583976269,0.8247806616127491,True,169854
34,5,routed,167389,3463168,842996,5.036149328808942,12,11,1,17.22508342936635,1.3494098968803883,True,169854
35,2,legacy,95406,0,169571,1.7773620107750037,12,10,2,8.648452689871192,0.6451489757746458,True,95406
35,2,routed,93692,801138,169571,1.8098770439311787,12,10,2,9.533891638740897,0.8246866576373577,True,93692
35,3,legacy,95424,0,169571,1.77702674379611,12,12,0,9.27944360487163,0.8252261225134134,True,95424
35,3,routed,75717,1276568,169571,2.2395366958542997,12,12,0,14.638778246939182,1.0990653093904257,True,75717
35,4,legacy,84218,783102,169571,2.0134769289225583,12,12,0,25.010182747617364,0.920035345479846,True,84240
35,4,routed,63767,1505978,169571,2.6592281274013203,12,12,0,12.765881203114986,0.7414801605045795,True,63767
35,5,legacy,80984,344584,169571,2.093882742270078,12,12,0,16.845331072807312,1.0286671128123999,True,81497
35,5,routed,58308,1058710,169571,2.9081944158606023,12,12,0,16.19328235089779,0.732571616768837,True,58555
36,2,legacy,466068,1152,931510,1.998656848356892,12,7,5,5.031712252646685,0.9513882119208574,True,466068
36,2,routed,466068,1152,931510,1.998656848356892,12,7,5,5.270095154643059,0.5364687815308571,True,466068
36,3,legacy,311345,2304,931510,2.991890025534375,12,7,5,5.131848147138953,0.47523948177695274,True,311345
36,3,routed,311345,2304,931510,2.991890025534375,12,7,5,7.612269472330809,0.8464342057704926,True,311345
36,4,legacy,233584,3456,931510,3.987901568600589,12,7,5,6.466003583744168,0.5145861860364676,True,233584
36,4,routed,233584,3456,931510,3.987901568600589,12,7,5,5.386701423674822,0.4769875034689903,True,233584
36,5,legacy,187182,4608,931510,4.976493466252097,12,7,5,4.928298311308026,0.4592347387224436,True,187182
36,5,routed,187182,4608,931510,4.976493466252097,12,7,5,6.003936760127544,0.8173128888010979,True,187182
37,2,legacy,105374,204800,210001,1.992910964754114,12,9,3,1.146690208464861,0.11255748569965363,True,105374
37,2,routed,105374,204800,210001,1.992910964754114,12,9,3,1.0885092932730913,0.1013083066791296,True,105374
37,3,legacy,74038,573440,210001,2.836394824279424,12,9,3,1.435013247653842,0.10488069988787174,True,74038
37,3,routed,74038,573440,210001,2.836394824279424,12,9,3,2.1744963973760605,0.1880911234766245,True,74038
37,4,legacy,53320,614400,210001,3.938503375843961,12,8,4,1.1294935699552298,0.11847284995019436,True,53320
37,4,routed,53320,614400,210001,3.938503375843961,12,8,4,1.1374876406043768,0.1143422294408083,True,53320
37,5,legacy,43013,942080,210001,4.882268151489085,12,9,3,1.7708387076854706,0.20913605764508247,True,43013
37,5,routed,43013,942080,210001,4.882268151489085,12,9,3,1.6496806908398867,0.11468571983277798,True,43013
38,2,legacy,674500,6790656,1364555,2.0230615270570795,12,11,1,21.19720739684999,2.187788149341941,True,674500
38,2,routed,674500,6790656,1364555,2.0230615270570795,12,11,1,23.073261538520455,2.498515071347356,True,674500
38,3,legacy,449590,8107008,1364555,3.035109766676305,12,11,1,27.169926930218935,2.231652485206723,True,449590
38,3,routed,449590,8107008,1364555,3.035109766676305,12,11,1,28.659884406253695,1.817093687132001,True,449590
38,4,legacy,338182,8954880,1364555,4.034972293025649,12,11,1,21.02737465314567,1.643442414700985,True,338182
38,4,routed,338182,8954880,1364555,4.034972293025649,12,11,1,25.018268881365657,1.6288058888167143,True,338182
38,5,legacy,275278,9592320,1364555,4.957007098278831,12,11,1,28.714615765959024,2.463379519060254,True,275278
38,5,routed,275278,9592320,1364555,4.957007098278831,12,11,1,23.448610220104456,1.7397032734006643,True,275278
39,2,legacy,708430,9166848,1435262,2.025975749191875,12,10,2,23.25145808979869,2.0650763045996428,True,708430
39,2,routed,708430,9166848,1435262,2.025975749191875,12,10,2,18.94148471020162,1.4499810244888067,True,708430
39,3,legacy,478013,11911168,1435262,3.002558507823009,12,10,2,22.051029345020652,1.946866076439619,True,478013
39,3,routed,478013,11911168,1435262,3.002558507823009,12,10,2,19.879101837053895,1.4220073502510786,True,478013
39,4,legacy,368961,14536704,1435262,3.8900100552632932,12,9,3,21.348629714921117,1.5976369269192219,True,368961
39,4,routed,368961,14536704,1435262,3.8900100552632932,12,9,3,25.569223131984472,1.5115158278495073,True,368961
39,5,legacy,338925,14536704,1435262,4.23474810061223,12,9,3,18.657406251877546,1.329234268516302,True,347811
39,5,routed,338925,14536704,1435262,4.23474810061223,12,9,3,20.948254488408566,1.3082034457474947,True,347811
40,2,legacy,137651,53760,253454,1.8412797582291447,12,11,1,7.5279689859598875,0.4024868458509445,True,137651
40,2,routed,134642,1227916,253454,1.882428959759956,12,11,1,7.565967295318842,0.5923877283930779,True,134642
40,3,legacy,109288,0,253454,2.3191384232486643,12,12,0,7.69650025293231,0.49367912858724594,True,109288
40,3,routed,105492,1985768,253454,2.402589769840367,12,12,0,9.71565550006926,0.6486182305961847,True,105492
40,4,legacy,99262,2192792,253454,2.5533839737260986,12,12,0,14.25732335448265,0.663462620228529,True,99447
40,4,routed,89539,1836692,253454,2.8306547984677066,12,12,0,11.563886560499668,0.5976500157266855,True,89539
40,5,legacy,99996,1843902,253454,2.5346413856554264,12,12,0,16.818355187773705,1.0262830276042223,True,99996
40,5,routed,78938,1915296,253454,3.2107983480706377,12,12,0,13.679313339293003,0.683803940191865,True,78938
41,2,legacy,2990398,33669120,6003957,2.0077451228899967,12,11,1,103.81260002404451,7.466047709807754,True,2990398
41,2,routed,2990398,33669120,6003957,2.0077451228899967,12,11,1,110.55892491899431,9.767262184992433,True,2990398
41,3,legacy,1991911,34851840,6003957,3.0141693077652567,12,11,1,100.59312875755131,6.618893148377538,True,1991911
41,3,routed,1991911,34851840,6003957,3.0141693077652567,12,11,1,96.72822814621031,6.871608586981893,True,1991911
41,4,legacy,1490603,39164928,6003957,4.027871270888358,12,10,2,92.91651910357177,8.154784299433231,True,1490603
41,4,routed,1490603,39164928,6003957,4.027871270888358,12,10,2,98.71552172861993,6.825174247846007,True,1490603
41,5,legacy,1196379,40630272,6003957,5.018440644645217,12,11,1,102.26232125610113,9.238480815663934,True,1196379
41,5,routed,1196379,40630272,6003957,5.018440644645217,12,11,1,99.62558392807841,9.391908090561628,True,1196379
42,2,legacy,840111,7262496,1686740,2.007758498579354,12,11,1,15.764738623052835,1.5429197270423174,True,840111
42,2,routed,840111,7262496,1686740,2.007758498579354,12,11,1,14.79783877916634,1.2610638923943043,True,840111
42,3,legacy,570685,8474176,1686740,2.9556410278875385,12,11,1,22.5340613424778,1.8799798637628555,True,570685
42,3,routed,570685,8474176,1686740,2.9556410278875385,12,11,1,22.80752708017826,1.7110331039875746,True,570685
42,4,legacy,430510,8605536,1686740,3.918004227544076,12,11,1,18.269594503566623,1.6314095687121153,True,430510
42,4,routed,430510,8605536,1686740,3.918004227544076,12,11,1,17.849402975291014,1.1437559872865677,True,430510
42,5,legacy,350713,9936736,1686740,4.809459586613555,12,11,1,20.90215685404837,1.0719363633543253,True,350713
42,5,routed,350713,9936736,1686740,4.809459586613555,12,11,1,19.74243078380823,1.6913482677191496,True,350713
43,2,legacy,352811,506880,677656,1.9207337639699442,12,11,1,34.47874100506306,2.4181670639663935,True,352811
43,2,routed,349881,3210754,677656,1.9368185182962208,12,11,1,43.68323393538594,5.028371121734381,True,349911
43,3,legacy,266051,184320,677656,2.5470905954121577,12,12,0,42.56051900051534,2.822545887902379,True,266051
43,3,routed,250900,4852554,677656,2.700900757273814,12,12,0,60.36974147707224,3.4329574052244425,True,251335
43,4,legacy,264529,599040,677656,2.5617455931107744,12,12,0,46.228656746447086,2.0055171474814415,True,264529
43,4,routed,207895,5894554,677656,3.2596070131556796,12,12,0,54.01761256530881,3.7308319434523582,True,208612
43,5,legacy,245625,4205960,677656,2.7589048346055978,12,12,0,50.673820024356246,2.494594132527709,True,247182
43,5,routed,199041,6609206,677656,3.404605081365146,12,12,0,65.89598337933421,4.880623620003462,True,199496
44,2,legacy,54510,886880,154407,2.8326362135388004,12,11,1,3.015900570899248,0.23796061612665653,True,55201
44,2,routed,54510,886880,154407,2.8326362135388004,12,11,1,3.056321308016777,0.23325804434716702,True,55201
44,3,legacy,44484,891584,154407,3.47106824925816,12,11,1,3.093325302004814,0.21435713581740856,True,44484
44,3,routed,44484,891584,154407,3.47106824925816,12,11,1,3.1845171246677637,0.1973213255405426,True,44484
44,4,legacy,49989,1389344,154407,3.0888195402988656,12,11,1,3.265064099803567,0.1979047805070877,True,50546
44,4,routed,49989,1389344,154407,3.0888195402988656,12,11,1,4.535769458860159,0.1918179653584957,True,50546
44,5,legacy,43028,655488,154407,3.588523751975458,12,11,1,4.7526245433837175,0.3222396932542324,True,43028
44,5,routed,43028,655488,154407,3.588523751975458,12,11,1,4.112948354333639,0.1778274029493332,True,43028
45,2,legacy,63059,0,125614,1.99200748505368,12,10,2,2.72609188221395,0.16319074854254723,True,63059
45,2,routed,63059,0,125614,1.99200748505368,12,10,2,2.557723306119442,0.15864291973412037,True,63059
45,3,legacy,42601,0,125614,2.94861622966597,12,10,2,3.3877763990312815,0.16101432777941227,True,42601
45,3,routed,42601,0,125614,2.94861622966597,12,10,2,3.2118928600102663,0.2699814382940531,True,42601
45,4,legacy,31878,0,125614,3.940460505677897,12,10,2,1.9853377733379602,0.1404576525092125,True,31878
45,4,routed,31878,0,125614,3.940460505677897,12,10,2,1.999247144907713,0.1590833943337202,True,31878
45,5,legacy,26164,0,125614,4.801024308209754,12,10,2,2.255115032196045,0.27453876100480556,True,26164
45,5,routed,26164,0,125614,4.801024308209754,12,10,2,2.118388194590807,0.15331956371665,True,26164
46,2,legacy,112410,942688,276455,2.4593452539809624,12,10,2,1.7214331682771444,0.12883931398391724,True,112410
46,2,routed,112410,942688,276455,2.4593452539809624,12,10,2,1.7041423451155424,0.1260833591222763,True,112410
46,3,legacy,96500,2958528,276455,2.864818652849741,12,10,2,3.1001192294061184,0.29182196967303753,True,97157
46,3,routed,96500,2958528,276455,2.864818652849741,12,10,2,3.223614512011409,0.1745941825211048,True,97157
46,4,legacy,71871,2098976,276455,3.8465445033462733,12,10,2,2.936188507825136,0.13400108739733696,True,71871
46,4,routed,71871,2098976,276455,3.8465445033462733,12,10,2,3.354000186547637,0.24075082875788212,True,71871
46,5,legacy,77698,2660736,276455,3.558070992818348,12,10,2,2.746395645663142,0.27028148993849754,True,77698
46,5,routed,77698,2660736,276455,3.558070992818348,12,10,2,2.722705414518714,0.17422843538224697,True,77698
47,2,legacy,203341,2085126,326508,1.6057165057710938,12,10,2,110.93999856337905,10.892529129981995,True,203341
47,2,routed,197413,1264006,326508,1.6539336315237598,12,10,2,74.00834806449711,5.157439332455397,True,197609
47,3,legacy,168824,2790924,326508,1.934014121214993,12,10,2,122.64207185432315,8.132212093099952,True,168824
47,3,routed,156690,1857324,326508,2.0837832663220373,12,10,2,82.35234816372395,7.186687432229519,True,157138
47,4,legacy,151740,2427408,326508,2.1517595887702647,12,10,2,135.19041999801993,7.972078626975417,True,151740
47,4,routed,143256,2256146,326508,2.279192494555202,12,10,2,91.93114669620991,7.3583319913595915,True,143436
47,5,legacy,146653,2600884,326508,2.226398368938924,12,10,2,151.4931591823697,5.61388617567718,True,146685
47,5,routed,135565,2575320,326508,2.4084977685980893,12,10,2,89.40641037933528,4.889480667188764,True,135565
48,2,legacy,158327,621254,222220,1.4035508788772604,12,10,2,3.857800057157874,0.43971372582018375,True,158327
48,2,routed,150049,467846,222220,1.4809828789262174,12,10,2,3.8887487929314375,0.2833474073559046,True,150049
48,3,legacy,150551,511402,222220,1.4760446626060273,12,10,2,8.162787280976772,0.3340415954589844,True,150551
48,3,routed,114626,1177612,222220,1.9386526616997888,12,10,2,7.9570827186107635,0.36699078045785427,True,114626
48,4,legacy,156242,760808,222220,1.4222808207780238,12,10,2,4.814199427142739,0.5327065922319889,True,156242
48,4,routed,114384,1270930,222220,1.9427542313610295,12,10,2,7.3743528965860605,0.43775663524866104,True,114384
48,5,legacy,147369,506738,222220,1.5079155046176604,12,10,2,13.197907647117972,0.5356329586356878,True,147369
48,5,routed,101641,1273560,222220,2.1863224486181756,12,10,2,9.700651301071048,0.3495785593986511,True,101731
49,2,legacy,124747,1778434,196276,1.5733925465141447,12,12,0,21.138506343588233,1.1503508649766445,True,124747
49,2,routed,126174,1027062,196276,1.5555978252254823,12,12,0,20.804658574983478,1.54050481505692,True,126174
49,3,legacy,83711,2408560,196276,2.344685883575635,12,12,0,22.502570997923613,1.8669318407773972,True,83711
49,3,routed,83711,2408560,196276,2.344685883575635,12,12,0,23.28120700828731,1.1659943871200085,True,83711
49,4,legacy,75814,2607184,196276,2.5889149761257815,12,12,0,23.098923057317734,1.0782830622047186,True,75861
49,4,routed,75814,2607184,196276,2.5889149761257815,12,12,0,23.53752002120018,1.915339833125472,True,75861
49,5,legacy,76846,2907980,196276,2.554147255550061,12,12,0,24.604072419926524,1.9200996160507202,True,76923
49,5,routed,76846,2907980,196276,2.554147255550061,12,12,0,30.73958946764469,1.3854898661375046,True,76923
50,2,legacy,96256,1390498,149690,1.5551238364361701,12,12,0,24.4610015116632,1.220038004219532,True,96256
50,2,routed,87435,1022694,149690,1.712014639446446,12,12,0,18.64306530356407,1.077558970078826,True,87435
50,3,legacy,60421,1831624,149690,2.477449893249036,12,12,0,21.175910837948322,1.7970406040549278,True,60480
50,3,routed,60421,1831624,149690,2.477449893249036,12,12,0,19.977886959910393,1.293681686744094,True,60480
50,4,legacy,57912,2053712,149690,2.584783809918497,12,12,0,21.245974639430642,1.179746488109231,True,58032
50,4,routed,57912,2053712,149690,2.584783809918497,12,12,0,18.834194416180253,1.570941336452961,True,58032
50,5,legacy,57909,2121814,149690,2.5849177157263985,12,12,0,24.739561542868614,1.2822280917316675,True,57967
50,5,routed,57017,1337182,149690,2.625357349562411,12,12,0,20.997616734355688,1.5268461965024471,True,57017
51,2,legacy,328931,860,607628,1.8472810407045854,12,10,2,3.015120178461075,0.21231740526854992,True,328931
51,2,routed,319230,394084,607628,1.903417598596623,12,10,2,3.0031718127429485,0.20281758345663548,True,319230
51,3,legacy,234841,1192,607628,2.5874016888022107,12,10,2,3.4732524305582047,0.22335675917565823,True,234841
51,3,routed,228581,328736,607628,2.658261185312865,12,10,2,3.4925929587334394,0.21223699860274792,True,228581
51,4,legacy,191486,1316,607628,3.1732241521573377,12,10,2,4.9772032126784325,0.2225430477410555,True,191486
51,4,routed,183794,591064,607628,3.306027400241575,12,10,2,5.26904316060245,0.3925939481705427,True,183794
51,5,legacy,178875,427388,607628,3.396941998602376,12,10,2,4.802759639918804,0.24237756803631783,True,178875
51,5,routed,170016,427456,607628,3.5739459815546772,12,10,2,6.761152017861605,0.23717398382723331,True,170016
52,2,legacy,90903,102912,180301,1.9834438907406797,12,11,1,2.1475172489881516,0.14765659533441067,True,90903
52,2,routed,90903,102912,180301,1.9834438907406797,12,11,1,2.850496107712388,0.13769416697323322,True,90903
52,3,legacy,60160,181248,180301,2.99702460106383,12,11,1,2.561509659513831,0.13503009267151356,True,60160
52,3,routed,60160,181248,180301,2.99702460106383,12,11,1,1.8854741174727678,0.13420407846570015,True,60160
52,4,legacy,45777,254976,180301,3.9386809970072307,12,11,1,1.9857477154582739,0.1408216394484043,True,45777
52,4,routed,45777,254976,180301,3.9386809970072307,12,11,1,1.8221921529620886,0.14564261212944984,True,45777
52,5,legacy,37846,333312,180301,4.76407017914707,12,11,1,1.9459167569875717,0.15068241395056248,True,37846
52,5,routed,37846,333312,180301,4.76407017914707,12,11,1,1.948380783200264,0.14264036156237125,True,37846
53,2,legacy,745746,3715178,1472686,1.974782298530599,12,10,2,51.530286483466625,3.435738544911146,True,745746
53,2,routed,723016,4631434,1472686,2.036865020967724,12,10,2,51.672604851424694,5.019455943256617,True,723446
53,3,legacy,514841,5796928,1472686,2.8604676006767136,12,11,1,49.54792913235724,4.02437686547637,True,514841
53,3,routed,495435,6090084,1472686,2.972511025664315,12,11,1,57.28678007796407,5.004845650866628,True,497062
53,4,legacy,470901,13048742,1472686,3.127379215588839,12,12,0,112.67059980891645,4.7643432673066854,True,470901
53,4,routed,394500,8679750,1472686,3.733044359949303,12,12,0,75.61615109443665,5.250353403389454,True,396378
53,5,legacy,374284,11409976,1472686,3.9346752733218624,12,12,0,72.80296111106873,3.7911482471972704,True,374523
53,5,routed,357068,9823040,1472686,4.124385271152834,12,12,0,75.13877240382135,4.042928036302328,True,357068
54,2,legacy,486546,2613134,815051,1.6751776810414638,12,12,0,101.68846136704087,8.242516094818711,True,487136
54,2,routed,465795,2620302,815051,1.7498062452366385,12,12,0,102.54713888093829,8.456514542922378,True,465795
54,3,legacy,365486,7450708,815051,2.2300471153477837,12,12,0,157.8958182465285,8.000955946743488,True,365486
54,3,routed,359793,4112418,815051,2.2653331221007633,12,12,0,135.03024129383266,7.962954727932811,True,363470
54,4,legacy,274779,7279264,815051,2.9662055688389577,12,12,0,110.19852990657091,8.930454155430198,True,274823
54,4,routed,274779,7279264,815051,2.9662055688389577,12,12,0,144.20233589038253,11.186006465926766,True,274823
54,5,legacy,257061,8197794,815051,3.1706521020302576,12,12,0,124.10941446386278,10.199342327192426,True,257061
54,5,routed,257061,8197794,815051,3.1706521020302576,12,12,0,131.47068166546524,7.306111361831427,True,257061
55,2,legacy,52737,16384,118835,2.253351536871646,12,11,1,2.0296039562672377,0.13340851105749607,True,53535
55,2,routed,52737,16384,118835,2.253351536871646,12,11,1,1.978497739881277,0.13120302371680737,True,53535
55,3,legacy,35943,74240,118835,3.30620705005147,12,11,1,2.178831499069929,0.1388948056846857,True,36456
55,3,routed,35943,74240,118835,3.30620705005147,12,11,1,2.1469894517213106,0.13119244948029518,True,36456
55,4,legacy,31281,115712,118835,3.7989514401713502,12,11,1,3.4534392431378365,0.248286634683609,True,31310
55,4,routed,31281,115712,118835,3.7989514401713502,12,11,1,3.448224637657404,0.1414642333984375,True,31310
55,5,legacy,24831,173568,118835,4.785751681366034,12,11,1,2.205469189211726,0.2598069906234741,True,24831
55,5,routed,24831,173568,118835,4.785751681366034,12,11,1,2.106119576841593,0.1637725792825222,True,24831
56,2,legacy,178509,2196538,277285,1.553339047330947,12,12,0,51.33047398366034,3.975440775975585,True,178509
56,2,routed,172836,3326338,277285,1.6043243305792774,12,12,0,50.30090399645269,3.24578395858407,True,172836
56,3,legacy,122295,3278908,277285,2.2673453534486283,12,12,0,41.68623851798475,2.59717277251184,True,122295
56,3,routed,122295,3278908,277285,2.2673453534486283,12,12,0,45.048774641007185,3.0803462602198124,True,122295
56,4,legacy,115731,3685886,277285,2.3959440426506293,12,12,0,46.797375936061144,2.478811612352729,True,115855
56,4,routed,115731,3685886,277285,2.3959440426506293,12,12,0,50.17125823535025,3.4206962641328573,True,115855
56,5,legacy,117134,4124830,277285,2.3672460600679566,12,12,0,47.1865313667804,2.609647147357464,True,117301
56,5,routed,117134,4124830,277285,2.3672460600679566,12,12,0,60.2764775659889,3.590048363432288,True,117301
57,2,legacy,29703,22304,59726,2.0107733225600106,12,11,1,1.3286284729838371,0.09423260763287544,True,29703
57,2,routed,29703,22304,59726,2.0107733225600106,12,11,1,1.290641287341714,0.0924303438514471,True,29703
57,3,legacy,20565,14112,59726,2.9042548018477996,12,11,1,1.2749147173017263,0.09855800867080688,True,20565
57,3,routed,20565,14112,59726,2.9042548018477996,12,11,1,1.2529961485415697,0.09472006186842918,True,20565
57,4,legacy,16345,28224,59726,3.654083817681248,12,11,1,2.008084788918495,0.09165503643453121,True,16345
57,4,routed,16345,28224,59726,3.654083817681248,12,11,1,2.05015947856009,0.09794452786445618,True,16345
57,5,legacy,14028,14400,59726,4.257627601938979,12,12,0,2.322356691583991,0.1596913579851389,True,14028
57,5,routed,14028,14400,59726,4.257627601938979,12,12,0,2.033159375190735,0.09273415990173817,True,14028
58,2,legacy,2266495,29548544,4539717,2.0029680189014316,12,10,2,118.68157065287232,10.493994101881981,True,2266495
58,2,routed,2266495,29548544,4539717,2.0029680189014316,12,10,2,102.20638934336603,8.796505307778716,True,2266495
58,3,legacy,1538252,30400512,4539717,2.9512180058924025,12,10,2,100.54466334544122,8.017884466797113,True,1538252
58,3,routed,1538252,30400512,4539717,2.9512180058924025,12,10,2,106.913654319942,8.177364038303494,True,1538252
58,4,legacy,1141935,31551488,4539717,3.975460074347489,12,10,2,115.30879266560078,8.257030019536614,True,1141935
58,4,routed,1141935,31551488,4539717,3.975460074347489,12,10,2,125.09227205067873,8.700348118320107,True,1141935
58,5,legacy,1000800,32104448,4539717,4.536088129496403,12,10,2,101.66951018944383,6.582209266722202,True,1000800
58,5,routed,1000800,32104448,4539717,4.536088129496403,12,10,2,93.10395986400545,7.482429031282663,True,1000800
59,2,legacy,369318,360448,829473,2.2459587672412393,12,10,2,5.698027033358812,0.4408218637108803,True,369318
59,2,routed,369318,360448,829473,2.2459587672412393,12,10,2,5.614117639139295,0.43261382170021534,True,369318
59,3,legacy,254073,1171456,829473,3.2647034513702753,12,11,1,8.217060403898358,0.49818951450288296,True,254073
59,3,routed,254073,1171456,829473,3.2647034513702753,12,11,1,9.202651860192418,0.43639098294079304,True,254073
59,4,legacy,185216,1081344,829473,4.478408992743607,12,10,2,7.742758348584175,0.7482420802116394,True,185216
59,4,routed,185216,1081344,829473,4.478408992743607,12,10,2,8.908765887841582,0.5924916584044695,True,185216
59,5,legacy,150782,2072576,829473,5.501140719714555,12,10,2,13.733343973755836,0.8255596663802862,True,150782
59,5,routed,150782,2072576,829473,5.501140719714555,12,10,2,10.903351252898574,0.7781289834529161,True,150782
60,2,legacy,441525,2746508,888789,2.012998131476134,12,11,1,20.76483747176826,1.2609522882848978,True,441525
60,2,routed,441525,2746508,888789,2.012998131476134,12,11,1,18.815868493169546,2.2099274173378944,True,441525
60,3,legacy,295983,3159296,888789,3.0028380008311286,12,11,1,20.1496008541435,1.9099145792424679,True,295983
60,3,routed,295983,3159296,888789,3.0028380008311286,12,11,1,22.01214873045683,1.9906946793198586,True,295983
60,4,legacy,223107,3960200,888789,3.9836894404926784,12,11,1,18.97545608691871,1.2095000948756933,True,223107
60,4,routed,223107,3960200,888789,3.9836894404926784,12,11,1,15.741128167137504,1.6490778401494026,True,223107
60,5,legacy,180081,3733888,888789,4.935495693604545,12,11,1,15.586908183991909,1.1829414516687393,True,180081
60,5,routed,180081,3733888,888789,4.935495693604545,12,11,1,15.975369511172175,1.177624812349677,True,180081
61,2,legacy,39298,34560,77191,1.9642475444042953,12,10,2,2.8521652165800333,0.23330044001340866,True,39298
61,2,routed,39298,34560,77191,1.9642475444042953,12,10,2,2.84536343626678,0.2400483824312687,True,39298
61,3,legacy,28342,43008,77191,2.723555147837132,12,10,2,1.8963476922363043,0.13212771341204643,True,28342
61,3,routed,28342,43008,77191,2.723555147837132,12,10,2,2.3687691912055016,0.1408699955791235,True,28342
61,4,legacy,23892,62208,77191,3.230830403482337,12,11,1,2.61566149443388,0.25755615904927254,True,23892
61,4,routed,23892,62208,77191,3.230830403482337,12,11,1,4.563530595973134,0.26152265444397926,True,23892
61,5,legacy,18840,110592,77191,4.097186836518047,12,12,0,2.9807155523449183,0.1480237878859043,True,19384
61,5,routed,18840,110592,77191,4.097186836518047,12,12,0,3.47883041203022,0.25663358345627785,True,19384
62,2,legacy,1431735,2347008,2854809,1.993950696183302,12,10,2,117.08581104502082,7.493860581889749,True,1438169
62,2,routed,1431735,2347008,2854809,1.993950696183302,12,10,2,120.04965236783028,6.807883543893695,True,1438169
62,3,legacy,958567,2268672,2854809,2.9782049663716776,12,10,2,119.86751142702997,8.386562606319785,True,958886
62,3,routed,958567,2268672,2854809,2.9782049663716776,12,10,2,113.02676346339285,6.036607028916478,True,958886
62,4,legacy,722454,2603520,2854809,3.951544319776761,12,10,2,112.10099038481712,6.66311220638454,True,722454
62,4,routed,722454,2603520,2854809,3.951544319776761,12,10,2,115.77781660109758,6.256022008135915,True,722454
62,5,legacy,579973,2746368,2854809,4.92231362494461,12,10,2,120.81074818782508,6.1822106577456,True,579973
62,5,routed,579973,2746368,2854809,4.92231362494461,12,10,2,120.53028094768524,8.00304139405489,True,579973
63,2,legacy,536070,1049088,1070397,1.9967485589568525,12,10,2,31.133401334285736,2.8007615450769663,True,536070
63,2,routed,536070,1049088,1070397,1.9967485589568525,12,10,2,36.34743285737932,3.058929156512022,True,536070
63,3,legacy,358763,1262592,1070397,2.9835769017429334,12,10,2,39.70653880760074,1.8759836163371801,True,358763
63,3,routed,358763,1262592,1070397,2.9835769017429334,12,10,2,27.169222367927432,2.949794104322791,True,358763
63,4,legacy,270138,1420800,1070397,3.962408102525376,12,10,2,32.75957970879972,1.692345393821597,True,270138
63,4,routed,270138,1420800,1070397,3.962408102525376,12,10,2,34.174472875893116,1.958830066025257,True,270138
63,5,legacy,218917,1539072,1070397,4.8895106364512575,12,10,2,39.325814781710505,2.745104845613241,True,218917
63,5,routed,218917,1539072,1070397,4.8895106364512575,12,10,2,32.70919984206557,1.9821550827473402,True,218917
64,2,legacy,14130,47620,19116,1.3528662420382165,12,10,2,3.5867622550576925,0.20582646690309048,True,14130
64,2,routed,14726,75590,19116,1.2981121825342932,12,10,2,1.6120611000806093,0.11866238340735435,True,14800
64,3,legacy,13074,41446,19116,1.4621385956860946,12,10,2,2.930363532155752,0.20263275876641273,True,13074
