case,cores,arm,makespan,bytes,reference,speedup,slots,official_calls,cache_hits,solve_seconds,replay_seconds,replay_equal,base_makespan
3,4,legacy,217774,7333194,602212,2.765307153287353,12,12,0,114.25460669398308,6.73189958371222,True,217843
3,4,routed,217774,7333194,602212,2.765307153287353,12,12,0,118.34640407934785,8.395022694021463,True,217843
3,5,legacy,199233,7908308,602212,3.0226518699211478,12,12,0,117.16917413286865,7.566893719136715,True,199278
3,5,routed,199233,7908308,602212,3.0226518699211478,12,12,0,135.548722025007,6.673036474734545,True,199278
4,2,legacy,199074,110592,392357,1.9709103147573264,12,8,4,1.0514810644090176,0.10256567783653736,True,199074
4,2,routed,199074,110592,392357,1.9709103147573264,12,8,4,1.0212454069405794,0.09836078062653542,True,199074
4,3,legacy,134043,221184,392357,2.927098020784375,12,8,4,1.3802039474248886,0.16318481042981148,True,134043
4,3,routed,134043,221184,392357,2.927098020784375,12,8,4,1.709415040910244,0.1633753627538681,True,134043
4,4,legacy,104188,331776,392357,3.765855952700887,12,8,4,1.0459786914288998,0.09578703343868256,True,104188
4,4,routed,104188,331776,392357,3.765855952700887,12,8,4,1.5613982640206814,0.08668196387588978,True,104188
4,5,legacy,88341,442368,392357,4.441391879195391,12,8,4,1.0410657357424498,0.0873000267893076,True,88341
4,5,routed,88341,442368,392357,4.441391879195391,12,8,4,1.0299564860761166,0.08849696069955826,True,88341
5,2,legacy,63119,1388070,95618,1.5148845830890858,12,10,2,19.551536854356527,1.7601644359529018,True,63119
5,2,routed,61371,882310,95618,1.5580322953838133,12,10,2,13.06782347895205,0.7512707989662886,True,61371
5,3,legacy,56202,1757164,95618,1.7013273548984023,12,10,2,24.67568690702319,0.956139674410224,True,56202
5,3,routed,54267,1461452,95618,1.7619916339580224,12,10,2,14.345235861837864,1.44863654486835,True,54267
5,4,legacy,52945,1645328,95618,1.8059873453583908,12,10,2,24.761433647945523,1.6008211430162191,True,52945
5,4,routed,52462,1495922,95618,1.8226144638023711,12,10,2,15.90728940628469,0.8110784329473972,True,52572
5,5,legacy,50673,1688564,95618,1.8869614982337735,12,10,2,26.078471206128597,0.9187238607555628,True,50733
5,5,routed,55679,1859574,95618,1.717308141310009,12,10,2,22.413854030892253,1.3966683223843575,True,55941
6,2,legacy,40815,17280,82837,2.029572461104986,12,11,1,1.1737150102853775,0.14968227595090866,True,40815
6,2,routed,40815,17280,82837,2.029572461104986,12,11,1,1.1294559575617313,0.07377929612994194,True,40815
6,3,legacy,30449,118176,82837,2.7205162731124175,12,12,0,1.423496350646019,0.08597548864781857,True,30589
6,3,routed,30449,118176,82837,2.7205162731124175,12,12,0,1.4737554918974638,0.084138048812747,True,30589
6,4,legacy,26843,203696,82837,3.0859814476772343,12,12,0,1.579762203618884,0.08402897231280804,True,26843
6,4,routed,26843,203696,82837,3.0859814476772343,12,12,0,1.585293248295784,0.08698307909071445,True,26843
