case,cores,outcome,loss_type,legacy_base,routed_base,legacy_final,routed_final,base_gap,legacy_J_gain,routed_J_gain,final_gap,J_gain_difference,same_anchor,legacy_base_name,routed_base_name,legacy_base_slot,routed_base_slot,legacy_base_missing_from_routed,old_base_alone_beats_routed_final,ops,largest_fraction,legacy_final_bytes,routed_final_bytes,keep_old_chain_anchor_known,keep_old_chain_cycles,keep_old_chain_bytes,keep_old_chain_J_source,keep_old_depth_anchor_known,keep_old_depth_cycles,keep_old_depth_bytes,keep_old_depth_J_source
33,2,tie,not_loss,889132,889132,889132,889132,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4069,0.01847041847041847,6452256,6452256,True,889132,6452256,legacy,True,889132,6452256,legacy
33,3,tie,not_loss,596821,596821,596821,596821,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4069,0.01847041847041847,7053888,7053888,True,596821,7053888,legacy,True,596821,7053888,legacy
33,4,tie,not_loss,443447,443447,443447,443447,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4069,0.01847041847041847,7214688,7214688,True,443447,7214688,legacy,True,443447,7214688,legacy
33,5,tie,not_loss,361176,361176,361176,361176,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4069,0.01847041847041847,7894656,7894656,True,361176,7894656,legacy,True,361176,7894656,legacy
34,2,tie,not_loss,415251,415251,415251,415251,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,4545,0.025100133511348464,943616,943616,True,415251,943616,legacy,True,415251,943616,legacy
34,3,tie,not_loss,276862,276862,270947,270947,0,5915,5915,0,0,True,components_reuse,components_reuse,4,4,False,False,4545,0.025100133511348464,2288640,2288640,True,270947,2288640,legacy,True,270947,2288640,legacy
34,4,tie,not_loss,208285,208285,206454,206454,0,1831,1831,0,0,True,components_reuse,components_reuse,4,4,False,False,4545,0.025100133511348464,3059200,3059200,True,206454,3059200,legacy,True,206454,3059200,legacy
34,5,tie,not_loss,169854,169854,167389,167389,0,2465,2465,0,0,True,components_reuse,components_reuse,4,4,False,False,4545,0.025100133511348464,3463168,3463168,True,167389,3463168,legacy,True,167389,3463168,legacy
35,2,win,not_loss,95406,93692,95406,93692,-1714,0,0,-1714,0,False,migration_B,depth8_reference_gate,1,7,False,False,4237,0.6300233341975628,0,801138,True,93692,801138,routed,True,93692,801138,routed
35,3,win,not_loss,95424,75717,95424,75717,-19707,0,0,-19707,0,False,components_pipe,depth8_reference_gate,3,8,False,False,4237,0.6300233341975628,0,1276568,True,75717,1276568,routed,False,,,
35,4,win,not_loss,84240,63767,84218,63767,-20473,22,0,-20451,22,False,chains,depth8_reference_gate,7,8,True,False,4237,0.6300233341975628,783102,1505978,True,63767,1505978,routed,False,,,
35,5,win,not_loss,81497,58555,80984,58308,-22942,513,247,-22676,266,False,depth8,depth8_reference_gate,8,8,True,False,4237,0.6300233341975628,344584,1058710,True,58308,1058710,routed,True,80984,344584,legacy
36,2,tie,not_loss,466068,466068,466068,466068,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4001,0.00125,1152,1152,True,466068,1152,legacy,True,466068,1152,legacy
36,3,tie,not_loss,311345,311345,311345,311345,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4001,0.00125,2304,2304,True,311345,2304,legacy,True,311345,2304,legacy
36,4,tie,not_loss,233584,233584,233584,233584,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4001,0.00125,3456,3456,True,233584,3456,legacy,True,233584,3456,legacy
36,5,tie,not_loss,187182,187182,187182,187182,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4001,0.00125,4608,4608,True,187182,4608,legacy,True,187182,4608,legacy
37,2,tie,not_loss,105374,105374,105374,105374,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,980,0.05,204800,204800,True,105374,204800,legacy,True,105374,204800,legacy
37,3,tie,not_loss,74038,74038,74038,74038,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,980,0.05,573440,573440,True,74038,573440,legacy,True,74038,573440,legacy
37,4,tie,not_loss,53320,53320,53320,53320,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,980,0.05,614400,614400,True,53320,614400,legacy,True,53320,614400,legacy
37,5,tie,not_loss,43013,43013,43013,43013,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,980,0.05,942080,942080,True,43013,942080,legacy,True,43013,942080,legacy
38,2,tie,not_loss,674500,674500,674500,674500,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6843,0.019637717961740308,6790656,6790656,True,674500,6790656,legacy,True,674500,6790656,legacy
38,3,tie,not_loss,449590,449590,449590,449590,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6843,0.019637717961740308,8107008,8107008,True,449590,8107008,legacy,True,449590,8107008,legacy
38,4,tie,not_loss,338182,338182,338182,338182,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6843,0.019637717961740308,8954880,8954880,True,338182,8954880,legacy,True,338182,8954880,legacy
38,5,tie,not_loss,275278,275278,275278,275278,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6843,0.019637717961740308,9592320,9592320,True,275278,9592320,legacy,True,275278,9592320,legacy
39,2,tie,not_loss,708430,708430,708430,708430,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,5966,0.014285714285714285,9166848,9166848,True,708430,9166848,legacy,True,708430,9166848,legacy
39,3,tie,not_loss,478013,478013,478013,478013,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,5966,0.014285714285714285,11911168,11911168,True,478013,11911168,legacy,True,478013,11911168,legacy
39,4,tie,not_loss,368961,368961,368961,368961,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,5966,0.014285714285714285,14536704,14536704,True,368961,14536704,legacy,True,368961,14536704,legacy
39,5,tie,not_loss,347811,347811,338925,338925,0,8886,8886,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,5966,0.014285714285714285,14536704,14536704,True,338925,14536704,legacy,True,338925,14536704,legacy
40,2,win,not_loss,137651,134642,137651,134642,-3009,0,0,-3009,0,False,migration_B,depth8_reference_gate,1,7,False,False,3381,0.7116445021083361,53760,1227916,True,134642,1227916,routed,True,134642,1227916,routed
40,3,win,not_loss,109288,105492,109288,105492,-3796,0,0,-3796,0,False,migration_B,depth8_reference_gate,1,8,False,False,3381,0.7116445021083361,0,1985768,True,105492,1985768,routed,True,109288,0,legacy
40,4,win,not_loss,99447,89539,99262,89539,-9908,185,0,-9723,185,False,chains,depth8_reference_gate,7,8,True,False,3381,0.7116445021083361,2192792,1836692,True,89539,1836692,routed,False,,,
40,5,win,not_loss,99996,78938,99996,78938,-21058,0,0,-21058,0,False,chains,depth8_reference_gate,7,8,True,False,3381,0.7116445021083361,1843902,1915296,True,78938,1915296,routed,False,,,
41,2,tie,not_loss,2990398,2990398,2990398,2990398,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,18149,0.010967819693865252,33669120,33669120,True,2990398,33669120,legacy,True,2990398,33669120,legacy
41,3,tie,not_loss,1991911,1991911,1991911,1991911,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,18149,0.010967819693865252,34851840,34851840,True,1991911,34851840,legacy,True,1991911,34851840,legacy
41,4,tie,not_loss,1490603,1490603,1490603,1490603,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,18149,0.010967819693865252,39164928,39164928,True,1490603,39164928,legacy,True,1490603,39164928,legacy
41,5,tie,not_loss,1196379,1196379,1196379,1196379,0,0,0,0,0,True,components_pipe,components_pipe,3,3,False,False,18149,0.010967819693865252,40630272,40630272,True,1196379,40630272,legacy,True,1196379,40630272,legacy
42,2,tie,not_loss,840111,840111,840111,840111,0,0,0,0,0,True,components_pipe,components_pipe,3,3,False,False,5345,0.054510881047961125,7262496,7262496,True,840111,7262496,legacy,True,840111,7262496,legacy
42,3,tie,not_loss,570685,570685,570685,570685,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,5345,0.054510881047961125,8474176,8474176,True,570685,8474176,legacy,True,570685,8474176,legacy
42,4,tie,not_loss,430510,430510,430510,430510,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,5345,0.054510881047961125,8605536,8605536,True,430510,8605536,legacy,True,430510,8605536,legacy
42,5,tie,not_loss,350713,350713,350713,350713,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,5345,0.054510881047961125,9936736,9936736,True,350713,9936736,legacy,True,350713,9936736,legacy
43,2,win,not_loss,352811,349911,352811,349881,-2900,0,30,-2930,-30,False,migration_B,depth8_reference_gate,1,7,False,False,9756,0.5274465570952841,506880,3210754,True,349881,3210754,routed,True,349881,3210754,routed
43,3,win,not_loss,266051,251335,266051,250900,-14716,0,435,-15151,-435,False,hybrid_work_0.5,depth8_reference_gate,6,8,False,False,9756,0.5274465570952841,184320,4852554,True,250900,4852554,routed,True,266051,184320,legacy
43,4,win,not_loss,264529,208612,264529,207895,-55917,0,717,-56634,-717,False,migration_B,depth8_reference_gate,1,8,False,False,9756,0.5274465570952841,599040,5894554,True,207895,5894554,routed,True,264529,599040,legacy
43,5,win,not_loss,247182,199496,245625,199041,-47686,1557,455,-46584,1102,False,depth8,depth8_reference_gate,8,8,True,False,9756,0.5274465570952841,4205960,6609206,True,199041,6609206,routed,True,245625,4205960,legacy
44,2,tie,not_loss,55201,55201,54510,54510,0,691,691,0,0,True,depth8,depth8,7,7,False,False,1436,0.09090909090909091,886880,886880,True,54510,886880,legacy,True,54510,886880,legacy
44,3,tie,not_loss,44484,44484,44484,44484,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1436,0.09090909090909091,891584,891584,True,44484,891584,legacy,True,44484,891584,legacy
44,4,tie,not_loss,50546,50546,49989,49989,0,557,557,0,0,True,depth8,depth8,7,7,False,False,1436,0.09090909090909091,1389344,1389344,True,49989,1389344,legacy,True,49989,1389344,legacy
44,5,tie,not_loss,43028,43028,43028,43028,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1436,0.09090909090909091,655488,655488,True,43028,655488,legacy,True,43028,655488,legacy
45,2,tie,not_loss,63059,63059,63059,63059,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1787,0.016959418534221685,0,0,True,63059,0,legacy,True,63059,0,legacy
45,3,tie,not_loss,42601,42601,42601,42601,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1787,0.016959418534221685,0,0,True,42601,0,legacy,True,42601,0,legacy
45,4,tie,not_loss,31878,31878,31878,31878,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1787,0.016959418534221685,0,0,True,31878,0,legacy,True,31878,0,legacy
45,5,tie,not_loss,26164,26164,26164,26164,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1787,0.016959418534221685,0,0,True,26164,0,legacy,True,26164,0,legacy
46,2,tie,not_loss,112410,112410,112410,112410,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1058,0.125,942688,942688,True,112410,942688,legacy,True,112410,942688,legacy
46,3,tie,not_loss,97157,97157,96500,96500,0,657,657,0,0,True,depth8,depth8,7,7,False,False,1058,0.125,2958528,2958528,True,96500,2958528,legacy,True,96500,2958528,legacy
46,4,tie,not_loss,71871,71871,71871,71871,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1058,0.125,2098976,2098976,True,71871,2098976,legacy,True,71871,2098976,legacy
46,5,tie,not_loss,77698,77698,77698,77698,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1058,0.125,2660736,2660736,True,77698,2660736,legacy,True,77698,2660736,legacy
47,2,win,not_loss,203341,197609,203341,197413,-5732,0,196,-5928,-196,False,chains,depth8_reference_gate,7,8,True,False,13988,1.0,2085126,1264006,True,197413,1264006,routed,False,,,
47,3,win,not_loss,168824,157138,168824,156690,-11686,0,448,-12134,-448,False,chains,depth8_reference_gate,7,8,True,False,13988,1.0,2790924,1857324,True,156690,1857324,routed,False,,,
47,4,win,not_loss,151740,143436,151740,143256,-8304,0,180,-8484,-180,False,chains,depth8_reference_gate,7,8,True,False,13988,1.0,2427408,2256146,True,143256,2256146,routed,False,,,
47,5,win,not_loss,146685,135565,146653,135565,-11120,32,0,-11088,32,False,chains,depth8_reference_gate,7,8,True,False,13988,1.0,2600884,2575320,True,135565,2575320,routed,False,,,
48,2,win,not_loss,158327,150049,158327,150049,-8278,0,0,-8278,0,False,migration_B,depth8_reference_gate,1,8,False,False,1900,1.0,621254,467846,True,150049,467846,routed,False,,,
48,3,win,not_loss,150551,114626,150551,114626,-35925,0,0,-35925,0,False,chains,chains_reference_gate,7,7,True,False,1900,1.0,511402,1177612,False,,,,True,114626,1177612,routed
48,4,win,not_loss,156242,114384,156242,114384,-41858,0,0,-41858,0,False,migration_B,chains_reference_gate,1,7,False,False,1900,1.0,760808,1270930,False,,,,True,114384,1270930,routed
48,5,win,not_loss,147369,101731,147369,101641,-45638,0,90,-45728,-90,False,chains,chains_reference_gate,7,7,True,False,1900,1.0,506738,1273560,False,,,,True,101641,1273560,routed
49,2,loss,base_worse,124747,126174,124747,126174,1427,0,0,1427,0,False,chains,migration_B,7,1,True,True,4465,0.918429003021148,1778434,1027062,True,124747,1778434,legacy,True,126174,1027062,routed
49,3,tie,not_loss,83711,83711,83711,83711,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4465,0.918429003021148,2408560,2408560,True,83711,2408560,legacy,True,83711,2408560,legacy
49,4,tie,not_loss,75861,75861,75814,75814,0,47,47,0,0,True,migration_B,migration_B,1,1,False,False,4465,0.918429003021148,2607184,2607184,True,75814,2607184,legacy,True,75814,2607184,legacy
49,5,tie,not_loss,76923,76923,76846,76846,0,77,77,0,0,True,migration_B,migration_B,1,1,False,False,4465,0.918429003021148,2907980,2907980,True,76846,2907980,legacy,True,76846,2907980,legacy
50,2,win,not_loss,96256,87435,96256,87435,-8821,0,0,-8821,0,False,chains,depth8_reference_gate,7,8,True,False,4781,0.8805708013172339,1390498,1022694,True,87435,1022694,routed,False,,,
50,3,tie,not_loss,60480,60480,60421,60421,0,59,59,0,0,True,migration_B,migration_B,1,1,False,False,4781,0.8805708013172339,1831624,1831624,True,60421,1831624,legacy,True,60421,1831624,legacy
50,4,tie,not_loss,58032,58032,57912,57912,0,120,120,0,0,True,migration_B,migration_B,1,1,False,False,4781,0.8805708013172339,2053712,2053712,True,57912,2053712,legacy,True,57912,2053712,legacy
50,5,win,not_loss,57967,57017,57909,57017,-950,58,0,-892,58,False,migration_B,depth8_reference_gate,1,8,False,False,4781,0.8805708013172339,2121814,1337182,True,57017,1337182,routed,True,57909,2121814,legacy
51,2,win,not_loss,328931,319230,328931,319230,-9701,0,0,-9701,0,False,chains,chains_reference_gate,7,7,True,False,1429,1.0,860,394084,True,328931,860,legacy,True,319230,394084,routed
51,3,win,not_loss,234841,228581,234841,228581,-6260,0,0,-6260,0,False,chains,chains_reference_gate,7,7,True,False,1429,1.0,1192,328736,True,234841,1192,legacy,True,228581,328736,routed
51,4,win,not_loss,191486,183794,191486,183794,-7692,0,0,-7692,0,False,chains,chains_reference_gate,7,7,True,False,1429,1.0,1316,591064,True,191486,1316,legacy,True,183794,591064,routed
51,5,win,not_loss,178875,170016,178875,170016,-8859,0,0,-8859,0,False,chains,chains_reference_gate,7,7,True,False,1429,1.0,427388,427456,True,178875,427388,legacy,True,170016,427456,routed
52,2,tie,not_loss,90903,90903,90903,90903,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1347,0.11904761904761904,102912,102912,True,90903,102912,legacy,True,90903,102912,legacy
52,3,tie,not_loss,60160,60160,60160,60160,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1347,0.11904761904761904,181248,181248,True,60160,181248,legacy,True,60160,181248,legacy
52,4,tie,not_loss,45777,45777,45777,45777,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1347,0.11904761904761904,254976,254976,True,45777,254976,legacy,True,45777,254976,legacy
52,5,tie,not_loss,37846,37846,37846,37846,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1347,0.11904761904761904,333312,333312,True,37846,333312,legacy,True,37846,333312,legacy
53,2,win,not_loss,745746,723446,745746,723016,-22300,0,430,-22730,-430,False,depth8,depth8_reference_gate,7,7,True,False,12046,0.8443016281062553,3715178,4631434,True,723016,4631434,routed,True,723016,4631434,routed
53,3,win,not_loss,514841,497062,514841,495435,-17779,0,1627,-19406,-1627,False,migration_B,depth8_reference_gate,1,7,False,False,12046,0.8443016281062553,5796928,6090084,True,495435,6090084,routed,True,495435,6090084,routed
53,4,win,not_loss,470901,396378,470901,394500,-74523,0,1878,-76401,-1878,False,chains,depth8_reference_gate,7,8,True,False,12046,0.8443016281062553,13048742,8679750,True,394500,8679750,routed,False,,,
53,5,win,not_loss,374523,357068,374284,357068,-17455,239,0,-17216,239,False,migration_B,depth8_reference_gate,1,8,False,False,12046,0.8443016281062553,11409976,9823040,True,357068,9823040,routed,True,374284,11409976,legacy
54,2,win,not_loss,487136,465795,486546,465795,-21341,590,0,-20751,590,False,migration_B,depth8_reference_gate,1,8,False,False,16133,0.97708082026538,2613134,2620302,True,465795,2620302,routed,True,486546,2613134,legacy
54,3,win,not_loss,365486,363470,365486,359793,-2016,0,3677,-5693,-3677,False,chains,depth8_reference_gate,7,8,True,False,16133,0.97708082026538,7450708,4112418,True,359793,4112418,routed,False,,,
54,4,tie,not_loss,274823,274823,274779,274779,0,44,44,0,0,True,migration_B,migration_B,1,1,False,False,16133,0.97708082026538,7279264,7279264,True,274779,7279264,legacy,True,274779,7279264,legacy
54,5,tie,not_loss,257061,257061,257061,257061,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,16133,0.97708082026538,8197794,8197794,True,257061,8197794,legacy,True,257061,8197794,legacy
55,2,tie,not_loss,53535,53535,52737,52737,0,798,798,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1468,0.14805825242718446,16384,16384,True,52737,16384,legacy,True,52737,16384,legacy
55,3,tie,not_loss,36456,36456,35943,35943,0,513,513,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1468,0.14805825242718446,74240,74240,True,35943,74240,legacy,True,35943,74240,legacy
55,4,tie,not_loss,31310,31310,31281,31281,0,29,29,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1468,0.14805825242718446,115712,115712,True,31281,115712,legacy,True,31281,115712,legacy
55,5,tie,not_loss,24831,24831,24831,24831,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1468,0.14805825242718446,173568,173568,True,24831,173568,legacy,True,24831,173568,legacy
56,2,win,not_loss,178509,172836,178509,172836,-5673,0,0,-5673,0,False,chains,chains_reference_gate,7,7,True,False,7936,0.9721281583745767,2196538,3326338,True,178509,2196538,legacy,True,172836,3326338,routed
56,3,tie,not_loss,122295,122295,122295,122295,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7936,0.9721281583745767,3278908,3278908,True,122295,3278908,legacy,True,122295,3278908,legacy
56,4,tie,not_loss,115855,115855,115731,115731,0,124,124,0,0,True,migration_B,migration_B,1,1,False,False,7936,0.9721281583745767,3685886,3685886,True,115731,3685886,legacy,True,115731,3685886,legacy
56,5,tie,not_loss,117301,117301,117134,117134,0,167,167,0,0,True,migration_B,migration_B,1,1,False,False,7936,0.9721281583745767,4124830,4124830,True,117134,4124830,legacy,True,117134,4124830,legacy
57,2,tie,not_loss,29703,29703,29703,29703,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1053,0.223121387283237,22304,22304,True,29703,22304,legacy,True,29703,22304,legacy
57,3,tie,not_loss,20565,20565,20565,20565,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1053,0.223121387283237,14112,14112,True,20565,14112,legacy,True,20565,14112,legacy
57,4,tie,not_loss,16345,16345,16345,16345,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1053,0.223121387283237,28224,28224,True,16345,28224,legacy,True,16345,28224,legacy
57,5,tie,not_loss,14028,14028,14028,14028,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1053,0.223121387283237,14400,14400,True,14028,14400,legacy,True,14028,14400,legacy
58,2,tie,not_loss,2266495,2266495,2266495,2266495,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,17886,0.00392156862745098,29548544,29548544,True,2266495,29548544,legacy,True,2266495,29548544,legacy
58,3,tie,not_loss,1538252,1538252,1538252,1538252,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,17886,0.00392156862745098,30400512,30400512,True,1538252,30400512,legacy,True,1538252,30400512,legacy
58,4,tie,not_loss,1141935,1141935,1141935,1141935,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,17886,0.00392156862745098,31551488,31551488,True,1141935,31551488,legacy,True,1141935,31551488,legacy
58,5,tie,not_loss,1000800,1000800,1000800,1000800,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,17886,0.00392156862745098,32104448,32104448,True,1000800,32104448,legacy,True,1000800,32104448,legacy
59,2,tie,not_loss,369318,369318,369318,369318,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,3168,0.015625,360448,360448,True,369318,360448,legacy,True,369318,360448,legacy
59,3,tie,not_loss,254073,254073,254073,254073,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,3168,0.015625,1171456,1171456,True,254073,1171456,legacy,True,254073,1171456,legacy
59,4,tie,not_loss,185216,185216,185216,185216,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,3168,0.015625,1081344,1081344,True,185216,1081344,legacy,True,185216,1081344,legacy
59,5,tie,not_loss,150782,150782,150782,150782,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,3168,0.015625,2072576,2072576,True,150782,2072576,legacy,True,150782,2072576,legacy
60,2,tie,not_loss,441525,441525,441525,441525,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6086,0.03465252793031623,2746508,2746508,True,441525,2746508,legacy,True,441525,2746508,legacy
60,3,tie,not_loss,295983,295983,295983,295983,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6086,0.03465252793031623,3159296,3159296,True,295983,3159296,legacy,True,295983,3159296,legacy
60,4,tie,not_loss,223107,223107,223107,223107,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6086,0.03465252793031623,3960200,3960200,True,223107,3960200,legacy,True,223107,3960200,legacy
60,5,tie,not_loss,180081,180081,180081,180081,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6086,0.03465252793031623,3733888,3733888,True,180081,3733888,legacy,True,180081,3733888,legacy
61,2,tie,not_loss,39298,39298,39298,39298,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1450,0.14977578475336323,34560,34560,True,39298,34560,legacy,True,39298,34560,legacy
61,3,tie,not_loss,28342,28342,28342,28342,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1450,0.14977578475336323,43008,43008,True,28342,43008,legacy,True,28342,43008,legacy
61,4,tie,not_loss,23892,23892,23892,23892,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1450,0.14977578475336323,62208,62208,True,23892,62208,legacy,True,23892,62208,legacy
61,5,tie,not_loss,19384,19384,18840,18840,0,544,544,0,0,True,migration_B,migration_B,1,1,False,False,1450,0.14977578475336323,110592,110592,True,18840,110592,legacy,True,18840,110592,legacy
62,2,tie,not_loss,1438169,1438169,1431735,1431735,0,6434,6434,0,0,True,migration_B,migration_B,1,1,False,False,23999,1.0,2347008,2347008,True,1431735,2347008,legacy,True,1431735,2347008,legacy
62,3,tie,not_loss,958886,958886,958567,958567,0,319,319,0,0,True,migration_B,migration_B,1,1,False,False,23999,1.0,2268672,2268672,True,958567,2268672,legacy,True,958567,2268672,legacy
62,4,tie,not_loss,722454,722454,722454,722454,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,23999,1.0,2603520,2603520,True,722454,2603520,legacy,True,722454,2603520,legacy
62,5,tie,not_loss,579973,579973,579973,579973,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,23999,1.0,2746368,2746368,True,579973,2746368,legacy,True,579973,2746368,legacy
63,2,tie,not_loss,536070,536070,536070,536070,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,8995,1.0,1049088,1049088,True,536070,1049088,legacy,True,536070,1049088,legacy
63,3,tie,not_loss,358763,358763,358763,358763,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,8995,1.0,1262592,1262592,True,358763,1262592,legacy,True,358763,1262592,legacy
63,4,tie,not_loss,270138,270138,270138,270138,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,8995,1.0,1420800,1420800,True,270138,1420800,legacy,True,270138,1420800,legacy
63,5,tie,not_loss,218917,218917,218917,218917,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,8995,1.0,1539072,1539072,True,218917,1539072,legacy,True,218917,1539072,legacy
64,2,loss,base_worse,14130,14800,14130,14726,670,0,74,596,-74,False,chains,depth8_reference_gate,7,8,True,True,972,1.0,47620,75590,True,14130,47620,legacy,False,,,
64,3,loss,base_worse,13074,13455,13074,13455,381,0,0,381,0,False,depth8,depth8_reference_gate,8,8,True,True,972,1.0,41446,66186,True,13455,66186,routed,True,13074,41446,legacy
64,4,win,not_loss,13083,10195,13083,10160,-2888,0,35,-2923,-35,False,depth8,chains_reference_gate,8,7,True,False,972,1.0,41480,130956,False,,,,True,10160,130956,routed
64,5,win,not_loss,13092,11423,13092,11391,-1669,0,32,-1701,-32,False,depth8,chains_reference_gate,8,7,True,False,972,1.0,41514,159314,False,,,,True,11391,159314,routed
65,2,tie,not_loss,25552,25552,25517,25517,0,35,35,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,914,0.08664772727272728,13968,13968,True,25517,13968,legacy,True,25517,13968,legacy
65,3,tie,not_loss,17964,17964,17964,17964,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,914,0.08664772727272728,27936,27936,True,17964,27936,legacy,True,17964,27936,legacy
65,4,tie,not_loss,13800,13800,13800,13800,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,914,0.08664772727272728,41904,41904,True,13800,41904,legacy,True,13800,41904,legacy
65,5,tie,not_loss,11212,11212,11212,11212,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,914,0.08664772727272728,55872,55872,True,11212,55872,legacy,True,11212,55872,legacy
66,2,tie,not_loss,203504,203504,203504,203504,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6181,0.6164038913116404,1653418,1653418,True,203504,1653418,legacy,True,203504,1653418,legacy
66,3,tie,not_loss,146357,146357,146357,146357,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6181,0.6164038913116404,2500738,2500738,True,146357,2500738,legacy,True,146357,2500738,legacy
66,4,tie,not_loss,116226,116226,116226,116226,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6181,0.6164038913116404,3806464,3806464,True,116226,3806464,legacy,True,116226,3806464,legacy
66,5,tie,not_loss,106067,106067,106067,106067,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6181,0.6164038913116404,3979388,3979388,True,106067,3979388,legacy,True,106067,3979388,legacy
67,2,tie,not_loss,32084984,32084984,32040130,32040130,0,44854,44854,0,0,True,migration_B,migration_B,1,1,False,False,8996,0.014084507042253521,215994240,215994240,True,32040130,215994240,legacy,True,32040130,215994240,legacy
67,3,tie,not_loss,21374767,21374767,21255269,21255269,0,119498,119498,0,0,True,migration_B,migration_B,1,1,False,False,8996,0.014084507042253521,159238912,159238912,True,21255269,159238912,legacy,True,21255269,159238912,legacy
