case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
11,4,46880,540672,3.9397824232081913,1.9441889859735966,r07_reserve_fast
11,5,46194,2033664,3.998289821188899,4.381524937227368,r07_reserve_fast
12,1,59088,0,1.0,0.0,prescribed_single_reference
12,2,25535,94960,2.314000391619346,1.9429073948413134,r07_reserve_fast
12,3,18128,189892,3.259488084730803,2.323934620246291,r07_reserve_fast
12,4,14948,39168,3.952903398447953,2.222077840939164,r07_reserve_fast
12,5,12519,25344,4.719865803977953,2.39111540466547,r07_reserve_fast
13,1,263949,0,1.0,0.0,prescribed_single_reference
13,2,132198,8192,1.9966187083011846,3.8967314828187227,r07_reserve_fast
13,3,88351,16384,2.98750438591527,6.9302950873970985,r07_reserve_fast
13,4,66982,24576,3.9405959810098237,3.886105163022876,r07_reserve_fast
13,5,54363,32768,4.855305998565201,4.180420381948352,r07_reserve_fast
14,1,17698626,71010720,1.0,0.0,prescribed_single_reference
14,2,8909568,69998520,1.9864740916731316,424.2542913015932,r07_reserve_fast
14,3,5951263,56526504,2.9739277192085107,473.8893807400018,r07_reserve_fast
14,4,4526637,59878296,3.9098840927602545,598.7642182055861,r07_reserve_fast
14,5,3663108,62443416,4.831587275068057,629.8593608047813,r07_reserve_fast
15,1,177362,180256,1.0,0.0,prescribed_single_reference
15,2,87493,109824,2.027156458230944,1.8868099972605705,r07_reserve_fast
15,3,61018,298252,2.906716051001344,1.523483881726861,r07_reserve_fast
15,4,48866,365824,3.6295583841525807,1.7040519081056118,r07_reserve_fast
15,5,42569,326144,4.166459160421903,1.7884392458945513,r07_reserve_fast
16,1,7715523,0,1.0,0.0,prescribed_single_reference
16,2,4027025,404200,1.9159362060081573,246.3744504712522,r07_reserve_fast
16,3,2877849,341100,2.6810034160930614,284.46952315978706,r07_reserve_fast
16,4,2244367,605676,3.4377278760559213,203.87033507227898,r07_reserve_fast
16,5,2088965,444880,3.6934668603830128,165.52438297867775,r07_reserve_fast
17,1,162810,22528,1.0,0.0,prescribed_single_reference
