case,cores,arm,makespan,bytes,reference,speedup,slots,official_calls,cache_hits,solve_seconds,replay_seconds,base_makespan,candidate_seconds
86,5,fast,60402,2265748,118403,1.9602496606072646,12,12,0,40.772791769355536,1.5749377366155386,60413,1.2543740961700678
86,5,shared,60402,2265748,118403,1.9602496606072646,12,12,0,41.62465948984027,1.3620285503566265,60413,1.0607587695121765
88,2,fast,132639,1032234,243623,1.8367373095394266,12,12,0,12.231629813089967,0.6240354906767607,132639,0.43237917870283127
88,2,shared,132639,1032234,243623,1.8367373095394266,12,12,0,8.644174149259925,0.6415056325495243,132639,0.32399181090295315
88,3,fast,122079,1572244,243623,1.9956175918872205,12,12,0,12.57443961687386,1.0746643356978893,122079,0.6185006964951754
88,3,shared,122079,1572244,243623,1.9956175918872205,12,12,0,10.204101314768195,0.7344955578446388,122079,0.40050191804766655
88,4,fast,112565,2028164,243623,2.1642873006707237,12,12,0,15.319620788097382,0.6647525168955326,112676,0.9428619127720594
88,4,shared,112565,2028164,243623,2.1642873006707237,12,12,0,12.624638048931956,0.7047465872019529,112676,0.4231980014592409
88,5,fast,112833,2034888,243623,2.1591467035353133,12,12,0,11.797659391537309,0.6701876129955053,113438,0.6266229059547186
88,5,shared,112833,2034888,243623,2.1591467035353133,12,12,0,11.863180557265878,0.6700098048895597,113438,0.48792847990989685
