case,cores,arm,makespan,bytes,reference,speedup,slots,official_calls,cache_hits,solve_seconds,replay_seconds,base_makespan,candidate_seconds
58,3,fast,1538252,30400512,4539717,2.9512180058924025,12,10,2,170.71334495022893,14.176974192261696,1538252,13.993299148976803
58,4,fast,1141935,31551488,4539717,3.975460074347489,12,10,2,221.89772841893137,13.759887596592307,1141935,19.551672296598554
58,5,fast,1000800,32104448,4539717,4.536088129496403,12,10,2,176.364929061383,14.309011882171035,1000800,18.07216525822878
59,2,fast,369318,360448,829473,2.2459587672412393,12,10,2,5.361667426303029,0.42710528150200844,369318,0.32162921503186226
59,3,fast,254073,1171456,829473,3.2647034513702753,12,11,1,7.780338678508997,0.4763792045414448,254073,0.39669014513492584
59,4,fast,185216,1081344,829473,4.478408992743607,12,10,2,6.74143604375422,0.42768477462232113,185216,0.7263598702847958
59,5,fast,150782,2072576,829473,5.501140719714555,12,10,2,8.571006298065186,0.42806833051145077,150782,0.48101730830967426
60,2,fast,441525,2746508,888789,2.012998131476134,12,11,1,15.614923467859626,1.3294884040951729,441525,0.5981782749295235
60,3,fast,295983,3159296,888789,3.0028380008311286,12,11,1,17.66183844767511,2.025761431083083,295983,0.7138072475790977
60,4,fast,223107,3960200,888789,3.9836894404926784,12,11,1,17.400607381016016,1.1961471680551767,223107,0.9222141206264496
60,5,fast,180081,3733888,888789,4.935495693604545,12,11,1,15.60497011616826,1.0886918194592,180081,0.9294333439320326
61,2,fast,39298,34560,77191,1.9642475444042953,12,10,2,1.4891427718102932,0.12141079269349575,39298,0.06739565916359425
61,3,fast,28342,43008,77191,2.723555147837132,12,10,2,1.5285980124026537,0.1264807265251875,28342,0.07983051240444183
61,4,fast,23892,62208,77191,3.230830403482337,12,11,1,2.3076612800359726,0.15315309911966324,23892,0.08636652491986752
61,5,fast,18840,110592,77191,4.097186836518047,12,12,0,2.8445718958973885,0.14688797295093536,19384,0.10540572181344032
62,2,fast,1431735,2347008,2854809,1.993950696183302,12,12,0,234.3553387671709,12.7321349196136,1438169,8.484058195725083
62,3,fast,958567,2268672,2854809,2.9782049663716776,12,12,0,246.034145668149,13.431468354538083,958886,10.100972367450595
62,4,fast,722454,2603520,2854809,3.951544319776761,12,12,0,235.23931242339313,16.173460939899087,722454,7.003627676516771
62,5,fast,579973,2746368,2854809,4.92231362494461,12,12,0,269.2244532033801,13.839271744713187,579973,11.33723414875567
63,2,fast,536070,1049088,1070397,1.9967485589568525,12,12,0,28.130289424210787,2.621960708871484,536070,1.218975504860282
63,3,fast,358763,1262592,1070397,2.9835769017429334,12,12,0,30.598085893318057,1.6852199751883745,358763,1.3132649529725313
63,4,fast,270138,1420800,1070397,3.962408102525376,12,12,0,34.91720913909376,2.8204095382243395,270138,1.483910584822297
63,5,fast,218917,1539072,1070397,4.8895106364512575,12,12,0,31.2414588034153,1.787480367347598,218917,1.411583425477147
64,2,fast,14130,47620,19116,1.3528662420382165,12,12,0,2.3132015354931355,0.10860349982976913,14130,0.11252919211983681
64,3,fast,13074,41446,19116,1.4621385956860946,12,12,0,1.825912069529295,0.11504077911376953,13074,0.11899285018444061
64,4,fast,10160,130956,19116,1.881496062992126,12,12,0,3.287855686619878,0.12942083179950714,10195,0.1312367394566536
64,5,fast,11391,159314,19116,1.6781669739267844,12,12,0,3.2170204296708107,0.11309245601296425,11423,0.11861334554851055
65,2,fast,25517,13968,53068,2.0797115648391267,12,11,1,1.2346843834966421,0.08004146255552769,25552,0.04356808587908745
65,3,fast,17964,27936,53068,2.9541304831885995,12,11,1,1.0201845224946737,0.07940331660211086,17964,0.05031440034508705
65,4,fast,13800,41904,53068,3.8455072463768114,12,11,1,1.061522215604782,0.08541651256382465,13800,0.056079426780343056
65,5,fast,11212,55872,53068,4.733143061006065,12,11,1,1.1290931832045317,0.0766451396048069,11212,0.05705268494784832
66,2,fast,203504,1653418,359070,1.764437062662159,12,12,0,21.803122710436583,1.3992952425032854,203504,0.9775441810488701
66,3,fast,146357,2500738,359070,2.4533845323421497,12,12,0,22.910248832777143,1.550472879782319,146357,1.1757364571094513
66,4,fast,116226,3806464,359070,3.089412007640287,12,12,0,32.005669148638844,2.9643403328955173,116226,1.3138335980474949
66,5,fast,106067,3979388,359070,3.3853130568414302,12,12,0,34.252645168453455,1.9657655041664839,106067,1.3543683290481567
67,2,fast,32040130,215994240,63834834,1.9923400435641179,12,10,2,37.136347183957696,2.101197049021721,32084984,1.5690599996596575
67,3,fast,21255269,159238912,63834834,3.003247524178593,12,10,2,44.39325178973377,3.790924744680524,21374767,1.1280579343438148
67,4,fast,16409509,226600576,63834834,3.8901123732587,12,10,2,48.891740119084716,2.4414340425282717,16430577,2.2730320002883673
67,5,fast,13461153,229484544,63834834,4.742152028136074,12,10,2,45.29095431789756,2.420416509732604,13477716,1.577918829396367
68,2,fast,196346,1624576,362095,1.8441679484175895,12,12,0,17.743837028741837,1.2432797439396381,196346,0.8810230623930693
68,3,fast,180284,2355384,362095,2.0084699696035146,12,12,0,20.152130683884025,1.3015794437378645,180429,1.0686287973076105
68,4,fast,156990,2646854,362095,2.3064844894579273,12,12,0,22.31524989195168,1.2640523798763752,157101,1.74981021694839
68,5,fast,158423,5510878,362095,2.285621405982717,12,12,0,45.9990315772593,3.24339422211051,158423,1.1446644458919764
69,2,fast,17030,364198,25144,1.4764533176746917,12,12,0,3.723999213427305,0.15159019082784653,17030,0.1293640471994877
69,3,fast,14179,325098,25144,1.7733267508286903,12,12,0,3.4884426593780518,0.13012629188597202,14179,0.13815101981163025
69,4,fast,15620,361896,25144,1.609731113956466,12,12,0,2.370345838367939,0.1308665368705988,16068,0.1454532854259014
69,5,fast,13147,433008,25144,1.9125275728303035,12,12,0,4.449118489399552,0.14502777345478535,13147,0.15158675611019135
70,2,fast,54493,129536,117300,2.152570054869433,12,10,2,1.988172397017479,0.14187467843294144,56040,0.07608186081051826
70,3,fast,39333,259072,117300,2.9822286629547707,12,11,1,1.774206230416894,0.13604998774826527,39333,0.08228643797338009
70,4,fast,30080,333312,117300,3.8996010638297873,12,11,1,1.8102470431476831,0.13357233628630638,30080,0.0923487488180399
70,5,fast,25374,449024,117300,4.622842279498699,12,11,1,1.9168028607964516,0.14546102471649647,25374,0.10577966645359993
71,2,fast,12313,171622,18919,1.5365061317306912,12,12,0,1.8722297679632902,0.08467150293290615,12313,0.08411371149122715
71,3,fast,9867,250696,18919,1.9174014391405696,12,12,0,2.2821637243032455,0.09788846969604492,9892,0.09227268397808075
71,4,fast,10732,223406,18919,1.762858740216176,12,12,0,2.3037062603980303,0.07874433137476444,10732,0.08722169697284698
71,5,fast,10542,307214,18919,1.7946309998102827,12,12,0,2.618009641766548,0.0888266209512949,10641,0.0918311569839716
72,2,fast,11836023,113724192,23897828,2.01907583315781,12,11,1,323.3013358414173,22.61945907585323,11836023,31.199961487203836
72,3,fast,7941294,120851232,23897828,3.009311580707124,12,11,1,308.41889141872525,24.585459617897868,7941294,38.368520867079496
72,4,fast,5965868,123071264,23897828,4.005758759664142,12,11,1,359.3299650065601,25.014393381774426,5965868,49.39006458967924
72,5,fast,4826156,77245216,23897828,4.951731357212656,12,11,1,449.465768141672,22.051839657127857,4828978,54.82474890910089
73,2,fast,5294770,86179712,10081626,1.9040725092874666,12,10,2,16.126979978755116,1.0012792069464922,5341304,0.738769942894578
73,3,fast,3805931,134138624,10081626,2.648925059335022,12,10,2,13.901125306263566,1.0046821814030409,3805931,0.43680258840322495
73,4,fast,3295138,137012864,10081626,3.0595459127963687,12,10,2,16.020743396133184,1.0396532360464334,3295138,0.5907916389405727
73,5,fast,2848898,94477312,10081626,3.538780960216898,12,10,2,19.225770108401775,1.8020543474704027,2849703,0.6544846333563328
74,2,fast,814840,3776512,1682239,2.064502233567326,12,11,1,10.577562278136611,0.7492034509778023,817477,0.4281002152711153
74,3,fast,542996,5619712,1682239,3.0980688623857264,12,11,1,12.081475971266627,0.7450464479625225,542996,0.49073899164795876
74,4,fast,408908,6623232,1682239,4.113979183581637,12,11,1,12.693092847242951,0.7631064783781767,408936,0.5407598335295916
74,5,fast,328499,7151616,1682239,5.120986669670227,12,11,1,12.822248999029398,0.7502228002995253,328499,0.6085764020681381
75,2,fast,754663,4745798,1441809,1.9105335759140172,12,12,0,45.76995862647891,2.7378928009420633,754663,1.4978428408503532
75,3,fast,557783,12507404,1441809,2.5848923326813473,12,12,0,61.5239232480526,3.4462228529155254,558005,1.8785820212215185
75,4,fast,462730,11096688,1441809,3.115875348475353,12,12,0,66.07512161135674,3.4458765611052513,462730,1.8131563290953636
75,5,fast,378054,12427608,1441809,3.8137647002809123,12,12,0,80.16331088170409,3.38573494926095,378054,3.353412302210927
76,2,fast,3065214,31095808,6185113,2.017840516192344,12,10,2,328.95217530056834,24.36470460705459,3065214,40.07849901355803
76,3,fast,2046322,17912832,6185113,3.0225511918456625,12,10,2,413.50375665165484,31.28874065540731,2046370,50.31167991831899
76,4,fast,1527039,19563520,6185113,4.050396224326949,12,10,2,497.10952471755445,28.890621868893504,1527039,62.45110306702554
76,5,fast,1227673,22311936,6185113,5.038078543716446,12,11,1,549.6993661001325,29.789473466575146,1227673,71.71692769788206
77,2,fast,248734,57344,495320,1.9913642686564763,12,11,1,8.674886444583535,0.6609081663191319,248734,0.39731417782604694
77,3,fast,168976,114688,495320,2.9313038538017233,12,11,1,9.420863145962358,0.7226392608135939,168976,0.4874871876090765
77,4,fast,127832,114688,495320,3.8747731397459164,12,11,1,9.654710568487644,0.6540648806840181,127832,0.5417303424328566
77,5,fast,114837,172032,495320,4.313243989306582,12,11,1,9.713544573634863,0.7146412972360849,114837,0.5893803481012583
78,2,fast,1050081,2782080,2296143,2.1866341739351536,12,10,2,2.2745329719036818,0.14334494061768055,1050081,0.06253139860928059
78,3,fast,718909,6965760,2296143,3.193927186890135,12,10,2,3.038267893716693,0.1961213406175375,718909,0.06705226935446262
78,4,fast,540759,6950784,2296143,4.246148469096215,12,10,2,3.017428385093808,0.1426720805466175,544785,0.07604679837822914
78,5,fast,470359,10766304,2296143,4.8816818642781366,12,10,2,2.8758377972990274,0.18790865130722523,470359,0.07954771816730499
79,2,fast,15118882,194232320,31052251,2.053872171235942,12,10,2,260.6321379672736,20.248845065012574,15118882,15.091546311974525
79,3,fast,10181692,39960576,31052251,3.049812447675691,12,10,2,210.94967008568347,9.064944040030241,10181692,16.799161417409778
79,4,fast,7620379,31801344,31052251,4.074895881162866,12,10,2,189.81286207027733,14.364278052002192,7620379,17.356552943587303
79,5,fast,6063012,34084864,31052251,5.121588246897747,12,10,2,268.972792128101,15.987103559076786,6063040,22.655387284234166
80,2,fast,145825,1675264,292138,2.0033464769415397,12,10,2,2.002455111593008,0.15654433332383633,145825,0.09280027449131012
80,3,fast,100325,3047424,292138,2.9119162721156244,12,8,4,1.5812997538596392,0.16447178646922112,100325,0.10620618611574173
80,4,fast,90584,2666496,292138,3.225050781594984,12,9,3,2.131247131153941,0.1633568610996008,91774,0.1111961379647255
80,5,fast,89345,3047424,292138,3.2697744697520847,12,9,3,2.3480412531644106,0.17724864557385445,89345,0.1383039876818657
81,2,fast,76860,0,151795,1.9749544626593807,12,9,3,7.385272009298205,0.6786820255219936,76860,0.28106408566236496
81,3,fast,51943,0,151795,2.9223379473653814,12,9,3,7.275084935128689,0.7088843379169703,51943,0.31382701732218266
81,4,fast,39588,0,151795,3.834369000707285,12,9,3,7.555453520268202,0.6415016669780016,39588,0.3633855823427439
81,5,fast,30943,0,151795,4.905632937982743,12,9,3,9.856877250596881,0.5718241203576326,30943,0.6845255121588707
82,2,fast,407535,3389668,721041,1.7692738047038905,12,12,0,20.827651247382164,1.2714647520333529,407535,1.1742548532783985
82,3,fast,288553,5338828,721041,2.4988165085790133,12,12,0,25.161400519311428,1.435472073033452,288553,0.791178734973073
82,4,fast,235778,6420240,721041,3.058135194971541,12,12,0,33.44574365578592,1.6829481944441795,235778,0.8580318428575993
82,5,fast,206503,7708408,721041,3.491673244456497,12,12,0,32.757364727556705,2.682352351024747,207058,0.9285621512681246
83,2,fast,442847,5589600,1057993,2.389071169049356,12,10,2,12.409678239375353,0.9733955562114716,442847,0.3095046542584896
83,3,fast,290664,5739712,1057993,3.639917568051083,12,10,2,17.553194483742118,1.4629220105707645,290664,0.5874019283801317
83,4,fast,220741,6471456,1057993,4.7929156794614505,12,10,2,15.59820849262178,0.8787257522344589,221124,0.6990101803094149
83,5,fast,201107,7741824,1057993,5.26084621619337,12,10,2,13.452592227607965,0.809985563158989,202670,0.44020626321434975
84,2,fast,1175864,32004864,2507412,2.1323996652674118,12,9,3,127.00481291674078,14.310638746246696,1219928,2.742256447672844
84,3,fast,836220,0,2507412,2.998507569778288,12,9,3,85.63014784827828,7.43890612013638,836220,3.7989004906266928
84,4,fast,629028,0,2507412,3.986169137144928,12,8,4,75.06556091271341,4.952277099713683,629028,4.6779236402362585
84,5,fast,503472,0,2507412,4.98024120507198,12,8,4,62.97017234005034,7.112830471247435,503472,3.5103822015225887
85,2,fast,1843091,17607566,3187899,1.729648183404943,12,12,0,408.00867715477943,29.44495004415512,1843091,15.116792369633913
85,3,fast,1276351,31680716,3187899,2.497666394275556,12,12,0,527.4246349129826,33.51884816773236,1276351,18.821546027436852
85,4,fast,995687,27902578,3187899,3.201707966459339,12,12,0,566.2837446946651,27.62679404579103,995901,20.2355552110821
85,5,fast,890475,38398484,3187899,3.5799983155057693,12,12,0,371.347637437284,18.10292272642255,890883,20.61823678947985
86,2,fast,74609,1019206,118403,1.5869801230414562,12,12,0,20.610143404453993,1.0524177104234695,74609,0.8876502681523561
86,3,fast,63229,2197292,118403,1.8726059244966708,12,12,0,37.077098889276385,1.530266696587205,63289,1.864424554631114
86,4,fast,62299,2353614,118403,1.9005602016083725,12,12,0,33.73450323008001,1.3626347072422504,62341,1.1855508238077164
86,5,fast,60402,2265748,118403,1.9602496606072646,12,12,0,40.772791769355536,1.5749377366155386,60413,1.2543740961700678
87,2,fast,1987606,10142208,3974071,1.999425942566082,12,10,2,260.86835177987814,19.61102617532015,1987606,17.393820617347956
87,3,fast,1374901,11036160,3974071,2.890441566338231,12,11,1,236.90157716721296,13.276845820248127,1374901,22.29875246435404
87,4,fast,1046846,12607488,3974071,3.796232683699417,12,11,1,288.63563231378794,18.80194623954594,1046846,29.623711423948407
87,5,fast,833349,12487680,3974071,4.768795546643723,12,11,1,284.4279018994421,19.73439353890717,833349,33.64399819821119
88,2,fast,132639,1032234,243623,1.8367373095394266,12,12,0,12.231629813089967,0.6240354906767607,132639,0.43237917870283127
88,3,fast,122079,1572244,243623,1.9956175918872205,12,12,0,12.57443961687386,1.0746643356978893,122079,0.6185006964951754
88,4,fast,112565,2028164,243623,2.1642873006707237,12,12,0,15.319620788097382,0.6647525168955326,112676,0.9428619127720594
88,5,fast,112833,2034888,243623,2.1591467035353133,12,12,0,11.797659391537309,0.6701876129955053,113438,0.6266229059547186
89,2,fast,329513,1467520,693092,2.103382871085511,12,9,3,14.286061640828848,0.9701383337378502,329513,0.434187576174736
89,3,fast,225452,2429184,693092,3.074233096180118,12,9,3,17.723393063992262,1.098552430048585,225462,0.5187226142734289
89,4,fast,165365,1827200,693092,4.191285943216521,12,9,3,19.72748244740069,1.0141286123543978,165616,0.5813409201800823
89,5,fast,133148,2186320,693092,5.205425541502689,12,9,3,21.420706463977695,0.9601651858538389,133330,0.6587502639740705
90,2,fast,470442,3196848,1178363,2.5047997415196774,12,10,2,6.7326693292707205,0.5764950644224882,470442,0.11141267605125904
90,3,fast,342250,5523456,1178363,3.442989043097151,12,10,2,8.999346870929003,0.6175991874188185,342250,0.20112843997776508
90,4,fast,294798,7360608,1178363,3.9971879049382966,12,10,2,10.466214843094349,0.6044375188648701,295201,0.23930657282471657
90,5,fast,267434,7981056,1178363,4.406182459971432,12,10,2,7.437363004311919,0.4161413572728634,267434,0.21450374089181423
91,2,fast,4532609,52032556,9186769,2.0268170053935823,12,10,2,400.3241965547204,24.45766168087721,4532720,32.32547271437943
91,3,fast,3042680,60113508,9186769,3.01930173399766,12,11,1,412.9463149420917,27.829275250434875,3042680,24.14035859890282
91,4,fast,2314443,67112896,9186769,3.969321776341003,12,10,2,461.3630810342729,29.048039523884654,2314443,54.34950842522085
91,5,fast,1872567,71035764,9186769,4.90597612795697,12,11,1,520.2444575373083,28.58133946545422,1872567,66.15781340375543
92,2,fast,2017778,10740320,4815554,2.3865628428895547,12,10,2,192.619665812701,13.128668023273349,2024405,8.065821828320622
92,3,fast,1348585,21856448,4815554,3.5708197851822465,12,10,2,225.61740910634398,16.24370175972581,1354104,7.712265683338046
92,4,fast,1018849,18053920,4815554,4.726464863782563,12,10,2,227.03080360218883,15.287238243967295,1027253,11.053446335718036
92,5,fast,826308,19945856,4815554,5.8277954467341475,12,9,3,235.10887845605612,14.616711750626564,830791,10.79625254124403
93,2,fast,37827,8192,74205,1.9616940280751844,12,8,4,0.7911108415573835,0.08041104674339294,37827,0.0553923025727272
93,3,fast,25103,16384,74205,2.956021192686133,12,8,4,0.812577947974205,0.07092897780239582,25103,0.06361741200089455
93,4,fast,19779,24576,74205,3.751706355225239,12,8,4,0.7997229490429163,0.07042810507118702,19779,0.07426800578832626
93,5,fast,15876,32768,74205,4.674036281179139,12,8,4,0.8593565449118614,0.07298915833234787,15876,0.08407383225858212
94,2,fast,47498,106272,94892,1.997810434123542,12,11,1,0.8746019676327705,0.12534390203654766,47498,0.03849179483950138
94,3,fast,32728,212544,94892,2.8994133463700806,12,11,1,1.6090578585863113,0.12939980067312717,32728,0.08236921578645706
94,4,fast,24668,318528,94892,3.846765039727582,12,11,1,1.7459495849907398,0.13250982575118542,24668,0.09070805087685585
94,5,fast,21804,424800,94892,4.3520454962392225,12,11,1,1.8106716573238373,0.1303161084651947,21804,0.099387863650918
95,2,fast,1042890,0,2084853,1.9991111238960964,12,9,3,13.104935167357326,0.9866506084799767,1042890,0.4067613482475281
95,3,fast,695775,0,2084853,2.9964471273040854,12,8,4,11.908419538289309,0.9244694449007511,695775,0.42055365443229675
95,4,fast,524422,0,2084853,3.9755254356224565,12,8,4,13.873413734138012,1.606613578274846,524422,0.5305950809270144
95,5,fast,420852,0,2084853,4.953886401870491,12,8,4,11.014676984399557,1.4024133328348398,420852,0.5769501458853483
96,2,fast,42443,346520,84194,1.9836957802228872,12,11,1,2.4369772225618362,0.14790297485888004,42443,0.07013878040015697
96,3,fast,30876,123264,84194,2.726842855292136,12,12,0,2.3036240451037884,0.13331668451428413,30876,0.09925822354853153
96,4,fast,24217,234168,84194,3.476648635256225,12,12,0,2.6775604858994484,0.13932461850345135,24217,0.09795826114714146
96,5,fast,22137,448896,84194,3.803315715769978,12,12,0,2.9557253923267126,0.1486787609755993,22456,0.10901610180735588
97,2,fast,5153667,2490368,11491509,2.22977328570123,12,11,1,29.647222625091672,1.3073682729154825,5153667,1.0717522036284208
97,3,fast,3444086,82444288,11491509,3.336591769195078,12,11,1,41.4510039575398,2.585243757814169,3444086,1.5180324707180262
97,4,fast,2622394,14221312,11491509,4.382068064524248,12,11,1,27.471980459988117,1.849675141274929,2622394,1.7658665850758553
97,5,fast,2102348,21311488,11491509,5.466035594487687,12,11,1,32.252004113048315,3.626073770225048,2102348,2.197485389187932
98,2,fast,89620,0,177430,1.9798036152644498,12,12,0,2.305812707170844,0.1466909609735012,89620,0.08722063526511192
98,3,fast,65476,784240,177430,2.709847883193842,12,12,0,4.775540769100189,0.37296703830361366,65476,0.09410211443901062
98,4,fast,53735,961274,177430,3.301944728761515,12,12,0,5.437050523236394,0.227128392085433,53735,0.19223503954708576
98,5,fast,47355,1166870,177430,3.746806039488966,12,12,0,5.217360004782677,0.3405372705310583,47355,0.12129094265401363
99,2,fast,807983,5906432,1622999,2.0087043910577327,12,11,1,23.790934804826975,2.588640511035919,808277,0.8137496095150709
99,3,fast,540063,6479872,1622999,3.0052030966757584,12,11,1,28.795520707964897,1.6302007026970387,540063,1.0540138892829418
99,4,fast,405336,9838592,1622999,4.004083032348471,12,11,1,28.848094845190644,1.5720502082258463,405336,2.1613929737359285
99,5,fast,332266,7084052,1622999,4.884637609626022,12,11,1,27.422307515516877,1.715722607448697,332266,1.428936967626214
100,2,fast,76850,621700,151223,1.9677683799609629,12,11,1,3.1771279983222485,0.21719683706760406,76850,0.08731277287006378
100,3,fast,57811,72192,151223,2.6158170590372074,12,12,0,2.1657659001648426,0.15776380896568298,57811,0.10546309314668179
100,4,fast,49623,1207894,151223,3.0474376801080143,12,12,0,4.8093252293765545,0.27200896479189396,49623,0.10990758799016476
100,5,fast,53383,1599352,151223,2.8327932113219565,12,12,0,5.56842065602541,0.26452930830419064,53383,0.1269378662109375
