case,cores,config,makespan,singlecore_makespan,speedup,added_copy_bytes,seconds,official_calls,initial_makespan,best_candidate,noncopy_ops
case_042,2,shared_region,931399,1686740,1.8109746735824281,20434744,54.30385488271713,11,1196084,grain_1.0,4733
case_042,3,shared_region,660021,1686740,2.5555853525872663,20477752,54.44956090673804,11,1197568,directed_split,4733
case_042,4,shared_region,543908,1686740,3.101149459099701,23795128,60.77898355573416,11,1196814,directed_split,4733
case_042,5,shared_region,477497,1686740,3.53246198405435,23795128,61.48536076955497,11,1196774,local_reschedule,4733
case_043,1,fixed_single,677656,,1.0,49160,0.08799109992105514,0,,,
case_043,2,shared_region,437116,677656,1.5502887105482297,9046748,58.92488239996601,11,495051,region_boundary_1278_0,9309
case_043,3,shared_region,343054,677656,1.9753624793764246,11212820,62.78261819994077,11,487796,directed_split,9309
case_043,4,shared_region,294918,677656,2.2977776873571636,11235348,68.34434860001784,11,489083,directed_split,9309
case_043,5,shared_region,294404,677656,2.301789377861714,13144938,63.6215697999578,11,490234,grain_0.25,9309
case_044,1,fixed_single,154407,,1.0,4438112,0.4707812999840826,1,,,
case_044,2,shared_region,146270,154407,1.0556299993163327,6398976,3.525395300006494,11,186011,local_reschedule,1364
case_044,3,shared_region,143812,154407,1.0736725725252414,5510560,3.7024702000198886,11,179664,multilevel,1364
case_044,4,shared_region,143812,154407,1.0736725725252414,5510560,3.6452484999317676,11,181990,multilevel,1364
case_044,5,shared_region,143812,154407,1.0736725725252414,5510560,3.4473625000100583,11,179294,multilevel,1364
case_045,1,fixed_single,125614,,1.0,0,0.34975649998523295,1,,,
case_045,2,shared_region,65817,125614,1.9085342692617409,348160,2.7312311000423506,11,72341,directed_split,1651
case_045,3,shared_region,48646,125614,2.582206142334416,323584,2.795107299927622,11,53081,directed_split,1651
case_045,4,shared_region,37337,125614,3.3643302889894744,303104,2.9154398000100628,11,42443,local_reschedule,1651
case_045,5,shared_region,33313,125614,3.770720139284964,557056,2.8165282999398187,11,34306,region_boundary_246_0,1651
case_046,1,fixed_single,276455,,1.0,3176288,0.3018393999664113,1,,,
case_046,2,shared_region,152419,276455,1.81378305854257,5255872,2.446032300009392,11,164610,local_reschedule,992
case_046,3,shared_region,152587,276455,1.8117860630328928,5924000,2.387714899959974,11,152587,greedy,992
case_046,4,shared_region,157369,276455,1.7567309953040307,6977824,2.3582338999258354,11,175764,random_migrate,992
case_046,5,shared_region,111389,276455,2.4818877986156624,4672800,2.477327900007367,11,125820,directed_split,992
case_047,1,fixed_single,326508,,1.0,0,156.13936982117593,1,,,
case_047,2,shared_region,276535,326508,1.180711302366789,4380996,205.91189531236887,11,291541,grain_1.0,13710
case_047,3,shared_region,241969,326508,1.3493794659646483,5051902,229.80694590508938,11,287232,grain_0.5,13710
case_047,4,shared_region,225654,326508,1.446940891807812,5078720,226.9422507174313,11,287278,directed_split,13710
case_047,5,shared_region,222583,326508,1.4669044805757852,5064318,222.90877434052527,11,287301,directed_split,13710
case_048,1,fixed_single,222220,,1.0,0,0.4557813999708742,1,,,
case_048,2,shared_region,197496,222220,1.1251873455664925,1716280,4.0172148999990895,11,230678,grain_0.25,1728
case_048,3,shared_region,197613,222220,1.1245211600451388,1716280,4.019339099992067,11,230678,grain_0.25,1728
case_048,4,shared_region,197613,222220,1.1245211600451388,1716280,4.011879800003953,11,230678,grain_0.25,1728
case_048,5,shared_region,197613,222220,1.1245211600451388,1716280,4.182133299997076,11,230678,grain_0.25,1728
case_049,1,fixed_single,196276,,1.0,0,1.9773611000273377,1,,,
case_049,2,shared_region,156968,196276,1.250420467866062,2635492,12.361315899994224,11,176426,directed_split,4303
case_049,3,shared_region,132866,196276,1.4772477533755815,4012736,12.351153600029647,11,175242,grain_0.25,4303
case_049,4,shared_region,123251,196276,1.5924901217840017,4012736,12.76913070003502,11,175242,grain_0.25,4303
case_049,5,shared_region,117489,196276,1.670590438253794,4013760,15.265926199965179,11,175242,directed_split,4303
case_050,1,fixed_single,149690,,1.0,0,6.5964301489293575,1,,,
case_050,2,shared_region,115543,149690,1.2955349956293327,2598688,43.5654052849859,11,136947,directed_split,4555
case_050,3,shared_region,104366,149690,1.4342793630109423,3416202,44.68033463135362,11,135904,grain_0.25,4555
case_050,4,shared_region,98003,149690,1.5274022223809476,3448972,42.141811445355415,11,135945,directed_split,4555
case_050,5,shared_region,99382,149690,1.506208367712463,3424394,34.10961481183767,11,135945,directed_split,4555
case_051,1,fixed_single,607628,,1.0,0,0.3187582999235019,1,,,
case_051,2,shared_region,429872,607628,1.4135091376037519,10225204,4.1511974999448285,11,632622,grain_0.25,1416
case_051,3,shared_region,352843,607628,1.7220916951732073,10225204,4.048262199969031,11,632622,grain_0.25,1416
case_051,4,shared_region,336378,607628,1.8063844841220293,10225204,3.9460619000019506,11,632622,directed_split,1416
case_051,5,shared_region,328989,607628,1.8469553693284577,10225204,3.7012276999885216,11,632622,directed_split,1416
case_052,1,fixed_single,180301,,1.0,0,0.30265790002886206,1,,,
case_052,2,shared_region,102068,180301,1.7664792099384723,1106430,3.1040358000900596,11,149491,directed_split,1008
case_052,3,shared_region,69095,180301,2.6094652290324913,1106430,3.455530200037174,11,149761,directed_split,1008
case_052,4,shared_region,55828,180301,3.2295801389983523,1087998,3.025635899975896,11,86504,grain_1.0,1008
case_052,5,shared_region,56150,180301,3.211059661620659,1101822,2.931015400099568,11,128182,region_boundary_2300_0,1008
case_053,1,fixed_single,1472686,,1.0,5405536,62.14849831163883,1,,,
case_053,2,shared_region,827162,1472686,1.780408190898518,14142054,133.90032137930393,11,842241,region_boundary_10_0,11670
case_053,3,shared_region,631866,1472686,2.3306935331225294,18095268,164.3006533589214,11,655845,local_reschedule,11670
case_053,4,shared_region,538539,1472686,2.734594894705862,20267908,178.22667465545237,11,589109,local_reschedule,11670
case_053,5,shared_region,474708,1472686,3.102298676238867,20272004,182.59745812229812,11,558526,directed_split,11670
case_054,1,fixed_single,815051,,1.0,0,204.8658708743751,1,,,
case_054,2,shared_region,510200,815051,1.597512740101921,6569360,219.32195358164608,11,530518,directed_split,15751
case_054,3,shared_region,402111,815051,2.0269303749462213,6732340,214.38144828379154,11,425144,directed_split,15751
case_054,4,shared_region,362394,815051,2.2490742120454534,11175330,303.4082778468728,11,381548,region_boundary_15600_0,15751
case_054,5,shared_region,333071,815051,2.447078851055781,11208098,295.354842627421,11,365383,directed_split,15751
case_055,1,fixed_single,118835,,1.0,69632,0.29752799996640533,1,,,
case_055,2,shared_region,67319,118835,1.7652520090910442,841690,2.9616159999277443,11,69051,grain_1.0,1236
case_055,3,shared_region,46854,118835,2.5362829214154607,841690,3.309523099916987,11,69224,region_boundary_1627_0,1236
case_055,4,shared_region,43548,118835,2.7288279599522367,1231458,3.2773896999424323,11,69396,region_repartition_3_0,1236
case_055,5,shared_region,37477,118835,3.1708781385916693,1236058,3.718303499976173,11,60693,directed_split,1236
case_056,1,fixed_single,277285,,1.0,0,0.08055489999242127,0,,,
case_056,2,shared_region,231882,277285,1.1958021752443053,4095676,38.26409259997308,11,252311,directed_split,7678
