case,cores,single_makespan,baseline_makespan,makespan,external_makespan,baseline_speedup,speedup,external_speedup,baseline_added_bytes,added_bytes,external_added_bytes,spill_added_bytes,partition_added_bytes,mean_speedup_loss_contribution,gate,tasks,used_cores,solve_seconds,validation_seconds,local_prepare_seconds,best_candidate,noncopy_ops,components,max_depth,largest_component_node_fraction,largest_component_work_fraction
case_059,5,829473,230764,150782,150782,3.594464474528089,5.501140719714555,5.501140719714555,12089344,4325376,4325376,0,4325376,0.0,eligible,5,5,18.89492883719504,2.548487229272723,2.6680701207369566,structural_component_lpt,2752,64,21,0.015625,0.015625
case_060,2,888789,475066,441525,441525,1.870874783714263,2.012998131476134,2.012998131476134,8605406,2746508,2746508,1538060,1208448,0.0,eligible,2,2,51.26753134839237,20.028323903679848,16.267423141747713,structural_component_lpt,5281,89,40,0.03465252793031623,0.027346744287223685
case_060,3,888789,347738,295983,295983,2.555915660641057,3.0028380008311286,3.0028380008311286,13293140,3159296,3159296,834560,2324736,0.0,eligible,3,3,50.25348993577063,19.568999970331788,15.976425878703594,structural_component_lpt,5281,89,40,0.03465252793031623,0.027346744287223685
case_060,4,888789,287298,223107,223107,3.093613599816219,3.9836894404926784,3.9836894404926784,9249456,3960200,3960200,1010696,2949504,0.0,eligible,4,4,51.74814433977008,16.48320018313825,17.228916877880692,structural_component_lpt,5281,89,40,0.03465252793031623,0.027346744287223685
case_060,5,888789,264465,180081,180081,3.3607055754069535,4.935495693604545,4.935495693604545,8681136,3733888,3733888,169984,3563904,0.0,eligible,5,5,51.91728323698044,10.260381169617176,16.871984757483006,structural_component_lpt,5281,89,40,0.03465252793031623,0.027346744287223685
case_061,2,77191,54640,39298,39298,1.4127196193265008,1.9642475444042953,1.9642475444042953,840662,34560,34560,0,34560,0.0,eligible,2,2,4.5082881059497595,0.4361083284020424,1.17844177223742,structural_component_pipe,1115,40,44,0.14977578475336323,0.23506357057691626
case_061,3,77191,38026,28342,28342,2.0299531899226846,2.723555147837132,2.723555147837132,837462,43008,43008,0,43008,0.0,eligible,3,3,6.377760462462902,0.507580641657114,1.7493137679994106,structural_component_pipe,1115,40,44,0.14977578475336323,0.23506357057691626
case_061,4,77191,30297,24024,24024,2.5478100141928244,3.213078588078588,3.213078588078588,840662,70656,70656,0,70656,0.0,eligible,4,4,5.328355556353927,0.45717254281044006,1.3756935484707355,structural_component_lpt,1115,40,44,0.14977578475336323,0.23506357057691626
case_061,5,77191,27573,27573,22283,2.7995140173357993,2.7995140173357993,3.46412063007674,848854,848854,82944,0,848854,0.006646066127409407,dominant_component,71,5,4.130979243665934,0.3422304317355156,0,directed_split,1115,40,44,0.14977578475336323,0.23506357057691626
case_062,2,2854809,1463796,1463796,1432564,1.9502779075772854,1.9502779075772854,1.9927968314155597,3431424,3431424,52224,0,3431424,0.0004251892383827438,insufficient_independent_components,208,2,83.49547012522817,11.564010184258223,0,local_reschedule,19636,1,27,1.0,1.0
case_062,3,2854809,982412,982412,1007579,2.9059182909003556,2.9059182909003556,2.83333515287635,3469824,3469824,52224,0,3469824,-0.000725831380240054,insufficient_independent_components,210,3,92.87914712354541,13.343906501308084,0,region_boundary_1250_0,19636,1,27,1.0,1.0
case_062,4,2854809,744188,744188,756603,3.83613952388375,3.83613952388375,3.77319281049639,3511296,3511296,52224,0,3511296,-0.0006294671338736002,insufficient_independent_components,210,4,92.29568460397422,12.278321912512183,0,local_reschedule,19636,1,27,1.0,1.0
case_062,5,2854809,605685,605685,673310,4.71335595235147,4.71335595235147,4.239962275920453,3469824,3469824,52224,0,3469824,-0.0047339367643101675,insufficient_independent_components,210,5,91.3784513566643,13.264752550050616,0,region_boundary_1250_0,19636,1,27,1.0,1.0
case_063,2,1070397,552512,552512,538695,1.9373280580331287,1.9373280580331287,1.9870186283518503,1903104,1903104,36864,0,1903104,0.000496905703187216,insufficient_independent_components,115,2,30.63951462879777,3.0747164338827133,0,greedy,7360,1,25,1.0,1.0
case_063,3,1070397,371366,371366,360020,2.882323637597411,2.882323637597411,2.973159824454197,1903104,1903104,36864,0,1903104,0.0009083618685678596,insufficient_independent_components,115,3,27.389530083164573,2.9136467464268208,0,greedy,7360,1,25,1.0,1.0
case_063,4,1070397,283231,283231,337110,3.7792367360917414,3.7792367360917414,3.1752158049301413,1915392,1915392,36864,0,1915392,-0.006040209311616001,insufficient_independent_components,116,4,31.02710304223001,3.136061243712902,0,directed_split,7360,1,25,1.0,1.0
case_063,5,1070397,229053,229053,337213,4.673141150738039,4.673141150738039,3.1742459513719816,1920000,1920000,36864,0,1920000,-0.014988951993660576,insufficient_independent_components,116,5,30.871381882578135,2.6319426838308573,0,local_reschedule,7360,1,25,1.0,1.0
case_064,2,19116,19089,19089,19116,1.0014144271570014,1.0014144271570014,1.0,17994,17994,0,0,17994,-1.4144271570013522e-05,insufficient_independent_components,4,1,2.628103407099843,0.16095185466110706,0,random_split,906,1,122,1.0,1.0
case_064,3,19116,19089,19089,17462,1.0014144271570014,1.0014144271570014,1.0947199633489864,17994,17994,104006,0,17994,0.00093305536191985,insufficient_independent_components,4,1,1.9395068883895874,0.2229040525853634,0,random_split,906,1,122,1.0,1.0
case_064,4,19116,19076,19076,16917,1.0020968756552737,1.0020968756552737,1.1299875864514985,15692,15692,104006,0,15692,0.0012789071079622482,insufficient_independent_components,3,1,2.2859187722206116,0.18962343782186508,0,directed_split,906,1,122,1.0,1.0
case_064,5,19116,19083,19083,16917,1.0017292878478228,1.0017292878478228,1.1299875864514985,7366,7366,104006,0,7366,0.0012825829860367577,insufficient_independent_components,2,1,2.3645729515701532,0.2296048328280449,0,multilevel,906,1,122,1.0,1.0
case_065,2,53068,28757,26410,26802,1.8453941648989811,2.0093903824308974,1.9800014924259384,100936,13984,13968,0,13984,-0.0002938889000495903,eligible,3,2,3.354193380102515,0.2778884768486023,1.0119009129703045,directed_split,704,42,27,0.08664772727272728,0.05801959258594202
case_065,3,53068,22795,17964,17851,2.328054397894275,2.9541304831885995,2.972830653744888,443572,27936,27936,0,27936,0.00018700170556288587,eligible,3,3,3.5058201514184475,0.27732562832534313,1.0352859236299992,structural_component_lpt,704,42,27,0.08664772727272728,0.05801959258594202
case_065,4,53068,18606,13800,13800,2.852198215629367,3.8455072463768114,3.8455072463768114,452788,41904,41904,0,41904,0.0,eligible,4,4,3.6794059816747904,0.31526503898203373,1.0267340894788504,structural_component_lpt,704,42,27,0.08664772727272728,0.05801959258594202
case_065,5,53068,18100,10949,10984,2.9319337016574587,4.846835327427162,4.8313911143481425,452788,66132,55872,0,66132,-0.00015444213079019776,eligible,6,5,3.4248014204204082,0.24903651885688305,0.9018049985170364,directed_split,704,42,27,0.08664772727272728,0.05801959258594202
case_066,2,359070,242005,242005,224303,1.4837296750067148,1.4837296750067148,1.6008256688497255,4846614,4846614,2359826,0,4846614,0.0011709599384301073,dominant_component,374,2,30.473591586574912,4.8015043791383505,0,local_reschedule,5962,28,153,0.6164038913116404,0.6847608183542466
case_066,3,359070,176353,176353,186195,2.03608671244606,2.03608671244606,1.9284620961894787,4877334,4877334,2359826,0,4877334,-0.0010762461625658127,dominant_component,375,3,27.56209204904735,5.12797112390399,0,directed_split,5962,28,153,0.6164038913116404,0.6847608183542466
case_066,4,359070,162001,162001,160861,2.216467799581484,2.216467799581484,2.2321756050254566,5725374,5725374,3394350,0,5725374,0.00015707805443972766,dominant_component,746,4,30.72269800119102,7.906224150210619,0,grain_0.25,5962,28,153,0.6164038913116404,0.6847608183542466
case_066,5,359070,140194,140194,150435,2.5612365721785526,2.5612365721785526,2.386878053644431,5725374,5725374,3394350,0,5725374,-0.0017435851853412165,dominant_component,746,5,29.002762474119663,6.861783470958471,0,grain_0.25,5962,28,153,0.6164038913116404,0.6847608183542466
case_067,2,63834834,32203165,32203165,33768704,1.9822534213640182,1.9822534213640182,1.890354868223548,262601984,262601984,264024576,1474560,261127424,-0.0009189855314047013,all_components_have_large_union_footprint,551,2,40.21580225229263,7.231061436235905,0,local_reschedule,8804,71,123,0.014084507042253521,0.014084507042253521
case_067,3,63834834,21585693,21585693,23568859,2.957275172958311,2.957275172958311,2.7084397254869232,247821184,247821184,263599744,0,247821184,-0.002488354474713876,all_components_have_large_union_footprint,1101,3,48.114103792235255,14.62089884839952,0,grain_0.25,8804,71,123,0.014084507042253521,0.014084507042253521
case_067,4,63834834,16358776,16358776,18473155,3.902176666518326,3.902176666518326,3.4555458447677183,262601984,262601984,263174912,884736,261717248,-0.004466308217506079,all_components_have_large_union_footprint,552,4,49.46107230708003,7.7559839859604836,0,directed_split,8804,71,123,0.014084507042253521,0.014084507042253521
case_067,5,63834834,13455316,13455316,15931687,4.744209203262116,4.744209203262116,4.006784341168641,262606080,262606080,262750080,1474560,261131520,-0.007374248620934756,all_components_have_large_union_footprint,552,5,50.67834637872875,6.838302867487073,0,local_reschedule,8804,71,123,0.014084507042253521,0.014084507042253521
case_068,2,362095,243395,243395,248296,1.48768462786828,1.48768462786828,1.4583199084963108,4401532,4401532,2523976,0,4401532,-0.0002936471937196927,dominant_component,335,2,23.875700967386365,4.24547678232193,0,grain_0.5,5351,32,263,0.7804148757241637,0.8026641060739167
case_068,3,362095,224168,224168,213549,1.6152840726597908,1.6152840726597908,1.695606160646971,4401532,4401532,2523976,0,4401532,0.0008032208798718022,dominant_component,335,3,23.303002825006843,4.498181328177452,0,local_reschedule,5351,32,263,0.7804148757241637,0.8026641060739167
case_068,4,362095,225518,225518,184479,1.6056146294309102,1.6056146294309102,1.9627979336401433,4426108,4426108,2523976,0,4426108,0.0035718330420923317,dominant_component,336,4,26.043951673433185,4.625862142071128,0,directed_split,5351,32,263,0.7804148757241637,0.8026641060739167
case_068,5,362095,226325,226325,177749,1.5998895393792114,1.5998895393792114,2.037114132850255,4426684,4426684,2523976,0,4426684,0.004372245934710437,dominant_component,337,5,22.979230558499694,3.293609570711851,0,directed_split,5351,32,263,0.7804148757241637,0.8026641060739167
case_069,2,25144,21862,21862,19207,1.1501235019668832,1.1501235019668832,1.3091060550840838,514378,514378,351116,0,514378,0.0015898255311720066,insufficient_independent_components,19,2,3.7311807554215193,0.3121309448033571,0,directed_split,1032,1,45,1.0,1.0
case_069,3,25144,21862,21862,16983,1.1501235019668832,1.1501235019668832,1.480539362892304,514378,514378,351116,0,514378,0.0033041586092542085,insufficient_independent_components,19,2,3.689725810661912,0.20127320103347301,0,directed_split,1032,1,45,1.0,1.0
case_069,4,25144,21862,21862,16296,1.1501235019668832,1.1501235019668832,1.5429553264604812,514378,514378,351116,0,514378,0.00392831824493598,insufficient_independent_components,19,2,3.455074816942215,0.28129991330206394,0,directed_split,1032,1,45,1.0,1.0
case_069,5,25144,24830,24830,15746,1.0126459927507048,1.0126459927507048,1.5968499936491807,71044,71044,351116,0,71044,0.005842040008984759,insufficient_independent_components,2,1,2.7816421296447515,0.27830059453845024,0,directed_split,1032,1,45,1.0,1.0
case_070,2,117300,66479,58498,58498,1.7644669745333112,2.005196758863551,2.005196758863551,447850,129536,129536,0,129536,0.0,eligible,2,2,4.858609851449728,0.38833189755678177,1.6864148154854774,structural_component_pipe,1191,38,34,0.23929471032745592,0.0950638730960904
case_070,3,117300,60156,39333,39333,1.9499301815280272,2.9822286629547707,2.9822286629547707,1611692,259072,259072,0,259072,0.0,eligible,3,3,5.680318085476756,0.5710500683635473,1.5971320066601038,structural_component_lpt,1191,38,34,0.23929471032745592,0.0950638730960904
case_070,4,117300,48767,30080,30080,2.405315069616749,3.8996010638297873,3.8996010638297873,1611692,333312,333312,0,333312,0.0,eligible,4,4,5.601515967398882,0.5502056963741779,1.5637862160801888,structural_component_lpt,1191,38,34,0.23929471032745592,0.0950638730960904
case_070,5,117300,44868,25374,25374,2.614335383792458,4.622842279498699,4.622842279498699,1611692,449024,449024,0,449024,0.0,eligible,5,5,4.663327291607857,0.6130483541637659,1.03161096945405,structural_component_lpt,1191,38,34,0.23929471032745592,0.0950638730960904
case_071,2,18919,18901,18901,14826,1.0009523305645205,1.0009523305645205,1.2760690678537705,93316,93316,249642,0,93316,0.0027511673728925,insufficient_independent_components,2,1,2.222032720223069,0.20335350558161736,0,multilevel,741,1,45,1.0,1.0
case_071,3,18919,18757,18757,13216,1.0086367756037746,1.0086367756037746,1.431522397094431,57220,57220,249642,0,57220,0.004228856214906564,insufficient_independent_components,2,1,2.2478637024760246,0.18530411645770073,0,directed_split,741,1,45,1.0,1.0
case_071,4,18919,18449,18449,12853,1.0254756355358015,1.0254756355358015,1.4719520734458882,155940,155940,249642,0,155940,0.004464764379100867,insufficient_independent_components,4,2,2.415765827521682,0.20187262631952763,0,region_boundary_739_0,741,1,45,1.0,1.0
case_071,5,18919,18757,18757,12502,1.0086367756037746,1.0086367756037746,1.5132778755399137,57220,57220,249642,0,57220,0.00504641099936139,insufficient_independent_components,2,1,2.0675584748387337,0.1450615655630827,0,directed_split,741,1,45,1.0,1.0
case_072,2,23897828,12769723,12769723,11610962,1.8714445097986856,1.8714445097986856,2.0582125753232163,208949012,208949012,114461472,1472256,207476756,0.0018676806552453073,all_components_have_large_union_footprint,367,2,276.8406271971762,32.14355397969484,0,multilevel,29666,476,250,0.2069709431672622,0.006280940753295935
case_072,3,23897828,8956496,8956496,7835724,2.6682117649580817,2.6682117649580817,3.0498557631687895,208995092,208995092,115133216,251136,208743956,0.0038164399821070784,all_components_have_large_union_footprint,368,3,289.3506772071123,32.875341076403856,0,local_reschedule,29666,476,250,0.2069709431672622,0.006280940753295935
case_072,4,23897828,7126265,7126265,5885879,3.3534857320068787,3.3534857320068787,4.060196956138582,209781524,209781524,118934304,251136,209530388,0.007067112241317033,all_components_have_large_union_footprint,375,4,293.9505778271705,38.5331467743963,0,region_boundary_22433_0,29666,476,250,0.2069709431672622,0.006280940753295935
case_072,5,23897828,6027316,6027316,4785281,3.964920372517386,3.964920372517386,4.994028145891537,210879252,210879252,121807536,251136,210628116,0.010291077733741511,all_components_have_large_union_footprint,388,5,284.07901611737907,36.77275091968477,0,directed_split,29666,476,250,0.2069709431672622,0.006280940753295935
case_073,2,10081626,5168597,5168597,5980423,1.9505536995823045,1.9505536995823045,1.6857713910872192,124388224,124388224,141121024,2359296,122028928,-0.0026478230849508533,all_components_have_large_union_footprint,304,2,22.85014803148806,3.352694632485509,0,directed_split,4836,39,123,0.02564102564102564,0.02564102564102564
case_073,3,10081626,3836078,3836078,4515227,2.6281076662153375,2.6281076662153375,2.232806013961203,131784832,131784832,140671616,1179648,130605184,-0.003953016522541346,all_components_have_large_union_footprint,153,3,19.822457663714886,2.7043650709092617,0,directed_split,4836,39,123,0.02564102564102564,0.02564102564102564
case_073,4,10081626,3249411,3249411,3903787,3.1026010560067654,3.1026010560067654,2.5825246100773427,131636352,131636352,140222208,1179648,130456704,-0.005200764459294227,all_components_have_large_union_footprint,152,4,23.143988464027643,2.5209842640906572,0,grain_1.0,4836,39,123,0.02564102564102564,0.02564102564102564
case_073,5,10081626,3017992,3017992,3517515,3.340507860855827,3.340507860855827,2.8661216796516857,124387200,124387200,139772800,2359296,122027904,-0.004743861812041414,all_components_have_large_union_footprint,303,5,20.474597200751305,3.7305341325700283,0,local_reschedule,4836,39,123,0.02564102564102564,0.02564102564102564
case_074,2,1682239,917940,831774,826889,1.8326241366538119,2.022471248199631,2.034419371886674,15405612,6869040,6168576,3543040,3326000,0.00011948123687043122,eligible,3,2,26.63604380004108,5.317714925855398,10.18354799412191,directed_split,3609,73,38,0.07453588251593239,0.03294552784273819
case_074,3,1682239,636584,551928,548347,2.64260333278876,3.0479319766346333,3.06783660711192,15376940,7438392,7626752,2138112,5300280,0.00019904630477286746,eligible,4,3,29.755103381350636,6.423973498865962,9.18353072553873,directed_split,3609,73,38,0.07453588251593239,0.03294552784273819
case_074,4,1682239,514886,414717,418987,3.2672067214878635,4.056354092067603,4.015014785661608,15704620,8323084,7852032,1613824,6709260,-0.0004133930640599548,eligible,6,4,32.978672076016665,6.726452188566327,10.808246295899153,region_repartition_2_0,3609,73,38,0.07453588251593239,0.03294552784273819
case_074,5,1682239,460943,335011,334111,3.6495597069485815,5.021444071985696,5.034970414024082,17429468,8036364,9535488,974848,7061516,0.00013526342038385763,eligible,6,5,30.338513363152742,5.6156206745654345,9.687487583607435,directed_split,3609,73,38,0.07453588251593239,0.03294552784273819
case_075,2,1441809,1008737,1008737,1003706,1.429321022228787,1.429321022228787,1.4364853851625874,12444746,12444746,7676346,0,12444746,7.164362933800294e-05,insufficient_independent_components,927,2,41.05105412006378,13.534509517252445,0,grain_0.25,7410,1,459,1.0,1.0
case_075,3,1441809,778382,778382,813825,1.8523154440878644,1.8523154440878644,1.7716450096765275,12461130,12461130,7676346,0,12461130,-0.0008067043441133692,insufficient_independent_components,928,3,42.10543759353459,12.676753990352154,0,directed_split,7410,1,459,1.0,1.0
case_075,4,1441809,698816,698816,732196,2.0632169269163843,2.0632169269163843,1.9691571655676896,12461130,12461130,7676346,0,12461130,-0.0009405976134869465,insufficient_independent_components,928,4,39.76897817105055,12.87297185510397,0,directed_split,7410,1,459,1.0,1.0
case_075,5,1441809,709725,709725,660780,2.0315037514530276,2.0315037514530276,2.1819803868155816,12444746,12444746,10855040,0,12444746,0.0015047663536255395,insufficient_independent_components,927,5,42.722925525158644,11.79854817315936,0,grain_0.25,7410,1,459,1.0,1.0
case_076,2,6185113,3525184,3065214,3063226,1.7545504007734065,2.017840516192344,2.0191500725052607,95300232,31095808,50492416,27021312,4074496,1.3095563129166266e-05,eligible,2,2,331.126610012725,1748.8620788846165,67.47296083159745,structural_component_lpt,32528,809,12,0.003750614854894245,0.003789071083686208
case_076,3,6185113,2533451,2050028,2047233,2.4413785780739397,3.017087083688613,3.021206184151975,95528584,34332672,51227648,26183680,8148992,4.119100463361836e-05,eligible,3,3,350.7394724264741,1697.3731824159622,70.45610740967095,structural_component_lpt,32528,809,12,0.003750614854894245,0.003789071083686208
case_076,4,6185113,2060009,1540201,1535415,3.002468921252286,4.015783004945458,4.028300492049381,95823496,37442560,52128768,25219072,12223488,0.0001251748710392242,eligible,4,4,332.82027788832784,1705.147581808269,70.45984661765397,structural_component_lpt,32528,809,12,0.003750614854894245,0.003789071083686208
case_076,5,6185113,1866236,1236760,1234641,3.3142180303027056,5.001061644943238,5.009644908924942,95300232,38841548,53274624,21445632,17395916,8.583263981703837e-05,eligible,6,5,348.11487849615514,1539.892607403919,68.71436606161296,directed_split,32528,809,12,0.003750614854894245,0.003789071083686208
case_077,2,495320,304715,248734,248734,1.625518927522439,1.9913642686564763,1.9913642686564763,4964904,57344,57344,0,57344,0.0,eligible,2,2,30.743923844769597,6.6274320390075445,10.304140653461218,structural_component_lpt,4486,41,134,0.4672313865358894,0.17979394930498774
case_077,3,495320,215300,168976,168976,2.3006038086391083,2.9313038538017233,2.9313038538017233,4973096,114688,114688,0,114688,0.0,eligible,3,3,30.885335689410567,6.635469801723957,9.742458021268249,structural_component_lpt,4486,41,134,0.4672313865358894,0.17979394930498774
case_077,4,495320,176182,127832,127832,2.8114109273365044,3.8747731397459164,3.8747731397459164,4964904,114688,114688,0,114688,0.0,eligible,4,4,30.456338673830032,5.7836366686969995,9.349862972274423,structural_component_lpt,4486,41,134,0.4672313865358894,0.17979394930498774
case_077,5,495320,157540,115141,115617,3.1440903897422876,4.301855985270234,4.284145065172077,4964904,225046,172032,0,225046,-0.0001771092009815689,eligible,6,5,27.146996643394232,4.27042274735868,6.940423684194684,directed_split,4486,41,134,0.4672313865358894,0.17979394930498774
case_078,2,2296143,1179848,1179848,1177840,1.946134586828134,1.946134586828134,1.9494523874210419,11466240,11466240,13146912,0,11466240,3.3178005929079825e-05,all_components_have_large_union_footprint,32,2,3.6856334675103426,0.3180579151958227,0,local_reschedule,1024,8,123,0.125,0.125
case_078,3,2296143,840459,840459,910165,2.732010722712232,2.732010722712232,2.5227766394005484,12294144,12294144,13620024,0,12294144,-0.002092340833116837,all_components_have_large_union_footprint,34,3,3.7251386269927025,0.3527445327490568,0,random_boundary,1024,8,123,0.125,0.125
case_078,4,2296143,733614,733614,690924,3.1299061904489283,3.1299061904489283,3.3232931552529656,12294144,12294144,13146912,0,12294144,0.001933869648040374,all_components_have_large_union_footprint,34,4,3.9496504813432693,0.35243512131273746,0,random_boundary,1024,8,123,0.125,0.125
case_078,5,2296143,689105,689105,663941,3.3320655052568187,3.3320655052568187,3.458353980248245,17084496,17084496,13620024,0,17084496,0.0012628847499142636,all_components_have_large_union_footprint,128,5,3.9453702326864004,0.31920059211552143,0,grain_0.25,1024,8,123,0.125,0.125
case_079,2,31052251,14956594,14956594,14772668,2.0761579140277524,2.0761579140277524,2.102006963129477,242368512,242368512,57446400,0,242368512,0.00025849049101724477,all_components_have_large_union_footprint,293,2,143.22960446029902,20.20457948744297,0,greedy,18720,288,7,0.003472222222222222,0.003472222222222222
case_079,3,31052251,10110322,10110322,9860476,3.0713414468896243,3.0713414468896243,3.1491634886591684,242354176,242354176,59879424,0,242354176,0.000778220417695441,all_components_have_large_union_footprint,293,3,149.27204957418144,19.640319319441915,0,region_boundary_1139_0,18720,288,7,0.003472222222222222,0.003472222222222222
case_079,4,31052251,7654780,7654780,7404380,4.056583076195528,4.056583076195528,4.193767877931711,260438016,260438016,62312448,0,260438016,0.0013718480173618274,all_components_have_large_union_footprint,585,4,144.83730993047357,27.460704386234283,0,grain_1.0,18720,288,7,0.003472222222222222,0.003472222222222222
case_079,5,31052251,6193893,6193893,5972750,5.013365745904878,5.013365745904878,5.198987233686325,260438016,260438016,63731712,0,260438016,0.0018562148778144749,all_components_have_large_union_footprint,585,5,150.87484379671514,31.428720155730844,0,grain_1.0,18720,288,7,0.003472222222222222,0.003472222222222222
case_080,2,292138,171205,171205,145926,1.706363716012967,1.706363716012967,2.0019598974822856,4120576,4120576,2191360,0,4120576,0.0029559618146931866,all_components_have_large_union_footprint,18,2,5.657111316919327,0.5380328074097633,0,region_boundary_284_0,1098,18,6,0.05555555555555555,0.05555555555555555
case_080,3,292138,139696,139696,100325,2.0912409804146144,2.0912409804146144,2.9119162721156244,4927488,4927488,3047424,0,4927488,0.008206752917010101,all_components_have_large_union_footprint,36,3,5.59346491843462,0.3465018980205059,0,region_boundary_784_0,1098,18,6,0.05555555555555555,0.05555555555555555
case_080,4,292138,127654,127654,111314,2.2885142651229105,2.2885142651229105,2.6244497547478303,4894720,4894720,4190208,0,4894720,0.0033593548962491983,all_components_have_large_union_footprint,35,4,6.175763517618179,0.6618868242949247,0,grain_1.0,1098,18,6,0.05555555555555555,0.05555555555555555
case_080,5,292138,119713,119713,113455,2.4403197647707433,2.4403197647707433,2.574923978669957,4894720,4894720,4571136,0,4894720,0.0013460421389921385,all_components_have_large_union_footprint,35,5,6.203993279486895,0.5596098117530346,0,grain_1.0,1098,18,6,0.05555555555555555,0.05555555555555555
case_081,2,151795,79149,76860,76860,1.9178385071194834,1.9749544626593807,1.9749544626593807,245880,0,0,0,0,0.0,eligible,2,2,15.508241644129157,4.177256224676967,1.9079413246363401,structural_component_lpt,3485,85,11,0.011764705882352941,0.011764705882352941
case_081,3,151795,54638,51943,51943,2.7781946630550167,2.9223379473653814,2.9223379473653814,262268,0,0,0,0,0.0,eligible,3,3,18.377119686454535,2.811316194012761,2.1313235461711884,structural_component_lpt,3485,85,11,0.011764705882352941,0.011764705882352941
case_081,4,151795,42731,39588,39588,3.5523390512742505,3.834369000707285,3.834369000707285,239722,0,0,0,0,0.0,eligible,4,4,18.651162445545197,2.1514190565794706,2.6730991397053003,structural_component_lpt,3485,85,11,0.011764705882352941,0.011764705882352941
case_081,5,151795,39206,30943,30943,3.8717288170178032,4.905632937982743,4.905632937982743,247920,0,0,0,0,0.0,eligible,5,5,17.226037804037333,1.8022854905575514,2.531189016997814,structural_component_lpt,3485,85,11,0.011764705882352941,0.011764705882352941
case_082,2,721041,497483,497483,501558,1.4493781697063015,1.4493781697063015,1.4376024308255475,5740350,5740350,4403200,0,5740350,-0.00011775738880754006,insufficient_independent_components,262,2,21.755069451406598,2.1370746549218893,0,directed_split,4113,1,137,1.0,1.0
case_082,3,721041,378014,378014,405013,1.9074452268963584,1.9074452268963584,1.7802910030048418,7216752,7216752,4403200,0,7216752,-0.0012715422389151666,insufficient_independent_components,516,3,18.976345047354698,3.906062277033925,0,directed_split,4113,1,137,1.0,1.0
case_082,4,721041,328283,328283,352859,2.196400666498113,2.196400666498113,2.0434252775187822,5723710,5723710,4403200,0,5723710,-0.0015297538897933061,insufficient_independent_components,261,4,15.207915335893631,3.077366603538394,0,directed_split,4113,1,137,1.0,1.0
case_082,5,721041,312290,312290,328309,2.3088827692209164,2.3088827692209164,2.1962267254324432,5703230,5703230,4403200,0,5703230,-0.0011265604378847315,insufficient_independent_components,260,5,20.134058829396963,3.1513501554727554,0,local_reschedule,4113,1,137,1.0,1.0
case_083,2,1057993,543456,543456,635418,1.9467868603898015,1.9467868603898015,1.665034670091184,25772480,25772480,20416320,0,25772480,-0.0028175219029861753,all_components_have_large_union_footprint,61,2,16.346733594313264,1.4738935716450214,0,region_repartition_3_0,3844,31,123,0.03225806451612903,0.03225806451612903
case_083,3,1057993,436908,436908,512623,2.421546412517052,2.421546412517052,2.0638812538649263,19450976,19450976,14842752,6855168,12595808,-0.0035766515865212557,all_components_have_large_union_footprint,17,3,13.342671699821949,1.9885471872985363,0,region_repartition_2_0,3844,31,123,0.03225806451612903,0.03225806451612903
case_083,4,1057993,417384,417384,450029,2.534819255170299,2.534819255170299,2.350944050272316,19407232,19407232,14977600,7223808,12183424,-0.0018387520489798303,all_components_have_large_union_footprint,17,4,15.647495873272419,1.997612375766039,0,directed_split,3844,31,123,0.03225806451612903,0.03225806451612903
case_083,5,1057993,391729,391729,442480,2.700828889359736,2.700828889359736,2.3910527029470257,19753696,19753696,15058048,6427616,13326080,-0.003097761864127104,all_components_have_large_union_footprint,16,5,14.013488784432411,2.1946923043578863,0,region_repartition_2_0,3844,31,123,0.03225806451612903,0.03225806451612903
case_084,2,2507412,1273413,1254320,1255052,1.9690485333509238,1.9990209834810893,1.9978550689533183,18432,27648,0,0,27648,-1.1659145277709282e-05,eligible,5,2,70.44044405221939,53.953892249614,11.958270508795977,directed_split,8616,1077,7,0.0009285051067780873,0.0009285051067780873
case_084,3,2507412,863488,836116,836220,2.903818003261192,2.9988805381071524,2.998507569778288,0,18432,0,0,18432,-3.729683288642427e-06,eligible,5,3,69.28249398060143,20.510606814175844,10.563498500734568,directed_split,8616,1077,7,0.0009285051067780873,0.0009285051067780873
case_084,4,2507412,657524,629028,629028,3.813415175719822,3.986169137144928,3.986169137144928,0,0,0,0,0,0.0,eligible,4,4,68.29853094741702,24.367746584117413,10.677049761638045,structural_component_lpt,8616,1077,7,0.0009285051067780873,0.0009285051067780873
case_084,5,2507412,526456,503472,503472,4.762813986354035,4.98024120507198,4.98024120507198,0,0,0,0,0,0.0,eligible,5,5,64.46974426135421,19.081542501226068,9.483548371121287,structural_component_lpt,8616,1077,7,0.0009285051067780873,0.0009285051067780873
case_085,2,3187899,2334501,2334501,2274543,1.3655590637999298,1.3655590637999298,1.4015558290170818,34301210,34301210,17060962,0,34301210,0.00035996765217152007,insufficient_independent_components,2468,2,114.51072887517512,72.53293627686799,0,grain_0.25,19737,1,449,1.0,1.0
case_085,3,3187899,1626396,1626396,1944716,1.960100123217224,1.960100123217224,1.6392619796412433,34301210,34301210,17060962,0,34301210,-0.003208381435759806,insufficient_independent_components,2468,3,126.55828055180609,69.35096682608128,0,grain_0.25,19737,1,449,1.0,1.0
case_085,4,3187899,1324330,1324330,1787421,2.407178724336079,2.407178724336079,1.7835188240487272,34301210,34301210,17060962,0,34301210,-0.00623659900287352,insufficient_independent_components,2468,4,135.18273543566465,73.2927569244057,0,grain_0.25,19737,1,449,1.0,1.0
