case,cores,method,makespan,baseline_makespan,speedup,added_copy_bytes,plan_path,plan_sha256,evidence
case_051,4,bundle_pack,254308,607628,2.389338911870645,9045350,solutions/4cores/case_051_multicore_res.json,0d9831087c25883688109b74c12a6e9c54a49eeb1962f618d55be4969cf6259d,new_full_search_and_replay
case_051,5,bundle_pack,253856,607628,2.3935932182024455,9045396,solutions/5cores/case_051_multicore_res.json,961059b3893093ee1ce2d5be1d6ae768ba97a3ee9b439a2b441291ca681fcde2,delivered_method_reconstruction_and_replay
case_052,1,official_singlecore,180301,180301,1.0,0,solutions/1cores/case_052_multicore_res.json,6b8c8232d352f6d96992aafb05307949def8c3395f86a8e75b0dae291f2ecf40,new_full_search_and_replay
case_052,2,component_lpt,90903,180301,1.9834438907406797,102912,solutions/2cores/case_052_multicore_res.json,5c46a484920e7c6cbf37956acf5e75b456d7491b5c90c1a4de02747499f52d57,new_full_search_and_replay
case_052,3,component_lpt,60160,180301,2.99702460106383,181248,solutions/3cores/case_052_multicore_res.json,5aa2180e3c064f5e71fe0d45d30ef157c226f61d2091c32c89a57cf6f68e5c33,new_full_search_and_replay
case_052,4,component_lpt,45777,180301,3.9386809970072307,254976,solutions/4cores/case_052_multicore_res.json,a69e213e39e775defdf7b516c206e6817a62f87718e2ba30db591753afc479fb,new_full_search_and_replay
case_052,5,component_lpt,37846,180301,4.76407017914707,333312,solutions/5cores/case_052_multicore_res.json,060c3acd7fe0c2ea89344a8418241a6e17dedcb0ec1e60ea2340db922a30e1dc,delivered_method_reconstruction_and_replay
case_053,1,official_singlecore,1472686,1472686,1.0,5405536,solutions/1cores/case_053_multicore_res.json,e2bb9a691fab82cc8d387e8f4d9ef4bf8f24904673bd061b5b5dc897b003f67f,new_full_search_and_replay
case_053,2,scene_a_spine,767477,1472686,1.9188666240160943,11409920,solutions/2cores/case_053_multicore_res.json,832a8ecf1d8519595790a57911eafed77e82b138d451060069f3f9c6ec2b7f33,new_full_search_and_replay
case_053,3,scene_a_spine,545234,1472686,2.7010164443156515,11409920,solutions/3cores/case_053_multicore_res.json,84565596ac83b14f0830f8417e947eecf2684ed1f2d10c50fc181bd353dfdd1a,new_full_search_and_replay
case_053,4,component_pipe_balance,492232,1472686,2.991853434965626,6360992,solutions/4cores/case_053_multicore_res.json,87bff39b9038b833a3fde1c2fdd346c0289a38fb851da5438dc799a8fe946081,new_full_search_and_replay
case_053,5,vws19_57_t63_x,439819,1472686,3.3483910426789203,13055454,solutions/5cores/case_053_multicore_res.json,cdd2df1bfe49fa5c6cd1e10b20ef736c3eab5039b384a719761f37f62b341d6d,delivered_method_reconstruction_and_replay
case_054,1,official_singlecore,815051,815051,1.0,0,solutions/1cores/case_054_multicore_res.json,303a13c8a7504a734bd51ced21a3f240b1e1d0d0dd0176ce18e01c0cf16bce7c,new_full_search_and_replay
case_054,2,hybrid20_10,493639,815051,1.6511073881925862,5523600,solutions/2cores/case_054_multicore_res.json,7ea845c00708a1acc610ab50c0135cc8478f992bae17928a2f1da237862539e6,new_full_search_and_replay
case_054,3,window10_peft,348651,815051,2.3377274122259797,7628804,solutions/3cores/case_054_multicore_res.json,b2675c0521c651de84299493f8933b30bb2914d66e1432ad5b09207a2b9df47b,new_full_search_and_replay
case_054,4,window10_peft,275497,815051,2.9584750469152112,7628804,solutions/4cores/case_054_multicore_res.json,f676872f2963c41e734e52eee4d888cbbd58bed2d34ce25e3b47edf22c1e096e,new_full_search_and_replay
case_054,5,window10_peft,227890,815051,3.576510597217956,7628804,solutions/5cores/case_054_multicore_res.json,7e21d21be333da957bbc7f12833630b28b45eb7ce8f88d869ebcc4212bfbc86a,delivered_method_reconstruction_and_replay
case_055,1,official_singlecore,118835,118835,1.0,69632,solutions/1cores/case_055_multicore_res.json,f087e910c4e28eb6ef3e4b108ff1ef3d4c9cca3208706fec7e6958edc9c8564c,new_full_search_and_replay
case_055,2,component_batches,58472,118835,2.032340265426187,57856,solutions/2cores/case_055_multicore_res.json,ba25c312c940f05ee7c177c7ef65ed37c6d00191c2a696446bbdc0f6554b77a5,new_full_search_and_replay
case_055,3,component_lpt,42047,118835,2.8262420624539204,115712,solutions/3cores/case_055_multicore_res.json,fd8d2e113ae252d70947c9e7204b5a38f7cbfb20e9b604cbe6c329b8419ad084,new_full_search_and_replay
case_055,4,component_pipe_balance,31367,118835,3.788535722255874,115712,solutions/4cores/case_055_multicore_res.json,8a3d1fc311e5ae828cdc829e317ae64422359f9d46d52f048ae48de0300cc214,new_full_search_and_replay
case_055,5,component_lpt,25570,118835,4.647438404380133,173568,solutions/5cores/case_055_multicore_res.json,cc120b68f0d78ddaec4c31aed75b36dc0dd0545b0411de3506e30da97b2261ff,delivered_method_reconstruction_and_replay
case_056,1,official_singlecore,277285,277285,1.0,0,solutions/1cores/case_056_multicore_res.json,7355144407cb6625ff18a853daf1c1966f13bef12d0b903a1f604f5ab1eb5919,new_full_search_and_replay
case_056,2,window12_heft,212938,277285,1.3021865519540898,3076702,solutions/2cores/case_056_multicore_res.json,9e35e80a78a2f8e7962bc579e35786c4986eaa02dfed581958e26fe0d0e7f6b8,new_full_search_and_replay
case_056,3,window12_heft,175831,277285,1.5769972302949993,3076702,solutions/3cores/case_056_multicore_res.json,9decc1c0c37da96c50a4c227e89d8c224716eebbde7a5a14454a4e7c07fc39e9,new_full_search_and_replay
case_056,4,window12_heft,157890,277285,1.7561910190639052,3076702,solutions/4cores/case_056_multicore_res.json,c2a4186158dcf41e8ba71c87dac8f8e5e0596b4aabed4827340bd356f86062b8,new_full_search_and_replay
case_056,5,vw24_10_t15_peftins,83730,277285,3.311656514988654,2891220,solutions/5cores/case_056_multicore_res.json,d137777c53216c7afbef0e91f904c666a9502018f66d58b6cf30e8e2c4acca44,delivered_method_reconstruction_and_replay
case_057,1,official_singlecore,59726,59726,1.0,94216,solutions/1cores/case_057_multicore_res.json,2c4423f6c876f78c022c3d94f14a2ec636aed690a97260d808c7dd1ebd3c651e,new_full_search_and_replay
case_057,2,component_lpt,30183,59726,1.9787960109995693,22304,solutions/2cores/case_057_multicore_res.json,02c8a3fb3ce54194bbc35519f77ed800323c2223aae6f2e7ed5591f5c8170fa4,new_full_search_and_replay
case_057,3,component_lpt,20705,59726,2.884617242212026,14112,solutions/3cores/case_057_multicore_res.json,0350c5db6c7504664b058c8aadbbbc82310ef26859ee46511dd3d16711cab08c,new_full_search_and_replay
case_057,4,component_lpt,16485,59726,3.6230512587200487,28224,solutions/4cores/case_057_multicore_res.json,cd1701716380a9b13820fdceabfd2e1dfd8c25c50500653ce7f3b449799522c4,new_full_search_and_replay
case_057,5,ls_pipevec_merge,13493,59726,4.426443340991625,70272,solutions/5cores/case_057_multicore_res.json,2a5aa0fb31711890cf242243a5d8a08f5a8cae95f45e5a97deb8a4b7a1370065,delivered_method_reconstruction_and_replay
case_058,1,official_singlecore,4539717,4539717,1.0,28696576,solutions/1cores/case_058_multicore_res.json,a38a496ab67cfc079e5e35f0a019de892e18ee2a1e3c5c60acea35545ae93189,new_full_search_and_replay
case_058,2,component_batches,2217447,4539717,2.047271930287398,55418880,solutions/2cores/case_058_multicore_res.json,f96cd70ba20f226576cb2fd6cc03746d5de053d7b2074ba269b4f1579a038c3a,new_full_search_and_replay
case_058,3,component_round_robin,1554831,4539717,2.9197494775959574,30400512,solutions/3cores/case_058_multicore_res.json,2833e714daa0b8cffa45b8639354fa3b112d61c5cb834cabd9f71e39e9f31de3,new_full_search_and_replay
case_058,4,component_round_robin,1154519,4539717,3.9321284448328697,42622976,solutions/4cores/case_058_multicore_res.json,da0763f9001dd1b4779dd7055b1f94789cf43c6f8588d13b58dad8f2f959fdee,new_full_search_and_replay
case_058,5,pipe_seg_1.0,948121,4539717,4.788119870775987,30142464,solutions/5cores/case_058_multicore_res.json,17dd9704049881971dbc08599bc0e67c481c52e419ebe6d84af5881c807de5b3,delivered_method_reconstruction_and_replay
case_059,1,official_singlecore,829473,829473,1.0,1691648,solutions/1cores/case_059_multicore_res.json,195a633562363c88b80ad7c2e4fe2a1785941603a05262e519452f9a1bc3f6cf,new_full_search_and_replay
case_059,2,component_round_robin,369318,829473,2.2459587672412393,360448,solutions/2cores/case_059_multicore_res.json,fcca41e61222e56b2847a00f34aebdfd916ea8e865f591478466ce633d0abb2f,new_full_search_and_replay
case_059,3,component_batches_512,254768,829473,3.2557974313885576,4370432,solutions/3cores/case_059_multicore_res.json,142dd71926098f5ca677377bfa1da28737ea955f11fa5a2e9538a672de2bc54c,new_full_search_and_replay
case_059,4,component_round_robin,185216,829473,4.478408992743607,1081344,solutions/4cores/case_059_multicore_res.json,52666465e2da0ac177b591a04e755ba265953772be3c750aa39f89c4fd94317f,new_full_search_and_replay
case_059,5,component_round_robin,150782,829473,5.501140719714555,4325376,solutions/5cores/case_059_multicore_res.json,7c6ded6cc794ff0fcc8d9e0e375160e3351802f48b594f9050a7cc3df700569c,delivered_method_reconstruction_and_replay
case_060,1,official_singlecore,888789,888789,1.0,2068520,solutions/1cores/case_060_multicore_res.json,d25f48fa82c8cb2bb3b332205dd2448506d5dcd85391ed5aeff6c8ae79636c18,new_full_search_and_replay
case_060,2,component_lpt,441525,888789,2.012998131476134,2746508,solutions/2cores/case_060_multicore_res.json,5ab48b8726ce62aed7175923a12507f28bd925dbe5b6b03765d085915f481a37,new_full_search_and_replay
case_060,3,component_lpt,295983,888789,3.0028380008311286,3159296,solutions/3cores/case_060_multicore_res.json,92b25536516f5fce72ed1ac382df8b95caaa4d0cc3016119694394142bde4539,new_full_search_and_replay
case_060,4,component_lpt,223107,888789,3.9836894404926784,3960200,solutions/4cores/case_060_multicore_res.json,e2fb9e787bd7eea889b6e6fb491c2627adbd7339b5c1b79ef1434d67dbeb86cd,new_full_search_and_replay
case_060,5,kios_pipe_vector_lpt,179209,888789,4.959510962061057,3713280,solutions/5cores/case_060_multicore_res.json,4d0b72161b58a7b9c921b96e0f48e9188671704aae0f3e4564ccdf4abdc2fe95,delivered_method_reconstruction_and_replay
case_061,1,official_singlecore,77191,77191,1.0,0,solutions/1cores/case_061_multicore_res.json,cba797eaafca9c3f1de1d713316b8d86836a0782c649a5d5709688be1562f445,new_full_search_and_replay
case_061,2,component_pipe_balance,39298,77191,1.9642475444042953,34560,solutions/2cores/case_061_multicore_res.json,c89835efe48a565de343ae82b110fdf80c36f83b7c897c8656b8b60800142234,new_full_search_and_replay
case_061,3,component_pipe_balance,28342,77191,2.723555147837132,43008,solutions/3cores/case_061_multicore_res.json,c7522afa28a65a5fff502672403f9047e58cc8acf0bfd9b51030bd0e510b3fe2,new_full_search_and_replay
case_061,4,component_batches_512,23429,77191,3.2946775363865295,62208,solutions/4cores/case_061_multicore_res.json,26b7ef0f47e1dc2860436d7dd8d03d08e203ebf3173f3eb17f4514f495482965,new_full_search_and_replay
case_061,5,kios_pipe_vector_lpt,22283,77191,3.46412063007674,81408,solutions/5cores/case_061_multicore_res.json,a73a433218f887bb793be594c48f4b61071d2072d3c4ba2d703f11645bfd3978,delivered_method_reconstruction_and_replay
case_062,1,official_singlecore,2854809,2854809,1.0,0,solutions/1cores/case_062_multicore_res.json,0058b0b0a1310dc2400dc166519f401b1beb42c5139f8d5d11c82d707a3088da,new_full_search_and_replay
case_062,2,window16_heft,1432564,2854809,1.9927968314155597,52224,solutions/2cores/case_062_multicore_res.json,d616cf4b2e9d8c282a206db7106e3e7eb887b8755c649a6762cd73a4f0fe4d3d,new_full_search_and_replay
case_062,3,window12_heft,986120,2854809,2.894991481766925,453120,solutions/3cores/case_062_multicore_res.json,5618308ea9a76af9f139c4041f0810a2da9da3f26a147dc6f7a892064804533e,new_full_search_and_replay
case_062,4,window12_heft,744478,2854809,3.834645214499287,453120,solutions/4cores/case_062_multicore_res.json,fa6a594e55e3fb6e3cbee22dcd9cdd0991411a50f8dc09619076447c33395dcb,new_full_search_and_replay
case_062,5,window12_heft,603087,2854809,4.733660317665611,453120,solutions/5cores/case_062_multicore_res.json,3f46bb103bc0cdf5e9058a15b5c70cbc5a759f7dd43a285f39780d5da3efbc19,delivered_method_reconstruction_and_replay
case_063,1,official_singlecore,1070397,1070397,1.0,0,solutions/1cores/case_063_multicore_res.json,2e9f6e5c6ad286a9ccd480a1b0c777a45fe34b171855633bb43d327ee48bdec9,new_full_search_and_replay
case_063,2,window16_heft,538695,1070397,1.9870186283518503,36864,solutions/2cores/case_063_multicore_res.json,6f699729a8ae56c3991a73154fd1b6d12714130aa01bd9ccee8e00d70d79c347,new_full_search_and_replay
case_063,3,window16_heft,360020,1070397,2.973159824454197,36864,solutions/3cores/case_063_multicore_res.json,4f58de9726121678738d843a7bf01698660e2caefedf669b29e030a1f4dad840,new_full_search_and_replay
case_063,4,window12_heft,284144,1070397,3.7670934455768905,185856,solutions/4cores/case_063_multicore_res.json,1a4668fea0f9874066e51d3cf19be3ae6542b13c17a1b539de2e29f680c66816,new_full_search_and_replay
case_063,5,cav16_8_t15_b65536_peftins,228432,1070397,4.685845240596764,176640,solutions/5cores/case_063_multicore_res.json,1c752d1154b5c52070d45f67d68f48b609c715a8e4e765dd36cac0857310db62,delivered_method_reconstruction_and_replay
case_064,1,official_singlecore,19116,19116,1.0,0,solutions/1cores/case_064_multicore_res.json,8e255667637d48dc008148e4b6ee94f9f40ae6b096eb559a555827f5c82c0b70,new_full_search_and_replay
case_064,2,hybrid32_16,18428,19116,1.0373344909919688,51640,solutions/2cores/case_064_multicore_res.json,461cf6f6cd7be04781427a82da5c4e8a0fb3ce2a22ced2675ac8a77171322c94,new_full_search_and_replay
case_064,3,hybrid32_16,16468,19116,1.160796696623755,84286,solutions/3cores/case_064_multicore_res.json,9e15c4c2a0c97f3f8a1a519490aa77162844289efeb4062763f37dd686643017,new_full_search_and_replay
case_064,4,window10_heft,15775,19116,1.2117908082408875,147038,solutions/4cores/case_064_multicore_res.json,84d44718aab855b3d51c7ca5c0d9b646a53fee11ee483fb8b5c9e450d1a683ff,new_full_search_and_replay
case_064,5,vw32_8_t15_heft2,9742,19116,1.9622254157257237,135482,solutions/5cores/case_064_multicore_res.json,db866c504e0b29e24a83c8955b7a0c9e214387d6247044ce02941b3d9eaac9e3,delivered_method_reconstruction_and_replay
case_065,1,official_singlecore,53068,53068,1.0,0,solutions/1cores/case_065_multicore_res.json,462655786e4d45971797edaace468c25751908e507fc4c24313fcc47205031f2,new_full_search_and_replay
case_065,2,component_lpt,26802,53068,1.9800014924259384,13968,solutions/2cores/case_065_multicore_res.json,31fd752a5260cd1fb08ad8b086d0eaae90f184dc590e800074197863ca9ceca3,new_full_search_and_replay
case_065,3,component_round_robin,17851,53068,2.972830653744888,27936,solutions/3cores/case_065_multicore_res.json,8af11c029567de527373b64d72f54f4af6c970ed2b3e95e9e903a54890f68842,new_full_search_and_replay
case_065,4,component_lpt,13800,53068,3.8455072463768114,41904,solutions/4cores/case_065_multicore_res.json,f3564bdb287c0588277fa4d3bfb8a336041606d362d76e30cf9d685fd6f0a4aa,new_full_search_and_replay
case_065,5,component_lpt,10984,53068,4.8313911143481425,55872,solutions/5cores/case_065_multicore_res.json,e19d25256e62cf655fbbf56ce870441ce15527a7c42f2d6e0c909a7cbc427903,delivered_method_reconstruction_and_replay
case_066,1,official_singlecore,359070,359070,1.0,0,solutions/1cores/case_066_multicore_res.json,6cc57264c628daf6a00c579335d674f65bd9bc44d5521949cf85c18b3590ace4,new_full_search_and_replay
case_066,2,window16_heft,224303,359070,1.6008256688497255,2359826,solutions/2cores/case_066_multicore_res.json,3f59e69e34b281212c7807bddae59a6949b30e3114fd5512bcb9692dad16d0d3,new_full_search_and_replay
case_066,3,window16_heft,186195,359070,1.9284620961894787,2359826,solutions/3cores/case_066_multicore_res.json,4651ae287f4cede29f003e67d0861b1bd075e9571c453d7b7026a76a4f78eeab,new_full_search_and_replay
case_066,4,window8_heft,160861,359070,2.2321756050254566,3394350,solutions/4cores/case_066_multicore_res.json,2bf71302662927ec0fc09bdc34e9841bd355aee5cad9a36e5adeac1a22bf8a98,new_full_search_and_replay
case_066,5,vw24_8_t25_heft2,104121,359070,3.4485838591638576,3238412,solutions/5cores/case_066_multicore_res.json,9ab4fff0c5adb7245784ed182e41fca7d386f552bf00acb7e6b3e7527cd3af0e,delivered_method_reconstruction_and_replay
case_067,1,official_singlecore,63834834,63834834,1.0,264449408,solutions/1cores/case_067_multicore_res.json,7e1066d4c23ce36241e0ef0b25bf2d814fcd59851bebdae8830017511176f488,new_full_search_and_replay
case_067,2,component_round_robin,33768704,63834834,1.890354868223548,264024576,solutions/2cores/case_067_multicore_res.json,c055deeba01d73bf145e4f9ce679c0004134c7b911e4eaf9f30fe895e5fd8ebe,new_full_search_and_replay
case_067,3,component_round_robin,23568859,63834834,2.7084397254869232,263599744,solutions/3cores/case_067_multicore_res.json,c0b6abcb5fc5f9f52bd209253592dd34bc365985a9614fb2fc6b4a30ece7ec4a,new_full_search_and_replay
case_067,4,component_round_robin,18473155,63834834,3.4555458447677183,263174912,solutions/4cores/case_067_multicore_res.json,b4845bffef81a3cf7436a96eea22f9e7a17c6c0f86d7b57afbd8dbbc354a74bb,new_full_search_and_replay
case_067,5,win_w7,13376272,63834834,4.772244015372893,284358912,solutions/5cores/case_067_multicore_res.json,b3848a5f7a70df6ea39b7658b8fb04ffe692a8d7642ac17354718c7eb738ed97,delivered_method_reconstruction_and_replay
case_068,1,official_singlecore,362095,362095,1.0,0,solutions/1cores/case_068_multicore_res.json,0a7c7b63e8a12964e4e020363366b8c87e6f80b097ed19bca06d80fb49aae469,new_full_search_and_replay
case_068,2,window16_heft,248296,362095,1.4583199084963108,2523976,solutions/2cores/case_068_multicore_res.json,c9d1ff6aa0e2964037202947681207c0736e70e456711ce35716d42f0b465a43,new_full_search_and_replay
case_068,3,window16_heft,213549,362095,1.695606160646971,2523976,solutions/3cores/case_068_multicore_res.json,a1b4f606f75119f07b9e16a62091f3987c794350189e2f08f397c74f5e2b4417,new_full_search_and_replay
case_068,4,window16_heft,184479,362095,1.9627979336401433,2523976,solutions/4cores/case_068_multicore_res.json,e053510c4b322380cacf66b5ad7acf71a947bb2cb7f89b67678acc6e69e46d70,new_full_search_and_replay
case_068,5,vw24_8_t25_peftins,141042,362095,2.5672849222217495,3126886,solutions/5cores/case_068_multicore_res.json,57d9168a0adc680219b1c1e8745f46f4cfef788851da8a8b513162fd9cca3c81,delivered_method_reconstruction_and_replay
case_069,1,official_singlecore,25144,25144,1.0,0,solutions/1cores/case_069_multicore_res.json,9a4617c063a728654291de0a0ccbe2c26b0a04bb90eb8f4f99f56e9018790af7,new_full_search_and_replay
case_069,2,hybrid20_10,18679,25144,1.3461106054927994,485382,solutions/2cores/case_069_multicore_res.json,6568eaaf14fb40c6fa6586a9eb62a497c5f0316bfde7fb556cc34dc91cac90ba,new_full_search_and_replay
case_069,3,hybrid20_10,15644,25144,1.607261569930964,485382,solutions/3cores/case_069_multicore_res.json,80ca82022d783339e601254e8a9eb2e02aa5c9c9ccc117343a1562fd872f5622,new_full_search_and_replay
case_069,4,hybrid20_10,14655,25144,1.7157284203343568,485382,solutions/4cores/case_069_multicore_res.json,851543826ecef3e653197700166d3431aca993bf3691226eb7928afe8e1a3969,new_full_search_and_replay
case_069,5,ls_vw24_8_t15_heft2,12286,25144,2.0465570568126323,403890,solutions/5cores/case_069_multicore_res.json,93e605492fa67d187a0bf950bcd3f9145babd5c8fed27ec0aa001bcb119fc6e0,delivered_method_reconstruction_and_replay
case_070,1,official_singlecore,117300,117300,1.0,0,solutions/1cores/case_070_multicore_res.json,35503e8a606ef5a291c9918249aab3d458cd03475cbbc72620b0ae2c93d4de5d,new_full_search_and_replay
case_070,2,component_pipe_balance,58498,117300,2.005196758863551,129536,solutions/2cores/case_070_multicore_res.json,25426b15431b76763e81c87830dc7e706429d3c8d5e9035fba3edfc27369ae81,new_full_search_and_replay
case_070,3,component_lpt,39333,117300,2.9822286629547707,259072,solutions/3cores/case_070_multicore_res.json,c0291f60da25aea7fb51ce030e0bb8a455a042025ba173bc2971f1e225bcaf75,new_full_search_and_replay
case_070,4,component_lpt,30080,117300,3.8996010638297873,333312,solutions/4cores/case_070_multicore_res.json,52b4b29e2040f66ac107df4ba24f5ad22c6e8a5e5b3f7e315b43909eff5220f6,new_full_search_and_replay
case_070,5,component_lpt,25374,117300,4.622842279498699,449024,solutions/5cores/case_070_multicore_res.json,452af54e5ec25ce2c16fa792605b2a2663b257f9b3cc6c7161a974f2b28c2bcb,delivered_method_reconstruction_and_replay
case_071,1,official_singlecore,18919,18919,1.0,0,solutions/1cores/case_071_multicore_res.json,f82d04a4b9d570fa5e42fc7121974485d556bb64fcf661523a3561120b3e4572,new_full_search_and_replay
case_071,2,hybrid20_10,14820,18919,1.2765856950067476,348768,solutions/2cores/case_071_multicore_res.json,99297c7f956cdbab5507aa3b752a7149e3e70eeb9d0f592e7c04ec3783098368,new_full_search_and_replay
case_071,3,hybrid20_10,12785,18919,1.479780993351584,348768,solutions/3cores/case_071_multicore_res.json,409b62280bf2d8a36b18dea128de614985cee142a873a77a0480e21b9236fba3,new_full_search_and_replay
case_071,4,hybrid20_10,11119,18919,1.7015019336271247,348768,solutions/4cores/case_071_multicore_res.json,f25384cb059ae77452fb9eea3b602bfc7fd23e28a399e11c91bbd12a76a0e4db,new_full_search_and_replay
case_071,5,vw24_8_t15_heft2,9969,18919,1.8977831276958572,291376,solutions/5cores/case_071_multicore_res.json,61762ec50b40c13461eedba2d46fbae4d5b3bb49e9b57af9fc13259de20ca0a5,delivered_method_reconstruction_and_replay
case_072,1,official_singlecore,23897828,23897828,1.0,108613680,solutions/1cores/case_072_multicore_res.json,0fd024830f492dc03333049ae974ba60fec3388291f09ed82ca798f152e15c07,new_full_search_and_replay
case_072,2,component_batches,11610962,23897828,2.0582125753232163,114461472,solutions/2cores/case_072_multicore_res.json,ad511504857c6fdbdb66c1b6481f684c6e40ff10d15d081d974ba8c73cb6f7e8,new_full_search_and_replay
case_072,3,component_batches,7835724,23897828,3.0498557631687895,115133216,solutions/3cores/case_072_multicore_res.json,8897668d49b5b05d1f3651d3e8ad48fa2cf302670d8f452512fc18de64a7ab58,new_full_search_and_replay
case_072,4,component_batches,5885879,23897828,4.060196956138582,118934304,solutions/4cores/case_072_multicore_res.json,17dac4e0571d6269235263cbed4a57f4e26ff57d8f005b76b2a8d2d6ae69baa2,new_full_search_and_replay
case_072,5,rebal0.5_component_batches,4717500,23897828,5.0657822999470055,121807536,solutions/5cores/case_072_multicore_res.json,4e50f0bdf7b930bb29d990a68add30e3467a415de8351ca95508f5cb388634a0,delivered_method_reconstruction_and_replay
case_073,1,official_singlecore,10081626,10081626,1.0,141570432,solutions/1cores/case_073_multicore_res.json,7116f5343d2950424bff808dabe9fc6e571b40be367cff74ab106678902556dd,new_full_search_and_replay
case_073,2,component_round_robin,5980423,10081626,1.6857713910872192,141121024,solutions/2cores/case_073_multicore_res.json,004c8725feecfeeb8c12e91909e214a6f9a23e55949c06cd33da4fd55b2bdff8,new_full_search_and_replay
case_073,3,component_round_robin,4515227,10081626,2.232806013961203,140671616,solutions/3cores/case_073_multicore_res.json,31e87083538cb1e156aa582b18c99fb41c6603f2ac450ef11a95cd8287370e01,new_full_search_and_replay
case_073,4,component_round_robin,3903787,10081626,2.5825246100773427,140222208,solutions/4cores/case_073_multicore_res.json,3952fe85eceb5811be4b06cb2854e47734ac67b69443a0490f42d6e5536b5c33,new_full_search_and_replay
case_073,5,critical_cut_b0.06_s0.35,3255280,10081626,3.0970073234867663,142319360,solutions/5cores/case_073_multicore_res.json,33441d4cd425113c65b0399030ed63e756b9b5999b1a065c11af2d95f4da22fc,delivered_method_reconstruction_and_replay
case_074,1,official_singlecore,1682239,1682239,1.0,6070280,solutions/1cores/case_074_multicore_res.json,50162acfddc34ebe39d098811889ed0570e5908c33bafc78408aecfd4cd049d5,new_full_search_and_replay
case_074,2,component_pipe_balance,826889,1682239,2.034419371886674,6168576,solutions/2cores/case_074_multicore_res.json,6ea985b2c428e775117d7677613e760d0a0344faedc8ed135b9f801f8e91b5af,new_full_search_and_replay
case_074,3,component_batches_512,544371,1682239,3.0902436022492012,8302592,solutions/3cores/case_074_multicore_res.json,317c1ca100a6490a21dfc1cdaaeb97c1070175daa823f8a9ac717b9ceb44fe3f,new_full_search_and_replay
case_074,4,component_batches_512,415803,1682239,4.045759650603771,9101312,solutions/4cores/case_074_multicore_res.json,d90c953ba6e0c5f2ba60089a639782daf3113d28a82fbb9a3526e6fe2f3d66df,new_full_search_and_replay
case_074,5,component_round_robin,334111,1682239,5.034970414024082,9535488,solutions/5cores/case_074_multicore_res.json,64c3a893b20751cc9a9a7a1179d2a4813da2bf8594f9300ea1e121a9dfded85e,delivered_method_reconstruction_and_replay
case_075,1,official_singlecore,1441809,1441809,1.0,0,solutions/1cores/case_075_multicore_res.json,ed02a53377dab05accf5e971d7e7d48b35e69d472a4f2ad4c4ff128b3c91a4fc,new_full_search_and_replay
case_075,2,window8_heft,1003706,1441809,1.4364853851625874,7676346,solutions/2cores/case_075_multicore_res.json,6e71e2749357bba2ee032d81d2f7fd829289f7c1a77e086c4d20435a3bbd798d,new_full_search_and_replay
case_075,3,window8_heft,813825,1441809,1.7716450096765275,7676346,solutions/3cores/case_075_multicore_res.json,37ba573e615fca16507d9fe37145555f83d354eacb7ef1996476936819bd49c0,new_full_search_and_replay
case_075,4,window4_peft,722310,1441809,1.9961083191427504,10855040,solutions/4cores/case_075_multicore_res.json,12983485cb31ad7a4b7bdd87453dc5a61b56ae3ff93198864099c17d7f3cd520,new_full_search_and_replay
case_075,5,vw24_10_t15_heft2,393990,1441809,3.6595065864615854,6347564,solutions/5cores/case_075_multicore_res.json,07fbfd180639820b25d5e1506ddedd7c88486b8f7cf9fcc7237727e7efb0f1e1,delivered_method_reconstruction_and_replay
case_076,1,official_singlecore,6185113,6185113,1.0,28280832,solutions/1cores/case_076_multicore_res.json,42404e20f9ca22bd1c4f6e9e730238514cfe0cca06eedc8cf026a94f7359be29,new_full_search_and_replay
case_076,2,component_batches,3063226,6185113,2.0191500725052607,50492416,solutions/2cores/case_076_multicore_res.json,f72e5c443021b2923aae1c73f05436cfb666a73c120b046d916452e627a6b50d,new_full_search_and_replay
case_076,3,component_batches,2047233,6185113,3.021206184151975,51227648,solutions/3cores/case_076_multicore_res.json,b04fa838aeddd9bb4740dc09e99a45458ea3485e069c815fbe3ff8ed1bd5fec3,new_full_search_and_replay
case_076,4,component_batches,1535415,6185113,4.028300492049381,52128768,solutions/4cores/case_076_multicore_res.json,55a16ef2234482160907abf3c6f8a6e6ac09730597543f1a8a0f18261484e410,new_full_search_and_replay
case_076,5,component_batches,1234641,6185113,5.009644908924942,53274624,solutions/5cores/case_076_multicore_res.json,65c760d4b7a06221179c0ec36b40aa415764e2adca7915d73f7474ba94fa65e6,delivered_method_reconstruction_and_replay
case_077,1,official_singlecore,495320,495320,1.0,0,solutions/1cores/case_077_multicore_res.json,954c5ccc3c2558a22a3b7ade097361d59c996622f923a3e2857ebf856764000f,new_full_search_and_replay
case_077,2,component_lpt,248734,495320,1.9913642686564763,57344,solutions/2cores/case_077_multicore_res.json,98fcfd74ca8f49595fc311d3404c7b47809a265739608d7895c969a50b7cdd5b,new_full_search_and_replay
case_077,3,component_lpt,168976,495320,2.9313038538017233,114688,solutions/3cores/case_077_multicore_res.json,dd49b43192ca68cdc4eb055aa8cd0c1b54c1172ab4071d7091d0f404bd465b43,new_full_search_and_replay
case_077,4,component_lpt,127832,495320,3.8747731397459164,114688,solutions/4cores/case_077_multicore_res.json,b6b8b95816e37b71b397bc18ebdd1c310083d80b5ceaea8acdaa8a9974bd0c6c,new_full_search_and_replay
