case,cores,method,makespan,baseline_makespan,speedup,added_copy_bytes,plan_path,plan_sha256,evidence
case_025,2,component_round_robin,2431840,4863026,1.9997310678334101,27648,solutions/2cores/case_025_multicore_res.json,6f0d2c9160eae1d04773458121133076f3a256a4d403e1a12c58082ee55f2d13,new_full_search_and_replay
case_025,3,component_round_robin,1622164,4863026,2.9978633479722148,55296,solutions/3cores/case_025_multicore_res.json,a8799121b74d3094c4e0b5f200a7321be03d2fc2de4a212d825cf30d34eaed26,new_full_search_and_replay
case_025,4,component_round_robin,1217444,4863026,3.9944555971362954,82944,solutions/4cores/case_025_multicore_res.json,36a0e86567664f0f7a7975377d9a864cb1d02ad961dc39f675dfc2f69f8d577b,new_full_search_and_replay
case_025,5,component_round_robin,975282,4863026,4.986276789687495,110592,solutions/5cores/case_025_multicore_res.json,06bed46bad51810f1fb73a0ef7e5fafa06f9cdb324efb2ff651925115ef8c2a4,delivered_method_reconstruction_and_replay
case_026,1,official_singlecore,99203,99203,1.0,0,solutions/1cores/case_026_multicore_res.json,72df6606789136b3baf9eec24a43a369cf39c1f1f97d61801ffdf8d829ab4062,new_full_search_and_replay
case_026,2,component_lpt,55057,99203,1.8018235646693428,21936,solutions/2cores/case_026_multicore_res.json,3149f343013214709e334556c3325571230a8857af3ec44e68ccbe63ba912590,new_full_search_and_replay
case_026,3,component_pipe_lpt,41195,99203,2.408132054861027,217872,solutions/3cores/case_026_multicore_res.json,0403a6951fa37294eca9602fe5a5651c9e8df28e11b7e8ce5b8aff6464f3b82f,new_full_search_and_replay
case_026,4,bundle_pack,35268,99203,2.8128331632074404,873472,solutions/4cores/case_026_multicore_res.json,4ffcef325ce2ddbddcdf94b68e41b7351241612b34a5fccca39c01137040efce,new_full_search_and_replay
case_026,5,bundle_pack,33988,99203,2.9187654466282216,873480,solutions/5cores/case_026_multicore_res.json,b861787e89eb5cec4ed6d15a0fb96bc420c61e556064b6be7c611a2141b35dcc,delivered_method_reconstruction_and_replay
case_027,1,official_singlecore,2363952,2363952,1.0,1400832,solutions/1cores/case_027_multicore_res.json,795174b3004f23842aeac7961da65580892080295f6415d4f180741be99b0bec,new_full_search_and_replay
case_027,2,component_batches,1119508,2363952,2.1115990238569085,3317760,solutions/2cores/case_027_multicore_res.json,7da12edc00fceb871dfcb6f7f3880a4a8369ac90ebe68cffe4f7a50724edd7aa,new_full_search_and_replay
case_027,3,scene_a_spine,790164,2363952,2.991723237201391,7692288,solutions/3cores/case_027_multicore_res.json,5cc6df3711469614d684e120b110d26e7796ce5285d920fba14d2911df4dc575,new_full_search_and_replay
case_027,4,component_round_robin,559196,2363952,4.227412213249022,3317760,solutions/4cores/case_027_multicore_res.json,d5eb52e4808230557fc7b2cf6a50b55371fc8895473d5579b069a5c0b7a6c718,new_full_search_and_replay
case_027,5,scene_a_spine,494406,2363952,4.7813982840014075,7692288,solutions/5cores/case_027_multicore_res.json,e9323954da7a9854cebef6d86f550b27e7153b9cddf90b6188ea9cebe47d58b3,delivered_method_reconstruction_and_replay
case_028,1,official_singlecore,43836040,43836040,1.0,277412256,solutions/1cores/case_028_multicore_res.json,d987ac1dfa4f0a2dfb2368b3f01660689355e74c99c9b7c2c84696b3fdadeb73,new_full_search_and_replay
case_028,2,scene_a_peft,20665034,43836040,2.1212662897143066,326776320,solutions/2cores/case_028_multicore_res.json,2ba0d269879e81c442e74666daaa67356c2ec0218519b4bbd526fab7732c8c37,new_full_search_and_replay
case_028,3,scene_a_peft,13821853,43836040,3.17150240275309,326776320,solutions/3cores/case_028_multicore_res.json,d2a6495bddd7ce61f3c51e10492dc9ee2aad20af0f1707f6ff559ee56917659c,new_full_search_and_replay
case_028,4,scene_a_peft,10504183,43836040,4.173198429616087,326776320,solutions/4cores/case_028_multicore_res.json,27d8b1af2f5302e497a01ff4b5bce07950609215335d67dcce61f47e28d0f9c3,new_full_search_and_replay
case_028,5,scene_a_peft,8470888,43836040,5.174904921420281,326776320,solutions/5cores/case_028_multicore_res.json,195c205045805a05943fef8484ec406c3dac42e75c425b6bf27bcf54fb5ee37d,delivered_method_reconstruction_and_replay
case_029,1,official_singlecore,37555,37555,1.0,0,solutions/1cores/case_029_multicore_res.json,1eea4b77c66f467cece1e811b06292dc0f6cb97aa26070c30fb25bafdc46c74e,new_full_search_and_replay
case_029,2,component_round_robin,19740,37555,1.9024822695035462,0,solutions/2cores/case_029_multicore_res.json,da552bffe6075abadfa565685795c6a69503882754ce4651682dcd303b7b59e1,new_full_search_and_replay
case_029,3,component_round_robin,12743,37555,2.9471082162756024,0,solutions/3cores/case_029_multicore_res.json,d4c3e33ca1e064246a40be99c12a2184a4c812ee98c34a3a6e7d6e541b8bac3e,new_full_search_and_replay
case_029,4,component_round_robin,11028,37555,3.405422560754443,0,solutions/4cores/case_029_multicore_res.json,9a2f7ee603e8ec83fd808d11ce45727ba893b7eec418d47ce0c1b41d322c5639,new_full_search_and_replay
case_029,5,component_round_robin,9383,37555,4.002451241607162,0,solutions/5cores/case_029_multicore_res.json,dfb75d7020ed0c99be3976cafc723e7b9b0f2ff2b816d6d0b292eb0ca05814ea,delivered_method_reconstruction_and_replay
case_030,1,official_singlecore,2808034,2808034,1.0,5519360,solutions/1cores/case_030_multicore_res.json,bed511cb0f432bf02c1b67f94a49cfadb6964d628e4100e6b9c991961e17474e,new_full_search_and_replay
case_030,2,component_batches,1399653,2808034,2.0062358313096174,14469120,solutions/2cores/case_030_multicore_res.json,d8d436ca38b7f040aecaa581c483e9afcd0371e4ef3facacdbd5f6e1a9dd5b30,new_full_search_and_replay
case_030,3,component_pipe_balance,933857,2808034,3.0069207598165457,9242624,solutions/3cores/case_030_multicore_res.json,1ae704443051795e56db4a0f83e94adbcdbfc868c8e6eb4d0ecbb8979c2bce92,new_full_search_and_replay
case_030,4,component_pipe_balance,700342,2808034,4.009518206818954,10404864,solutions/4cores/case_030_multicore_res.json,0222c20ad17320f553e408e17e9eceeb33cf7043eec4434751244cf5917d4f78,new_full_search_and_replay
case_030,5,component_pipe_balance,561102,2808034,5.004498290863337,11479040,solutions/5cores/case_030_multicore_res.json,d3c6955a9874392325b0b498a9344d9e34d4f92d1ef14c764b9798231dacfd44,delivered_method_reconstruction_and_replay
case_031,1,official_singlecore,1414369,1414369,1.0,3491328,solutions/1cores/case_031_multicore_res.json,126e96eff01b3c1db5de662ecd8bd02dcd72d548ac3255120608e40d19b693e1,new_full_search_and_replay
case_031,2,component_lpt,712262,1414369,1.985742605951181,5250048,solutions/2cores/case_031_multicore_res.json,71f438b8d76ae54e750ee8520bcb075fc044a7b5c873cbe344d5f021eda398b6,new_full_search_and_replay
case_031,3,component_lpt,473822,1414369,2.985021801435982,7544832,solutions/3cores/case_031_multicore_res.json,f4969bbcc2dbfe64b27e9bd9d9c9322ed0450f06f8cac1b68c5b2aaba12734bd,new_full_search_and_replay
case_031,4,component_lpt,358129,1414369,3.9493283146575675,7953408,solutions/4cores/case_031_multicore_res.json,36d34350fe9283d8cb9c3536f432b9b1f4acfadd55e470bba1c136442073ae87,new_full_search_and_replay
case_031,5,component_lpt,284848,1414369,4.965346430376902,7931904,solutions/5cores/case_031_multicore_res.json,411429c7109d33291db8f3326994ac522679b73733be8fa157e39491c4930b34,delivered_method_reconstruction_and_replay
case_032,1,official_singlecore,41443,41443,1.0,0,solutions/1cores/case_032_multicore_res.json,83348b05eee2296608cd724ec5b2cadb54c269a971f8e8b65a9a7a8855313104,new_full_search_and_replay
case_032,2,component_batches,20102,41443,2.0616356581434685,6216,solutions/2cores/case_032_multicore_res.json,6a197d942db2dc974592cc27f95e8f02a011c63d40d271b9a3235dde784f4b03,new_full_search_and_replay
case_032,3,component_lpt,14137,41443,2.93152719813256,12432,solutions/3cores/case_032_multicore_res.json,a72b7fec17d3d0d61210508820e80cb52f73eba44f4119f041c4c280a42bd359,new_full_search_and_replay
case_032,4,component_lpt,11004,41443,3.7661759360232643,18576,solutions/4cores/case_032_multicore_res.json,7f550bdd78bf81e527e0631af245755f3eb09bd96743478ea24e65722caaa246,new_full_search_and_replay
case_032,5,membatch_70,10220,41443,4.05508806262231,12360,solutions/5cores/case_032_multicore_res.json,212887bcd3cc56bc9e7b1eeb9bf3104c44c622616e37b0abfc12876b7c4516db,delivered_method_reconstruction_and_replay
case_033,1,official_singlecore,1774196,1774196,1.0,4592640,solutions/1cores/case_033_multicore_res.json,0461256ec7a6fe061d3a7e2175171d1040703f624033a8efa72bc3be0f2267e1,new_full_search_and_replay
case_033,2,component_lpt,889697,1774196,1.994157561506895,6664224,solutions/2cores/case_033_multicore_res.json,55e0125c147ae700c2ef829be4883a8307a3fc1a8c9b4b04431141fee21e0669,new_full_search_and_replay
case_033,3,component_lpt,592065,1774196,2.9966236815214544,6990912,solutions/3cores/case_033_multicore_res.json,b0067d829f619baeb55fbe24e67e88bed59d04c993bbbc41c6f50044634fc3d3,new_full_search_and_replay
case_033,4,component_lpt,443447,1774196,4.000920064855552,7214688,solutions/4cores/case_033_multicore_res.json,82fc21a53cf643e35a805fae569826f1b5eea885ac898a1b4c8e5f05f7c07fbf,new_full_search_and_replay
case_033,5,component_lpt,355102,1774196,4.996299654747086,7816320,solutions/5cores/case_033_multicore_res.json,93feffdb840d13233068915a6f6e5859da4fb552c44237e29308490121f044c0,delivered_method_reconstruction_and_replay
case_034,1,official_singlecore,842996,842996,1.0,1079832,solutions/1cores/case_034_multicore_res.json,19cc9b471b4253917b1c1297fdd194752c0b66e79fb6ba807872ddea5abcb489,new_full_search_and_replay
case_034,2,component_batches,418477,842996,2.0144380694757418,2904064,solutions/2cores/case_034_multicore_res.json,26d9de9838aefcac7a68f252ae586b3fdaf92d42e3f54a46fda1ce0a1401fedf,new_full_search_and_replay
case_034,3,component_batches_512,275726,842996,3.0573685470358254,2815488,solutions/3cores/case_034_multicore_res.json,22a1272c6298307f406cb4e65d984b9abcf1fc8c2489e60cc42322944f38ecf7,new_full_search_and_replay
case_034,4,component_lpt,211953,842996,3.9772779814392814,3052032,solutions/4cores/case_034_multicore_res.json,3fd0098142af4617c592fff8ff39dd91a31c830b5b6486975af14f728caf9d5f,new_full_search_and_replay
case_034,5,rebal0_component_batches,170883,842996,4.93317650088072,3964416,solutions/5cores/case_034_multicore_res.json,4e44293529b735366df332b927876d68747bc87bfebe367536efd14f91f2624e,delivered_method_reconstruction_and_replay
case_035,1,official_singlecore,169571,169571,1.0,0,solutions/1cores/case_035_multicore_res.json,43201822fd833e40039e2a07a60c49325d3a15aa5f121c0c1082f55e586f5f29,new_full_search_and_replay
case_035,2,component_lpt,95406,169571,1.7773620107750037,0,solutions/2cores/case_035_multicore_res.json,de2f99ded70fe348b15ff6e2a38fb1cc0392be633416842d9377afa042415efb,new_full_search_and_replay
case_035,3,component_pipe_balance,95424,169571,1.77702674379611,0,solutions/3cores/case_035_multicore_res.json,9ea2f12afbfa32cba22238ff2f0230beebd7e47c100d76aa18d34c7ac24d13c6,new_full_search_and_replay
case_035,4,window10_heft,83857,169571,2.0221448418140406,1586408,solutions/4cores/case_035_multicore_res.json,c8ef475beff283fe5c54427bd4db051312368629ab88d13bc8d371cfa62b4823,new_full_search_and_replay
case_035,5,vw32_8_t15_peftins,55670,169571,3.046003233339321,1914844,solutions/5cores/case_035_multicore_res.json,b7f9454926ac252b9c8d47705fd1a69c78c3f6bf619a3f0712823be5e954e1b1,delivered_method_reconstruction_and_replay
case_036,1,official_singlecore,931510,931510,1.0,0,solutions/1cores/case_036_multicore_res.json,8c131ad0dfb252dc26f956f6fa867096f91862e58a5cb371718e576432bc8999,new_full_search_and_replay
case_036,2,component_round_robin,466068,931510,1.998656848356892,1152,solutions/2cores/case_036_multicore_res.json,dd7ae7b455235ad623c4429d8370e13ad548162d913959e57fd2bf3e583c35cf,new_full_search_and_replay
case_036,3,component_round_robin,311345,931510,2.991890025534375,2304,solutions/3cores/case_036_multicore_res.json,a3558ccae74e93902681f85c93b27b4947fee563d9401fd79cd91014208f555a,new_full_search_and_replay
case_036,4,component_round_robin,233584,931510,3.987901568600589,3456,solutions/4cores/case_036_multicore_res.json,038414e14156f408efe4003277cc28c939201fd7620049f41e7b43967126873f,new_full_search_and_replay
case_036,5,component_round_robin,187182,931510,4.976493466252097,4608,solutions/5cores/case_036_multicore_res.json,b7f744513cf6209837e2139077ee2d2c0f158cfc916283fd4913f0abc020e551,delivered_method_reconstruction_and_replay
case_037,1,official_singlecore,210001,210001,1.0,0,solutions/1cores/case_037_multicore_res.json,63d46275baf2c0ca59542635cd8214bd79425c5056d8f109b3090fcd1ad93847,new_full_search_and_replay
case_037,2,component_round_robin,105374,210001,1.992910964754114,204800,solutions/2cores/case_037_multicore_res.json,9d008aab2db8335b6681495cec24f532db4728cec744f600e0adb4d416dfce78,new_full_search_and_replay
case_037,3,component_round_robin,74038,210001,2.836394824279424,1064960,solutions/3cores/case_037_multicore_res.json,eecef7766e8bc735e083f23f035a172f8191a1b848836ec6c2ab5d6569e711f5,new_full_search_and_replay
case_037,4,component_round_robin,53320,210001,3.938503375843961,614400,solutions/4cores/case_037_multicore_res.json,56df4c7101b66830cc2dd02593ac18272261ed453b685fc61df87287cc81dd32,new_full_search_and_replay
case_037,5,component_group4,43013,210001,4.882268151489085,1310720,solutions/5cores/case_037_multicore_res.json,b7746880d710f2a071f7643500d85054b8cf55b0c11a29927814b26e95f2dd42,delivered_method_reconstruction_and_replay
case_038,1,official_singlecore,1364555,1364555,1.0,5627904,solutions/1cores/case_038_multicore_res.json,8f5c3e3c84763a2a5e2ebb7436efdc0d8ec7a8cc8d35564e8f26bb776d9f4e48,new_full_search_and_replay
case_038,2,component_lpt,674500,1364555,2.0230615270570795,6790656,solutions/2cores/case_038_multicore_res.json,ea59dcd7e19f8e660eb25925686e09771b2022fdced47df537d27d185057a828,new_full_search_and_replay
case_038,3,component_lpt,452248,1364555,3.0172714970547134,8097792,solutions/3cores/case_038_multicore_res.json,8b2bc9274813553d7e885f28a66364951259d5bc58dee24321bef12ce3079642,new_full_search_and_replay
case_038,4,component_lpt,339624,1364555,4.017840317527619,9295872,solutions/4cores/case_038_multicore_res.json,fca315937d48b73bffbd0286d777e6381dc0ebacc1f2bed39fb2df58cf2c2897,new_full_search_and_replay
case_038,5,component_lpt,275133,1364555,4.959619529463932,9676800,solutions/5cores/case_038_multicore_res.json,624690ce442d2fa7dc0a84b7e80eb5e23cedceb5b5d0858324f78c8990632a83,delivered_method_reconstruction_and_replay
case_039,1,official_singlecore,1435262,1435262,1.0,7929856,solutions/1cores/case_039_multicore_res.json,dac9aa0dddfc1796efda0c933d0a650fee6dbc3977c653a543b26b2ae2e70179,new_full_search_and_replay
case_039,2,component_batches_512,693424,1435262,2.0698187544705693,15409152,solutions/2cores/case_039_multicore_res.json,7cdecbbed5a9ce3ed47267f913b50006709bfd42dd994edff800b5081f797f58,new_full_search_and_replay
case_039,3,component_round_robin,485565,1435262,2.9558596686334475,14323712,solutions/3cores/case_039_multicore_res.json,7a4b349fa4ee6c8728ce40d8069a5bf06960a9369a5fb493c4b99302e8891ab6,new_full_search_and_replay
case_039,4,component_round_robin,395323,1435262,3.6306058590064327,17604608,solutions/4cores/case_039_multicore_res.json,308eee58b65691b689b7fafcb41ff0b1cc8046246b18992319dc5bb9886b5366,new_full_search_and_replay
case_039,5,component_group7,316542,1435262,4.534191355333573,9805824,solutions/5cores/case_039_multicore_res.json,6b5baedd11b81c4a2ef8e82d5bcc54a905eaa77223f127e8503f7dd77195aadb,delivered_method_reconstruction_and_replay
case_040,1,official_singlecore,253454,253454,1.0,0,solutions/1cores/case_040_multicore_res.json,2f3989071fd3e245c82304c86e2c391712466180edb5a6cf8553661950ff9992,new_full_search_and_replay
case_040,2,component_lpt,137746,253454,1.8400098732449581,53760,solutions/2cores/case_040_multicore_res.json,3130435f09736f53fd5c6b737a6cb0ace5ffd97f9977e0b2cc60b35be85a5e94,new_full_search_and_replay
case_040,3,component_lpt,110105,253454,2.301929975932065,0,solutions/3cores/case_040_multicore_res.json,01aa7930fc6ad92138907fffeba0ffc45b59dde3df2828a9a1fb0514bebfa8b0,new_full_search_and_replay
case_040,4,window10_heft,101378,253454,2.5000887766576576,3208966,solutions/4cores/case_040_multicore_res.json,184066aaec280d6d3b5e5b578adf4026882607b4d02ab9a613e2e458d3413ea4,new_full_search_and_replay
case_040,5,vw32_8_t15_heft2,87610,253454,2.892980253395731,2831790,solutions/5cores/case_040_multicore_res.json,d8cb60606c812152784e72af215f79575afa734bbed24d7f2b18946ea3c4702e,delivered_method_reconstruction_and_replay
case_041,1,official_singlecore,6003957,6003957,1.0,30898176,solutions/1cores/case_041_multicore_res.json,ab5c67b7b2f8e6bf5fc8e0b879f66cfc4fd5c823fa6c1a4930e6b7dec827e636,new_full_search_and_replay
case_041,2,component_batches,2982987,6003957,2.0127332100341033,39266304,solutions/2cores/case_041_multicore_res.json,5021f5fd7631b54216d1342e4b548969ad26c55d09564c472afccd2056d1b993,new_full_search_and_replay
case_041,3,component_pipe_balance,1991992,6003957,3.014046743159611,34879488,solutions/3cores/case_041_multicore_res.json,56d57e6cfed4af1621dac3256fb0d277bdcbb391e78a41720c20aff943f19092,new_full_search_and_replay
case_041,4,component_pipe_balance,1490603,6003957,4.027871270888358,39164928,solutions/4cores/case_041_multicore_res.json,0b6114b4971e293e2634fd3439b1ac16590aab4c0ec1714fd81ae4688af83412,new_full_search_and_replay
case_041,5,component_pipe_balance,1196379,6003957,5.018440644645217,40630272,solutions/5cores/case_041_multicore_res.json,0f1a8aa4503495702299869b328e7a5759930a1c6b80de0bc6230597551bd9e9,delivered_method_reconstruction_and_replay
case_042,1,official_singlecore,1686740,1686740,1.0,6629376,solutions/1cores/case_042_multicore_res.json,d2081ece83d9033de97343585d9baf2b53075a3d221e902604363fffe703b529,new_full_search_and_replay
case_042,2,component_batches_512,835176,1686740,2.019622211366227,9815328,solutions/2cores/case_042_multicore_res.json,f2efb8d88f8bbf6f3c6a39824fd7a79d57564ca2b7c337ca8ec0d602fe5bb697,new_full_search_and_replay
case_042,3,component_lpt,562007,1686740,3.0012793434957215,8334912,solutions/3cores/case_042_multicore_res.json,bddfdabd2d378c127af99b8aa917d81057c54d4fd9758c5c49df407b94cb3ac8,new_full_search_and_replay
case_042,4,component_lpt,425650,1686740,3.9627393398331963,8553312,solutions/4cores/case_042_multicore_res.json,0df55f5a8e0e6e62d1efa388e847cc115f76e1832a22772e14f3905d223fd3a9,new_full_search_and_replay
case_042,5,component_lpt,342520,1686740,4.924500759079762,10187616,solutions/5cores/case_042_multicore_res.json,2c58f5218164b2c24e23d2c453325ffb32e1f0d8268301efa32d8dc6017d6d0f,delivered_method_reconstruction_and_replay
case_043,1,official_singlecore,677656,677656,1.0,49160,solutions/1cores/case_043_multicore_res.json,206834cfb1ea06a7ceafe7103b66b688311a31506fa5a9031848087f753ccc84,new_full_search_and_replay
case_043,2,component_lpt,353851,677656,1.9150885542219749,506880,solutions/2cores/case_043_multicore_res.json,bc45507e4b21b79284ba76cfc07035ad3d0d0b76a731bcbdbe41b17d10fdb763,new_full_search_and_replay
case_043,3,component_pipe_lpt,268448,677656,2.5243473596376207,2257920,solutions/3cores/case_043_multicore_res.json,d0af5f532aa3335c0b8ec855cda3682d60b0eebb7d37a7fe24eb0e9d91066929,new_full_search_and_replay
case_043,4,window16_heft,254894,677656,2.658579644871986,6476956,solutions/4cores/case_043_multicore_res.json,5f6e0edf1063430ee954961941d81415d40db0e63bf5375d65af3f0b8c2b2360,new_full_search_and_replay
case_043,5,vws18_54_t78_x,184243,677656,3.6780556113393725,5778672,solutions/5cores/case_043_multicore_res.json,1a5d027f2ab41c11dc89999c59cb32f1e5f29de74a92b5c6647790776a9dbb13,delivered_method_reconstruction_and_replay
case_044,1,official_singlecore,154407,154407,1.0,4438112,solutions/1cores/case_044_multicore_res.json,b3a3d432d31479494edec684578b81a56b8d294b44a2049ede0aaefb991fe351,new_full_search_and_replay
case_044,2,component_round_robin,131105,154407,1.1777354029213225,4672992,solutions/2cores/case_044_multicore_res.json,035b924facba39f3702acb6605890da5358a23e5420fcfa37524f731ad7857ec,new_full_search_and_replay
case_044,3,component_round_robin,123553,154407,1.2497227910289512,5161216,solutions/3cores/case_044_multicore_res.json,1ad9a834bcd0e0cc44e33f7ca46a6520d56ee8b6c3911d73ba523cc5f1d2756b,new_full_search_and_replay
case_044,4,share_pack_3,123553,154407,1.2497227910289512,5161216,solutions/4cores/case_044_multicore_res.json,42338c20cac0d2ca8c720d54f5381e5191e8787cc4f6d1cac616ba5d6bc46215,new_full_search_and_replay
case_044,5,component_group4,123553,154407,1.2497227910289512,5161216,solutions/5cores/case_044_multicore_res.json,885a84eab20bd4dc58caee6cdfbfd5d26432b39bf64b3289750e3808a72454be,delivered_method_reconstruction_and_replay
case_045,1,official_singlecore,125614,125614,1.0,0,solutions/1cores/case_045_multicore_res.json,76de6b75aa4cb0989adacd898da2af6cc98a843c5ec4f1d68a15b1d0bba7448c,new_full_search_and_replay
case_045,2,component_lpt,63059,125614,1.99200748505368,0,solutions/2cores/case_045_multicore_res.json,e67154587cdc0f9be2faa8f93a78d9171af089c4d999fad09c5e9b5d65eecfb0,new_full_search_and_replay
case_045,3,component_lpt,42601,125614,2.94861622966597,0,solutions/3cores/case_045_multicore_res.json,10e53d1c7f81d8230f0697fab058da575556a3de7fb1f74d27bae3c53f7ba6d4,new_full_search_and_replay
case_045,4,component_lpt,31878,125614,3.940460505677897,0,solutions/4cores/case_045_multicore_res.json,e7065e94b7806aaecd0e60c5c12d0cb294797b3d13bfb1569961a4f13ba14b8b,new_full_search_and_replay
case_045,5,component_lpt,26164,125614,4.801024308209754,0,solutions/5cores/case_045_multicore_res.json,d3982367cc66cc4413fa5e6dc97c9b7abaffc72ea00bd5191f108e85f05be435,delivered_method_reconstruction_and_replay
case_046,1,official_singlecore,276455,276455,1.0,3176288,solutions/1cores/case_046_multicore_res.json,d1b4a409de9ead0c25c6c667f834ab2bb78ce217c637479ee300c71065e42062,new_full_search_and_replay
case_046,2,component_batches_128,158876,276455,1.7400677257735593,6512800,solutions/2cores/case_046_multicore_res.json,f046c0e9a672f163c2c249b15b7bc61861fd6aa5c1bf00cf1ea519052cb011ea,new_full_search_and_replay
case_046,3,share_pack_6,133411,276455,2.072205440331007,5513376,solutions/3cores/case_046_multicore_res.json,ce2dd9511eab3d9d13b054b3b8722f778b43ff55944211dc1840c22b194fdb75,new_full_search_and_replay
case_046,4,component_round_robin,124612,276455,2.218526305652746,4513952,solutions/4cores/case_046_multicore_res.json,390858d214ecbea9e6f6e1208744f29ee7f2208e890d7c47fe5faaa704e36347,new_full_search_and_replay
case_046,5,component_group2,124612,276455,2.218526305652746,4513952,solutions/5cores/case_046_multicore_res.json,15a3f47690f94e6f0175810dd5ebd3456677af1d30de8cee334d418f149ba9f7,delivered_method_reconstruction_and_replay
case_047,1,official_singlecore,326508,326508,1.0,0,solutions/1cores/case_047_multicore_res.json,f7e1451d3131a66cc5afa7e72d3c97a91aed2d8c45f1d862e42f266e9478e13c,new_full_search_and_replay
case_047,2,window16_peft,242586,326508,1.3459474165862828,2487908,solutions/2cores/case_047_multicore_res.json,2da696f83d7f9f156452de2175e8e97408e0eecaf72620f84ca9c347853e7f6c,new_full_search_and_replay
case_047,3,window10_peft,205013,326508,1.5926209557442699,3241544,solutions/3cores/case_047_multicore_res.json,abc48cb56a818046555622cd68845a3c2ad7e57c7942652e0463ef3b0d6b9fa5,new_full_search_and_replay
case_047,4,window10_peft,186308,326508,1.752517336883011,3241544,solutions/4cores/case_047_multicore_res.json,13da8360c99a1c35c077b5c86c34fc195626b8ae1774325cfb518d62c9f8d53f,new_full_search_and_replay
case_047,5,vw24_10_t15_heft2,110433,326508,2.9566162288446387,3072968,solutions/5cores/case_047_multicore_res.json,d8d07151b48fd3a40c48505e70628d53247d76e827f7e43bc7af78d2eb5f1f6a,delivered_method_reconstruction_and_replay
case_048,1,official_singlecore,222220,222220,1.0,0,solutions/1cores/case_048_multicore_res.json,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a,new_full_search_and_replay
case_048,2,window10_heft,172467,222220,1.288478375573298,975730,solutions/2cores/case_048_multicore_res.json,84be239459ba8c6a6414ea6dcff51994cc7099068821d5e07e9cad0881e2fc35,new_full_search_and_replay
case_048,3,window10_heft,149701,222220,1.4844256217393337,975730,solutions/3cores/case_048_multicore_res.json,ce7d0428a6ac142d440d7c6ef3bf861bc1badf2cb30dc89b93f82e30c62dd804,new_full_search_and_replay
case_048,4,window10_heft,149706,222220,1.4843760437123428,975730,solutions/4cores/case_048_multicore_res.json,95691ddf0d28a24284f8e17cf849f9aeef1d10e5e95c5c18ab551ac6eea7c3d7,new_full_search_and_replay
case_048,5,vw16_8_t8_peftins,135628,222220,1.6384522370012091,848570,solutions/5cores/case_048_multicore_res.json,9297a8edf3bc0ae6b077a9f7994bdc141c260ee68f41ae2de88eb3731a3fc8e1,delivered_method_reconstruction_and_replay
case_049,1,official_singlecore,196276,196276,1.0,0,solutions/1cores/case_049_multicore_res.json,2186478cd6f24e1941a013639c9a52be08c5349cdf117842cedcedee1ff4f6dc,new_full_search_and_replay
case_049,2,hybrid20_10,138174,196276,1.420498791378986,1181698,solutions/2cores/case_049_multicore_res.json,637767491b62c897bed102db43a9de773484992b005314e6b1f4c51fa595f3a9,new_full_search_and_replay
case_049,3,window10_heft,111305,196276,1.7634068550379587,2102734,solutions/3cores/case_049_multicore_res.json,55764b666f2249f0efad239f06181574a62ced9792a0e615fc0a37e2dff1fe10,new_full_search_and_replay
case_049,4,window10_heft,97704,196276,2.0088839760910506,2102734,solutions/4cores/case_049_multicore_res.json,6cc29bfa02da0ceff1e1572cf9c0eb6085a9b83ac2e8e8462990f3324ef6a899,new_full_search_and_replay
case_049,5,vws9_18_t32_x,72477,196276,2.708114298329125,1854336,solutions/5cores/case_049_multicore_res.json,0103fce393c36a3509aa878be178937fe524463baaa6f7b5dc558665de09a599,delivered_method_reconstruction_and_replay
case_050,1,official_singlecore,149690,149690,1.0,0,solutions/1cores/case_050_multicore_res.json,f13b23adc8986223c3ed16bd5199b6a24e63786f325ffabaacedaa6a1d3a2149,new_full_search_and_replay
case_050,2,hybrid20_10,101420,149690,1.4759416288700453,917806,solutions/2cores/case_050_multicore_res.json,3ef12cab6b1a98d6ffaa57fd0bf14c752d171a9b30d6100e8703901494f57e7a,new_full_search_and_replay
case_050,3,window10_heft,84493,149690,1.7716260518622844,2019114,solutions/3cores/case_050_multicore_res.json,8be7930f16c0aab8c19a18ab5c07731841f40b5381656c1cd93401558cbb32a4,new_full_search_and_replay
case_050,4,window10_heft,72182,149690,2.0737857083483417,2019114,solutions/4cores/case_050_multicore_res.json,5473c3c4ea087a38fcb8284664d4c30e1c5ac09b9809d84cf62b288e2fa83519,new_full_search_and_replay
case_050,5,cav16_8_t15_b65536_peftins,52673,149690,2.8418734455983143,2038964,solutions/5cores/case_050_multicore_res.json,dd4d1355f4ee9a941f337db9c765bef939d0d7434233d3b21414d2e18bcc2518,delivered_method_reconstruction_and_replay
case_051,1,official_singlecore,607628,607628,1.0,0,solutions/1cores/case_051_multicore_res.json,d2a74eed1ca12d1890a92f6146eeff44c75d533e1a44afdef3274970662eddd5,new_full_search_and_replay
case_051,2,bundle_pack,357955,607628,1.6974982888910617,9045258,solutions/2cores/case_051_multicore_res.json,e14b2bf18f490d7584f23d56b4f6dc0e4a40e72e1728c87c6473d26c33644f35,new_full_search_and_replay
case_051,3,bundle_pack,291222,607628,2.086476983194951,9045304,solutions/3cores/case_051_multicore_res.json,57e49c4fb3247ea84ce290c5138a138f98e76251be6049b60f4926f57957cafd,new_full_search_and_replay
