case,cores,config,makespan,added_copy_bytes,single_makespan,speedup,source,evaluation_sha256
case_047,3,routes_gate_reuse,241969,5051902,326508,1.3493794659646483,图表/runs/20260924-A-q1-event-ranking-full100/case_047_3cores_seed0_routes_gate_reuse,a853400dd955dcdf665d618d3bca14e3eb4322fdaca9af9d9042f355821ecc1c
case_047,4,routes_gate_reuse,225654,5078720,326508,1.446940891807812,图表/runs/20260924-A-q1-event-ranking-full100/case_047_4cores_seed0_routes_gate_reuse,8895c7c9d353109fd4e36a7b182541e72dcc59e8718411a6cb4903b2d95e9b31
case_047,5,routes_gate_reuse,222583,5064318,326508,1.4669044805757852,图表/runs/20260924-A-q1-event-ranking-full100/case_047_5cores_seed0_routes_gate_reuse,6f6d8b0e86ecb45776e4892c03893ca9102713b3c36d096b6264385515b94005
case_048,1,fixed_single,222220,0,222220,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_048,d90327a4bbec65775a0c036e9d21d034f7ea4366c703849882791fa6a904339e
case_048,2,routes_gate_reuse,197496,1716280,222220,1.1251873455664925,图表/runs/20260924-A-q1-event-ranking-full100/case_048_2cores_seed0_routes_gate_reuse,1e03378916149bf5aeaf0888b8d3d81d7160f983f88710ab1e791c4f2377a62e
case_048,3,routes_gate_reuse,197613,1716280,222220,1.1245211600451388,图表/runs/20260924-A-q1-event-ranking-full100/case_048_3cores_seed0_routes_gate_reuse,3d4743206cb3069e241c2d6089fcced51f3578a9640adb0cc4e408456b7e6500
case_048,4,routes_gate_reuse,197613,1716280,222220,1.1245211600451388,图表/runs/20260924-A-q1-event-ranking-full100/case_048_4cores_seed0_routes_gate_reuse,51804ab785597dfcb50a3ef9f7f1265801e8d5a2f3cd20da159fb4a6884de5bd
case_048,5,routes_gate_reuse,197613,1716280,222220,1.1245211600451388,图表/runs/20260924-A-q1-event-ranking-full100/case_048_5cores_seed0_routes_gate_reuse,e8f18df5873b17e82ac0db3d24be5cf39b602a0b4b6561b0aa19333f2a5c8d7b
case_049,1,fixed_single,196276,0,196276,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_049,8f0d40a73f9ab5d549c32a7dd109f59538ff90832ca00ef842bf556033b258ed
case_049,2,routes_gate_reuse,156968,2635492,196276,1.250420467866062,图表/runs/20260924-A-q1-event-ranking-full100/case_049_2cores_seed0_routes_gate_reuse,b2777768326a97c55ecf2f487d325de518b69f3f743517049ee8d4070be7a831
case_049,3,routes_gate_reuse,132866,4012736,196276,1.4772477533755815,图表/runs/20260924-A-q1-event-ranking-full100/case_049_3cores_seed0_routes_gate_reuse,709f09dfe47e12650eeeb3a00d4a5e0040876297d49895f4441f6a42dc1e1f14
case_049,4,routes_gate_reuse,123251,4012736,196276,1.5924901217840017,图表/runs/20260924-A-q1-event-ranking-full100/case_049_4cores_seed0_routes_gate_reuse,097662c665563e27b1e59d7ef1a27a3065f362da55ce970abb43278b72471fe8
case_049,5,routes_gate_reuse,117489,4013760,196276,1.670590438253794,图表/runs/20260924-A-q1-event-ranking-full100/case_049_5cores_seed0_routes_gate_reuse,c21a84e786486c45e33578842712b291a8e353ec57080cafd2a660c71c5fc915
case_050,1,fixed_single,149690,0,149690,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_050,758bf11254c903fcd204a4bfcc8f197c7a450575567fc816f13b605b8af677be
case_050,2,routes_gate_reuse,108323,51814,149690,1.3818856567857243,图表/runs/20260924-A-q1-event-ranking-full100/case_050_2cores_seed0_routes_gate_reuse,f07dcf98b96fb275ae5e337c0c2ee76e14d4d244ca717813f1fba2b93345e378
case_050,3,routes_gate_reuse,104366,3416202,149690,1.4342793630109423,图表/runs/20260924-A-q1-event-ranking-full100/case_050_3cores_seed0_routes_gate_reuse,f33eb8a754606faa135299a3fc8e6374758c3ff41b47da84325c057af62ff4de
case_050,4,routes_gate_reuse,98003,3448972,149690,1.5274022223809476,图表/runs/20260924-A-q1-event-ranking-full100/case_050_4cores_seed0_routes_gate_reuse,3334b00b20c960c38fcf4b5c326f0ba887d8d764585478e70050974ecaf35cf8
case_050,5,routes_gate_reuse,99382,3424394,149690,1.506208367712463,图表/runs/20260924-A-q1-event-ranking-full100/case_050_5cores_seed0_routes_gate_reuse,7a9f10e33946602bb13336d965737a28e3b65b1a8a43795388dc3dbaf8c15afc
case_051,1,fixed_single,607628,0,607628,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_051,9b019c810eecd6894016c2e3607fc409724c7501a9ff8544b50d8c816343c94e
case_051,2,routes_gate_reuse,429872,10225204,607628,1.4135091376037519,图表/runs/20260924-A-q1-event-ranking-full100/case_051_2cores_seed0_routes_gate_reuse,c5a24e4937b8ca558640de085f962c6bb71a89f73e547f8799f6349e25f3424a
case_051,3,routes_gate_reuse,352843,10225204,607628,1.7220916951732073,图表/runs/20260924-A-q1-event-ranking-full100/case_051_3cores_seed0_routes_gate_reuse,31ba8e211952e5d1d94d5cbf030382c73624f7fea12f4cf2e7095a2a2c6349e9
case_051,4,routes_gate_reuse,336378,10225204,607628,1.8063844841220293,图表/runs/20260924-A-q1-event-ranking-full100/case_051_4cores_seed0_routes_gate_reuse,5c0e987798a60d6ed021fe773ffd3ec07d13028a27785913ef2f3fa25fc70e18
case_051,5,routes_gate_reuse,328989,10225204,607628,1.8469553693284577,图表/runs/20260924-A-q1-event-ranking-full100/case_051_5cores_seed0_routes_gate_reuse,051f7367b0a8f0d41ab59901283e56871eb585463f5b9ab98c303890ada01b7e
case_052,1,fixed_single,180301,0,180301,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_052,7fda4960cc3fd5abbe687c162d6e512e0bd632badc8f181051a4af757cdad8d6
case_052,2,routes_gate_reuse,90903,102912,180301,1.9834438907406797,图表/runs/20260924-A-q1-event-ranking-full100/case_052_2cores_seed0_routes_gate_reuse,76c9bb0fd1e6a8251cf6839dc0fac6e479d1830bb5cec47069c6b1ebd4c5274f
case_052,3,routes_gate_reuse,60160,181248,180301,2.99702460106383,图表/runs/20260924-A-q1-event-ranking-full100/case_052_3cores_seed0_routes_gate_reuse,7977c583a62fe9258976250569c9cdfd35fbb61f6e5a8f5bc38e27b6fe1725c7
case_052,4,routes_gate_reuse,45777,254976,180301,3.9386809970072307,图表/runs/20260924-A-q1-event-ranking-full100/case_052_4cores_seed0_routes_gate_reuse,197db35521cb6ceefecc72bd8335d0c87637ab815d58cb989a4f3ce3216c518f
case_052,5,routes_gate_reuse,37846,333312,180301,4.76407017914707,图表/runs/20260924-A-q1-event-ranking-full100/case_052_5cores_seed0_routes_gate_reuse,89c6053a1991c28854677e35bb5bb9fc4c8b18737688bf4ef54d558b71bad812
case_053,1,fixed_single,1472686,5405536,1472686,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_053,885a4a49b33cb71be4039e39fb5bc564879add97a721e8f89ace6a9308cc3db1
case_053,2,routes_gate_reuse,774757,5959552,1472686,1.9008360040632095,图表/runs/20260924-A-q1-event-ranking-full100/case_053_2cores_seed0_routes_gate_reuse,e2cd63be2416c2f17cdf1a27af7b5979b8b7a09afa2d503335246a3c2b58e343
case_053,3,routes_gate_reuse,509253,6480220,1472686,2.89185532534909,图表/runs/20260924-A-q1-event-ranking-full100/case_053_3cores_seed0_routes_gate_reuse,7a3ac5c81e4a8e78ab860322654fc028f28561c951b2cc85e0ed0a77937b1296
case_053,4,routes_gate_reuse,491606,10892964,1472686,2.9956631936957643,图表/runs/20260924-A-q1-event-ranking-full100/case_053_4cores_seed0_routes_gate_reuse,5cc77e5e50e5cddb3b03fc558ddfd3a20341495a5f799211aceff3365ad316d0
case_053,5,routes_gate_reuse,474708,20272004,1472686,3.102298676238867,图表/runs/20260924-A-q1-event-ranking-full100/case_053_5cores_seed0_routes_gate_reuse,040ad28ae3759c598166da3c64c80077a617aac98c9c0ef181a4716f60a63053
case_054,1,fixed_single,815051,0,815051,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_054,c993cacdb1e9eac31c28436055e0ae6f4a56edbdbcb3d470730a40b42f964777
case_054,2,routes_gate_reuse,510200,6569360,815051,1.597512740101921,图表/runs/20260924-A-q1-event-ranking-full100/case_054_2cores_seed0_routes_gate_reuse,35f8f7a3518be33d54a5dd036babe8afcd7c347c9d6f22acae30c135335d1f2a
case_054,3,routes_gate_reuse,402111,6732340,815051,2.0269303749462213,图表/runs/20260924-A-q1-event-ranking-full100/case_054_3cores_seed0_routes_gate_reuse,78d7258d386b73cfb44017b933cd2e0df313bba4ff79635ef82c5db969b5b224
case_054,4,routes_gate_reuse,362394,11175330,815051,2.2490742120454534,图表/runs/20260924-A-q1-event-ranking-full100/case_054_4cores_seed0_routes_gate_reuse,9bbf3943c83fc433af411d3978bad5ecd91d19e56aa79607e10590a211a2c076
case_054,5,routes_gate_reuse,333071,11208098,815051,2.447078851055781,图表/runs/20260924-A-q1-event-ranking-full100/case_054_5cores_seed0_routes_gate_reuse,ee9b873d1b34af445d981d891e73ae3888605c0ae9207a17854b167c8c8cf38e
case_055,1,fixed_single,118835,69632,118835,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_055,78be126a7727cd377beb2ae587603a156da5d246a3fba41069b98a044e30e1e2
case_055,2,routes_gate_reuse,56902,176664,118835,2.0884151699413027,图表/runs/20260924-A-q1-event-ranking-full100/case_055_2cores_seed0_routes_gate_reuse,37aee8768a01e62c24232f232d5bfb4d7e102f51e26af46d79b2112b56c5fd87
case_055,3,routes_gate_reuse,38966,168968,118835,3.049710003592876,图表/runs/20260924-A-q1-event-ranking-full100/case_055_3cores_seed0_routes_gate_reuse,59427083b75bd042ce8c40fb8e62e7a39105a763ffdd3168f9e062665f1fd0a5
case_055,4,routes_gate_reuse,32118,173568,118835,3.699950183697615,图表/runs/20260924-A-q1-event-ranking-full100/case_055_4cores_seed0_routes_gate_reuse,7afac75ade53ee5d9cf568602575ac7acec0bb9b977faab4eda9455f1b2fe4e8
case_055,5,routes_gate_reuse,24831,280068,118835,4.785751681366034,图表/runs/20260924-A-q1-event-ranking-full100/case_055_5cores_seed0_routes_gate_reuse,aac2ac2aec69d04fd41aeb5a65214e4d159d2c828c1f5ef4021ec15659eb447a
case_056,1,fixed_single,277285,0,277285,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_056,efbb3fd5e0f676287c215cf8e7b743491e1e406da7790cb319c4bbbcaa17ad41
case_056,2,routes_gate_reuse,231882,4095676,277285,1.1958021752443053,图表/runs/20260924-A-q1-event-ranking-full100/case_056_2cores_seed0_routes_gate_reuse,7272e22a9f7aa009621d8ec59619944afd64390d6133765afd7cc2fe01248c10
case_056,3,routes_gate_reuse,199699,6006214,277285,1.3885147146455414,图表/runs/20260924-A-q1-event-ranking-full100/case_056_3cores_seed0_routes_gate_reuse,04f951ea94632bed0d230aa5ade6e39ee7aee9bf7d46b5a5194f89d4901c2e02
case_056,4,routes_gate_reuse,189615,6006214,277285,1.462357935817314,图表/runs/20260924-A-q1-event-ranking-full100/case_056_4cores_seed0_routes_gate_reuse,de27331f214afd296764be6da1f704cf1d8061f1d50b0d9351b83b8a67a180fb
case_056,5,routes_gate_reuse,186638,6006214,277285,1.4856835156827655,图表/runs/20260924-A-q1-event-ranking-full100/case_056_5cores_seed0_routes_gate_reuse,7de23593faee2a78811ab0172565096c958644d867ae24296c9cfdb6e0ebe140
case_057,1,fixed_single,59726,94216,59726,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_057,8cd55a7586e75fe48eee9a7a85f360ba65f56281b1c127e2bce51b124349434f
case_057,2,routes_gate_reuse,30047,182060,59726,1.9877525210503544,图表/runs/20260924-A-q1-event-ranking-full100/case_057_2cores_seed0_routes_gate_reuse,442692de534dbc7fc93595e4e0747c06123280bdc1ad3ef9a2a22c08f47e59fc
case_057,3,routes_gate_reuse,20691,18228,59726,2.8865690396790877,图表/runs/20260924-A-q1-event-ranking-full100/case_057_3cores_seed0_routes_gate_reuse,85d5a5ffd15b9b0b4aed246cd744ab98dfed453141c47a2400bc80f3ed823ca5
case_057,4,routes_gate_reuse,16471,32328,59726,3.626130775302046,图表/runs/20260924-A-q1-event-ranking-full100/case_057_4cores_seed0_routes_gate_reuse,a2a25882cc5685d80df3ab014725fcb3eeaba1798ad8f18494f05a734fb03d55
case_057,5,routes_gate_reuse,14319,189060,59726,4.1711013338920315,图表/runs/20260924-A-q1-event-ranking-full100/case_057_5cores_seed0_routes_gate_reuse,1b2fd83d1fc630269e3c23250a2c9e7ec8e423fc85f18a389765514a0ce236e2
case_058,1,fixed_single,4539717,28696576,4539717,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_058,791c39ecd8715cb780a872a113ea35cd2ceada9f4338a27505680fb177c7693e
case_058,2,routes_gate_reuse,2268326,33972224,4539717,2.0013512167122363,图表/runs/20260924-A-q1-event-ranking-full100/case_058_2cores_seed0_routes_gate_reuse,0b11d614b0176dc416788f4aaf99ad1c075276db4b76c4b4b912c29f029024df
case_058,3,routes_gate_reuse,1532367,31514624,4539717,2.962552051825705,图表/runs/20260924-A-q1-event-ranking-full100/case_058_3cores_seed0_routes_gate_reuse,839fa5534f5628e608cb151a3732313eef176f9513e5c0d52aeacaaab9787300
case_058,4,routes_gate_reuse,1152464,42893312,4539717,3.9391399644587595,图表/runs/20260924-A-q1-event-ranking-full100/case_058_4cores_seed0_routes_gate_reuse,74fe37230c9e6d5d0c18b6b563b8f284a1203215391a9111f653db30945b7c09
case_058,5,routes_gate_reuse,1002440,33316864,4539717,4.528667052392163,图表/runs/20260924-A-q1-event-ranking-full100/case_058_5cores_seed0_routes_gate_reuse,e5bac3198ecfe95a8a78235534bb438f59d780bf74dd584cc785a9dc31b5296d
case_059,1,fixed_single,829473,1691648,829473,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_059,4728d2fdb5998cd51bfb585cdc7991af70d877fae0d403928ccc19c7cb208644
case_059,2,routes_gate_reuse,369318,360448,829473,2.2459587672412393,图表/runs/20260924-A-q1-event-ranking-full100/case_059_2cores_seed0_routes_gate_reuse,59bff18c17d539a0c5836ca5433359c434786968cecaa1292b9ceef6512aa5bb
case_059,3,routes_gate_reuse,254823,4196352,829473,3.2550947128006498,图表/runs/20260924-A-q1-event-ranking-full100/case_059_3cores_seed0_routes_gate_reuse,c906fad29c97640b35643d3b420dec42f056151af25c713bd76efe61e25922a5
case_059,4,routes_gate_reuse,185216,1081344,829473,4.478408992743607,图表/runs/20260924-A-q1-event-ranking-full100/case_059_4cores_seed0_routes_gate_reuse,55c9357422f86a1c1452f768dad0af0af7405eeee015b02fb7e2300c44e52429
case_059,5,routes_gate_reuse,150782,4325376,829473,5.501140719714555,图表/runs/20260924-A-q1-event-ranking-full100/case_059_5cores_seed0_routes_gate_reuse,403b8d2211c968ba4d555b03693c8b50adbc9c4f53745e8119146162b7bcd8a2
case_060,1,fixed_single,888789,2068520,888789,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_060,2b8659939bbc42f68451b6b2d4d008edc2f3a3d92342140c4af688302171f13f
case_060,2,routes_gate_reuse,441525,2746508,888789,2.012998131476134,图表/runs/20260924-A-q1-event-ranking-full100/case_060_2cores_seed0_routes_gate_reuse,8125086c27b8120b1b74a49fdc765fc4e5b1e3101e99800957e81e3e1fb437fe
case_060,3,routes_gate_reuse,295983,3159296,888789,3.0028380008311286,图表/runs/20260924-A-q1-event-ranking-full100/case_060_3cores_seed0_routes_gate_reuse,c85d77786f4b1710202c7b5dc80dc5dc2ab14432b7dd70c5856aeb79e13af388
case_060,4,routes_gate_reuse,223107,3960200,888789,3.9836894404926784,图表/runs/20260924-A-q1-event-ranking-full100/case_060_4cores_seed0_routes_gate_reuse,5f99cbf37811bc8f6529d8322c31b1223df2cdfa1750247eb2d63a90bbbaaf3a
case_060,5,routes_gate_reuse,180081,3733888,888789,4.935495693604545,图表/runs/20260924-A-q1-event-ranking-full100/case_060_5cores_seed0_routes_gate_reuse,8ad097ad1b199d6f09206e5ae51d435283bda22ab54c003153b9209d3ff1fb64
case_061,1,fixed_single,77191,0,77191,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_061,8e8a774e3fe4bae3395979bc1025100f2543cb917ef51c2867ec2b1cce23a842
case_061,2,routes_gate_reuse,39298,34560,77191,1.9642475444042953,图表/runs/20260924-A-q1-event-ranking-full100/case_061_2cores_seed0_routes_gate_reuse,bf50f9cd852331279304aa33b71518408e12a82831dec4c09180660177a4efbf
case_061,3,routes_gate_reuse,28342,43008,77191,2.723555147837132,图表/runs/20260924-A-q1-event-ranking-full100/case_061_3cores_seed0_routes_gate_reuse,5b1e8c696b712422c0ff59fe511534902ff416640d81af9dfdb8b69e088011e6
case_061,4,routes_gate_reuse,24024,70656,77191,3.213078588078588,图表/runs/20260924-A-q1-event-ranking-full100/case_061_4cores_seed0_routes_gate_reuse,cacc150b2804ce51861a1464067ff202367629e4b6702ac944324d15c932a8b7
case_061,5,routes_gate_reuse,21941,323072,77191,3.5181167676951826,图表/runs/20260924-A-q1-event-ranking-full100/case_061_5cores_seed0_routes_gate_reuse,01284dab8c87df0f28182c39413444e45ca1049a6098f8605500693560352f11
case_062,1,fixed_single,2854809,0,2854809,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_062,634ab979d607c0b0520c28bf1950beef9205692fddcc923fa2f83eec694538ad
case_062,2,routes_gate_reuse,1463796,3431424,2854809,1.9502779075772854,图表/runs/20260924-A-q1-event-ranking-full100/case_062_2cores_seed0_routes_gate_reuse,c64ae8b23adf4841d88610d76e970a961b72f7a22a1aeb41df127fd12374d67d
case_062,3,routes_gate_reuse,982412,3469824,2854809,2.9059182909003556,图表/runs/20260924-A-q1-event-ranking-full100/case_062_3cores_seed0_routes_gate_reuse,b4d7d65cc216ce0e42fab1e8392fc02ea1e7d0df607798d7eee9c666b76077a4
case_062,4,routes_gate_reuse,744188,3511296,2854809,3.83613952388375,图表/runs/20260924-A-q1-event-ranking-full100/case_062_4cores_seed0_routes_gate_reuse,7e68d15b71fb63081cb41a2217856e7c5483c18df100c004074b783d2460a4d9
case_062,5,routes_gate_reuse,605685,3469824,2854809,4.71335595235147,图表/runs/20260924-A-q1-event-ranking-full100/case_062_5cores_seed0_routes_gate_reuse,42bd23e011a9dd4881a14f83a7d4d43e10f8bf74abd74c00f28d70f8e9d3bf52
case_063,1,fixed_single,1070397,0,1070397,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_063,fc840a005d6df954da75d5bdfb1c07659db3b99f00d31c604338153e70abd5a4
case_063,2,routes_gate_reuse,552512,1903104,1070397,1.9373280580331287,图表/runs/20260924-A-q1-event-ranking-full100/case_063_2cores_seed0_routes_gate_reuse,da6291aef42aed5e44b5fdfb4cc927d96f7411f1acf19b169c0701fe82d2b3d3
case_063,3,routes_gate_reuse,371366,1903104,1070397,2.882323637597411,图表/runs/20260924-A-q1-event-ranking-full100/case_063_3cores_seed0_routes_gate_reuse,98a1d2ee16df4f6195c2370c6158f26c2e6aeb6274f91b8e32c2a701ab6823a5
case_063,4,routes_gate_reuse,283231,1915392,1070397,3.7792367360917414,图表/runs/20260924-A-q1-event-ranking-full100/case_063_4cores_seed0_routes_gate_reuse,8c7e396f62bdbf386a31f37044bf6429d27f61013a2b4a16fc3f637805fbc1f6
case_063,5,routes_gate_reuse,229053,1920000,1070397,4.673141150738039,图表/runs/20260924-A-q1-event-ranking-full100/case_063_5cores_seed0_routes_gate_reuse,fcdf4ba748b93e3c6be8329d6dc0bb20e5b693b3ee051a7cf31afa213b1a44c4
case_064,1,fixed_single,19116,0,19116,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_064,c7ad9e1e8e24696251458365ef2e856ace1b2edf748ad28de0bfdd6b45365b56
case_064,2,routes_gate_reuse,19089,17994,19116,1.0014144271570014,图表/runs/20260924-A-q1-event-ranking-full100/case_064_2cores_seed0_routes_gate_reuse,561b3bd0a0ebb07a649fc9c30a5f8ed2ec64275c233948a9c9bfe6c0bf9c316c
case_064,3,routes_gate_reuse,19089,17994,19116,1.0014144271570014,图表/runs/20260924-A-q1-event-ranking-full100/case_064_3cores_seed0_routes_gate_reuse,d3ae0062da3c8048dff2fb57097e8a8afd7bbba7330d6ad1a0ff62a2a71ce228
case_064,4,routes_gate_reuse,19076,15692,19116,1.0020968756552737,图表/runs/20260924-A-q1-event-ranking-full100/case_064_4cores_seed0_routes_gate_reuse,b48a3d85cfb6b60129a6910320a36cbf0dd75488383ceff6da02e5d52589dd86
case_064,5,routes_gate_reuse,19083,7366,19116,1.0017292878478228,图表/runs/20260924-A-q1-event-ranking-full100/case_064_5cores_seed0_routes_gate_reuse,dc90d749e619f8d78b6b20df4c19af0bba2852abfa2f02443e8d4f9948e4b490
case_065,1,fixed_single,53068,0,53068,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_065,49154d0b71bf7e1455259f2f173d176f0835a0489f1c81db55556027590a0747
case_065,2,routes_gate_reuse,26410,13984,53068,2.0093903824308974,图表/runs/20260924-A-q1-event-ranking-full100/case_065_2cores_seed0_routes_gate_reuse,ee04268564dab201881fee2a18147f07f7398dcaf87a844e65382e759cfc80b6
case_065,3,routes_gate_reuse,17964,27936,53068,2.9541304831885995,图表/runs/20260924-A-q1-event-ranking-full100/case_065_3cores_seed0_routes_gate_reuse,80e4cb5b5031b1b03f02affd2222f65e362bad76b2e6b951ea1439c8cf4fe806
case_065,4,routes_gate_reuse,13800,41904,53068,3.8455072463768114,图表/runs/20260924-A-q1-event-ranking-full100/case_065_4cores_seed0_routes_gate_reuse,39a384f47a36843a0843b2c0fc3be2bdb767dc02a6460a8d5aefea4e89324132
case_065,5,routes_gate_reuse,10949,66132,53068,4.846835327427162,图表/runs/20260924-A-q1-event-ranking-full100/case_065_5cores_seed0_routes_gate_reuse,65ee06485e7c4f9ba65a943220f18feda78c2bbee67b49af6e8588abaae6d361
case_066,1,fixed_single,359070,0,359070,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_066,4cbccd25bd814551dc5e00d3996da6c79734b93349a628238694e8e21b401a2a
case_066,2,routes_gate_reuse,242005,4846614,359070,1.4837296750067148,图表/runs/20260924-A-q1-event-ranking-full100/case_066_2cores_seed0_routes_gate_reuse,e49e05158d857d1e92f2866b8eb7cfd9b984e8b101429ec137d454b01ad79fc8
case_066,3,routes_gate_reuse,176353,4877334,359070,2.03608671244606,图表/runs/20260924-A-q1-event-ranking-full100/case_066_3cores_seed0_routes_gate_reuse,2848c58fe6f2b8e6da1fb307f685589499e2416832a9a7ce1f8b0023e5f3bce2
case_066,4,routes_gate_reuse,162001,5725374,359070,2.216467799581484,图表/runs/20260924-A-q1-event-ranking-full100/case_066_4cores_seed0_routes_gate_reuse,ef4e59a501e57575021e18ddc69592cd3269d2af61eae9ff765e7235d089a0e5
case_066,5,routes_gate_reuse,140194,5725374,359070,2.5612365721785526,图表/runs/20260924-A-q1-event-ranking-full100/case_066_5cores_seed0_routes_gate_reuse,3831fff657cb154caeb88b73daa8f4478b525e35f02be45584332c030eca29d4
case_067,1,fixed_single,63834834,264449408,63834834,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_067,fa1b4e79cdc59071ba9014f2ee5d86e5c5ad4ae16dd1299efde83feb97381b9e
case_067,2,routes_gate_reuse,32203165,262601984,63834834,1.9822534213640182,图表/runs/20260924-A-q1-event-ranking-full100/case_067_2cores_seed0_routes_gate_reuse,249ac5cab13c54691dd40a0a29be63f8442204af504c6d1339105959ccf24219
case_067,3,routes_gate_reuse,21585693,247821184,63834834,2.957275172958311,图表/runs/20260924-A-q1-event-ranking-full100/case_067_3cores_seed0_routes_gate_reuse,d578734817815b488f793c1ba4f9ded9e0630281ce42d575d5321cb0338c923a
case_067,4,routes_gate_reuse,16358776,262601984,63834834,3.902176666518326,图表/runs/20260924-A-q1-event-ranking-full100/case_067_4cores_seed0_routes_gate_reuse,0183d388b27d55ec69e61433496c316edfdba242042efc09a6482377fdd12f49
case_067,5,routes_gate_reuse,13455316,262606080,63834834,4.744209203262116,图表/runs/20260924-A-q1-event-ranking-full100/case_067_5cores_seed0_routes_gate_reuse,f99e95af6fd313c1ddcf95f9b22fd1c03b86b8a6e877d3de49af54f9ea212b5b
case_068,1,fixed_single,362095,0,362095,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_068,501761a665f4687ec85cf91ab94d740e0ca03ff28fe0e41910d919aa4a95e540
case_068,2,routes_gate_reuse,243395,4401532,362095,1.48768462786828,图表/runs/20260924-A-q1-event-ranking-full100/case_068_2cores_seed0_routes_gate_reuse,56b8b41cdb5d9fe8c463f43421a6806140c02a1d5d646d3588e8d94decafd344
case_068,3,routes_gate_reuse,224168,4401532,362095,1.6152840726597908,图表/runs/20260924-A-q1-event-ranking-full100/case_068_3cores_seed0_routes_gate_reuse,c95b127487e5e4c87db0423df4754fa67137bc3b381e4e41c011947a287230ab
case_068,4,routes_gate_reuse,225518,4426108,362095,1.6056146294309102,图表/runs/20260924-A-q1-event-ranking-full100/case_068_4cores_seed0_routes_gate_reuse,81891ed0f22dcc15520b7ad7ea178864cc72c57925f926adacc1972f4e9a5c1d
case_068,5,routes_gate_reuse,226325,4426684,362095,1.5998895393792114,图表/runs/20260924-A-q1-event-ranking-full100/case_068_5cores_seed0_routes_gate_reuse,d8f88aaf5eb65e777c4d76b5e5f4c7ad862a6c1e03f8be1108651b347df26bb0
case_069,1,fixed_single,25144,0,25144,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_069,1b8ecf837a07f69703d44cfc8c7a48479c7da232f995be4f56e6f7d98cfbb7a4
case_069,2,routes_gate_reuse,21862,514378,25144,1.1501235019668832,图表/runs/20260924-A-q1-event-ranking-full100/case_069_2cores_seed0_routes_gate_reuse,a32bb7a8b05b179ece46affa4cc97c7a40fd0d5ae7aa7cbf1a091cd9dab8c7f8
case_069,3,routes_gate_reuse,21862,514378,25144,1.1501235019668832,图表/runs/20260924-A-q1-event-ranking-full100/case_069_3cores_seed0_routes_gate_reuse,f9a72a35f86b86bda7a99936d05290dbe9c0584618b62d355349dbfc8e7261bf
case_069,4,routes_gate_reuse,21862,514378,25144,1.1501235019668832,图表/runs/20260924-A-q1-event-ranking-full100/case_069_4cores_seed0_routes_gate_reuse,fb0e16b1e4dbf42fd151a81ee6b026bcc591c9f2435582bb9f7312b88bb28a1e
case_069,5,routes_gate_reuse,24830,71044,25144,1.0126459927507048,图表/runs/20260924-A-q1-event-ranking-full100/case_069_5cores_seed0_routes_gate_reuse,bcace1b208c31797eec36e6e99ba206c5ab9209822ce0d442251ffdddeab87c6
case_070,1,fixed_single,117300,0,117300,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_070,9761943485e41868e05f8701466f9d0b0c9e3bb664b335306e00d3e4cd7d1ced
case_070,2,routes_gate_reuse,58498,129536,117300,2.005196758863551,图表/runs/20260924-A-q1-event-ranking-full100/case_070_2cores_seed0_routes_gate_reuse,94fbc9e857efe16185f813ff60e3c06ec80f494ca72a31212ef51b4bd7e6279a
case_070,3,routes_gate_reuse,39333,259072,117300,2.9822286629547707,图表/runs/20260924-A-q1-event-ranking-full100/case_070_3cores_seed0_routes_gate_reuse,fdf9297b06429996f6e6a221badefab3aca03cd8d9f6edcd105aead498a9275e
case_070,4,routes_gate_reuse,30080,333312,117300,3.8996010638297873,图表/runs/20260924-A-q1-event-ranking-full100/case_070_4cores_seed0_routes_gate_reuse,6b8e74c5c7bba5fcdd4ad78f00480a322ac91ab908007666168a6773be4c2e44
