case,cores,config,makespan,added_copy_bytes,single_makespan,speedup,source,evaluation_sha256
case_024,1,fixed_single,2555343,0,2555343,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_024,a8fdebdfb188cc7b834b8c5009da7a2e7be365910f8bfff290df58712a88eb21
case_024,2,routes_gate_reuse,1803647,44243528,2555343,1.4167644777498036,图表/runs/20260924-A-q1-event-ranking-full100/case_024_2cores_seed0_routes_gate_reuse,012d653d2aa79884c283090f9683850b61c686638c50dbe2398cf7b8bd88f3a5
case_024,3,routes_gate_reuse,1483888,44243528,2555343,1.7220592120160012,图表/runs/20260924-A-q1-event-ranking-full100/case_024_3cores_seed0_routes_gate_reuse,8b860140bbec2b58d9e96e48d59b16d96f212309b1cfa9d1cef5dc1836a47e2b
case_024,4,routes_gate_reuse,1413568,44243528,2555343,1.8077255568886677,图表/runs/20260924-A-q1-event-ranking-full100/case_024_4cores_seed0_routes_gate_reuse,43bc9a020683af03522ff47e0e28a389158a33ff25fe260d7102bc6e98229260
case_024,5,routes_gate_reuse,1378992,44243528,2555343,1.8530513592537157,图表/runs/20260924-A-q1-event-ranking-full100/case_024_5cores_seed0_routes_gate_reuse,2c3cfae4de164329f150ce536ff6583a3229d35be574727ac54b5a6a5e369ec8
case_025,1,fixed_single,4863026,0,4863026,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_025,0bfe56afc721003705a33aa3e50a1ea72067b687f7e98c1b22a1d246060a3d8e
case_025,2,routes_gate_reuse,2431840,27648,4863026,1.9997310678334101,图表/runs/20260924-A-q1-event-ranking-full100/case_025_2cores_seed0_routes_gate_reuse,90722421d7bff26257aee62c07c09260c1270498856e281b8e31f200ba0cb693
case_025,3,routes_gate_reuse,1622164,55296,4863026,2.9978633479722148,图表/runs/20260924-A-q1-event-ranking-full100/case_025_3cores_seed0_routes_gate_reuse,fa6d82f36ef6a574742621d4d066ad9c8b05f7edf5da243b3d78e73832ec5092
case_025,4,routes_gate_reuse,1217444,82944,4863026,3.9944555971362954,图表/runs/20260924-A-q1-event-ranking-full100/case_025_4cores_seed0_routes_gate_reuse,ba12dc086b0acb36977c940db356fc4e6004a0b810f50b0383b269228b59c79f
case_025,5,routes_gate_reuse,975282,110592,4863026,4.986276789687495,图表/runs/20260924-A-q1-event-ranking-full100/case_025_5cores_seed0_routes_gate_reuse,f5f443a598b6f89d83b396b975a51064b0e100a4f832d68d139ee336e2eaa8ca
case_026,1,fixed_single,99203,0,99203,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_026,b1ac0b434c48cb45ea877ef58574e4370e90571aff486e8c36e35d0ff0a91b6f
case_026,2,routes_gate_reuse,51839,218580,99203,1.91367503231158,图表/runs/20260924-A-q1-event-ranking-full100/case_026_2cores_seed0_routes_gate_reuse,6e82bcbdf799ca02343bafa594e55d660b03c096d273179122db0a37881b434b
case_026,3,routes_gate_reuse,42174,381752,99203,2.3522312325129224,图表/runs/20260924-A-q1-event-ranking-full100/case_026_3cores_seed0_routes_gate_reuse,ececd837b9cca0207bbac6c475cb2dd613b10dd882bf29880bd2637e7852a8df
case_026,4,routes_gate_reuse,42089,217872,99203,2.3569816341561927,图表/runs/20260924-A-q1-event-ranking-full100/case_026_4cores_seed0_routes_gate_reuse,3fb8df9d6b8ce118b77ddf4b31a69aaa6ba1748887cb7a4f4d8df9a22b3e3105
case_026,5,routes_gate_reuse,43946,414504,99203,2.257384062258226,图表/runs/20260924-A-q1-event-ranking-full100/case_026_5cores_seed0_routes_gate_reuse,5ffed219ec0c3a5d468d70bc402d63c0a15bcb3a7835a288aea87d8bbaa1bbce
case_027,1,fixed_single,2363952,1400832,2363952,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_027,141002fe158dd963301748e9dbc97aefdc8063fc96156162f1071d3831f1dfcf
case_027,2,routes_gate_reuse,1116984,1843200,2363952,2.1163705120216583,图表/runs/20260924-A-q1-event-ranking-full100/case_027_2cores_seed0_routes_gate_reuse,b826ac03af9287f38f48d4ca157f45a2b3cc7f4b341982de3b149f8ddfa04c0b
case_027,3,routes_gate_reuse,804739,19496960,2363952,2.937538754801246,图表/runs/20260924-A-q1-event-ranking-full100/case_027_3cores_seed0_routes_gate_reuse,34f0d12837a6cacaf7d3b6f2aeb16208acb67402b2244b4b9fc752f6335b6900
case_027,4,routes_gate_reuse,559196,3317760,2363952,4.227412213249022,图表/runs/20260924-A-q1-event-ranking-full100/case_027_4cores_seed0_routes_gate_reuse,37f2a40a83d137eac475a60cb319e85212c35ec5dcb7413071f62554d786bdb2
case_027,5,routes_gate_reuse,558753,5529600,2363952,4.230763861670542,图表/runs/20260924-A-q1-event-ranking-full100/case_027_5cores_seed0_routes_gate_reuse,fbadce386c5f7fca237b7c4b3f9efe5ea311c41ef63b5014a36835921d971966
case_028,1,fixed_single,43836040,277412256,43836040,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_028,db96903d449bb61682336cde4b76053be00b9425a1925a1fc5aea156c8b42e1b
case_028,2,routes_gate_reuse,20808183,310682880,43836040,2.106673129508713,图表/runs/20260924-A-q1-event-ranking-full100/case_028_2cores_seed0_routes_gate_reuse,f0db97badee47d2fcf0d87e35a68b179eb60e87b64e401f84759727909a07b3a
case_028,3,routes_gate_reuse,13957556,310848768,43836040,3.1406673202672444,图表/runs/20260924-A-q1-event-ranking-full100/case_028_3cores_seed0_routes_gate_reuse,825ed47faa2f0be08d3a7f0a30e1cd4b91eb6ecdb1b4540ce2cf2192356ae427
case_028,4,routes_gate_reuse,10676362,310848768,43836040,4.105896746476,图表/runs/20260924-A-q1-event-ranking-full100/case_028_4cores_seed0_routes_gate_reuse,b312f56a617b92e79f142f97729f1096b4859a8fca95c3799c31353b570e4e09
case_028,5,routes_gate_reuse,9004662,286344264,43836040,4.868149409716878,图表/runs/20260924-A-q1-event-ranking-full100/case_028_5cores_seed0_routes_gate_reuse,953fc17d6b5201ec36fea320c7ecd364ec7400f49a9dd1689a77deb34e724907
case_029,1,fixed_single,37555,0,37555,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_029,4a33e89b323da3f7fbdd6bd1ed8aa8bba66753632b23d3a4bfc4d59f6b053fd1
case_029,2,routes_gate_reuse,19740,0,37555,1.9024822695035462,图表/runs/20260924-A-q1-event-ranking-full100/case_029_2cores_seed0_routes_gate_reuse,3fea3eceb5d9f0365b4ecf3c303d0ba362bb5b9c7357167f65eadec09e11bf01
case_029,3,routes_gate_reuse,12743,0,37555,2.9471082162756024,图表/runs/20260924-A-q1-event-ranking-full100/case_029_3cores_seed0_routes_gate_reuse,8e08628bb39e31eca89ee2d70dd196f01202a870b40e250f34f58c5aa0bd99c0
case_029,4,routes_gate_reuse,11028,0,37555,3.405422560754443,图表/runs/20260924-A-q1-event-ranking-full100/case_029_4cores_seed0_routes_gate_reuse,2550cf187b1c31a1853d73db726bf4478d2bda673fb3821db8a3820f8a63ba07
case_029,5,routes_gate_reuse,9383,0,37555,4.002451241607162,图表/runs/20260924-A-q1-event-ranking-full100/case_029_5cores_seed0_routes_gate_reuse,11125180a8973e82b834e6faf3b38a151566d39168a759c21528d59fd4367066
case_030,1,fixed_single,2808034,5519360,2808034,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_030,52b8dfbb98997275d5a58255b9169832120b3ae0a611ad5a212b01169ff7f6c8
case_030,2,routes_gate_reuse,1399339,5285020,2808034,2.006686013896561,图表/runs/20260924-A-q1-event-ranking-full100/case_030_2cores_seed0_routes_gate_reuse,82ad60b74abbf107cca85e10bead0f9468804aabc268624fc3857cb2ab02736d
case_030,3,routes_gate_reuse,932367,8365156,2808034,3.0117260692409746,图表/runs/20260924-A-q1-event-ranking-full100/case_030_3cores_seed0_routes_gate_reuse,bd78f68aa8d2adf439c400756ab63fb9b77a47445b5c460bd7c33274ea18aa04
case_030,4,routes_gate_reuse,700342,10404864,2808034,4.009518206818954,图表/runs/20260924-A-q1-event-ranking-full100/case_030_4cores_seed0_routes_gate_reuse,dd67f2a19f5162db577012df826c1b610f4d71d3fc5e3cdbf2d440e1a5f968d7
case_030,5,routes_gate_reuse,560306,11168828,2808034,5.011607942802683,图表/runs/20260924-A-q1-event-ranking-full100/case_030_5cores_seed0_routes_gate_reuse,de00b1f297a0cf6aea5beff2d2bea75c3e12e9bc314f1be3f6b60710e4a069dc
case_031,1,fixed_single,1414369,3491328,1414369,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_031,ff698eb12015826219f648d9e788cc797c820aad51a73009f300201122fa3ece
case_031,2,routes_gate_reuse,712262,5250048,1414369,1.985742605951181,图表/runs/20260924-A-q1-event-ranking-full100/case_031_2cores_seed0_routes_gate_reuse,a342382340cbca8c4e1367b2f4ea5cf6896220be396512f54d3c625644546a21
case_031,3,routes_gate_reuse,473822,7544832,1414369,2.985021801435982,图表/runs/20260924-A-q1-event-ranking-full100/case_031_3cores_seed0_routes_gate_reuse,25ddc217f330f865c71f936d1f67c871c1bb55af6b7252061666747ab2507cca
case_031,4,routes_gate_reuse,356417,7926272,1414369,3.968298369606388,图表/runs/20260924-A-q1-event-ranking-full100/case_031_4cores_seed0_routes_gate_reuse,2725cef8089f5f7455f820dc2823ec84aa5f0a6149183c6f7e2d85c465bebd8a
case_031,5,routes_gate_reuse,284848,7931904,1414369,4.965346430376902,图表/runs/20260924-A-q1-event-ranking-full100/case_031_5cores_seed0_routes_gate_reuse,40059d1baa0c337d000396acd92141c6e2a3e3daf6cfefb16cfd73d462d9c328
case_032,1,fixed_single,41443,0,41443,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_032,14ce03f3d61e7537e98399e665978f50e2600988f91917216ebdc4fe7397f173
case_032,2,routes_gate_reuse,20900,96344,41443,1.9829186602870814,图表/runs/20260924-A-q1-event-ranking-full100/case_032_2cores_seed0_routes_gate_reuse,a636409d38c1b64458ec6d0f7d8e4bc3592e117d203e4814abd9c5a2c5929898
case_032,3,routes_gate_reuse,14009,96406,41443,2.958312513384253,图表/runs/20260924-A-q1-event-ranking-full100/case_032_3cores_seed0_routes_gate_reuse,2684a830bc1b47bf029ec9c9b6212ea084633269cde7495e2c004e8b7172998b
case_032,4,routes_gate_reuse,10933,63656,41443,3.790633860788439,图表/runs/20260924-A-q1-event-ranking-full100/case_032_4cores_seed0_routes_gate_reuse,039b74daad71563a6ee3b6fe550f79d603ef5a901a23ca7237c276ae1c274bbf
case_032,5,routes_gate_reuse,10280,80036,41443,4.031420233463035,图表/runs/20260924-A-q1-event-ranking-full100/case_032_5cores_seed0_routes_gate_reuse,07e392ef1ef9c7cc044f7a1655d7f8526ded2ef389747413958ee7ebe8ac74dd
case_033,1,fixed_single,1774196,4592640,1774196,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_033,16f54a09c9ee5ecab4e1e03575f4a081b40feb3f8d01e8daf74a353169291d07
case_033,2,routes_gate_reuse,888544,6312520,1774196,1.996745237152015,图表/runs/20260924-A-q1-event-ranking-full100/case_033_2cores_seed0_routes_gate_reuse,05fa482527565c75eac69cbea809c63ac32ec9fda14ae7999deb6aafbd811d6c
case_033,3,routes_gate_reuse,590697,7602264,1774196,3.0035635867458272,图表/runs/20260924-A-q1-event-ranking-full100/case_033_3cores_seed0_routes_gate_reuse,07ae4acb0a749c4a0e2d2902e8e159ec721f282150cf72f81a804f07129aa2ce
case_033,4,routes_gate_reuse,443447,7214688,1774196,4.000920064855552,图表/runs/20260924-A-q1-event-ranking-full100/case_033_4cores_seed0_routes_gate_reuse,d1a7a0204878eb70360759914f999ad1c5af05cced9f9dd0e0e22eabe2ec0b53
case_033,5,routes_gate_reuse,353592,8227976,1774196,5.017636145614154,图表/runs/20260924-A-q1-event-ranking-full100/case_033_5cores_seed0_routes_gate_reuse,2256213893f2f1bfd1cb0b3d3b63c25978c50ad4e9390f68b5938c6d78baad69
case_034,1,fixed_single,842996,1079832,842996,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_034,a0db71861bf7dca6e411f6ff06e8e1df50d0fa93865c3a106bcb842397157b90
case_034,2,routes_gate_reuse,419167,1915392,842996,2.0111220587498537,图表/runs/20260924-A-q1-event-ranking-full100/case_034_2cores_seed0_routes_gate_reuse,c0e3ca9ef4cb430a3d90ab32fc2575d1e439ecfd2314aba2c5515469816ef03c
case_034,3,routes_gate_reuse,278067,2762240,842996,3.0316290678145914,图表/runs/20260924-A-q1-event-ranking-full100/case_034_3cores_seed0_routes_gate_reuse,2ebe3673507445a1aab809e17b21d0ff337d008c4f20c1a3be9bfe2df5304e96
case_034,4,routes_gate_reuse,205314,3207748,842996,4.105886593218193,图表/runs/20260924-A-q1-event-ranking-full100/case_034_4cores_seed0_routes_gate_reuse,11b3c7c5759d17c1aa74f952314cd9111a444dd2edd6a4d0eaa3c4431126667a
case_034,5,routes_gate_reuse,167930,3885104,842996,5.019924968736974,图表/runs/20260924-A-q1-event-ranking-full100/case_034_5cores_seed0_routes_gate_reuse,ca36209ad44939a12316e622d4108126211d90f124b4f13e81d7d33bc9b03829
case_035,1,fixed_single,169571,0,169571,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_035,faf43fcb78fb112a28b399e45234ee524052d4799ed291211319a051b7bfa8e5
case_035,2,routes_gate_reuse,95406,0,169571,1.7773620107750037,图表/runs/20260924-A-q1-event-ranking-full100/case_035_2cores_seed0_routes_gate_reuse,ff5012d92ee0db7384f4ee53cf9c000725a54149c6a3bacc833df72bd2dcb68a
case_035,3,routes_gate_reuse,95782,42278,169571,1.7703848322231734,图表/runs/20260924-A-q1-event-ranking-full100/case_035_3cores_seed0_routes_gate_reuse,9881dec588921da74ed0d2f17089f8ab99d16235f75c963f8ec8c4b36d145812
case_035,4,routes_gate_reuse,94869,47410,169571,1.7874226565052862,图表/runs/20260924-A-q1-event-ranking-full100/case_035_4cores_seed0_routes_gate_reuse,1773d1d0a02c8646bf05107889936960f758fd79001b082dda7833a9e5225860
case_035,5,routes_gate_reuse,95983,83532,169571,1.7666774324619985,图表/runs/20260924-A-q1-event-ranking-full100/case_035_5cores_seed0_routes_gate_reuse,261b6d5f339447bc29be0d210a21dc1b4e2348575db2b4d62c951042b5e4bd44
case_036,1,fixed_single,931510,0,931510,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_036,d49c728fd4f0382193375a1adbd2de47907bea5271b7ceaa9d91f827de84c545
case_036,2,routes_gate_reuse,466068,1152,931510,1.998656848356892,图表/runs/20260924-A-q1-event-ranking-full100/case_036_2cores_seed0_routes_gate_reuse,fd3b3c082b611479f042ce566435899b58d2f09defd185930569cf8e310bbfa7
case_036,3,routes_gate_reuse,311345,2304,931510,2.991890025534375,图表/runs/20260924-A-q1-event-ranking-full100/case_036_3cores_seed0_routes_gate_reuse,671197430a18a184b0cf35573bd13408b587cd119a99bcd31845fff359a9f1c9
case_036,4,routes_gate_reuse,233584,3456,931510,3.987901568600589,图表/runs/20260924-A-q1-event-ranking-full100/case_036_4cores_seed0_routes_gate_reuse,f5f0ce0a4573b0453f2fc3b7586c6da15677383dfed9fe7afa53e8a7028e1a63
case_036,5,routes_gate_reuse,187182,4608,931510,4.976493466252097,图表/runs/20260924-A-q1-event-ranking-full100/case_036_5cores_seed0_routes_gate_reuse,4a474e4848a12dcbbccd03f6961911b84bb6f4828895e72add80cb574af889cf
case_037,1,fixed_single,210001,0,210001,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_037,a01f4b866558f299dce12f35002cf1908d1575d5deed568e5ec84a6ceae379b3
case_037,2,routes_gate_reuse,105374,204800,210001,1.992910964754114,图表/runs/20260924-A-q1-event-ranking-full100/case_037_2cores_seed0_routes_gate_reuse,9357c7445706530da44c9c07292a214ddeccc1bc35d4e6d0993357a5c11f934f
case_037,3,routes_gate_reuse,74038,1064960,210001,2.836394824279424,图表/runs/20260924-A-q1-event-ranking-full100/case_037_3cores_seed0_routes_gate_reuse,2f663d8ec910e1a9fa288b15dec73c3e7586189793dfeeb1e1dc52ff2d247ebc
case_037,4,routes_gate_reuse,53320,614400,210001,3.938503375843961,图表/runs/20260924-A-q1-event-ranking-full100/case_037_4cores_seed0_routes_gate_reuse,71d57c2d9e54f841e3a6f7cbd0f754c98434bd89272d0de37b126dabd1c44220
case_037,5,routes_gate_reuse,43800,1925120,210001,4.794543378995434,图表/runs/20260924-A-q1-event-ranking-full100/case_037_5cores_seed0_routes_gate_reuse,96899df9711b7be8f545e4abd4b9ae9e1c74a7608e83627aba019daeafddd568
case_038,1,fixed_single,1364555,5627904,1364555,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_038,06f3b480ad7c485b7f7a1f7483fd0212d5fbff5efa6bca646f3b4a047188f1d4
case_038,2,routes_gate_reuse,674500,6790656,1364555,2.0230615270570795,图表/runs/20260924-A-q1-event-ranking-full100/case_038_2cores_seed0_routes_gate_reuse,5009443c57e47e2df67cd67f4ce242f75d32d322abf4e0e16f77f30c8ae28a26
case_038,3,routes_gate_reuse,450730,7879736,1364555,3.027433274909591,图表/runs/20260924-A-q1-event-ranking-full100/case_038_3cores_seed0_routes_gate_reuse,b05492cfad4eacae3f5e3aa8301c06a10ea9a9894e3ea583b2addba1fafa9fd9
case_038,4,routes_gate_reuse,338163,8930344,1364555,4.0351990016648775,图表/runs/20260924-A-q1-event-ranking-full100/case_038_4cores_seed0_routes_gate_reuse,f8ef4e10bc7a2b9d7d54845f052086464da08d5cb643d217827183409ac515c3
case_038,5,routes_gate_reuse,274658,9635364,1364555,4.968196812035331,图表/runs/20260924-A-q1-event-ranking-full100/case_038_5cores_seed0_routes_gate_reuse,9aedb3da0d30871d21c388af98c15808f582f0925497f3127bf315ed04a4787d
case_039,1,fixed_single,1435262,7929856,1435262,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_039,aaaf5f034bb4a77aa2db46a58bd35321ace3b41070d99243ccfdc8dcc19d7456
case_039,2,routes_gate_reuse,708557,11550720,1435262,2.0256126183214618,图表/runs/20260924-A-q1-event-ranking-full100/case_039_2cores_seed0_routes_gate_reuse,f0908d103c93b5c3f0e8ab9171abf76b477cff242b0f2bc6e1ef5366fdc46aea
case_039,3,routes_gate_reuse,482318,15020032,1435262,2.975758731791059,图表/runs/20260924-A-q1-event-ranking-full100/case_039_3cores_seed0_routes_gate_reuse,9e04317fc71a5a1cb2f8a82376e4d31017ee488af4e7b03fdab579390b096e19
case_039,4,routes_gate_reuse,395323,17604608,1435262,3.6306058590064327,图表/runs/20260924-A-q1-event-ranking-full100/case_039_4cores_seed0_routes_gate_reuse,6a6b8a0d28216c5b4bd0793a8d7b788deeb5c966ae5b3bce0c46c01951a0eaa4
case_039,5,routes_gate_reuse,431161,20480000,1435262,3.3288307615948565,图表/runs/20260924-A-q1-event-ranking-full100/case_039_5cores_seed0_routes_gate_reuse,01cecdb5529f4e71f10f3b503fc7de0a3ea59d1d4c12c77ec00c1def6656e0c7
case_040,1,fixed_single,253454,0,253454,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_040,266155d1ef435b95a7a8f7300496ea21ac252dd29f5189f3a751b3d1abaee7c6
case_040,2,routes_gate_reuse,120926,283200,253454,2.095942973388684,图表/runs/20260924-A-q1-event-ranking-full100/case_040_2cores_seed0_routes_gate_reuse,b6328c479f29f5b2e7f6ce9cfb5db5cb6eff0fbb619b259d00f4364748094946
case_040,3,routes_gate_reuse,109777,642836,253454,2.308807855926105,图表/runs/20260924-A-q1-event-ranking-full100/case_040_3cores_seed0_routes_gate_reuse,ebff54390f78aa3036edc09de4a15cfc8e0c72dbc16495286bcb0e8ef281a49a
case_040,4,routes_gate_reuse,109607,1022796,253454,2.3123888072842065,图表/runs/20260924-A-q1-event-ranking-full100/case_040_4cores_seed0_routes_gate_reuse,e48e033c0414ac1423a9462f963f1efc5917c239f9786d1c79e87ae6224a841d
case_040,5,routes_gate_reuse,108131,727212,253454,2.343953167916694,图表/runs/20260924-A-q1-event-ranking-full100/case_040_5cores_seed0_routes_gate_reuse,489625e4bbf17f67b2ea009b5a9ef315f2ba1305f27ca5717e47f991e166803d
case_041,1,fixed_single,6003957,30898176,6003957,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_041,3d046e2fc7fb6d3f615218d0b44aa9afabc592e987c00c88dbbf6c59e4e034a6
case_041,2,routes_gate_reuse,2990398,33669120,6003957,2.0077451228899967,图表/runs/20260924-A-q1-event-ranking-full100/case_041_2cores_seed0_routes_gate_reuse,d0f47ed6a2db34438a8612e80a17a28c936d817aff58ea8c0825898373d20476
case_041,3,routes_gate_reuse,1991911,34851840,6003957,3.0141693077652567,图表/runs/20260924-A-q1-event-ranking-full100/case_041_3cores_seed0_routes_gate_reuse,907dd2874b5b881239daa50e4cd395f5f88243cffb9bb598d49f4d417f5f5163
case_041,4,routes_gate_reuse,1490603,39164928,6003957,4.027871270888358,图表/runs/20260924-A-q1-event-ranking-full100/case_041_4cores_seed0_routes_gate_reuse,aa325bfabd0a7fa2d24637221da74320528a126843a97754ab470cb922751323
case_041,5,routes_gate_reuse,1201884,40673280,6003957,4.995454636221133,图表/runs/20260924-A-q1-event-ranking-full100/case_041_5cores_seed0_routes_gate_reuse,0ed1048554ce0e1153b2bba86e8a32db05f5902bed044754da3effc6e0eafb87
case_042,1,fixed_single,1686740,6629376,1686740,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_042,f17540e52caccec39a0e9da9e3b14bad96ed5196e723902976da61ade67d240c
case_042,2,routes_gate_reuse,845091,6614304,1686740,1.9959270658426134,图表/runs/20260924-A-q1-event-ranking-full100/case_042_2cores_seed0_routes_gate_reuse,d60a785611efb5c9d859b338ec9ac910e12f2ec4a9cce8ee43e941c4c6e1642a
case_042,3,routes_gate_reuse,559018,8452672,1686740,3.0173268123745567,图表/runs/20260924-A-q1-event-ranking-full100/case_042_3cores_seed0_routes_gate_reuse,6550bc87c0ffd02be3ac57243e937148e40aa1d727501d662d4b2f8376c529ac
case_042,4,routes_gate_reuse,419432,8676192,1686740,4.021486200385283,图表/runs/20260924-A-q1-event-ranking-full100/case_042_4cores_seed0_routes_gate_reuse,e128b2ef6315d68a92329a4d2fac9b0cf8663e467e455b823009b83e4b9ae2a0
case_042,5,routes_gate_reuse,336330,10425184,1686740,5.015133945827015,图表/runs/20260924-A-q1-event-ranking-full100/case_042_5cores_seed0_routes_gate_reuse,8935f305cf5672b56e2007222bc35f3953313804b9ef5b40b2da24b61e431dcc
case_043,1,fixed_single,677656,49160,677656,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_043,dd81c4bae4410420cc3b4888432a61fc1488a0ad7e365c79056074ed25d4eada
case_043,2,routes_gate_reuse,353710,589446,677656,1.915851969127251,图表/runs/20260924-A-q1-event-ranking-full100/case_043_2cores_seed0_routes_gate_reuse,6643ecf06cb750972cdf2d9b89e4632f9f47575b956bdae695582ffe35aeff96
case_043,3,routes_gate_reuse,267112,2381570,677656,2.53697325466471,图表/runs/20260924-A-q1-event-ranking-full100/case_043_3cores_seed0_routes_gate_reuse,16ce50f7588abda5c2e22ec4802ead835be5ec213beeb93afd9db6583c1e25a9
case_043,4,routes_gate_reuse,266590,2584974,677656,2.5419408079822947,图表/runs/20260924-A-q1-event-ranking-full100/case_043_4cores_seed0_routes_gate_reuse,d3721dc344128f466a1afba133602ee3d13dd1040150e8865697b673ef6a6cb7
case_043,5,routes_gate_reuse,264401,2875646,677656,2.562985767829925,图表/runs/20260924-A-q1-event-ranking-full100/case_043_5cores_seed0_routes_gate_reuse,68d600871efe5c45e5ab5462b9c595ec6f4561b15e48392318fadab95fd078c1
case_044,1,fixed_single,154407,4438112,154407,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_044,48706a349696ac062ec90d0dbc40863959c2c8ee15ea3844e186e497c1b8b15d
case_044,2,routes_gate_reuse,119062,5274528,154407,1.2968621390536024,图表/runs/20260924-A-q1-event-ranking-full100/case_044_2cores_seed0_routes_gate_reuse,b18a271f9760817a3a8bafa56ac31d4c0c4fe43198a5352e8bcdf54511a4638c
case_044,3,routes_gate_reuse,123085,5678624,154407,1.254474550107649,图表/runs/20260924-A-q1-event-ranking-full100/case_044_3cores_seed0_routes_gate_reuse,85b1bc1f583b7daece7172d2366be0204a5963eccaf5df226eb802b7becf4dc8
case_044,4,routes_gate_reuse,120120,5792192,154407,1.2854395604395605,图表/runs/20260924-A-q1-event-ranking-full100/case_044_4cores_seed0_routes_gate_reuse,490787c37ed111c97a6661dcdb68f28ee3a95ceb964010f8414a1f9a95e9e306
case_044,5,routes_gate_reuse,131771,6309600,154407,1.1717828657291818,图表/runs/20260924-A-q1-event-ranking-full100/case_044_5cores_seed0_routes_gate_reuse,9406ad189545af24f59cf3317449f041bb1271c1a8a8c5fae9cb9f6ff4829c16
case_045,1,fixed_single,125614,0,125614,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_045,a5cec6c3ec0e1c3ab54e536d3ed3046e3c85583ce0c83f3101e7727f7d8e8946
case_045,2,routes_gate_reuse,63059,0,125614,1.99200748505368,图表/runs/20260924-A-q1-event-ranking-full100/case_045_2cores_seed0_routes_gate_reuse,4bbdd16516e6b498574e18add66c64cd2f153428ec66c648d743f1db300dc569
case_045,3,routes_gate_reuse,42601,0,125614,2.94861622966597,图表/runs/20260924-A-q1-event-ranking-full100/case_045_3cores_seed0_routes_gate_reuse,94435816e99da649e133d8c38ac6445d5d67446260bc2a7a70b430963d7e3edd
case_045,4,routes_gate_reuse,31878,0,125614,3.940460505677897,图表/runs/20260924-A-q1-event-ranking-full100/case_045_4cores_seed0_routes_gate_reuse,60f92f6a46b3f0f1c0957f365d0c48762de756f5ab2d87dbedb06489bd7939b4
case_045,5,routes_gate_reuse,26164,0,125614,4.801024308209754,图表/runs/20260924-A-q1-event-ranking-full100/case_045_5cores_seed0_routes_gate_reuse,28434735890d2a2a8750e15ad6d53df0251569a05b5eb201f26c20bb8e0a236f
case_046,1,fixed_single,276455,3176288,276455,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_046,69b7bd022565a51b683e28e681bd3b570961c47aab05b36b1563b7eb1c64edcd
case_046,2,routes_gate_reuse,152419,5255872,276455,1.81378305854257,图表/runs/20260924-A-q1-event-ranking-full100/case_046_2cores_seed0_routes_gate_reuse,346de9efc8bc97f1f7e77c54ad4839d9ef70eb93f00c690e8476dc634cb36605
case_046,3,routes_gate_reuse,128115,4762304,276455,2.157865979783788,图表/runs/20260924-A-q1-event-ranking-full100/case_046_3cores_seed0_routes_gate_reuse,99154f2ed6c33cb3dfd4b46d22cf93a0abc91bed031817df73db5ebc20367521
case_046,4,routes_gate_reuse,116069,5013664,276455,2.3818159887653034,图表/runs/20260924-A-q1-event-ranking-full100/case_046_4cores_seed0_routes_gate_reuse,e143db668d822dec29d612f5bb7b4e9b95a80c21dfc8ab6a21bd4264f1c25e94
case_046,5,routes_gate_reuse,111389,4672800,276455,2.4818877986156624,图表/runs/20260924-A-q1-event-ranking-full100/case_046_5cores_seed0_routes_gate_reuse,80a830f8e1bb1e20f77c03e00f2af8ee7ac1e10266f3266a710fb70d16313888
case_047,1,fixed_single,326508,0,326508,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_047,f0a869b652c0d973c7de6aa5d7173f408c90fbf112197a72d47591786b30cfea
case_047,2,routes_gate_reuse,276535,4380996,326508,1.180711302366789,图表/runs/20260924-A-q1-event-ranking-full100/case_047_2cores_seed0_routes_gate_reuse,395b3730fb7eb5607636a63101b5af0c4bd650c8596a67e670387a7e0058757a
