case,cores,single,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,old_makespan,reference_makespan,solve_seconds,verification_seconds,host
case_059,5,829473,150782,5.501140719714555,4325376,4325376,0,150782,150782,17.915748355910182,0.08013340830802917,server
case_060,2,888789,441525,2.012998131476134,2746508,1208448,1538060,441525,441525,45.33182342350483,0.09821250103414059,server
case_060,3,888789,295983,3.0028380008311286,3159296,2324736,834560,295983,295983,43.67905004695058,0.10194179229438305,server
case_060,4,888789,223107,3.9836894404926784,3960200,2949504,1010696,223107,223107,43.9878565967083,0.08124628104269505,server
case_060,5,888789,180081,4.935495693604545,3733888,3563904,169984,180081,180081,46.071565395221114,0.11501340754330158,server
case_061,2,77191,39298,1.9642475444042953,34560,34560,0,39298,39298,2.1691745000425726,0.014747599954716861,local
case_061,3,77191,28342,2.723555147837132,43008,43008,0,28342,28342,2.2031986999791116,0.019254500046372414,local
case_061,4,77191,24024,3.213078588078588,70656,70656,0,24024,24024,2.11548560007941,0.019681200035847723,local
case_061,5,77191,21941,3.5181167676951826,323072,323072,0,27573,22283,2.3113957000896335,0.1605820000404492,local
case_062,2,2854809,1463796,1.9502779075772854,3431424,3431424,0,1463796,1432564,104.97347440384328,0.3321387283504009,server
case_062,3,2854809,982412,2.9059182909003556,3469824,3469824,0,982412,1007579,103.30106843262911,0.23879666812717915,server
case_062,4,2854809,744188,3.83613952388375,3511296,3511296,0,744188,756603,100.27317383699119,0.3471430204808712,server
case_062,5,2854809,605685,4.71335595235147,3469824,3469824,0,605685,673310,89.32005308009684,0.3056312892585993,server
case_063,2,1070397,552512,1.9373280580331287,1903104,1903104,0,552512,538695,35.33341035991907,0.14366501569747925,server
case_063,3,1070397,371366,2.882323637597411,1903104,1903104,0,371366,360020,34.73365565389395,0.13656806573271751,server
case_063,4,1070397,283231,3.7792367360917414,1915392,1915392,0,283231,337110,35.5880524571985,0.11690218932926655,server
case_063,5,1070397,229053,4.673141150738039,1920000,1920000,0,229053,337213,34.52577132731676,0.09966041520237923,server
case_064,2,19116,19089,1.0014144271570014,17994,17994,0,19089,19116,1.2540491999825463,0.013250199961476028,local
case_064,3,19116,19089,1.0014144271570014,17994,17994,0,19089,17462,1.1705932000186294,0.014364799950271845,local
case_064,4,19116,19076,1.0020968756552737,15692,15692,0,19076,16917,1.229277400067076,0.01388839993160218,local
case_064,5,19116,19083,1.0017292878478228,7366,7366,0,19083,16917,1.1409741999814287,0.015067099942825735,local
case_065,2,53068,26410,2.0093903824308974,13984,13984,0,26410,26802,1.1236028999555856,0.012106399983167648,local
case_065,3,53068,17964,2.9541304831885995,27936,27936,0,17964,17851,1.163730000029318,0.014680300024338067,local
case_065,4,53068,13800,3.8455072463768114,41904,41904,0,13800,13800,1.2603858000366017,0.014831600012257695,local
case_065,5,53068,10949,4.846835327427162,66132,66132,0,10949,10984,1.227469899924472,0.01495680003426969,local
case_066,2,359070,242005,1.4837296750067148,4846614,4846614,0,242005,224303,46.129369378089905,0.20404018834233284,server
case_066,3,359070,176353,2.03608671244606,4877334,4877334,0,176353,186195,41.16152846440673,0.1817547045648098,server
case_066,4,359070,162001,2.216467799581484,5725374,5725374,0,162001,160861,41.6738965138793,0.2681127265095711,server
case_066,5,359070,140194,2.5612365721785526,5725374,5725374,0,140194,150435,41.888664254918694,0.32229164242744446,server
case_067,2,63834834,32203165,1.9822534213640182,262601984,261127424,1474560,32203165,33768704,73.88835776410997,0.27388086542487144,server
case_067,3,63834834,21585693,2.957275172958311,247821184,247821184,0,21585693,23568859,72.72874363139272,0.3481492828577757,server
case_067,4,63834834,16358776,3.902176666518326,262601984,261717248,884736,16358776,18473155,76.50464714877307,0.23452861420810223,server
case_067,5,63834834,13455316,4.744209203262116,262606080,261131520,1474560,13455316,15931687,76.66601826436818,0.27886006236076355,server
case_068,2,362095,243395,1.48768462786828,4401532,4401532,0,243395,248296,37.05104052089155,0.18164802342653275,server
case_068,3,362095,224168,1.6152840726597908,4401532,4401532,0,224168,213549,33.176543828099966,0.18508035317063332,server
case_068,4,362095,225518,1.6056146294309102,4426108,4426108,0,225518,184479,36.61579751223326,0.2027857732027769,server
case_068,5,362095,226325,1.5998895393792114,4426684,4426684,0,226325,177749,35.58862015046179,0.1392364166676998,server
case_069,2,25144,21862,1.1501235019668832,514378,514378,0,21862,19207,1.506148700020276,0.021187399979680777,local
case_069,3,25144,21862,1.1501235019668832,514378,514378,0,21862,16983,1.4588724999921396,0.018931500031612813,local
case_069,4,25144,21862,1.1501235019668832,514378,514378,0,21862,16296,1.5926602999679744,0.01907859998755157,local
case_069,5,25144,24830,1.0126459927507048,71044,71044,0,24830,15746,1.4063739000121132,0.012731599970720708,local
case_070,2,117300,58498,2.005196758863551,129536,129536,0,58498,58498,2.137890400015749,0.01752290001604706,local
case_070,3,117300,39333,2.9822286629547707,259072,259072,0,39333,39333,2.2083732000319287,0.018132400000467896,local
case_070,4,117300,30080,3.8996010638297873,333312,333312,0,30080,30080,2.01618779997807,0.01718929992057383,local
case_070,5,117300,25374,4.622842279498699,449024,449024,0,25374,25374,2.1877113999798894,0.020899199997074902,local
case_071,2,18919,18901,1.0009523305645205,93316,93316,0,18901,14826,1.0135789999039844,0.013496599975042045,local
case_071,3,18919,18757,1.0086367756037746,57220,57220,0,18757,13216,0.9608735999790952,0.015185600030235946,local
case_071,4,18919,18449,1.0254756355358015,155940,155940,0,18449,12853,1.0858320000115782,0.015286199981346726,local
case_071,5,18919,18757,1.0086367756037746,57220,57220,0,18757,12502,1.0110095998970792,0.013858800055459142,local
case_072,2,23897828,11841342,2.01816888660086,110234400,18862424,91371976,12769723,11610962,279.8570448756218,0.6005224213004112,server
case_072,3,23897828,7929522,3.013779140785535,115280672,24203608,91077064,8956496,7835724,305.4602858759463,0.7241575103253126,server
case_072,4,23897828,5990048,3.989588731175443,120472240,34808496,85663744,7126265,5885879,353.9033976867795,0.7101073004305363,server
case_072,5,23897828,4830220,4.9475651212574165,127451824,43066032,84385792,6027316,4785281,363.85866411589086,0.8381356410682201,server
case_073,2,10081626,5168597,1.9505536995823045,124388224,122028928,2359296,5168597,5980423,38.46436536312103,0.14885971508920193,server
case_073,3,10081626,3836078,2.6281076662153375,131784832,130605184,1179648,3836078,4515227,32.807995507493615,0.12369262799620628,server
case_073,4,10081626,3249411,3.1026010560067654,131636352,130456704,1179648,3249411,3903787,36.494518265128136,0.1448017805814743,server
case_073,5,10081626,3017992,3.340507860855827,124387200,122027904,2359296,3017992,3517515,36.15908221527934,0.14796266332268715,server
case_074,2,1682239,831774,2.022471248199631,6869040,3326000,3543040,831774,826889,29.453089168295264,0.07960805110633373,server
case_074,3,1682239,551928,3.0479319766346333,7438392,5300280,2138112,551928,548347,29.266624752432108,0.0637968685477972,server
case_074,4,1682239,414717,4.056354092067603,8323084,6709260,1613824,414717,418987,31.152007581666112,0.08527808077633381,server
case_074,5,1682239,335011,5.021444071985696,8036364,7061516,974848,335011,334111,30.267651561647654,0.12285532429814339,server
case_075,2,1441809,1008737,1.429321022228787,12444746,12444746,0,1008737,1003706,43.13807191699743,0.2856027986854315,server
case_075,3,1441809,778382,1.8523154440878644,12461130,12461130,0,778382,813825,45.15499088540673,0.26237820088863373,server
case_075,4,1441809,698816,2.0632169269163843,12461130,12461130,0,698816,732196,44.924774730578065,0.29522566869854927,server
case_075,5,1441809,709725,2.0315037514530276,12444746,12444746,0,709725,660780,46.987561823800206,0.2805118001997471,server
case_076,2,6185113,3065214,2.017840516192344,31095808,4074496,27021312,3065214,3063226,279.035392254591,0.7364550605416298,server
case_076,3,6185113,2050028,3.017087083688613,34332672,8148992,26183680,2050028,2047233,276.3525307700038,0.7988561764359474,server
case_076,4,6185113,1540201,4.015783004945458,37442560,12223488,25219072,1540201,1535415,289.6079237163067,0.806374091655016,server
case_076,5,6185113,1236760,5.001061644943238,38841548,17395916,21445632,1236760,1234641,304.54562766104937,0.8022624980658293,server
case_077,2,495320,248734,1.9913642686564763,57344,57344,0,248734,248734,30.426640367135406,0.048935115337371826,server
case_077,3,495320,168976,2.9313038538017233,114688,114688,0,168976,168976,30.942241359502077,0.04831958748400211,server
case_077,4,495320,127832,3.8747731397459164,114688,114688,0,127832,127832,28.890890756621957,0.03704093582928181,server
case_077,5,495320,115141,4.301855985270234,225046,225046,0,115141,115617,31.855678901076317,0.058882733806967735,server
case_078,2,2296143,1179848,1.946134586828134,11466240,11466240,0,1179848,1177840,2.03326349996496,0.020696799969300628,local
case_078,3,2296143,840459,2.732010722712232,12294144,12294144,0,840459,910165,2.0231179000111297,0.020141800050623715,local
case_078,4,2296143,621588,3.693995057819649,14093136,10742400,3350736,733614,690924,1.9583045999752358,0.01660420000553131,local
case_078,5,2296143,635493,3.613168044337231,14093136,10742400,3350736,689105,663941,2.0469953999854624,0.017601100029423833,local
case_079,2,31052251,14956594,2.0761579140277524,242368512,242368512,0,14956594,14772668,212.29545450396836,0.8486727625131607,server
case_079,3,31052251,10106197,3.072595062217766,40280064,18112512,22167552,10110322,9860476,197.46167740412056,0.5039940886199474,server
case_079,4,31052251,7609995,4.080456163243208,31555584,14598144,16957440,7654780,7404380,200.1762691102922,0.4616349209100008,server
case_079,5,31052251,6022007,5.15646212300982,50976768,38590464,12386304,6193893,5972750,218.3692396506667,0.5656782481819391,server
case_080,2,292138,145757,2.0042810979918633,2707456,2564096,143360,171205,145926,2.756951899966225,0.3126666999887675,local
case_080,3,292138,100325,2.9119162721156244,3047424,3047424,0,139696,100325,2.7382760000182316,0.24720869993325323,local
case_080,4,292138,111314,2.6244497547478303,4190208,4190208,0,127654,111314,2.94687480002176,0.22509650001302361,local
case_080,5,292138,113455,2.574923978669957,4571136,4571136,0,119713,113455,3.241101299994625,0.23275699990335852,local
case_081,2,151795,76860,1.9749544626593807,0,0,0,76860,76860,20.009726367890835,0.06382102146744728,server
case_081,3,151795,51943,2.9223379473653814,0,0,0,51943,51943,19.448277017101645,0.08063987642526627,server
case_081,4,151795,39588,3.834369000707285,0,0,0,39588,39588,18.979008795693517,0.052100419998168945,server
case_081,5,151795,30943,4.905632937982743,0,0,0,30943,30943,18.859693311154842,0.08416985534131527,server
case_082,2,721041,497483,1.4493781697063015,5740350,5740350,0,497483,501558,21.4099442306906,0.1386418379843235,server
case_082,3,721041,378014,1.9074452268963584,7216752,7216752,0,378014,405013,22.64354177005589,0.15189200453460217,server
case_082,4,721041,328283,2.196400666498113,5723710,5723710,0,328283,352859,22.906507432460785,0.14675376564264297,server
case_082,5,721041,312290,2.3088827692209164,5703230,5703230,0,312290,328309,22.52443098463118,0.15002316795289516,server
case_083,2,1057993,543456,1.9467868603898015,25772480,25772480,0,543456,635418,25.183300744742155,0.06270781718194485,server
case_083,3,1057993,436908,2.421546412517052,19450976,12595808,6855168,436908,512623,24.784992896020412,0.07673927955329418,server
case_083,4,1057993,417384,2.534819255170299,19407232,12183424,7223808,417384,450029,25.635069552809,0.06918186508119106,server
case_083,5,1057993,391729,2.700828889359736,19753696,13326080,6427616,391729,442480,26.186233619228005,0.07434096001088619,server
case_084,2,2507412,1254320,1.9990209834810893,27648,27648,0,1254320,1255052,76.92538088560104,0.22862311266362667,server
case_084,3,2507412,836116,2.9988805381071524,18432,18432,0,836116,836220,75.19333186373115,0.20885011367499828,server
case_084,4,2507412,629028,3.986169137144928,0,0,0,629028,629028,69.95107381232083,0.22674329206347466,server
case_084,5,2507412,503472,4.98024120507198,0,0,0,503472,503472,66.91457380354404,0.3627595454454422,server
case_085,2,3187899,2334501,1.3655590637999298,34301210,34301210,0,2334501,2274543,140.80371460318565,0.9248570762574673,server
case_085,3,3187899,1626396,1.960100123217224,34301210,34301210,0,1626396,1944716,132.67197467572987,0.6802527029067278,server
case_085,4,3187899,1324330,2.407178724336079,34301210,34301210,0,1324330,1787421,145.61024894937873,0.6978108119219542,server
case_085,5,3187899,1169044,2.72692815668187,34301210,34301210,0,1169044,1698406,141.87460941262543,0.79318867623806,server
case_086,2,118403,102016,1.1606316656210791,2674522,2674522,0,102016,89999,24.721857571974397,0.11167202144861221,server
case_086,3,118403,97297,1.2169234405994018,3334272,3334272,0,97297,80534,25.360366286709905,0.15822439827024937,server
case_086,4,118403,98592,1.2009392242778318,3359618,3359618,0,98592,77618,26.782029585912824,0.1655323263257742,server
case_086,5,118403,99507,1.1898961882078647,3359618,3359618,0,99507,77542,28.310688039287925,0.22735289484262466,server
case_087,2,3974071,1987606,1.999425942566082,10142208,2004480,8137728,1987606,1968649,247.3514994326979,0.314102903008461,server
case_087,3,3974071,1374901,2.890441566338231,11036160,4008960,7027200,1374901,1374204,248.6164991557598,0.2509646359831095,server
case_087,4,3974071,1046846,3.796232683699417,12607488,5322240,7285248,1046846,1071324,241.28333469107747,0.4210179056972265,server
case_087,5,3974071,833349,4.768795546643723,12487680,5184000,7303680,833349,885851,255.24044565670192,0.34456112422049046,server
case_088,2,243623,163881,1.4865847779791435,2935364,2935364,0,163881,171347,22.328686209395528,0.09390980936586857,server
case_088,3,243623,153688,1.585179064077872,2932484,2932484,0,153688,149409,20.426760064437985,0.10683944076299667,server
case_088,4,243623,153194,1.5902907424572763,2957060,2957060,0,153194,128433,20.209313191473484,0.10555087402462959,server
case_088,5,243623,151301,1.6101876392092584,2932484,2932484,0,151301,120136,20.264280365779996,0.10401153936982155,server
case_089,2,693092,346832,1.998350786547954,238720,238720,0,346832,346832,25.711657159030437,0.04836909472942352,server
case_089,3,693092,243614,2.8450417463692563,477440,477440,0,243614,243614,25.462934624403715,0.05260872654616833,server
case_089,4,693092,178160,3.8902784014369107,716160,716160,0,178160,178160,25.497980792075396,0.05266611836850643,server
case_089,5,693092,147432,4.701096098540344,954880,954880,0,147432,147432,25.02821479178965,0.05769939161837101,server
case_090,2,1178363,625263,1.884587765468291,18405960,18405960,0,625263,749238,9.888113280758262,0.039760906249284744,server
case_090,3,1178363,550183,2.1417655580052455,25354368,24853632,500736,550183,629162,9.079612009227276,0.03214133158326149,server
case_090,4,1178363,527825,2.232488040543741,19402440,19402440,0,527825,584048,8.715650303289294,0.04425913095474243,server
case_090,5,1178363,509204,2.3141275402392756,19405512,19405512,0,509204,522757,9.537286520004272,0.046183643862605095,server
case_091,2,9186769,4571759,2.0094604724352267,57904096,6478336,51425760,4571759,4553097,288.93964010477066,0.43921494856476784,server
case_091,3,9186769,3070918,2.991538360841937,60928832,15225344,45703488,3070918,3051053,282.5541688799858,0.5364578906446695,server
case_091,4,9186769,2315897,3.9668296992482825,69360288,19435008,49925280,2315897,2308294,286.6601854376495,0.8105329982936382,server
case_091,5,9186769,1880163,4.886155615231233,73234432,25913344,47321088,1880163,1866216,288.8641585242003,0.8772048801183701,server
case_092,2,4815554,2412929,1.9957296712833241,113053056,106786176,6266880,2412929,2828252,159.5747605636716,0.449605256319046,server
case_092,3,4815554,2109464,2.2828329850616083,112651936,106016416,6635520,2109464,2231804,152.4129993263632,0.32500554621219635,server
case_092,4,4815554,2037129,2.3638925173614433,113053056,106786176,6266880,2037129,1927728,141.93849057890475,0.39004452154040337,server
case_092,5,4815554,1661234,2.89878126741928,66980256,3721600,63258656,2005925,1661234,167.72028519026935,151.06082441471517,server
case_093,2,74205,37827,1.9616940280751844,8192,8192,0,37827,37827,0.9925409000134096,0.017441799980588257,local
case_093,3,74205,25103,2.956021192686133,16384,16384,0,25103,25103,1.113978200010024,0.020393099985085428,local
case_093,4,74205,19779,3.751706355225239,24576,24576,0,19779,19779,1.068076099967584,0.016968199983239174,local
case_093,5,74205,15876,4.674036281179139,32768,32768,0,15876,15876,1.1679054000414908,0.015599700040183961,local
case_094,2,94892,47498,1.997810434123542,106272,106272,0,47498,47498,1.0521560000488535,0.012493100017309189,local
case_094,3,94892,32728,2.8994133463700806,212544,212544,0,32728,32728,1.186938599916175,0.012644700007513165,local
case_094,4,94892,24495,3.8739334558073075,318552,318552,0,24495,24854,1.1365124000003561,0.014363400056026876,local
case_094,5,94892,21804,4.3520454962392225,424800,424800,0,21804,21804,1.1968805000651628,0.018228600034490228,local
case_095,2,2084853,1042787,1.999308583632132,36864,36864,0,1042787,1042890,27.196049196645617,0.06904391199350357,server
case_095,3,2084853,695775,2.9964471273040854,0,0,0,695775,695775,25.57274831086397,0.0922177005559206,server
case_095,4,2084853,524422,3.9755254356224565,0,0,0,524422,524422,25.57658876478672,0.0856145266443491,server
case_095,5,2084853,420852,4.953886401870491,0,0,0,420852,420852,24.429133992642164,0.11108741723001003,server
case_096,2,84194,43782,1.9230277282901649,116620,116620,0,43782,43973,1.8513062000274658,0.014844499994069338,local
case_096,3,84194,34182,2.463109238780645,661880,661880,0,35718,30318,2.1694310000166297,0.20353039994370192,local
case_096,4,84194,27087,3.1082807250710673,719200,719200,0,29883,26984,2.1701896999729797,0.16691249993164092,local
case_096,5,84194,27053,3.112187188112224,661824,661824,0,29146,27053,2.107815199997276,0.1994152000406757,local
case_097,2,11491509,5247114,2.1900627659319007,85295104,85295104,0,5247114,5171836,62.23220777325332,0.3088075555860996,server
case_097,3,11491509,3509566,3.2743390493297464,85327872,85327872,0,3509566,3559343,66.40040436014533,0.2996917199343443,server
case_097,4,11491509,2622226,4.382348813565269,14221312,8519680,5701632,2705741,2591900,66.73324730060995,0.22087785974144936,server
case_097,5,11491509,2101905,5.46718762265659,22016000,19537920,2478080,2179047,2102348,70.88403449207544,0.2549105901271105,server
case_098,2,177430,93465,1.8983576739956134,98340,98340,0,98402,89551,8.150812787935138,0.03237215615808964,server
case_098,3,177430,79351,2.236014669002281,1479456,1479456,0,79351,87761,6.308067951351404,0.029474787414073944,server
case_098,4,177430,79805,2.2232942798070296,1479456,1479456,0,79805,76768,6.786582063883543,0.018605679273605347,server
case_098,5,177430,73104,2.4270901729043555,3282976,3282976,0,73104,74013,7.5516273137182,0.04843282699584961,server
case_099,2,1622999,808380,2.007717904945694,6221840,2736144,3485696,808380,804693,53.84960551187396,0.11250598914921284,server
case_099,3,1622999,540127,3.004847008203626,8245256,4505608,3739648,540127,538060,56.0199871212244,0.08602514490485191,server
case_099,4,1622999,405336,4.004083032348471,9838592,5652480,4186112,405336,404617,57.7928392291069,0.11809722520411015,server
case_099,5,1622999,334609,4.85043438759866,10674180,7634948,3039232,334609,336212,56.003422947600484,0.14999595656991005,server
case_100,2,151223,80622,1.8757039021607005,16896,16896,0,80622,80622,6.055788744240999,0.022484637796878815,server
case_100,3,151223,58758,2.5736580550733517,698388,698388,0,83808,57811,7.434581723064184,0.03076835162937641,server
case_100,4,151223,58793,2.5721259333594135,534528,534528,0,75379,57948,7.716608429327607,0.01975652016699314,server
case_100,5,151223,59649,2.5352143372059883,534528,534528,0,75870,58085,7.335293108597398,0.028660770505666733,server
