case,problem,cores,method,makespan,baseline_makespan,speedup,original_graph_copy_bytes,scheduled_copy_bytes,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_accesses,physical_ddr_bytes_derived,peak_L1,peak_UB,evaluation_seconds,solver_seconds,official_task_count,executed_task_count_derived,subgraph_count,status,plan_sha256,reused_singlecore
case_070,1,2,component_round_robin,59794,117300,1.9617352911663377,419964,549500,129536,129536,0,0.0,0,0,0,0,549500,118016,22540,0.3368046000250615,0.0,,2,2,ok,1399d1772ff9adcce607fd2826f7a6a7ca9c699bef30952fb87b32b93044002a,False
case_070,1,2,component_lpt,59135,117300,1.983596854654604,419964,549500,129536,129536,0,0.0,0,0,0,0,549500,143872,16392,0.34483419999014586,0.0,,2,2,ok,893ea969e486bbc650d0471bfcc9407dcb5b972c31db972aad9327a59c8bcf0b,False
case_070,1,2,component_pipe_balance,58498,117300,2.005196758863551,419964,549500,129536,129536,0,0.0,0,0,0,0,549500,143872,16392,0.3394037999678403,0.0,,2,2,ok,2999ee645282fd2b01a4c4588dd572845997b688ffdb8d16f844b873f3706f77,False
case_070,1,2,component_batches,59542,117300,1.970037956400524,419964,563836,143872,143872,0,0.0,0,0,0,0,563836,115712,16392,0.22907080000732094,0.0,,7,7,ok,6f6cc3fec253dc07a03b198aa46fe5a61b475c60bacfd6bd8e27895747e2dd00,False
case_070,1,2,component_batches_128,59563,117300,1.9693433843157666,419964,563836,143872,143872,0,0.0,0,0,0,0,563836,115712,12290,0.20011069998145103,0.0,,9,9,ok,d96f99707b936df1335fea3d1fb0b39588cfcdfc9034e0e2d0cb793de62ef89a,False
case_070,1,2,component_batches_512,59939,117300,1.9569896060995344,419964,563836,143872,143872,0,0.0,0,0,0,0,563836,143872,16392,0.30659639998339117,0.0,,3,3,ok,90bb8160a7dcd6b79b0e91006207825bc1868b1422d94791cdee70b1a4b60f80,False
case_070,1,2,component_pipe_lpt,72013,117300,1.6288725646758224,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.20431749999988824,0.0,,38,38,ok,7a37064365ed387f5a35efb586fdf79d7217b854427125cc838e57eec5409ccd,False
case_070,1,2,component_comm,79790,117300,1.4701090362200777,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.1977957999915816,0.0,,38,38,ok,2eb6393c0af7e3de45669ad998051b359a5e3611f5a5346b4877c9ed385bed80,False
case_070,1,2,scene_a_peft,69535,117300,1.686920255986194,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.2116770999855362,0.0,,40,40,ok,1f80088c2e1db9a70d29104eea82d6b59657a6876091f9f64819bff8bc9679a4,False
case_070,1,2,scene_a_spine,68567,117300,1.7107354850000729,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.19547709997277707,0.0,,40,40,ok,31fed740dd0fc1bcca96aeb94fb3647354a8c95a7663aae78a1b3d8065d4925b,False
case_070,1,2,whole_graph,117300,117300,1.0,419964,419964,0,0,0,0.0,0,0,0,0,419964,143872,22540,0.0,0.0,,1,1,ok,08c965655c53e0d73ce6b1b11e523ef9b58c093669d1720267a518f28db68c0f,True
case_070,1,3,component_round_robin,41068,117300,2.856238433817084,419964,679036,259072,259072,0,0.0,0,0,0,0,679036,116224,12290,0.35834400000749156,0.0,,3,3,ok,af0ab941e83a10519946875ecfbaeabbca21112dd7b848b8e3a0b3e2d7dc97b4,False
case_070,1,3,component_lpt,39333,117300,2.9822286629547707,419964,679036,259072,259072,0,0.0,0,0,0,0,679036,118016,12290,0.36224819999188185,0.0,,3,3,ok,d6d10113c7005fde2afdc013e5f7a373006da6bddae1771f43724538e91cb58f,False
case_070,1,3,component_pipe_balance,45660,117300,2.568988173455979,419964,679036,259072,259072,0,0.0,0,0,0,0,679036,116224,12290,0.3373989000101574,0.0,,3,3,ok,6c660615b91381eca27c05ebaefee4579578385aa8557fe03e4a23ca69828fc0,False
case_070,1,3,component_batches,46204,117300,2.5387412345251494,419964,679036,259072,259072,0,0.0,0,0,0,0,679036,114176,12290,0.24760629999218509,0.0,,6,6,ok,e678b71c529d95693aaec5f7edc1c41d50cd62c84e5c8563e0620923e58cb690,False
case_070,1,3,component_batches_128,46460,117300,2.5247524752475248,419964,707708,287744,287744,0,0.0,0,0,0,0,707708,88064,12290,0.20880040002521127,0.0,,11,11,ok,f744f6d19897dfa288d213c6631b923454c0dbbe37a514191619b8b456b2f415,False
case_070,1,3,component_batches_512,45698,117300,2.5668519410039825,419964,679036,259072,259072,0,0.0,0,0,0,0,679036,116224,12290,0.3140181999769993,0.0,,4,4,ok,ab6f2538c603dea5d42065ebdcbd025a4c824cc7d3d7667471e5b3409f350bed,False
case_070,1,3,component_pipe_lpt,50669,117300,2.3150249659555153,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.22316630004206672,0.0,,38,38,ok,e102e736275f1817d6ecae2b6d6c9683b4c32207dc2b3796ddd0479ff2c82fab,False
case_070,1,3,component_comm,51841,117300,2.2626878339538203,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.22849939996376634,0.0,,38,38,ok,98988caf8b09c1edecb0c0aa2c3b3545285aa2a2432355c57d5d2f94a6f12a33,False
case_070,1,3,scene_a_peft,48063,117300,2.440546782348168,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.2344180000363849,0.0,,40,40,ok,4a9b8fc3064cdc4203fd8dfee2a2e742acd68bd1dd25bfcd22d40a0ec7d2a6a8,False
case_070,1,3,scene_a_spine,47694,117300,2.4594288589759716,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.21544559998437762,0.0,,40,40,ok,97e654a0b00639a240fd90c16ab97d54be3408036e995771c9f1932d49d8670e,False
case_070,1,3,whole_graph,117300,117300,1.0,419964,419964,0,0,0,0.0,0,0,0,0,419964,143872,22540,0.0,0.0,,1,1,ok,54fafeb0742bb62df7b5213e06e2c15871721550a043070b07b0b867b7fa9e4c,True
case_070,1,4,component_round_robin,34489,117300,3.401084403722926,419964,780924,360960,360960,0,0.0,0,0,0,0,780924,110080,22540,0.3548297999659553,0.0,,4,4,ok,6f8c4d794e30848365c128ba78b847524ee5f2bd5231f36d0ef08827bd3f72c2,False
case_070,1,4,component_lpt,30080,117300,3.8996010638297873,419964,753276,333312,333312,0,0.0,0,0,0,0,753276,128000,12290,0.3581673000007868,0.0,,4,4,ok,c60fa6740aa728bca1d6ec9c2a08ccbf72e9ef50d734426959ac0b327bb5860d,False
case_070,1,4,component_pipe_balance,36336,117300,3.228203434610304,419964,780924,360960,360960,0,0.0,0,0,0,0,780924,112128,16392,0.38117279997095466,0.0,,4,4,ok,51cd116199492a799218496f7a589bbcb69b005589f756f393ec67dbcab58520,False
case_070,1,4,component_batches,39438,117300,2.9742887570363608,419964,795260,375296,375296,0,0.0,0,0,0,0,795260,100352,16392,0.28558099997462705,0.0,,7,7,ok,1f20fc88b47a559eae2c4a89be746157e6c330788f1b5328e8f9a7a59658b90f,False
case_070,1,4,component_batches_128,39308,117300,2.9841253688816525,419964,795260,375296,375296,0,0.0,0,0,0,0,795260,100352,12290,0.23342140001477674,0.0,,10,10,ok,ef382f129ed19133145540e167537c09cf402ef46485d9ac2c8c0959d1fc543f,False
case_070,1,4,component_batches_512,35026,117300,3.3489407868440586,419964,795260,375296,375296,0,0.0,0,0,0,0,795260,112128,12290,0.3181009999825619,0.0,,5,5,ok,eb50ebdecc62600e2731cdef5b570d882228ca0b93a4846bb15743c2fa7a3422,False
case_070,1,4,component_pipe_lpt,43250,117300,2.7121387283236995,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.2298002999741584,0.0,,38,38,ok,d8ae96a70e80f6193392b7e58155ad393ba5177a47239317ecb01580bc4c55a1,False
case_070,1,4,component_comm,46307,117300,2.533094348586607,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.23656540003139526,0.0,,38,38,ok,24fcfc34199501fe6447e9200c7a4080f963fc171d4825d9a3cda56e298eaa57,False
case_070,1,4,scene_a_peft,37687,117300,3.1124791042003874,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.2518527000211179,0.0,,40,40,ok,110133f2beaa7470825dcb506e633c5b316b7a1b991bdde90d19f1f2ac5cc620,False
case_070,1,4,scene_a_spine,37291,117300,3.145531093293288,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.22589140001218766,0.0,,40,40,ok,c3c6b83cbbe378b0c3c900b0aad98bf769936a697be431573803fa17db0fecf9,False
case_070,1,4,whole_graph,117300,117300,1.0,419964,419964,0,0,0,0.0,0,0,0,0,419964,143872,22540,0.0,0.0,,1,1,ok,c20e1c245f501e1921c32702765268133172aa3d772250682763d6ea5f155ee5,True
case_070,1,5,component_round_robin,32232,117300,3.6392405063291138,419964,882812,462848,462848,0,0.0,0,0,0,0,882812,100352,12290,0.3825547000160441,0.0,,5,5,ok,b8da02acb1cb62d952553d0613597fe4f68d61e6d94b777c66d48ce7612858de,False
case_070,1,5,component_lpt,25374,117300,4.622842279498699,419964,868988,449024,449024,0,0.0,0,0,0,0,868988,112128,12290,0.3817558999871835,0.0,,5,5,ok,676f8e76919414e13d2644167dda97bd86f1cc37767f834b1a39bb514c923e43,False
case_070,1,5,component_pipe_balance,26669,117300,4.3983651430499835,419964,882812,462848,462848,0,0.0,0,0,0,0,882812,104192,16392,0.3684631999931298,0.0,,5,5,ok,b1fa57f0cfdcbf2543f01c5fb5a124a93e71e44042f48865f0930c6a71d9f8c1,False
case_070,1,5,component_batches,33441,117300,3.507670225172692,419964,897148,477184,477184,0,0.0,0,0,0,0,897148,104192,16392,0.29957149998517707,0.0,,8,8,ok,91263d907b376c3df9877df6595408f2902aaa85b4f2b7c24a806c748ee45cf2,False
case_070,1,5,component_batches_128,33465,117300,3.5051546391752577,419964,897148,477184,477184,0,0.0,0,0,0,0,897148,101888,12290,0.25775180000346154,0.0,,12,12,ok,451a63cd304398ae5c0a48ebc476d6df344f8df16de645c775647390cefd79f9,False
case_070,1,5,component_pipe_lpt,38074,117300,3.080842569732626,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.22908060002373531,0.0,,38,38,ok,a5de3b8239c25943a7e99cac7b8a36ebf7f4a2413dc28a6cb43e1864c8a7d27a,False
case_070,1,5,component_comm,38713,117300,3.0299899258646965,419964,1425020,1005056,1005056,0,0.0,0,0,0,0,1425020,81920,12290,0.24622050003381446,0.0,,38,38,ok,76e71afa47d7298216adc50e649fc25753093574d44b7449389c11784aa30950,False
case_070,1,5,scene_a_peft,32188,117300,3.6442152354914876,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.27487500000279397,0.0,,40,40,ok,6c7c98b44574aad3e1d3140f5056efe8756dd539c63b8a44c2b80917fe8f7c13,False
case_070,1,5,scene_a_spine,31285,117300,3.749400671248202,419964,1453692,1033728,1033728,0,0.0,0,0,0,0,1453692,81920,12290,0.24027299997396767,0.0,,40,40,ok,853b80fc1ddf4e0e367d0c32329f2890fa219feaecc27d8ab32ea7c9f927543a,False
case_070,1,5,weighted_window_20_s1.0,60629,117300,1.9347177093470123,419964,3121114,2701150,2701150,0,0.0,0,0,0,0,3121114,32768,12288,0.45883479999611154,0.0,,225,225,ok,9b1446e522ab055cae56c84966df6849088fc7b2879ab004cc38ac3991688dfd,False
case_070,1,5,weighted_window_15_s0.65,61244,117300,1.915289661028019,419964,3094452,2674488,2674488,0,0.0,0,0,0,0,3094452,32768,12288,0.48118740000063553,0.0,,244,244,ok,cc906ea3e77f305dd141cb394c8dcefeb8b534f638f120d282f9c487e5860d1d,False
