case,cores,arm,makespan,bytes,reference,reference_seconds,speedup,base_makespan,base_bytes,base_plan_sha256,slots,official_calls,cache_hits,solve_seconds,replay_seconds,diagnostic_seconds,replay_equal
67,2,j_guided,32084984,216872832,63834834,2.4325935002416372,1.9895548023337022,32084984,216905600,075cffb6cd46ef99b3faf031577e0c70a5d78a624bd8cf3f389031c2d90bd767,12,10,2,26.261013912037015,1.4329910930246115,1.4366007521748543,True
67,2,j_mixed,32040130,215994240,63834834,2.4325935002416372,1.9923400435641179,32084984,216905600,075cffb6cd46ef99b3faf031577e0c70a5d78a624bd8cf3f389031c2d90bd767,12,10,2,26.249260207638144,1.4057197477668524,1.4341179374605417,True
67,2,j_ordinary,32040130,215994240,63834834,2.4325935002416372,1.9923400435641179,32084984,216905600,075cffb6cd46ef99b3faf031577e0c70a5d78a624bd8cf3f389031c2d90bd767,12,10,2,21.952937511727214,1.3897847719490528,0.0,True
67,2,placement_corrected,32084984,216905600,63834834,2.4325935002416372,1.9895548023337022,32084984,216905600,075cffb6cd46ef99b3faf031577e0c70a5d78a624bd8cf3f389031c2d90bd767,8,6,2,13.707637207582593,1.4263963997364044,0.0,True
67,2,placement_reference,32084984,216905600,63834834,2.4325935002416372,1.9895548023337022,32084984,216905600,075cffb6cd46ef99b3faf031577e0c70a5d78a624bd8cf3f389031c2d90bd767,8,6,2,13.59211310185492,1.4343736451119184,0.0,True
67,3,j_guided,21374767,159173376,63834834,2.4325935002416372,2.9864575365897554,21374767,159173376,8453bf81bfb797e98c313b1a15c2c11467c5b7a9c76467eed334ff55b2aeaad5,12,10,2,32.74269387498498,1.833195611834526,1.776304503902793,True
67,3,j_mixed,21255269,159238912,63834834,2.4325935002416372,3.003247524178593,21374767,159173376,8453bf81bfb797e98c313b1a15c2c11467c5b7a9c76467eed334ff55b2aeaad5,12,10,2,32.40579739958048,1.8180796578526497,1.7733077500015497,True
67,3,j_ordinary,21255269,159238912,63834834,2.4325935002416372,3.003247524178593,21374767,159173376,8453bf81bfb797e98c313b1a15c2c11467c5b7a9c76467eed334ff55b2aeaad5,12,10,2,25.512893797829747,1.7466600202023983,0.0,True
67,3,placement_corrected,21374767,159173376,63834834,2.4325935002416372,2.9864575365897554,21374767,159173376,8453bf81bfb797e98c313b1a15c2c11467c5b7a9c76467eed334ff55b2aeaad5,8,6,2,13.422322863712907,1.7678377833217382,0.0,True
67,3,placement_reference,21374767,159173376,63834834,2.4325935002416372,2.9864575365897554,21374767,159173376,8453bf81bfb797e98c313b1a15c2c11467c5b7a9c76467eed334ff55b2aeaad5,8,6,2,13.282260440289974,1.8094657827168703,0.0,True
67,4,j_guided,16430577,226567808,63834834,2.4325935002416372,3.885124302086287,16430577,226567808,8503df211569c2575957130e96e51f18ef854ae077e9dfc4e8c49e561b33cc6b,12,10,2,30.52507713995874,1.4547885470092297,1.4047201350331306,True
67,4,j_mixed,16409509,226600576,63834834,2.4325935002416372,3.8901123732587,16430577,226567808,8503df211569c2575957130e96e51f18ef854ae077e9dfc4e8c49e561b33cc6b,12,10,2,30.57667058892548,1.4434893801808357,1.486838860437274,True
67,4,j_ordinary,16409509,226600576,63834834,2.4325935002416372,3.8901123732587,16430577,226567808,8503df211569c2575957130e96e51f18ef854ae077e9dfc4e8c49e561b33cc6b,12,10,2,23.81393894739449,1.4729532934725285,0.0,True
