case,cores,seed,config,makespan,speedup,added_copy_bytes,solve_seconds,best_candidate,structural_evaluations,baseline_makespan,time_reduction_pct,baseline_added_bytes,structural_best,max_unique_structural,baseline_best_candidate,baseline_winner_evaluated,same_label_candidate_times
case_077,4,0,seed_combined,127832,3.8747731397459164,114688,12.460760300047696,structural_component_lpt,4,176182,27.443212132908016,4964904,127832,4,grain_0.5,True,[176182]
case_077,4,0,seed_components,127832,3.8747731397459164,114688,11.728199200006202,structural_component_lpt,3,176182,27.443212132908016,4964904,127832,4,grain_0.5,True,[176182]
case_077,4,0,seed_depth,176182,2.8114109273365044,4964904,14.029177199932747,grain_0.5,0,176182,0.0,4964904,,4,grain_0.5,True,[176182]
case_077,4,0,shared_region,176182,2.8114109273365044,4964904,13.426195699954405,grain_0.5,0,176182,0.0,4964904,,0,grain_0.5,True,[176182]
case_077,5,0,seed_batches,157540,3.1440903897422876,4964904,14.178879600018263,grain_0.5,0,157540,0.0,4964904,,4,grain_0.5,True,[157540]
case_077,5,0,seed_combined,115141,4.301855985270234,225046,12.011354899965227,directed_split,4,157540,26.91316491049892,4964904,115617,4,grain_0.5,True,[157540]
case_077,5,0,seed_components,115141,4.301855985270234,225046,12.13218539999798,directed_split,3,157540,26.91316491049892,4964904,115617,4,grain_0.5,True,[157540]
case_077,5,0,seed_depth,118598,4.176461660398995,2667882,12.331701599992812,directed_split,3,157540,24.718801574203376,4964904,130055,4,grain_0.5,True,[157540]
case_077,5,0,shared_region,157540,3.1440903897422876,4964904,13.830765400081873,grain_0.5,0,157540,0.0,4964904,,0,grain_0.5,True,[157540]
case_085,2,0,seed_batches,2334501,1.3655590637999298,34301210,134.63280350004788,grain_0.25,0,2334501,0.0,34301210,,4,grain_0.25,True,[2334501]
case_085,2,0,seed_combined,2218981,1.4366499758222355,21115068,118.38798630004749,local_reschedule,3,2334501,4.948380831706648,34301210,2253989,4,grain_0.25,False,[2334075]
case_085,2,0,seed_components,2334501,1.3655590637999298,34301210,131.97953929996584,grain_0.25,0,2334501,0.0,34301210,,4,grain_0.25,True,[2334501]
case_085,2,0,seed_depth,2218981,1.4366499758222355,21115068,125.23406509996857,local_reschedule,3,2334501,4.948380831706648,34301210,2253989,4,grain_0.25,False,[2334075]
case_085,2,0,shared_region,2334501,1.3655590637999298,34301210,137.6188960999716,grain_0.25,0,2334501,0.0,34301210,,0,grain_0.25,True,[2334501]
case_085,3,0,seed_batches,1626396,1.960100123217224,34301210,133.9535615000641,grain_0.25,0,1626396,0.0,34301210,,4,grain_0.25,True,[1626396]
case_085,3,0,seed_combined,1627946,1.9582338726223105,34301210,125.48308000003453,grain_0.25,3,1626396,-0.09530274299740038,34301210,1833954,4,grain_0.25,False,[1627946]
case_085,3,0,seed_components,1626396,1.960100123217224,34301210,136.64528980001342,grain_0.25,0,1626396,0.0,34301210,,4,grain_0.25,True,[1626396]
case_085,3,0,seed_depth,1627946,1.9582338726223105,34301210,125.96794360002968,grain_0.25,3,1626396,-0.09530274299740038,34301210,1833954,4,grain_0.25,False,[1627946]
case_085,3,0,shared_region,1626396,1.960100123217224,34301210,134.97501759999432,grain_0.25,0,1626396,0.0,34301210,,0,grain_0.25,True,[1626396]
case_085,4,0,seed_batches,1324330,2.407178724336079,34301210,,grain_0.25,0,1324330,0.0,34301210,,4,grain_0.25,True,[1324330]
case_085,4,0,seed_combined,1322976,2.4096423517886945,34301210,,grain_0.25,3,1324330,0.10224037815348139,34301210,1642020,4,grain_0.25,False,[1322976]
case_085,4,0,seed_components,1324330,2.407178724336079,34301210,134.09143889998086,grain_0.25,0,1324330,0.0,34301210,,4,grain_0.25,True,[1324330]
case_085,4,0,seed_depth,1322976,2.4096423517886945,34301210,,grain_0.25,3,1324330,0.10224037815348139,34301210,1642020,4,grain_0.25,False,[1322976]
case_085,4,0,shared_region,1324330,2.407178724336079,34301210,130.74582329997793,grain_0.25,0,1324330,0.0,34301210,,0,grain_0.25,True,[1324330]
case_085,5,0,seed_batches,1169044,2.72692815668187,34301210,96.50485234707594,grain_0.25,0,1169044,0.0,34301210,,4,grain_0.25,True,[1169044]
case_085,5,0,seed_combined,1169403,2.7260910054104532,34301210,90.08412083983421,grain_0.25,3,1169044,-0.030708852703576598,34301210,1462799,4,grain_0.25,False,[1169403]
case_085,5,0,seed_components,1169044,2.72692815668187,34301210,106.68184791877866,grain_0.25,0,1169044,0.0,34301210,,4,grain_0.25,True,[1169044]
case_085,5,0,seed_depth,1169403,2.7260910054104532,34301210,89.86330656521022,grain_0.25,3,1169044,-0.030708852703576598,34301210,1462799,4,grain_0.25,False,[1169403]
case_085,5,0,shared_region,1169044,2.72692815668187,34301210,89.28851402178407,grain_0.25,0,1169044,0.0,34301210,,0,grain_0.25,True,[1169044]
