case,problem,cores,method,makespan,baseline_makespan,speedup,original_graph_copy_bytes,scheduled_copy_bytes,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_accesses,physical_ddr_bytes_derived,peak_L1,peak_UB,evaluation_seconds,solver_seconds,official_task_count,executed_task_count_derived,subgraph_count,status,plan_sha256,reused_singlecore
case_010,1,2,component_round_robin,59245,86969,1.4679551016963457,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.15548359998501837,0.0,,2,2,ok,0411f963eb7b6d549949ca9f8a7cd767063b60a8b77a2769d04f3e5b967d558a,False
case_010,1,2,component_lpt,46876,86969,1.8552990869528116,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.17115629999898374,0.0,,2,2,ok,ab2532709b41b53f48b4c23c8dfef39f8b0f5f6010be465fdc01bd0dd3c324a2,False
case_010,1,2,component_pipe_balance,45626,86969,1.9061280848638933,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.16450060001807287,0.0,,2,2,ok,a71ded2655510866730fbf47d9474f3c0322a2ec0ea3629458174348f138220e,False
case_010,1,2,component_batches,46277,86969,1.8793136979493053,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.14588010002626106,0.0,,3,3,ok,99ff492222eaacbcf5049807fb1f809733136b96eb13cb423c5ab7ca6f16ab96,False
case_010,1,2,component_batches_128,45903,86969,1.8946256235975862,384150,460182,76032,76032,0,0.0,0,0,0,0,460182,229376,32776,0.13532760000089183,0.0,,7,7,ok,684a41ec91c88e86295fcf50f4e4ae32912623f779a262176f19bc901b80d6ed,False
case_010,1,2,component_pipe_lpt,54166,86969,1.605601299708304,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.1438938999781385,0.0,,36,36,ok,da8a74fa9fd8d03552faf3f91da95da0e8ffa97fb553fadc8cd592d0728b7ff0,False
case_010,1,2,component_comm,51038,86969,1.7040048591245738,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.123584299988579,0.0,,36,36,ok,87bd804492a224116537e330b01dd634be9533bf8f58eeb44c5936c87b273872,False
case_010,1,2,scene_a_peft,53824,86969,1.615803359096314,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.13177889998769388,0.0,,42,42,ok,5cea0527f188ea2bc90d5e123793d3954c93dd195c9b71cef05cd4f7f9c3e65d,False
case_010,1,2,pipe_lane_pack,88027,86969,0.987980960387154,384150,2168786,1784636,1784636,0,0.0,0,0,0,0,2168786,16384,32768,0.34669090004172176,0.0,,270,270,ok,3256492d601a456adaf151570c9d584364c37c024fd583531428d880777d16c9,False
case_010,1,2,scene_a_spine,51660,86969,1.6834881920247773,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.12823349999962375,0.0,,42,42,ok,f658ec4c762a400423113a63412af67d43fd67d14c3126158b8cb30b6d94a021,False
case_010,1,2,whole_graph,86969,86969,1.0,384150,384150,0,0,0,0.0,0,0,0,0,384150,229376,32776,0.0,0.0,,1,1,ok,4a5436387d845f0579efb4c7e54b28312ae9cd2bbbfb1829f788aea28f652f18,True
case_010,1,3,component_round_robin,48176,86969,1.8052349717701761,384150,480918,96768,96768,0,0.0,0,0,0,0,480918,229376,32776,0.19788779999362305,0.0,,3,3,ok,53427160183f22187b38d1062bf1a7ed01ef19f67f092c97121271f04111ed6a,False
case_010,1,3,component_lpt,32648,86969,2.6638385199705956,384150,453270,69120,69120,0,0.0,0,0,0,0,453270,229376,32776,0.18242139997892082,0.0,,3,3,ok,8be43a2a3fa4406325b272224f6739cc02094430f39260ae34a554dc2cfb6346,False
case_010,1,3,component_pipe_balance,30856,86969,2.8185442053409386,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.19241239997791126,0.0,,3,3,ok,4a4f8644ae97828befa1991ade7466c731591358f8805d0fffd2924a0d6ab6c2,False
case_010,1,3,component_batches,30996,86969,2.805813653374629,384150,432534,48384,48384,0,0.0,0,0,0,0,432534,229376,32776,0.1911110999644734,0.0,,4,4,ok,6d17a43d038a756e19d4056f0c132306e3df33426ae2776c4dcdfb08060593a7,False
case_010,1,3,component_batches_128,31587,86969,2.753316237692722,384150,460182,76032,76032,0,0.0,0,0,0,0,460182,229376,32776,0.1359515999793075,0.0,,6,6,ok,88653eb9d4b342bb280569e3330dd1a0b79f5ee3d373673b0c2476240a2bc230,False
case_010,1,3,component_pipe_lpt,36142,86969,2.4063139837308394,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.1424358999938704,0.0,,36,36,ok,0744280e9e247f774ddb21680185642e5f18c754e0ddd2e7b8e7f0c4e4116651,False
case_010,1,3,component_comm,43690,86969,1.9905928130006867,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.1515693999826908,0.0,,36,36,ok,2d7ee3ef4eeef67ff6f12d6a71e877444ed6f74d3cd784fe135c46343cd5cd98,False
case_010,1,3,scene_a_peft,34341,86969,2.5325121574793976,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.1431070000398904,0.0,,42,42,ok,b0126052ea8920068cca1226ebd8ad91b35911faa1d2aee76f776153b91b6fde,False
case_010,1,3,pipe_lane_pack,68056,86969,1.2779034912425062,384150,2168786,1784636,1784636,0,0.0,0,0,0,0,2168786,16384,32768,0.33671800000593066,0.0,,270,270,ok,ef136e0f0694e72f885b775ffcd2d9c599f8c495289ffb3e48820281f6cc2017,False
case_010,1,3,scene_a_spine,36140,86969,2.4064471499723297,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.14275559998350218,0.0,,42,42,ok,362ebb33005ba203942f8ead382ec07e0f81be8c8248412906b4cc13280e7dfc,False
case_010,1,3,whole_graph,86969,86969,1.0,384150,384150,0,0,0,0.0,0,0,0,0,384150,229376,32776,0.0,0.0,,1,1,ok,ba53e9082605ac0995f1384f9681ac26d232fd9dc88ee1a403dd693a8c13af63,True
case_010,1,4,component_round_robin,41953,86969,2.073010273401187,384150,529302,145152,145152,0,0.0,0,0,0,0,529302,229376,32776,0.1665713000111282,0.0,,4,4,ok,e9d4dac65515c083ed562c2e416bd456e485c664d0d4c7fdf7e7c3a2e49a828f,False
case_010,1,4,component_lpt,29919,86969,2.9068150673485076,384150,480918,96768,96768,0,0.0,0,0,0,0,480918,229376,32776,0.1841491000377573,0.0,,4,4,ok,4bb1b74bc59aa3c252aabbe13f88aa7c6907470d0397f5d53918e2d379c1551a,False
case_010,1,4,component_pipe_balance,29856,86969,2.9129488210075025,384150,480918,96768,96768,0,0.0,0,0,0,0,480918,229376,32776,0.16889989998890087,0.0,,4,4,ok,521240015034a1d8f0dfb735ce610bb38cf0846ca7b80cdbc213e30f34961ee9,False
case_010,1,4,component_batches,29919,86969,2.9068150673485076,384150,480918,96768,96768,0,0.0,0,0,0,0,480918,229376,32776,0.15413359995000064,0.0,,5,5,ok,bb8ee96623445115308a25e400d17644601de1353bf9b24a3213c042f020ce71,False
case_010,1,4,component_batches_128,29919,86969,2.9068150673485076,384150,480918,96768,96768,0,0.0,0,0,0,0,480918,229376,32776,0.16038299998035654,0.0,,6,6,ok,fb373768c5f174fa959e7a2cbf65f0ef197e527b92ba4d83ffeac5e0a118dcb4,False
case_010,1,4,component_pipe_lpt,29676,86969,2.9306173338724895,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.15810010000132024,0.0,,36,36,ok,e33850ccefe0025a44cc589fac3c2d1942c77265f407592990d483fa91477167,False
case_010,1,4,component_comm,39977,86969,2.175475898641719,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.155200999986846,0.0,,36,36,ok,f48a2230c1605fb5b0c532eb7660e59c3ff7a9e6fb81453447d4339e728059db,False
case_010,1,4,scene_a_peft,31460,86969,2.7644310235219325,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.15814600000157952,0.0,,42,42,ok,a2d23a56b25d03ba5f701df04470dea67d3939194626f99686128fda73fb0f77,False
case_010,1,4,pipe_lane_pack,58361,86969,1.4901903668545775,384150,2168786,1784636,1784636,0,0.0,0,0,0,0,2168786,16384,32768,0.3813961999840103,0.0,,270,270,ok,888c38b4671d40638ddcd67100311b62b22ec96f4c7517b0de3e5011dd8e21b5,False
case_010,1,4,scene_a_spine,29856,86969,2.9129488210075025,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.1857000000309199,0.0,,42,42,ok,b328daae780734b05b1b4088e18c22e1944af58ffdc252ac1daae35be3c0a35a,False
case_010,1,4,whole_graph,86969,86969,1.0,384150,384150,0,0,0,0.0,0,0,0,0,384150,229376,32776,0.0,0.0,,1,1,ok,e8fb211d6df9b3a6fb99bd2e310955fc5470a6309e4e7f20ee296d73af62dad5,True
case_010,1,5,component_round_robin,43308,86969,2.0081509189987994,384150,577686,193536,193536,0,0.0,0,0,0,0,577686,229376,32776,0.16444100002991036,0.0,,5,5,ok,ccbfa82db86e374cdd8687de703074f3b40ae9772a46074e12b5977fd46be50f,False
case_010,1,5,component_lpt,31018,86969,2.8038235863047265,384150,529302,145152,145152,0,0.0,0,0,0,0,529302,229376,32776,0.17066070000873879,0.0,,5,5,ok,d8a6ea4cfe5686068c11bd504dc337312b99365cca29bfb78d5e35ca53ff80b4,False
case_010,1,5,component_pipe_balance,31015,86969,2.8040947928421733,384150,529302,145152,145152,0,0.0,0,0,0,0,529302,229376,32776,0.16876850003609434,0.0,,5,5,ok,4644987812f53a68656783cb06ca0e5bae3048b0c751c55544bf87236a0afc09,False
case_010,1,5,chain_heft,51473,86969,1.689604258543314,384150,2168786,1784636,1784636,0,0.0,0,0,0,0,2168786,16384,32768,0.3612526999786496,0.0,,270,270,ok,2843fdbc714354da0155b9dea457ad6c860199bbdc7917f64950d1439c239dd1,False
case_010,1,5,window8_heft,30234,86969,2.876529734735728,384150,1094510,710360,710360,0,0.0,0,0,0,0,1094510,16384,32776,0.20144850003998727,0.0,,87,87,ok,db5e8cf4abb2500d082ca11bef5d17cf0ae5437e29d4278071bad2d06f0433c2,False
case_010,1,5,window10_heft,33636,86969,2.5855928172196454,384150,1244462,860312,860312,0,0.0,0,0,0,0,1244462,229376,49154,0.1917078999686055,0.0,,64,64,ok,975475fc7eaa7054ec8edbf82081f63227b10ba841e4d40906a6c8af4f94b1c5,False
case_010,1,5,window16_heft,30425,86969,2.8584716516023008,384150,767902,383752,383752,0,0.0,0,0,0,0,767902,229376,32776,0.15980109997326508,0.0,,45,45,ok,44d6eb8d28ec662028a02037f66267f5b67eaae2b924d4c8cb0801b51c66452f,False
case_010,1,5,component_pipe_lpt,29638,86969,2.934374789122073,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.1539962000097148,0.0,,36,36,ok,67b0661622f75b02ce7d805bc669fbadef5fc0922d7d9e41802fcded9e3c3ce1,False
case_010,1,5,component_comm,38204,86969,2.2764370223013297,384150,747030,362880,362880,0,0.0,0,0,0,0,747030,229376,32776,0.16874980001011863,0.0,,36,36,ok,a3328c09051afc92391380f48bd8b313a5753f81c7d659050bee7df6c399b35b,False
case_010,1,5,scene_a_peft,31028,86969,2.80291994327704,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.16316749999532476,0.0,,42,42,ok,c00a71abd73eb827fd7cf981a3b35f2504fba1443084493bc767fdef0db09f15,False
case_010,1,5,pipe_lane_pack,52999,86969,1.6409554897262213,384150,2168786,1784636,1784636,0,0.0,0,0,0,0,2168786,16384,32768,0.3913184000412002,0.0,,270,270,ok,d5a4c1c14067d079b33c9678b44f89ba6cffb5820b95c4a643f529b3eea7893c,False
case_010,1,5,scene_a_spine,30322,86969,2.8681815183695005,384150,756246,372096,372096,0,0.0,0,0,0,0,756246,229376,32776,0.17134649999206886,0.0,,42,42,ok,41675fe9ec5b3c1cda65aca282722fc9f7654e6db0bf648c65d9083f1521572d,False
case_010,1,5,bundle_pack,23710,86969,3.6680303669337833,384150,960142,575992,575992,0,0.0,0,0,0,0,960142,16384,32770,0.16268880001734942,0.0,,47,47,ok,b2237a2d0ea3b16df656492e9d60ac3fd1e3e5e579eda7c3d6b566dd9965811d,False
case_010,1,5,weighted_window_20_s1.0,93855,86969,0.9266315060465612,384150,4874650,4490500,4490500,0,0.0,0,0,0,0,4874650,16384,32774,0.4778204999747686,0.0,,329,329,ok,f4448e3eb43f78fec025011b38ea2e3c5332245d7a493b36d31a3a8d35b77358,False
case_010,1,5,weighted_window_15_s0.65,91132,86969,0.9543190097879998,384150,4703086,4318936,4318936,0,0.0,0,0,0,0,4703086,16384,32774,0.39902620000066236,0.0,,306,306,ok,c9370f5313edf083eb753b67c14942e2c1f03752457c6242984462206c851639,False
